Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0003238	Mcavernosa07227-RA	XP_020605328.1
OG0003238	Mcavernosa24075-RA	XP_020605104.1, XP_020605126.1
OG0003240	Mcavernosa13520-RA	XP_020606080.1
OG0003241	Mcavernosa27149-RA	XP_020606587.1, XP_020606586.1, XP_020606588.1
OG0003242	Mcavernosa32038-RA	XP_020607091.1, XP_020607092.1
OG0003244	Mcavernosa04737-RA	XP_020607335.1, XP_020607334.1, XP_020607336.1
OG0003245	Mcavernosa31047-RA	XP_020608539.1
OG0003245	Mcavernosa15009-RA	XP_020623131.1
OG0003246	Mcavernosa11717-RA	XP_020614807.1, XP_020608712.1, XP_020608713.1, XP_020608711.1
OG0003247	Mcavernosa09254-RA	XP_020620330.1
OG0003247	Mcavernosa09251-RA	XP_020609125.1
OG0003248	Mcavernosa31238-RA	XP_020609166.1, XP_020609656.1, XP_020609154.1, XP_020609645.1
OG0003249	Mcavernosa28738-RA	XP_020609517.1, XP_020609516.1, XP_020609519.1, XP_020609514.1, XP_020609515.1, XP_020609513.1
OG0003250	Mcavernosa25566-RA	XP_020610368.1, XP_020610366.1, XP_020610365.1, XP_020610364.1
OG0003251	Mcavernosa20671-RA, Mcavernosa20672-RA	XP_020610460.1
OG0003252	Mcavernosa14508-RA, Mcavernosa14509-RA	XP_020610525.1, XP_020610518.1
OG0003252	Mcavernosa14510-RA	XP_020610507.1
OG0003253	Mcavernosa19120-RA, Mcavernosa19117-RA, Mcavernosa29151-RA, Mcavernosa07770-RA, Mcavernosa29152-RA	XP_020610709.1, XP_020610708.1, XP_020610710.1
OG0003254	Mcavernosa20854-RA	XP_020618064.1
OG0003254	Mcavernosa33266-RA, Mcavernosa12305-RA	XP_020611997.1
OG0003256	Mcavernosa29776-RA	XP_020613830.1, XP_020613833.1, XP_020613832.1, XP_020613835.1, XP_020613834.1, XP_020613831.1
OG0003257	Mcavernosa05437-RA, Mcavernosa05441-RA, Mcavernosa05439-RA, Mcavernosa05440-RA, Mcavernosa03023-RA, Mcavernosa05442-RA, Mcavernosa32825-RA	XP_020615887.1
OG0003258	Mcavernosa02827-RA, Mcavernosa01234-RA, Mcavernosa27683-RA, Mcavernosa01238-RA, Mcavernosa27077-RA, Mcavernosa27074-RA	XP_020616005.1, XP_020616014.1
OG0003259	Mcavernosa08490-RA	XP_020616373.1, XP_020616428.1, XP_020616372.1
OG0003260	Mcavernosa24279-RA	XP_020616586.1, XP_020616587.1, XP_020616623.1
OG0003262	Mcavernosa26051-RA, Mcavernosa23407-RA	XP_020616652.1, XP_020618579.1, XP_020618577.1, XP_020618578.1
OG0003263	Mcavernosa29096-RA, Mcavernosa05253-RA, Mcavernosa34615-RA, Mcavernosa05251-RA	XP_020616993.1
OG0003264	Mcavernosa25831-RA, Mcavernosa33701-RA	XP_020617130.1, XP_020617132.1, XP_020617131.1
OG0003264	Mcavernosa25830-RA	XP_020617125.1
OG0003266	Mcavernosa22731-RA	XP_020618053.1, XP_020618077.1
OG0003268	Mcavernosa33593-RA, Mcavernosa13659-RA	XP_020618713.1
OG0003269	Mcavernosa35150-RA	XP_020620550.1, XP_020620567.1, XP_020620575.1, XP_020620543.1, XP_020620584.1, XP_020620558.1
OG0003270	Mcavernosa33522-RA, Mcavernosa33491-RA	XP_020621271.1, XP_020621270.1
OG0003271	Mcavernosa23135-RA, Mcavernosa33422-RA, Mcavernosa23131-RA	XP_020622187.1
OG0003271	Mcavernosa23133-RA, Mcavernosa33114-RA	XP_020622212.1
OG0003272	Mcavernosa17231-RA	XP_020622584.1
OG0003274	Mcavernosa02646-RA, Mcavernosa23832-RA	XP_020622801.1, XP_020622799.1, XP_020622800.1
OG0003275	Mcavernosa32469-RA	XP_020623173.1, XP_020623172.1, XP_020623174.1, XP_020623171.1
OG0003276	Mcavernosa09558-RA	XP_020623265.1, XP_020623264.1, XP_020626843.1
OG0003277	Mcavernosa10832-RA	XP_020623700.1, XP_020623708.1, XP_020623688.1, XP_020623692.1
OG0003278	Mcavernosa20603-RA	XP_020624317.1, XP_020624237.1, XP_020624258.1
OG0003279	Mcavernosa07129-RA	XP_020624340.1, XP_020624341.1, XP_020624338.1, XP_020624339.1, XP_020624244.1, XP_020624342.1
OG0003280	Mcavernosa19755-RA, Mcavernosa19752-RA	XP_020624605.1, XP_020624606.1
OG0003281	Mcavernosa02278-RA, Mcavernosa02277-RA	XP_020625466.1, XP_020625465.1
OG0003282	Mcavernosa29440-RA, Mcavernosa19173-RA	XP_020626085.1
OG0003283	Mcavernosa24995-RA	XP_020627032.1
OG0003283	Mcavernosa24996-RA	XP_020627020.1
OG0003284	Mcavernosa25559-RA	XP_020628003.1
OG0003286	Mcavernosa02039-RA	XP_020628485.1, XP_020628437.1, XP_020628484.1
OG0003287	Mcavernosa17522-RA, Mcavernosa02533-RA, Mcavernosa25650-RA, Mcavernosa34222-RA, Mcavernosa29918-RA, Mcavernosa05662-RA	XP_020628453.1
OG0003288	Mcavernosa22321-RA	XP_020628822.1, XP_020628821.1, XP_020628823.1, XP_020628820.1, XP_020628826.1, XP_020628825.1, XP_020628789.1, XP_020628788.1
OG0003290	Mcavernosa18136-RA, Mcavernosa18135-RA, Mcavernosa33409-RA, Mcavernosa18130-RA	XP_020630104.1, XP_020630103.1
OG0003291	Mcavernosa13924-RA	XP_020631444.1
OG0003291	Mcavernosa13923-RA	XP_020631751.1
OG0003292	Mcavernosa13691-RA, Mcavernosa13686-RA, Mcavernosa13688-RA, Mcavernosa13685-RA	XP_020632594.1
OG0003302	Mcavernosa18976-RA	XP_020603013.1
OG0003303	Mcavernosa01254-RA	XP_020601345.1, XP_020601106.1
OG0003304	Mcavernosa14117-RA	XP_020607928.1
OG0003305	Mcavernosa23948-RA	XP_020627927.1, XP_020627925.1
OG0003306	Mcavernosa23949-RA	XP_020628008.1
OG0003307	Mcavernosa14102-RA	XP_020607917.1
OG0003307	Mcavernosa14104-RA	XP_020607937.1
OG0003308	Mcavernosa19162-RA	XP_020615228.1, XP_020615227.1
OG0003310	Mcavernosa29759-RA, Mcavernosa29761-RA	XP_020618071.1
OG0003312	Mcavernosa05336-RA	XP_020632207.1
OG0003313	Mcavernosa11770-RA	XP_020601390.1
OG0003315	Mcavernosa27704-RA	XP_020615088.1, XP_020615089.1
OG0003316	Mcavernosa24688-RA	XP_020628995.1, XP_020628993.1, XP_020628994.1, XP_020628996.1
OG0003317	Mcavernosa32396-RA	XP_020601710.1, XP_020601709.1, XP_020601711.1
OG0003318	Mcavernosa24153-RA	XP_020614007.1, XP_020614008.1
OG0003319	Mcavernosa23668-RA	XP_020611763.1, XP_020611762.1
OG0003320	Mcavernosa10858-RA	XP_020623043.1
OG0003321	Mcavernosa00226-RA, Mcavernosa00227-RA	XP_020611594.1, XP_020611595.1
OG0003322	Mcavernosa00225-RA	XP_020611425.1, XP_020611422.1, XP_020611423.1, XP_020611424.1
OG0003323	Mcavernosa20551-RA	XP_020627664.1
OG0003324	Mcavernosa18188-RA	XP_020630301.1
OG0003325	Mcavernosa17957-RA	XP_020605098.1
OG0003325	Mcavernosa17955-RA	XP_020605085.1
OG0003327	Mcavernosa12517-RA, Mcavernosa12513-RA	XP_020620806.1, XP_020620805.1
OG0003328	Mcavernosa22792-RA	XP_020602862.1
OG0003329	Mcavernosa18898-RA	XP_020611871.1
OG0003330	Mcavernosa04145-RA	XP_020612734.1
OG0003331	Mcavernosa04119-RA	XP_020612712.1, XP_020612710.1, XP_020612709.1, XP_020612713.1
OG0003332	Mcavernosa23573-RA, Mcavernosa23575-RA	XP_020619651.1
OG0003334	Mcavernosa03476-RA	XP_020621901.1
OG0003334	Mcavernosa03477-RA	XP_020621900.1
OG0003335	Mcavernosa28790-RA	XP_020611239.1
OG0003336	Mcavernosa28797-RA	XP_020611228.1, XP_020611227.1, XP_020611229.1
OG0003337	Mcavernosa25138-RA	XP_020611224.1, XP_020611223.1, XP_020611225.1, XP_020611222.1
OG0003338	Mcavernosa25140-RA	XP_020611189.1
OG0003339	Mcavernosa21159-RA	XP_020631675.1, XP_020631674.1, XP_020631673.1
OG0003342	Mcavernosa25357-RA, Mcavernosa25358-RA	XP_020602807.1
OG0003343	Mcavernosa30627-RA	XP_020623026.1
OG0003344	Mcavernosa34465-RA, Mcavernosa30827-RA	XP_020605142.1, XP_020605141.1
OG0003345	Mcavernosa22441-RA	XP_020620232.1, XP_020620236.1
OG0003346	Mcavernosa25269-RA	XP_020622229.1, XP_020622230.1, XP_020622231.1
OG0003348	Mcavernosa30117-RA, Mcavernosa30118-RA	XP_020626412.1
OG0003351	Mcavernosa28236-RA	XP_020621758.1, XP_020621756.1, XP_020621757.1
OG0003352	Mcavernosa31463-RA	XP_020601695.1
OG0003353	Mcavernosa31457-RA	XP_020601750.1
OG0003353	Mcavernosa31458-RA	XP_020601739.1
OG0003355	Mcavernosa27056-RA	XP_020605974.1, XP_020605973.1, XP_020605972.1
OG0003356	Mcavernosa25245-RA, Mcavernosa25246-RA	XP_020620794.1
OG0003357	Mcavernosa23125-RA	XP_020622227.1, XP_020622174.1, XP_020622244.1
OG0003358	Mcavernosa05971-RA	XP_020601018.1
OG0003359	Mcavernosa04563-RA	XP_020619532.1
OG0003360	Mcavernosa33567-RA	XP_020619533.1
OG0003361	Mcavernosa12333-RA	XP_020601988.1, XP_020601990.1, XP_020601989.1
OG0003362	Mcavernosa10793-RA, Mcavernosa10798-RA	XP_020610205.1
OG0003363	Mcavernosa13198-RA, Mcavernosa13196-RA	XP_020602996.1
OG0003364	Mcavernosa11832-RA	XP_020632713.1, XP_020632712.1
OG0003365	Mcavernosa06523-RA	XP_020629813.1, XP_020629814.1
OG0003366	Mcavernosa13698-RA	XP_020623147.1, XP_020623148.1, XP_020623149.1, XP_020623146.1
OG0003367	Mcavernosa30207-RA, Mcavernosa30206-RA	XP_020622739.1
OG0003368	Mcavernosa17670-RA, Mcavernosa30548-RA	XP_020621279.1
OG0003368	Mcavernosa17671-RA	XP_020621280.1
OG0003369	Mcavernosa32838-RA	XP_020630548.1
OG0003370	Mcavernosa00374-RA	XP_020624712.1, XP_020624713.1, XP_020624711.1, XP_020624714.1
OG0003372	Mcavernosa25592-RA	XP_020626628.1, XP_020626630.1, XP_020626651.1, XP_020626650.1
OG0003373	Mcavernosa05970-RA	XP_020601019.1
OG0003375	Mcavernosa11381-RA	XP_020628554.1, XP_020628555.1, XP_020628552.1
OG0003376	Mcavernosa34139-RA	XP_020628571.1, XP_020628569.1, XP_020628570.1, XP_020628586.1
OG0003377	Mcavernosa11368-RA	XP_020628578.1, XP_020628577.1, XP_020628579.1
OG0003379	Mcavernosa18863-RA	XP_020609408.1, XP_020609409.1, XP_020609410.1
OG0003380	Mcavernosa17136-RA	XP_020605779.1, XP_020605780.1
OG0003381	Mcavernosa08491-RA	XP_020616377.1, XP_020616376.1
OG0003382	Mcavernosa03739-RA	XP_020618128.1
OG0003383	Mcavernosa03737-RA	XP_020618126.1
OG0003384	Mcavernosa07254-RA	XP_020613288.1, XP_020613287.1, XP_020613291.1, XP_020613290.1
OG0003385	Mcavernosa32915-RA	XP_020624438.1
OG0003385	Mcavernosa17709-RA	XP_020624436.1
OG0003387	Mcavernosa12242-RA	XP_020609271.1
OG0003388	Mcavernosa16504-RA	XP_020625617.1, XP_020625620.1
OG0003390	Mcavernosa16505-RA	XP_020625616.1, XP_020604635.1
OG0003391	Mcavernosa16513-RA, Mcavernosa16512-RA	XP_020625619.1
OG0003392	Mcavernosa14983-RA	XP_020625769.1
OG0003393	Mcavernosa11510-RA	XP_020627301.1, XP_020627300.1
OG0003394	Mcavernosa24128-RA	XP_020617969.1, XP_020617962.1, XP_020617976.1
OG0003395	Mcavernosa20159-RA	XP_020613676.1, XP_020613677.1, XP_020613675.1, XP_020613678.1
OG0003396	Mcavernosa07054-RA	XP_020624343.1, XP_020624344.1
OG0003397	Mcavernosa15454-RA	XP_020621318.1
OG0003398	Mcavernosa15449-RA	XP_020621332.1
OG0003400	Mcavernosa10166-RA	XP_020611873.1
OG0003401	Mcavernosa01864-RA	XP_020610891.1
OG0003402	Mcavernosa01870-RA	XP_020610890.1
OG0003403	Mcavernosa16445-RA	XP_020610416.1, XP_020610415.1
OG0003404	Mcavernosa24494-RA	XP_020610414.1
OG0003405	Mcavernosa24493-RA	XP_020610426.1, XP_020610425.1
OG0003406	Mcavernosa24490-RA	XP_020610440.1
OG0003407	Mcavernosa23970-RA, Mcavernosa25810-RA	XP_020616329.1
OG0003409	Mcavernosa32018-RA	XP_020624870.1, XP_020624878.1
OG0003410	Mcavernosa13389-RA	XP_020600497.1, XP_020600499.1, XP_020600500.1
OG0003411	Mcavernosa04833-RA	XP_020616040.1, XP_020616041.1
OG0003412	Mcavernosa15355-RA	XP_020614011.1
OG0003414	Mcavernosa11107-RA	XP_020622650.1, XP_020622643.1
OG0003415	Mcavernosa28985-RA	XP_020611574.1
OG0003416	Mcavernosa13874-RA	XP_020608900.1, XP_020608898.1, XP_020608899.1
OG0003417	Mcavernosa28555-RA	XP_020604176.1, XP_020604177.1, XP_020604178.1
OG0003418	Mcavernosa28553-RA	XP_020630647.1, XP_020630648.1, XP_020630646.1
OG0003419	Mcavernosa11868-RA	XP_020612578.1
OG0003420	Mcavernosa10881-RA	XP_020604283.1
OG0003421	Mcavernosa10877-RA	XP_020604279.1
OG0003422	Mcavernosa28554-RA, Mcavernosa28551-RA	XP_020604175.1
OG0003423	Mcavernosa28537-RA	XP_020604373.1
OG0003424	Mcavernosa02999-RA	XP_020632135.1
OG0003425	Mcavernosa03003-RA	XP_020632131.1, XP_020632129.1, XP_020632130.1
OG0003426	Mcavernosa02979-RA	XP_020632063.1, XP_020632064.1, XP_020632062.1, XP_020632066.1
OG0003427	Mcavernosa28170-RA	XP_020601959.1, XP_020601958.1
OG0003428	Mcavernosa22066-RA	XP_020629447.1
OG0003429	Mcavernosa23173-RA, Mcavernosa23175-RA	XP_020622281.1, XP_020622287.1
OG0003430	Mcavernosa16777-RA	XP_020623667.1
OG0003432	Mcavernosa25343-RA	XP_020626816.1, XP_020626815.1, XP_020626814.1, XP_020626868.1
OG0003434	Mcavernosa16319-RA	XP_020614964.1, XP_020614962.1, XP_020614961.1
OG0003435	Mcavernosa02402-RA	XP_020626849.1
OG0003436	Mcavernosa34339-RA	XP_020626800.1
OG0003437	Mcavernosa24970-RA	XP_020626913.1, XP_020626914.1
OG0003438	Mcavernosa24972-RA	XP_020626922.1
OG0003439	Mcavernosa31874-RA	XP_020601514.1
OG0003440	Mcavernosa07413-RA, Mcavernosa07421-RA	XP_020618733.1, XP_020618724.1
OG0003441	Mcavernosa20125-RA, Mcavernosa20130-RA	XP_020623795.1
OG0003442	Mcavernosa11686-RA	XP_020630414.1
OG0003443	Mcavernosa04267-RA	XP_020619133.1
OG0003444	Mcavernosa26159-RA	XP_020604394.1
OG0003445	Mcavernosa11552-RA	XP_020616899.1, XP_020616892.1, XP_020616883.1
OG0003446	Mcavernosa21623-RA	XP_020602253.1, XP_020602236.1
OG0003446	Mcavernosa04929-RA	XP_020602252.1
OG0003447	Mcavernosa30395-RA, Mcavernosa33890-RA, Mcavernosa17449-RA, Mcavernosa30396-RA	XP_020605290.1
OG0003448	Mcavernosa31368-RA	XP_020616337.1, XP_020616336.1
OG0003449	Mcavernosa30984-RA	XP_020606607.1, XP_020606601.1, XP_020606615.1
OG0003450	Mcavernosa06712-RA	XP_020620121.1
OG0003450	Mcavernosa06713-RA	XP_020620122.1
OG0003451	Mcavernosa01947-RA	XP_020619679.1
OG0003452	Mcavernosa20975-RA	XP_020617779.1
OG0003453	Mcavernosa28214-RA	XP_020613749.1
OG0003453	Mcavernosa22891-RA	XP_020613923.1
OG0003454	Mcavernosa20049-RA	XP_020617086.1, XP_020617085.1
OG0003455	Mcavernosa12821-RA	XP_020624928.1
OG0003456	Mcavernosa20901-RA	XP_020617494.1, XP_020617503.1, XP_020617510.1
OG0003457	Mcavernosa07638-RA	XP_020617499.1
OG0003459	Mcavernosa30450-RA	XP_020611590.1
OG0003460	Mcavernosa32321-RA	XP_020603606.1
OG0003461	Mcavernosa00969-RA	XP_020620030.1, XP_020620029.1
OG0003462	Mcavernosa03273-RA	XP_020605910.1
OG0003462	Mcavernosa03275-RA	XP_020605903.1, XP_020605902.1
OG0003463	Mcavernosa03271-RA, Mcavernosa26699-RA	XP_020605917.1, XP_020605918.1
OG0003464	Mcavernosa08670-RA, Mcavernosa08676-RA	XP_020623542.1
OG0003464	Mcavernosa08677-RA	XP_020623569.1
OG0003465	Mcavernosa08675-RA, Mcavernosa08669-RA	XP_020623544.1, XP_020623545.1, XP_020623546.1
OG0003466	Mcavernosa28313-RA	XP_020617696.1, XP_020617695.1, XP_020617694.1
OG0003467	Mcavernosa06683-RA	XP_020627431.1
OG0003469	Mcavernosa19855-RA	XP_020616967.1, XP_020616966.1, XP_020616968.1
OG0003470	Mcavernosa23036-RA	XP_020605960.1
OG0003472	Mcavernosa23094-RA	XP_020617542.1
OG0003473	Mcavernosa28982-RA	XP_020631261.1
OG0003474	Mcavernosa08898-RA	XP_020613303.1
OG0003475	Mcavernosa27876-RA	XP_020623833.1
OG0003476	Mcavernosa27879-RA	XP_020632817.1, XP_020632819.1
OG0003477	Mcavernosa02753-RA	XP_020612294.1
OG0003477	Mcavernosa02754-RA	XP_020612293.1
OG0003478	Mcavernosa22802-RA	XP_020617439.1
OG0003479	Mcavernosa12885-RA	XP_020632781.1
OG0003480	Mcavernosa12924-RA	XP_020615660.1, XP_020615657.1
OG0003482	Mcavernosa21494-RA	XP_020615403.1, XP_020615402.1
OG0003483	Mcavernosa21498-RA, Mcavernosa21497-RA, Mcavernosa21499-RA	XP_020615391.1, XP_020615390.1
OG0003484	Mcavernosa15872-RA	XP_020631920.1
OG0003488	Mcavernosa05215-RA	XP_020628140.1, XP_020628033.1
OG0003489	Mcavernosa28080-RA	XP_020629189.1
OG0003490	Mcavernosa09927-RA	XP_020619041.1
OG0003492	Mcavernosa21871-RA	XP_020628707.1
OG0003493	Mcavernosa10070-RA	XP_020617672.1, XP_020617673.1, XP_020617674.1
OG0003494	Mcavernosa12494-RA	XP_020620509.1
OG0003495	Mcavernosa12505-RA	XP_020620571.1, XP_020620570.1
OG0003496	Mcavernosa08775-RA	XP_020623093.1, XP_020623092.1, XP_020623091.1
OG0003497	Mcavernosa03969-RA	XP_020623107.1
OG0003498	Mcavernosa28485-RA	XP_020625654.1, XP_020625652.1
OG0003501	Mcavernosa04623-RA	XP_020626014.1
OG0003502	Mcavernosa02166-RA, Mcavernosa18608-RA	XP_020615175.1, XP_020615174.1
OG0003503	Mcavernosa10281-RA, Mcavernosa10282-RA	XP_020623275.1, XP_020623274.1
OG0003504	Mcavernosa06437-RA, Mcavernosa30690-RA	XP_020609475.1, XP_020609487.1
OG0003505	Mcavernosa02614-RA	XP_020610099.1, XP_020610097.1, XP_020610098.1
OG0003506	Mcavernosa02604-RA	XP_020610126.1
OG0003507	Mcavernosa14672-RA	XP_020632629.1
OG0003507	Mcavernosa14669-RA	XP_020632630.1, XP_020632628.1
OG0003509	Mcavernosa04742-RA	XP_020607339.1, XP_020607338.1
OG0003510	Mcavernosa13412-RA	XP_020614846.1
OG0003511	Mcavernosa04114-RA	XP_020607673.1
OG0003511	Mcavernosa17383-RA	XP_020607605.1
OG0003512	Mcavernosa21928-RA	XP_020614187.1
OG0003513	Mcavernosa33993-RA, Mcavernosa07511-RA	XP_020619310.1, XP_020619319.1
OG0003515	Mcavernosa24471-RA	XP_020603985.1
OG0003516	Mcavernosa04933-RA	XP_020620064.1
OG0003518	Mcavernosa13376-RA, Mcavernosa34179-RA	XP_020600449.1
OG0003519	Mcavernosa08048-RA	XP_020630918.1, XP_020630919.1
OG0003520	Mcavernosa18873-RA	XP_020617629.1, XP_020617622.1
OG0003521	Mcavernosa00360-RA	XP_020624696.1, XP_020624630.1
OG0003523	Mcavernosa07834-RA	XP_020609968.1, XP_020609966.1, XP_020609967.1
OG0003524	Mcavernosa18651-RA, Mcavernosa18650-RA, Mcavernosa18653-RA, Mcavernosa18652-RA	XP_020616080.1
OG0003526	Mcavernosa20628-RA	XP_020630293.1
OG0003527	Mcavernosa15652-RA	XP_020631208.1, XP_020631211.1, XP_020631209.1, XP_020631210.1
OG0003528	Mcavernosa24611-RA	XP_020629613.1, XP_020629607.1, XP_020629599.1
OG0003529	Mcavernosa24612-RA	XP_020628865.1, XP_020628883.1, XP_020628891.1, XP_020628874.1
OG0003530	Mcavernosa17063-RA	XP_020605706.1, XP_020605707.1
OG0003531	Mcavernosa23914-RA	XP_020619300.1
OG0003534	Mcavernosa27185-RA, Mcavernosa08744-RA, Mcavernosa08743-RA	XP_020609322.1
OG0003535	Mcavernosa23232-RA	XP_020610730.1
OG0003536	Mcavernosa23234-RA	XP_020610663.1
OG0003537	Mcavernosa19866-RA, Mcavernosa26322-RA	XP_020600858.1
OG0003539	Mcavernosa34627-RA, Mcavernosa34626-RA	XP_020617716.1, XP_020617715.1
OG0003540	Mcavernosa01193-RA	XP_020631892.1, XP_020631891.1
OG0003541	Mcavernosa01159-RA	XP_020631927.1
OG0003542	Mcavernosa27378-RA	XP_020629782.1, XP_020629780.1
OG0003543	Mcavernosa01562-RA	XP_020618304.1
OG0003544	Mcavernosa21785-RA	XP_020628467.1, XP_020628458.1
OG0003545	Mcavernosa14591-RA	XP_020612761.1, XP_020612762.1, XP_020612764.1, XP_020612760.1, XP_020612759.1
OG0003546	Mcavernosa25711-RA	XP_020610463.1
OG0003547	Mcavernosa17846-RA	XP_020627454.1
OG0003548	Mcavernosa23793-RA, Mcavernosa28936-RA	XP_020606908.1
OG0003549	Mcavernosa04609-RA	XP_020619534.1
OG0003550	Mcavernosa25448-RA	XP_020605684.1
OG0003552	Mcavernosa07143-RA	XP_020618553.1
OG0003553	Mcavernosa11702-RA	XP_020630406.1
OG0003554	Mcavernosa01210-RA	XP_020631913.1, XP_020631914.1, XP_020631915.1
OG0003556	Mcavernosa30775-RA	XP_020625334.1
OG0003556	Mcavernosa30777-RA	XP_020625332.1
OG0003557	Mcavernosa30781-RA	XP_020625329.1, XP_020625327.1, XP_020625328.1
OG0003558	Mcavernosa19990-RA	XP_020614902.1, XP_020614903.1, XP_020614904.1
OG0003560	Mcavernosa27613-RA	XP_020626717.1, XP_020626675.1
OG0003561	Mcavernosa09932-RA	XP_020625786.1, XP_020625791.1, XP_020625792.1, XP_020625790.1
OG0003562	Mcavernosa04519-RA	XP_020618661.1, XP_020618659.1, XP_020618660.1
OG0003563	Mcavernosa09929-RA	XP_020625776.1, XP_020625777.1
OG0003564	Mcavernosa08975-RA	XP_020628750.1, XP_020628751.1
OG0003565	Mcavernosa22844-RA, Mcavernosa22842-RA, Mcavernosa22841-RA	XP_020629103.1
OG0003567	Mcavernosa24615-RA	XP_020628979.1
OG0003568	Mcavernosa05168-RA	XP_020602757.1, XP_020602756.1
OG0003569	Mcavernosa03735-RA	XP_020618360.1
OG0003569	Mcavernosa03736-RA	XP_020618266.1
OG0003570	Mcavernosa03867-RA	XP_020631149.1
OG0003571	Mcavernosa28325-RA	XP_020607436.1
OG0003572	Mcavernosa18047-RA	XP_020631317.1
OG0003572	Mcavernosa18048-RA	XP_020631318.1
OG0003573	Mcavernosa01154-RA	XP_020631762.1
OG0003573	Mcavernosa01157-RA	XP_020631817.1
OG0003574	Mcavernosa18860-RA	XP_020609420.1
OG0003575	Mcavernosa14234-RA	XP_020600514.1
OG0003576	Mcavernosa21281-RA	XP_020630819.1, XP_020630820.1
OG0003577	Mcavernosa04691-RA	XP_020616410.1
OG0003578	Mcavernosa04750-RA	XP_020607350.1
OG0003579	Mcavernosa09621-RA	XP_020629247.1, XP_020629246.1, XP_020629269.1
OG0003580	Mcavernosa09618-RA	XP_020629270.1
OG0003581	Mcavernosa21693-RA	XP_020632890.1
OG0003582	Mcavernosa11243-RA	XP_020624220.1, XP_020624223.1, XP_020624222.1, XP_020624221.1
OG0003583	Mcavernosa27195-RA	XP_020624609.1
OG0003584	Mcavernosa22105-RA	XP_020613003.1
OG0003585	Mcavernosa08689-RA	XP_020606396.1
OG0003585	Mcavernosa08690-RA	XP_020606073.1
OG0003586	Mcavernosa19133-RA, Mcavernosa28992-RA	XP_020614991.1
OG0003587	Mcavernosa07870-RA, Mcavernosa07871-RA	XP_020612853.1
OG0003588	Mcavernosa22284-RA, Mcavernosa22287-RA	XP_020626719.1
OG0003589	Mcavernosa22155-RA	XP_020626277.1
OG0003590	Mcavernosa17107-RA, Mcavernosa17108-RA	XP_020605691.1
OG0003591	Mcavernosa30332-RA	XP_020627420.1, XP_020627422.1, XP_020627423.1
OG0003592	Mcavernosa18265-RA	XP_020627336.1, XP_020627338.1, XP_020627337.1
OG0003595	Mcavernosa16431-RA	XP_020612329.1
OG0003595	Mcavernosa16432-RA	XP_020612328.1
OG0003596	Mcavernosa16417-RA	XP_020612307.1, XP_020612303.1, XP_020612305.1, XP_020612306.1
OG0003597	Mcavernosa24398-RA	XP_020625844.1, XP_020625843.1, XP_020625842.1
OG0003598	Mcavernosa16562-RA	XP_020627132.1
OG0003599	Mcavernosa09098-RA	XP_020613672.1
OG0003600	Mcavernosa23878-RA, Mcavernosa30667-RA	XP_020601826.1
OG0003601	Mcavernosa31802-RA	XP_020628914.1
OG0003602	Mcavernosa22041-RA	XP_020617078.1
OG0003602	Mcavernosa10603-RA	XP_020608725.1
OG0003603	Mcavernosa17276-RA	XP_020611840.1, XP_020611841.1, XP_020611839.1, XP_020611838.1
OG0003604	Mcavernosa20231-RA	XP_020611875.1, XP_020611874.1, XP_020611876.1
OG0003605	Mcavernosa19339-RA	XP_020618970.1
OG0003607	Mcavernosa20342-RA	XP_020629621.1
OG0003608	Mcavernosa09032-RA	XP_020615252.1
OG0003610	Mcavernosa31949-RA	XP_020606004.1
OG0003611	Mcavernosa23816-RA	XP_020620491.1, XP_020620492.1, XP_020620490.1
OG0003612	Mcavernosa09969-RA	XP_020602841.1
OG0003613	Mcavernosa10576-RA	XP_020608195.1
OG0003614	Mcavernosa05536-RA	XP_020615808.1, XP_020615809.1, XP_020615807.1, XP_020615810.1
OG0003615	Mcavernosa05539-RA	XP_020615791.1, XP_020615792.1, XP_020615793.1
OG0003616	Mcavernosa02388-RA	XP_020626896.1, XP_020626894.1, XP_020626893.1, XP_020626895.1
OG0003617	Mcavernosa26522-RA, Mcavernosa30503-RA, Mcavernosa30502-RA, Mcavernosa13933-RA	XP_020617898.1
OG0003618	Mcavernosa02806-RA	XP_020627348.1, XP_020627349.1
OG0003620	Mcavernosa22410-RA	XP_020618676.1
OG0003620	Mcavernosa22417-RA	XP_020618603.1
OG0003621	Mcavernosa29279-RA, Mcavernosa13234-RA	XP_020602961.1
OG0003622	Mcavernosa19694-RA	XP_020603940.1, XP_020603941.1
OG0003623	Mcavernosa13909-RA	XP_020628279.1
