Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0001335	Mcavernosa34408-RA	Acerv_evm.model.Segkk873_pilon.18, Acerv_evm.model.Segkk1158_pilon.2, Acerv_evm.model.Segkk873_pilon.17, Acerv_evm.model.Segkk2685_pilon.2, Acerv_evm.model.Segkk4196_pilon.6, Acerv_evm.model.Segkk2484_pilon.4, Acerv_evm.model.Segkk3518_pilon.13
OG0001338	Mcavernosa33639-RA	Acerv_evm.model.Segkk2424_pilon.2, Acerv_evm.model.Segkk897_pilon.1
OG0001339	Mcavernosa01180-RA	Acerv_evm.model.Segkk925_pilon.22
OG0001340	Mcavernosa08265-RA	Acerv_evm.model.Segkk939_pilon.1
OG0001341	Mcavernosa11703-RA	Acerv_evm.model.Segkk1339_pilon.3, Acerv_evm.model.Segkk974_pilon.3
OG0001342	Mcavernosa01278-RA	Acerv_evm.model.Segkk2992_pilon.5, Acerv_evm.model.Segkk3821_pilon.1, Acerv_evm.model.Segkk2353_pilon.10, Acerv_evm.model.Segkk2464_pilon.10, Acerv_evm.model.Segkk2722_pilon.42, Acerv_evm.model.Segkk2992_pilon.6, Acerv_evm.model.Segkk1599_pilon.4, Acerv_evm.model.Segkk1009_pilon.14, Acerv_evm.model.Segkk2722_pilon.43, Acerv_evm.model.Segkk2353_pilon.9
OG0001343	Mcavernosa29808-RA, Mcavernosa29807-RA, Mcavernosa29806-RA, Mcavernosa32045-RA	Acerv_evm.model.Segkk1063_pilon.6
OG0001344	Mcavernosa26235-RA	Acerv_evm.model.Segkk1078_pilon.88, Acerv_evm.model.Segkk1078_pilon.94
OG0001345	Mcavernosa10448-RA, Mcavernosa21114-RA	Acerv_evm.model.Segkk1078_pilon.83
OG0001345	Mcavernosa09328-RA, Mcavernosa09335-RA	Acerv_evm.model.Segkk3832_pilon.2, Acerv_evm.model.Segkk3832_pilon.3, Acerv_evm.model.Segkk3832_pilon.8, Acerv_evm.model.Segkk1244_pilon.6
OG0001347	Mcavernosa31607-RA	Acerv_evm.model.Segkk1079_pilon.18, Acerv_evm.model.Segkk1079_pilon.16, Acerv_evm.model.Segkk1079_pilon.20, Acerv_evm.model.Segkk1079_pilon.19, Acerv_evm.model.Segkk1079_pilon.17
OG0001348	Mcavernosa14582-RA	Acerv_evm.model.Segkk3884_pilon.1
OG0001348	Mcavernosa06775-RA	Acerv_evm.model.Segkk1094_pilon.1
OG0001349	Mcavernosa16324-RA	Acerv_evm.model.Segkk3971_pilon.8, Acerv_evm.model.Segkk1153_pilon.1, Acerv_evm.model.Segkk1988_pilon.13, Acerv_evm.model.Segkk3971_pilon.5, Acerv_evm.model.Segkk1988_pilon.9
OG0001350	Mcavernosa21728-RA, Mcavernosa21726-RA, Mcavernosa21727-RA	Acerv_evm.model.Segkk1154_pilon.25
OG0001351	Mcavernosa07908-RA, Mcavernosa07914-RA, Mcavernosa07907-RA, Mcavernosa07910-RA, Mcavernosa19271-RA	Acerv_evm.model.Segkk1443_pilon.12, Acerv_evm.model.Segkk2808_pilon.9, Acerv_evm.model.Segkk1154_pilon.7, Acerv_evm.model.Segkk2808_pilon.4
OG0001352	Mcavernosa02284-RA, Mcavernosa02283-RA	Acerv_evm.model.Segkk1158_pilon.58
OG0001353	Mcavernosa22873-RA, Mcavernosa22872-RA, Mcavernosa22871-RA	Acerv_evm.model.Segkk1975_pilon.7
OG0001353	Mcavernosa20230-RA	Acerv_evm.model.Segkk1185_pilon.9
OG0001354	Mcavernosa22382-RA	Acerv_evm.model.Segkk1290_pilon.43
OG0001355	Mcavernosa05269-RA	Acerv_evm.model.Segkk1305_pilon.2
OG0001355	Mcavernosa27887-RA	Acerv_evm.model.Segkk1861_pilon.14
OG0001357	Mcavernosa20959-RA	Acerv_evm.model.Segkk1383_pilon.11
OG0001358	Mcavernosa26655-RA, Mcavernosa26657-RA, Mcavernosa29969-RA	Acerv_evm.model.Segkk1389_pilon.9
OG0001358	Mcavernosa29968-RA, Mcavernosa29974-RA	Acerv_evm.model.Segkk2924_pilon.15
OG0001359	Mcavernosa19840-RA	Acerv_evm.model.Segkk1411_pilon.8
OG0001360	Mcavernosa16612-RA	Acerv_evm.model.Segkk1424_pilon.22
OG0001360	Mcavernosa16611-RA, Mcavernosa33082-RA, Mcavernosa35102-RA	Acerv_evm.model.Segkk1424_pilon.23
OG0001362	Mcavernosa09680-RA	Acerv_evm.model.Segkk1452_pilon.2, Acerv_evm.model.Segkk3633_pilon.1, Acerv_evm.model.Segkk3900_pilon.55, Acerv_evm.model.Segkk2335_pilon.21, Acerv_evm.model.Segkk2137_pilon.1, Acerv_evm.model.Segkk3485_pilon.17
OG0001364	Mcavernosa16391-RA	Acerv_evm.model.Segkk1481_pilon.6
OG0001366	Mcavernosa14869-RA	Acerv_evm.model.Segkk1509_pilon.9
OG0001366	Mcavernosa14866-RA	Acerv_evm.model.Segkk1509_pilon.8
OG0001368	Mcavernosa25934-RA	Acerv_evm.model.Segkk1613_pilon.24
OG0001369	Mcavernosa11237-RA, Mcavernosa27749-RA, Mcavernosa29398-RA	Acerv_evm.model.Segkk1657_pilon.16
OG0001370	Mcavernosa24251-RA	Acerv_evm.model.Segkk1663_pilon.1, Acerv_evm.model.Segkk1663_pilon.3
OG0001371	Mcavernosa10265-RA	Acerv_evm.model.Segkk3004_pilon.5, Acerv_evm.model.Segkk1694_pilon.1, Acerv_evm.model.Segkk2898_pilon.17
OG0001373	Mcavernosa22613-RA	Acerv_evm.model.Segkk1772_pilon.2, Acerv_evm.model.Segkk1772_pilon.3, Acerv_evm.model.Segkk1772_pilon.1, Acerv_evm.model.Segkk2427_pilon.5
OG0001374	Mcavernosa01458-RA, Mcavernosa34147-RA	Acerv_evm.model.Segkk1779_pilon.3, Acerv_evm.model.Segkk1779_pilon.5, Acerv_evm.model.Segkk4194_pilon.4
OG0001375	Mcavernosa17687-RA, Mcavernosa17685-RA, Mcavernosa14078-RA	Acerv_evm.model.Segkk1784_pilon.1, Acerv_evm.model.Segkk1784_pilon.2, Acerv_evm.model.Segkk1784_pilon.3
OG0001376	Mcavernosa34898-RA	Acerv_evm.model.Segkk1863_pilon.20, Acerv_evm.model.Segkk3343_pilon.32
OG0001376	Mcavernosa11876-RA	Acerv_evm.model.Segkk2195_pilon.25
OG0001377	Mcavernosa34008-RA, Mcavernosa27486-RA	Acerv_evm.model.Segkk4327_pilon.2, Acerv_evm.model.Segkk1832_pilon.1
OG0001378	Mcavernosa29300-RA, Mcavernosa17242-RA	Acerv_evm.model.Segkk1841_pilon.3
OG0001378	Mcavernosa33159-RA, Mcavernosa17241-RA, Mcavernosa32359-RA, Mcavernosa26268-RA, Mcavernosa23455-RA	Acerv_evm.model.Segkk3416_pilon.5
OG0001379	Mcavernosa10546-RA, Mcavernosa10547-RA, Mcavernosa33519-RA, Mcavernosa10549-RA, Mcavernosa00250-RA	Acerv_evm.model.Segkk1843_pilon.1
OG0001380	Mcavernosa13564-RA	Acerv_evm.model.Segkk3728_pilon.5
OG0001380	Mcavernosa13563-RA, Mcavernosa13562-RA	Acerv_evm.model.Segkk1854_pilon.1
OG0001381	Mcavernosa10591-RA, Mcavernosa10592-RA, Mcavernosa10611-RA	Acerv_evm.model.Segkk1858_pilon.6
OG0001382	Mcavernosa15007-RA	Acerv_evm.model.Segkk1884_pilon.4, Acerv_evm.model.Segkk4263_pilon.5
OG0001383	Mcavernosa01634-RA	Acerv_evm.model.Segkk1927_pilon.3
OG0001384	Mcavernosa29850-RA	Acerv_evm.model.Segkk1943_pilon.2
OG0001387	Mcavernosa30004-RA, Mcavernosa29866-RA	Acerv_evm.model.Segkk2089_pilon.6
OG0001388	Mcavernosa03920-RA, Mcavernosa03921-RA	Acerv_evm.model.Segkk2095_pilon.4
OG0001389	Mcavernosa02248-RA	Acerv_evm.model.Segkk2198_pilon.1
OG0001390	Mcavernosa08017-RA	Acerv_evm.model.Segkk2237_pilon.14
OG0001390	Mcavernosa08016-RA, Mcavernosa08015-RA	Acerv_evm.model.Segkk2237_pilon.15
OG0001391	Mcavernosa08093-RA, Mcavernosa27725-RA, Mcavernosa08092-RA	Acerv_evm.model.Segkk2240_pilon.5
OG0001393	Mcavernosa18683-RA, Mcavernosa18676-RA, Mcavernosa18669-RA	Acerv_evm.model.Segkk2351_pilon.7
OG0001394	Mcavernosa08952-RA	Acerv_evm.model.Segkk2557_pilon.6, Acerv_evm.model.Segkk2469_pilon.29, Acerv_evm.model.Segkk2557_pilon.7, Acerv_evm.model.Segkk2557_pilon.3, Acerv_evm.model.Segkk2469_pilon.33
OG0001396	Mcavernosa05576-RA	Acerv_evm.model.Segkk2507_pilon.4
OG0001398	Mcavernosa00854-RA	Acerv_evm.model.Segkk2614_pilon.6
OG0001398	Mcavernosa00856-RA, Mcavernosa00855-RA	Acerv_evm.model.Segkk2614_pilon.5
OG0001399	Mcavernosa33370-RA	Acerv_evm.model.Segkk4335_pilon.1, Acerv_evm.model.Segkk2635_pilon.4
OG0001400	Mcavernosa32273-RA	Acerv_evm.model.Segkk2749_pilon.1
OG0001400	Mcavernosa32267-RA	Acerv_evm.model.Segkk3112_pilon.39
OG0001401	Mcavernosa31430-RA	Acerv_evm.model.Segkk2783_pilon.2
OG0001402	Mcavernosa19658-RA, Mcavernosa19661-RA	Acerv_evm.model.Segkk2783_pilon.1, Acerv_evm.model.Segkk3961_pilon.28
OG0001403	Mcavernosa12724-RA	Acerv_evm.model.Segkk2872_pilon.1, Acerv_evm.model.Segkk2872_pilon.2
OG0001403	Mcavernosa12726-RA	Acerv_evm.model.Segkk2792_pilon.24
OG0001404	Mcavernosa02879-RA, Mcavernosa02872-RA, Mcavernosa02874-RA, Mcavernosa02876-RA	Acerv_evm.model.Segkk2827_pilon.2
OG0001405	Mcavernosa22147-RA, Mcavernosa22146-RA, Mcavernosa22148-RA	Acerv_evm.model.Segkk2910_pilon.10
OG0001406	Mcavernosa17710-RA, Mcavernosa17714-RA	Acerv_evm.model.Segkk2915_pilon.3
OG0001407	Mcavernosa31829-RA	Acerv_evm.model.Segkk2918_pilon.1, Acerv_evm.model.Segkk3327_pilon.4
OG0001408	Mcavernosa33813-RA, Mcavernosa14963-RA, Mcavernosa06886-RA, Mcavernosa26756-RA, Mcavernosa06760-RA	Acerv_evm.model.Segkk2923_pilon.3
OG0001409	Mcavernosa17268-RA, Mcavernosa17267-RA	Acerv_evm.model.Segkk3052_pilon.4, Acerv_evm.model.Segkk3052_pilon.3
OG0001410	Mcavernosa23704-RA	Acerv_evm.model.Segkk3054_pilon.12
OG0001411	Mcavernosa17373-RA	Acerv_evm.model.Segkk3063_pilon.5
OG0001412	Mcavernosa34868-RA, Mcavernosa15876-RA	Acerv_evm.model.Segkk3095_pilon.21
OG0001414	Mcavernosa27133-RA, Mcavernosa02223-RA, Mcavernosa27134-RA, Mcavernosa34848-RA, Mcavernosa34849-RA	Acerv_evm.model.Segkk3134_pilon.27
OG0001415	Mcavernosa29341-RA	Acerv_evm.model.Segkk3134_pilon.26
OG0001416	Mcavernosa29648-RA, Mcavernosa17883-RA	Acerv_evm.model.Segkk3139_pilon.3
OG0001417	Mcavernosa30245-RA, Mcavernosa26963-RA, Mcavernosa15111-RA	Acerv_evm.model.Segkk3209_pilon.18, Acerv_evm.model.Segkk3209_pilon.17, Acerv_evm.model.Segkk3209_pilon.16
OG0001418	Mcavernosa09259-RA, Mcavernosa29654-RA, Mcavernosa09261-RA	Acerv_evm.model.Segkk3988_pilon.3, Acerv_evm.model.Segkk3343_pilon.5
OG0001419	Mcavernosa25863-RA	Acerv_evm.model.Segkk4048_pilon.22, Acerv_evm.model.Segkk3407_pilon.32, Acerv_evm.model.Segkk4292_pilon.1
OG0001420	Mcavernosa13064-RA	Acerv_evm.model.Segkk3515_pilon.12
OG0001420	Mcavernosa13065-RA	Acerv_evm.model.Segkk3515_pilon.14
OG0001421	Mcavernosa23102-RA	Acerv_evm.model.Segkk3578_pilon.13
OG0001422	Mcavernosa09120-RA	Acerv_evm.model.Segkk3643_pilon.16
OG0001422	Mcavernosa09117-RA	Acerv_evm.model.Segkk3643_pilon.15
OG0001423	Mcavernosa00737-RA, Mcavernosa00733-RA, Mcavernosa00744-RA, Mcavernosa00734-RA	Acerv_evm.model.Segkk3869_pilon.7
OG0001425	Mcavernosa11410-RA, Mcavernosa08327-RA, Mcavernosa08328-RA, Mcavernosa22112-RA	Acerv_evm.model.Segkk3895_pilon.4
OG0001426	Mcavernosa02247-RA	Acerv_evm.model.Segkk3977_pilon.6
OG0001427	Mcavernosa02238-RA	Acerv_evm.model.Segkk3977_pilon.4
OG0001428	Mcavernosa16932-RA	Acerv_evm.model.Segkk3979_pilon.38
OG0001428	Mcavernosa07109-RA	Acerv_evm.model.Segkk4039_pilon.54
OG0001429	Mcavernosa25648-RA, Mcavernosa25649-RA	Acerv_evm.model.Segkk3980_pilon.7
OG0001430	Mcavernosa24652-RA, Mcavernosa24654-RA, Mcavernosa08410-RA	Acerv_evm.model.Segkk4026_pilon.1
OG0001431	Mcavernosa13145-RA, Mcavernosa34973-RA, Mcavernosa34968-RA	Acerv_evm.model.Segkk4037_pilon.19, Acerv_evm.model.Segkk4037_pilon.17, Acerv_evm.model.Segkk4037_pilon.18
OG0001432	Mcavernosa13878-RA, Mcavernosa21620-RA, Mcavernosa26034-RA	Acerv_evm.model.Segkk4160_pilon.3, Acerv_evm.model.Segkk4160_pilon.8, Acerv_evm.model.Segkk4160_pilon.6
OG0001433	Mcavernosa16977-RA, Mcavernosa16967-RA	Acerv_evm.model.Segkk4300_pilon.9
OG0001434	Mcavernosa25625-RA, Mcavernosa25624-RA	Acerv_evm.model.Segkk4364_pilon.6
OG0001460	Mcavernosa05960-RA	Acerv_evm.model.Segkk1861_pilon.2
OG0001462	Mcavernosa04215-RA, Mcavernosa34771-RA	Acerv_evm.model.Segkk30_pilon.17
OG0001462	Mcavernosa04218-RA	Acerv_evm.model.Segkk2285_pilon.2
OG0001463	Mcavernosa04213-RA, Mcavernosa34776-RA, Mcavernosa04214-RA, Mcavernosa34775-RA	Acerv_evm.model.Segkk3368_pilon.2, Acerv_evm.model.Segkk30_pilon.10
OG0001464	Mcavernosa04202-RA	Acerv_evm.model.Segkk30_pilon.3
OG0001464	Mcavernosa04203-RA	Acerv_evm.model.Segkk3682_pilon.2, Acerv_evm.model.Segkk3682_pilon.1
OG0001465	Mcavernosa31172-RA	Acerv_evm.model.Segkk1859_pilon.7
OG0001466	Mcavernosa28728-RA	Acerv_evm.model.Segkk3945_pilon.17, Acerv_evm.model.Segkk1358_pilon.1, Acerv_evm.model.Segkk895_pilon.29, Acerv_evm.model.Segkk1796_pilon.11, Acerv_evm.model.Segkk3740_pilon.2, Acerv_evm.model.Segkk51_pilon.19
OG0001467	Mcavernosa32328-RA	Acerv_evm.model.Segkk58_pilon.14
OG0001467	Mcavernosa32326-RA, Mcavernosa32329-RA	Acerv_evm.model.Segkk58_pilon.12
OG0001469	Mcavernosa33462-RA	Acerv_evm.model.Segkk3028_pilon.5
OG0001469	Mcavernosa18915-RA	Acerv_evm.model.Segkk77_pilon.3
OG0001472	Mcavernosa31194-RA	Acerv_evm.model.Segkk4159_pilon.23, Acerv_evm.model.Segkk3786_pilon.6, Acerv_evm.model.Segkk106_pilon.3, Acerv_evm.model.Segkk3039_pilon.1, Acerv_evm.model.Segkk962_pilon.30
OG0001473	Mcavernosa34242-RA, Mcavernosa27474-RA, Mcavernosa26161-RA, Mcavernosa27471-RA, Mcavernosa03698-RA	Acerv_evm.model.Segkk113_pilon.3
OG0001473	Mcavernosa26164-RA	Acerv_evm.model.Segkk113_pilon.4
OG0001474	Mcavernosa10231-RA	Acerv_evm.model.Segkk2529_pilon.15, Acerv_evm.model.Segkk124_pilon.1, Acerv_evm.model.Segkk1645_pilon.1
OG0001475	Mcavernosa11389-RA	Acerv_evm.model.Segkk150_pilon.29
OG0001475	Mcavernosa11390-RA	Acerv_evm.model.Segkk150_pilon.28
OG0001476	Mcavernosa26470-RA	Acerv_evm.model.Segkk166_pilon.2
OG0001476	Mcavernosa26475-RA	Acerv_evm.model.Segkk4219_pilon.2
OG0001478	Mcavernosa31307-RA, Mcavernosa24570-RA	Acerv_evm.model.Segkk234_pilon.6, Acerv_evm.model.Segkk234_pilon.7
OG0001480	Mcavernosa07430-RA	Acerv_evm.model.Segkk2557_pilon.1
OG0001482	Mcavernosa35084-RA	Acerv_evm.model.Segkk1161_pilon.7, Acerv_evm.model.Segkk1436_pilon.15, Acerv_evm.model.Segkk4048_pilon.1, Acerv_evm.model.Segkk1334_pilon.6, Acerv_evm.model.Segkk243_pilon.5, Acerv_evm.model.Segkk4201_pilon.24, Acerv_evm.model.Segkk1738_pilon.6, Acerv_evm.model.Segkk2753_pilon.2
OG0001483	Mcavernosa23785-RA	Acerv_evm.model.Segkk1222_pilon.33
OG0001483	Mcavernosa21838-RA	Acerv_evm.model.Segkk249_pilon.6, Acerv_evm.model.Segkk2054_pilon.3, Acerv_evm.model.Segkk754_pilon.5, Acerv_evm.model.Segkk1536_pilon.4, Acerv_evm.model.Segkk1990_pilon.19, Acerv_evm.model.Segkk2164_pilon.57, Acerv_evm.model.Segkk971_pilon.41
OG0001486	Mcavernosa13365-RA	Acerv_evm.model.Segkk261_pilon.6
OG0001487	Mcavernosa23168-RA, Mcavernosa23167-RA	Acerv_evm.model.Segkk2554_pilon.11, Acerv_evm.model.Segkk2641_pilon.3, Acerv_evm.model.Segkk2641_pilon.2, Acerv_evm.model.Segkk2641_pilon.4, Acerv_evm.model.Segkk264_pilon.3
OG0001489	Mcavernosa19919-RA	Acerv_evm.model.Segkk868_pilon.4, Acerv_evm.model.Segkk686_pilon.1, Acerv_evm.model.Segkk671_pilon.24, Acerv_evm.model.Segkk277_pilon.1
OG0001490	Mcavernosa04238-RA	Acerv_evm.model.Segkk4250_pilon.4, Acerv_evm.model.Segkk1697_pilon.4, Acerv_evm.model.Segkk4028_pilon.2, Acerv_evm.model.Segkk3010_pilon.8, Acerv_evm.model.Segkk1678_pilon.2, Acerv_evm.model.Segkk1449_pilon.1, Acerv_evm.model.Segkk282_pilon.2, Acerv_evm.model.Segkk842_pilon.37, Acerv_evm.model.Segkk4255_pilon.24, Acerv_evm.model.Segkk650_pilon.27, Acerv_evm.model.Segkk2666_pilon.4
OG0001491	Mcavernosa30494-RA	Acerv_evm.model.Segkk290_pilon.2, Acerv_evm.model.Segkk4194_pilon.8
OG0001492	Mcavernosa23095-RA	Acerv_evm.model.Segkk4220_pilon.2
OG0001492	Mcavernosa26608-RA, Mcavernosa16541-RA, Mcavernosa21841-RA	Acerv_evm.model.Segkk389_pilon.29, Acerv_evm.model.Segkk3759_pilon.2
OG0001493	Mcavernosa03350-RA	Acerv_evm.model.Segkk317_pilon.1, Acerv_evm.model.Segkk3343_pilon.1
OG0001494	Mcavernosa14911-RA	Acerv_evm.model.Segkk824_pilon.22
OG0001495	Mcavernosa25048-RA, Mcavernosa25049-RA	Acerv_evm.model.Segkk327_pilon.35, Acerv_evm.model.Segkk327_pilon.34, Acerv_evm.model.Segkk327_pilon.33
OG0001496	Mcavernosa16500-RA	Acerv_evm.model.Segkk2390_pilon.6, Acerv_evm.model.Segkk333_pilon.3, Acerv_evm.model.Segkk333_pilon.4
OG0001497	Mcavernosa14992-RA	Acerv_evm.model.Segkk335_pilon.7
OG0001497	Mcavernosa14991-RA	Acerv_evm.model.Segkk335_pilon.9
OG0001498	Mcavernosa14993-RA	Acerv_evm.model.Segkk335_pilon.6
OG0001499	Mcavernosa13111-RA	Acerv_evm.model.Segkk368_pilon.1, Acerv_evm.model.Segkk4051_pilon.1
OG0001500	Mcavernosa14430-RA, Mcavernosa14431-RA	Acerv_evm.model.Segkk383_pilon.1, Acerv_evm.model.Segkk738_pilon.2, Acerv_evm.model.Segkk4181_pilon.1
OG0001500	Mcavernosa33848-RA, Mcavernosa01862-RA	Acerv_evm.model.Segkk738_pilon.1
OG0001501	Mcavernosa09678-RA	Acerv_evm.model.Segkk3268_pilon.5, Acerv_evm.model.Segkk4345_pilon.13, Acerv_evm.model.Segkk2051_pilon.1, Acerv_evm.model.Segkk1438_pilon.17, Acerv_evm.model.Segkk1285_pilon.1, Acerv_evm.model.Segkk1639_pilon.12, Acerv_evm.model.Segkk3050_pilon.30, Acerv_evm.model.Segkk3057_pilon.12, Acerv_evm.model.Segkk467_pilon.1, Acerv_evm.model.Segkk384_pilon.24
OG0001502	Mcavernosa03005-RA, Mcavernosa03007-RA	Acerv_evm.model.Segkk386_pilon.1
OG0001504	Mcavernosa12563-RA	Acerv_evm.model.Segkk424_pilon.5
OG0001505	Mcavernosa09740-RA, Mcavernosa09738-RA, Mcavernosa09737-RA, Mcavernosa07744-RA	Acerv_evm.model.Segkk1478_pilon.12, Acerv_evm.model.Segkk441_pilon.10
OG0001506	Mcavernosa12638-RA	Acerv_evm.model.Segkk452_pilon.1
OG0001506	Mcavernosa12637-RA	Acerv_evm.model.Segkk2530_pilon.6, Acerv_evm.model.Segkk978_pilon.1
OG0001507	Mcavernosa12803-RA, Mcavernosa12799-RA	Acerv_evm.model.Segkk1105_pilon.1, Acerv_evm.model.Segkk453_pilon.12
OG0001508	Mcavernosa33927-RA, Mcavernosa32677-RA, Mcavernosa32679-RA, Mcavernosa02500-RA, Mcavernosa02491-RA, Mcavernosa02504-RA, Mcavernosa02505-RA	Acerv_evm.model.Segkk463_pilon.19
OG0001509	Mcavernosa03821-RA	Acerv_evm.model.Segkk468_pilon.2, Acerv_evm.model.Segkk2678_pilon.1, Acerv_evm.model.Segkk468_pilon.1
OG0001511	Mcavernosa05227-RA	Acerv_evm.model.Segkk1189_pilon.7, Acerv_evm.model.Segkk471_pilon.5
OG0001511	Mcavernosa05233-RA	Acerv_evm.model.Segkk2849_pilon.4, Acerv_evm.model.Segkk2883_pilon.2, Acerv_evm.model.Segkk2883_pilon.3
OG0001512	Mcavernosa17464-RA	Acerv_evm.model.Segkk488_pilon.8
OG0001513	Mcavernosa10668-RA, Mcavernosa28165-RA, Mcavernosa04245-RA	Acerv_evm.model.Segkk873_pilon.28, Acerv_evm.model.Segkk496_pilon.3, Acerv_evm.model.Segkk3727_pilon.7, Acerv_evm.model.Segkk3084_pilon.2, Acerv_evm.model.Segkk1112_pilon.1, Acerv_evm.model.Segkk2264_pilon.30, Acerv_evm.model.Segkk1197_pilon.16
OG0001514	Mcavernosa02059-RA, Mcavernosa27528-RA	Acerv_evm.model.Segkk4364_pilon.59, Acerv_evm.model.Segkk1279_pilon.1, Acerv_evm.model.Segkk552_pilon.8, Acerv_evm.model.Segkk4302_pilon.13, Acerv_evm.model.Segkk2355_pilon.23, Acerv_evm.model.Segkk2481_pilon.89, Acerv_evm.model.Segkk3763_pilon.13, Acerv_evm.model.Segkk4220_pilon.13, Acerv_evm.model.Segkk2201_pilon.50
OG0001515	Mcavernosa31171-RA	Acerv_evm.model.Segkk1039_pilon.4, Acerv_evm.model.Segkk1933_pilon.2, Acerv_evm.model.Segkk1722_pilon.2, Acerv_evm.model.Segkk1933_pilon.3, Acerv_evm.model.Segkk1933_pilon.1, Acerv_evm.model.Segkk562_pilon.1
OG0001516	Mcavernosa08891-RA	Acerv_evm.model.Segkk574_pilon.7
OG0001517	Mcavernosa34582-RA, Mcavernosa05990-RA	Acerv_evm.model.Segkk574_pilon.2
OG0001518	Mcavernosa06944-RA, Mcavernosa08619-RA	Acerv_evm.model.Segkk646_pilon.6, Acerv_evm.model.Segkk1628_pilon.7, Acerv_evm.model.Segkk2310_pilon.13, Acerv_evm.model.Segkk581_pilon.10, Acerv_evm.model.Segkk644_pilon.7, Acerv_evm.model.Segkk1316_pilon.16, Acerv_evm.model.Segkk3431_pilon.22, Acerv_evm.model.Segkk1266_pilon.4, Acerv_evm.model.Segkk3233_pilon.2
OG0001520	Mcavernosa27358-RA	Acerv_evm.model.Segkk622_pilon.3
OG0001521	Mcavernosa20144-RA, Mcavernosa20143-RA	Acerv_evm.model.Segkk624_pilon.5, Acerv_evm.model.Segkk1067_pilon.1
OG0001522	Mcavernosa07764-RA	Acerv_evm.model.Segkk630_pilon.3, Acerv_evm.model.Segkk3827_pilon.14
OG0001523	Mcavernosa21941-RA, Mcavernosa35047-RA, Mcavernosa05963-RA	Acerv_evm.model.Segkk4138_pilon.15, Acerv_evm.model.Segkk3715_pilon.3, Acerv_evm.model.Segkk1995_pilon.9, Acerv_evm.model.Segkk641_pilon.40, Acerv_evm.model.Segkk3084_pilon.7
OG0001524	Mcavernosa07093-RA, Mcavernosa32423-RA	Acerv_evm.model.Segkk3050_pilon.50
OG0001525	Mcavernosa03720-RA	Acerv_evm.model.Segkk658_pilon.4
OG0001527	Mcavernosa31864-RA, Mcavernosa31865-RA	Acerv_evm.model.Segkk723_pilon.18
OG0001528	Mcavernosa14708-RA	Acerv_evm.model.Segkk4257_pilon.3
OG0001528	Mcavernosa14705-RA	Acerv_evm.model.Segkk726_pilon.6
OG0001529	Mcavernosa11271-RA, Mcavernosa11273-RA	Acerv_evm.model.Segkk742_pilon.17
OG0001531	Mcavernosa04343-RA, Mcavernosa04342-RA	Acerv_evm.model.Segkk785_pilon.10
OG0001532	Mcavernosa21937-RA, Mcavernosa21935-RA	Acerv_evm.model.Segkk789_pilon.7, Acerv_evm.model.Segkk789_pilon.9
OG0001533	Mcavernosa21251-RA, Mcavernosa21250-RA	Acerv_evm.model.Segkk2274_pilon.11, Acerv_evm.model.Segkk2274_pilon.25, Acerv_evm.model.Segkk3084_pilon.27, Acerv_evm.model.Segkk824_pilon.5, Acerv_evm.model.Segkk2274_pilon.24, Acerv_evm.model.Segkk3976_pilon.51
OG0001534	Mcavernosa18868-RA	Acerv_evm.model.Segkk3813_pilon.2, Acerv_evm.model.Segkk3813_pilon.1
OG0001534	Mcavernosa18870-RA, Mcavernosa32789-RA	Acerv_evm.model.Segkk834_pilon.4
OG0001537	Mcavernosa19407-RA	Acerv_evm.model.Segkk3579_pilon.12
OG0001537	Mcavernosa19408-RA	Acerv_evm.model.Segkk851_pilon.4, Acerv_evm.model.Segkk4193_pilon.20, Acerv_evm.model.Segkk3579_pilon.14
OG0001539	Mcavernosa10829-RA	Acerv_evm.model.Segkk896_pilon.7
OG0001540	Mcavernosa05232-RA, Mcavernosa05234-RA	Acerv_evm.model.Segkk897_pilon.10
OG0001541	Mcavernosa01173-RA	Acerv_evm.model.Segkk925_pilon.10
OG0001541	Mcavernosa17836-RA, Mcavernosa01171-RA	Acerv_evm.model.Segkk925_pilon.9
OG0001544	Mcavernosa26625-RA	Acerv_evm.model.Segkk1946_pilon.20, Acerv_evm.model.Segkk2204_pilon.10, Acerv_evm.model.Segkk1868_pilon.3, Acerv_evm.model.Segkk966_pilon.6, Acerv_evm.model.Segkk4158_pilon.11, Acerv_evm.model.Segkk2578_pilon.32, Acerv_evm.model.Segkk2853_pilon.15
OG0001545	Mcavernosa24397-RA	Acerv_evm.model.Segkk3449_pilon.3, Acerv_evm.model.Segkk3449_pilon.5, Acerv_evm.model.Segkk992_pilon.1
OG0001545	Mcavernosa24396-RA, Mcavernosa24387-RA, Mcavernosa24395-RA	Acerv_evm.model.Segkk2198_pilon.3
OG0001547	Mcavernosa17982-RA	Acerv_evm.model.Segkk3319_pilon.1
OG0001548	Mcavernosa27612-RA, Mcavernosa12316-RA	Acerv_evm.model.Segkk1011_pilon.37
OG0001549	Mcavernosa19103-RA	Acerv_evm.model.Segkk3998_pilon.10, Acerv_evm.model.Segkk3998_pilon.12, Acerv_evm.model.Segkk1038_pilon.2, Acerv_evm.model.Segkk1038_pilon.1, Acerv_evm.model.Segkk3998_pilon.11
OG0001550	Mcavernosa28326-RA	Acerv_evm.model.Segkk1040_pilon.1
