Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0001224	Acerv_evm.model.Segkk3813_pilon.7	Mcavernosa18879-RA, Mcavernosa27406-RA, Mcavernosa18880-RA, Mcavernosa18881-RA
OG0001225	Acerv_evm.model.Segkk3843_pilon.2	Mcavernosa28894-RA, Mcavernosa13178-RA, Mcavernosa13179-RA
OG0001227	Acerv_evm.model.Segkk3933_pilon.7	Mcavernosa14269-RA, Mcavernosa14267-RA
OG0001228	Acerv_evm.model.Segkk3945_pilon.8	Mcavernosa14215-RA
OG0001232	Acerv_evm.model.Segkk4113_pilon.15	Mcavernosa07192-RA
OG0001233	Acerv_evm.model.Segkk4124_pilon.30, Acerv_evm.model.Segkk4124_pilon.31, Acerv_evm.model.Segkk4124_pilon.35, Acerv_evm.model.Segkk4124_pilon.33, Acerv_evm.model.Segkk4124_pilon.34	Mcavernosa12604-RA
OG0001234	Acerv_evm.model.Segkk4195_pilon.2	Mcavernosa07600-RA, Mcavernosa07599-RA, Mcavernosa11557-RA
OG0001235	Acerv_evm.model.Segkk4292_pilon.12	Mcavernosa08420-RA, Mcavernosa29481-RA, Mcavernosa08411-RA, Mcavernosa18666-RA, Mcavernosa29482-RA, Mcavernosa29483-RA
OG0001236	Acerv_evm.model.Segkk4300_pilon.5	Mcavernosa33881-RA, Mcavernosa33878-RA, Mcavernosa10582-RA, Mcavernosa10586-RA, Mcavernosa24262-RA, Mcavernosa26431-RA
OG0001237	Acerv_evm.model.Segkk4306_pilon.3	Mcavernosa29170-RA, Mcavernosa12532-RA, Mcavernosa12523-RA, Mcavernosa32841-RA, Mcavernosa12533-RA, Mcavernosa29169-RA
OG0001238	Acerv_evm.model.Segkk4338_pilon.37	Mcavernosa28871-RA
OG0001267	Acerv_evm.model.Segkk3454_pilon.11, Acerv_evm.model.Segkk0_pilon.15	Mcavernosa04701-RA
OG0001268	Acerv_evm.model.Segkk4290_pilon.11	Mcavernosa21796-RA
OG0001268	Acerv_evm.model.Segkk17_pilon.28, Acerv_evm.model.Segkk68_pilon.6	Mcavernosa19161-RA
OG0001269	Acerv_evm.model.Segkk18_pilon.12, Acerv_evm.model.Segkk2142_pilon.10	Mcavernosa22716-RA
OG0001270	Acerv_evm.model.Segkk2086_pilon.1, Acerv_evm.model.Segkk2611_pilon.19, Acerv_evm.model.Segkk815_pilon.4, Acerv_evm.model.Segkk3721_pilon.1, Acerv_evm.model.Segkk2474_pilon.2, Acerv_evm.model.Segkk3721_pilon.2, Acerv_evm.model.Segkk28_pilon.12, Acerv_evm.model.Segkk815_pilon.5, Acerv_evm.model.Segkk2086_pilon.2, Acerv_evm.model.Segkk2231_pilon.5, Acerv_evm.model.Segkk2231_pilon.6, Acerv_evm.model.Segkk4037_pilon.4	Mcavernosa19061-RA
OG0001273	Acerv_evm.model.Segkk58_pilon.26	Mcavernosa27487-RA
OG0001274	Acerv_evm.model.Segkk735_pilon.40	Mcavernosa24534-RA
OG0001274	Acerv_evm.model.Segkk73_pilon.13, Acerv_evm.model.Segkk2781_pilon.18, Acerv_evm.model.Segkk3904_pilon.20	Mcavernosa29581-RA
OG0001275	Acerv_evm.model.Segkk3685_pilon.2, Acerv_evm.model.Segkk2380_pilon.1, Acerv_evm.model.Segkk4340_pilon.1	Mcavernosa33206-RA
OG0001275	Acerv_evm.model.Segkk100_pilon.1, Acerv_evm.model.Segkk3685_pilon.5	Mcavernosa00144-RA
OG0001276	Acerv_evm.model.Segkk105_pilon.10, Acerv_evm.model.Segkk105_pilon.12, Acerv_evm.model.Segkk105_pilon.11	Mcavernosa24248-RA
OG0001277	Acerv_evm.model.Segkk117_pilon.13	Mcavernosa14280-RA
OG0001279	Acerv_evm.model.Segkk178_pilon.2	Mcavernosa10056-RA, Mcavernosa10063-RA, Mcavernosa27123-RA, Mcavernosa34150-RA, Mcavernosa21333-RA, Mcavernosa06439-RA, Mcavernosa19094-RA, Mcavernosa28261-RA
OG0001282	Acerv_evm.model.Segkk553_pilon.6	Mcavernosa26581-RA
OG0001283	Acerv_evm.model.Segkk3837_pilon.1, Acerv_evm.model.Segkk3837_pilon.3, Acerv_evm.model.Segkk1286_pilon.1	Mcavernosa03192-RA, Mcavernosa03204-RA, Mcavernosa30598-RA
OG0001284	Acerv_evm.model.Segkk2410_pilon.1, Acerv_evm.model.Segkk227_pilon.2, Acerv_evm.model.Segkk3814_pilon.1	Mcavernosa34114-RA, Mcavernosa34538-RA
OG0001284	Acerv_evm.model.Segkk2410_pilon.6	Mcavernosa17609-RA
OG0001285	Acerv_evm.model.Segkk3980_pilon.28	Mcavernosa22190-RA, Mcavernosa19072-RA
OG0001287	Acerv_evm.model.Segkk2519_pilon.2, Acerv_evm.model.Segkk523_pilon.1, Acerv_evm.model.Segkk246_pilon.1, Acerv_evm.model.Segkk2212_pilon.4, Acerv_evm.model.Segkk765_pilon.4	Mcavernosa17611-RA, Mcavernosa04653-RA
OG0001288	Acerv_evm.model.Segkk255_pilon.21	Mcavernosa17791-RA, Mcavernosa12331-RA
OG0001290	Acerv_evm.model.Segkk261_pilon.4, Acerv_evm.model.Segkk261_pilon.5	Mcavernosa13369-RA, Mcavernosa13371-RA, Mcavernosa13370-RA, Mcavernosa33842-RA
OG0001291	Acerv_evm.model.Segkk278_pilon.1	Mcavernosa22217-RA
OG0001291	Acerv_evm.model.Segkk3417_pilon.70	Mcavernosa25486-RA, Mcavernosa22216-RA
OG0001292	Acerv_evm.model.Segkk3047_pilon.7, Acerv_evm.model.Segkk548_pilon.19	Mcavernosa15169-RA
OG0001292	Acerv_evm.model.Segkk294_pilon.1	Mcavernosa10965-RA, Mcavernosa15170-RA, Mcavernosa32258-RA
OG0001292	Acerv_evm.model.Segkk548_pilon.20, Acerv_evm.model.Segkk3047_pilon.8	Mcavernosa16582-RA
OG0001295	Acerv_evm.model.Segkk319_pilon.7	Mcavernosa16251-RA, Mcavernosa26722-RA, Mcavernosa29202-RA
OG0001296	Acerv_evm.model.Segkk337_pilon.5, Acerv_evm.model.Segkk337_pilon.6	Mcavernosa06181-RA
OG0001297	Acerv_evm.model.Segkk839_pilon.4, Acerv_evm.model.Segkk1216_pilon.10	Mcavernosa27626-RA, Mcavernosa30675-RA, Mcavernosa22435-RA
OG0001297	Acerv_evm.model.Segkk824_pilon.11, Acerv_evm.model.Segkk4175_pilon.4, Acerv_evm.model.Segkk338_pilon.1	Mcavernosa22266-RA
OG0001299	Acerv_evm.model.Segkk359_pilon.4	Mcavernosa11518-RA, Mcavernosa11519-RA, Mcavernosa30317-RA, Mcavernosa11520-RA
OG0001300	Acerv_evm.model.Segkk575_pilon.1	Mcavernosa34644-RA
OG0001300	Acerv_evm.model.Segkk1541_pilon.3, Acerv_evm.model.Segkk379_pilon.2	Mcavernosa06336-RA
OG0001300	Acerv_evm.model.Segkk3192_pilon.35, Acerv_evm.model.Segkk1844_pilon.3, Acerv_evm.model.Segkk1436_pilon.9	Mcavernosa13134-RA
OG0001301	Acerv_evm.model.Segkk701_pilon.1, Acerv_evm.model.Segkk384_pilon.15, Acerv_evm.model.Segkk384_pilon.16	Mcavernosa24497-RA, Mcavernosa24496-RA, Mcavernosa24499-RA
OG0001303	Acerv_evm.model.Segkk1868_pilon.19, Acerv_evm.model.Segkk1868_pilon.47, Acerv_evm.model.Segkk389_pilon.49	Mcavernosa01324-RA, Mcavernosa01323-RA
OG0001304	Acerv_evm.model.Segkk696_pilon.1, Acerv_evm.model.Segkk394_pilon.1, Acerv_evm.model.Segkk1034_pilon.1, Acerv_evm.model.Segkk3944_pilon.1	Mcavernosa01061-RA
OG0001305	Acerv_evm.model.Segkk416_pilon.3	Mcavernosa11114-RA, Mcavernosa30551-RA, Mcavernosa11111-RA
OG0001306	Acerv_evm.model.Segkk431_pilon.9	Mcavernosa30088-RA
OG0001307	Acerv_evm.model.Segkk441_pilon.19	Mcavernosa24172-RA
OG0001308	Acerv_evm.model.Segkk2029_pilon.2, Acerv_evm.model.Segkk444_pilon.3, Acerv_evm.model.Segkk2776_pilon.2	Mcavernosa22997-RA, Mcavernosa05763-RA, Mcavernosa32147-RA
OG0001310	Acerv_evm.model.Segkk478_pilon.9	Mcavernosa25737-RA, Mcavernosa27203-RA
OG0001312	Acerv_evm.model.Segkk4282_pilon.2, Acerv_evm.model.Segkk2233_pilon.28, Acerv_evm.model.Segkk2233_pilon.33, Acerv_evm.model.Segkk1667_pilon.4, Acerv_evm.model.Segkk2186_pilon.1, Acerv_evm.model.Segkk1046_pilon.4, Acerv_evm.model.Segkk4339_pilon.1, Acerv_evm.model.Segkk550_pilon.1, Acerv_evm.model.Segkk528_pilon.1	Mcavernosa13350-RA
OG0001313	Acerv_evm.model.Segkk544_pilon.1, Acerv_evm.model.Segkk3452_pilon.2, Acerv_evm.model.Segkk4309_pilon.6, Acerv_evm.model.Segkk3452_pilon.1	Mcavernosa16189-RA, Mcavernosa16191-RA, Mcavernosa34303-RA, Mcavernosa16190-RA
OG0001314	Acerv_evm.model.Segkk555_pilon.9, Acerv_evm.model.Segkk555_pilon.12, Acerv_evm.model.Segkk555_pilon.11, Acerv_evm.model.Segkk555_pilon.15, Acerv_evm.model.Segkk555_pilon.13, Acerv_evm.model.Segkk555_pilon.14	Mcavernosa23596-RA, Mcavernosa22628-RA, Mcavernosa22630-RA
OG0001315	Acerv_evm.model.Segkk555_pilon.18, Acerv_evm.model.Segkk555_pilon.30	Mcavernosa17528-RA
OG0001316	Acerv_evm.model.Segkk555_pilon.38	Mcavernosa07627-RA
OG0001317	Acerv_evm.model.Segkk2319_pilon.2, Acerv_evm.model.Segkk2116_pilon.45, Acerv_evm.model.Segkk2116_pilon.40, Acerv_evm.model.Segkk2116_pilon.39, Acerv_evm.model.Segkk575_pilon.10	Mcavernosa00472-RA, Mcavernosa25701-RA, Mcavernosa25704-RA, Mcavernosa26878-RA
OG0001318	Acerv_evm.model.Segkk580_pilon.15	Mcavernosa08665-RA, Mcavernosa08668-RA
OG0001319	Acerv_evm.model.Segkk3408_pilon.17, Acerv_evm.model.Segkk3108_pilon.5, Acerv_evm.model.Segkk3995_pilon.13	Mcavernosa29328-RA
OG0001319	Acerv_evm.model.Segkk3983_pilon.7, Acerv_evm.model.Segkk3518_pilon.26, Acerv_evm.model.Segkk2040_pilon.2, Acerv_evm.model.Segkk581_pilon.51, Acerv_evm.model.Segkk2076_pilon.21, Acerv_evm.model.Segkk702_pilon.8	Mcavernosa09424-RA
OG0001320	Acerv_evm.model.Segkk629_pilon.1, Acerv_evm.model.Segkk2929_pilon.1	Mcavernosa30595-RA, Mcavernosa32555-RA, Mcavernosa03186-RA
OG0001321	Acerv_evm.model.Segkk642_pilon.47, Acerv_evm.model.Segkk2748_pilon.3	Mcavernosa12898-RA, Mcavernosa12876-RA, Mcavernosa12884-RA
OG0001322	Acerv_evm.model.Segkk2596_pilon.10, Acerv_evm.model.Segkk2410_pilon.23, Acerv_evm.model.Segkk3122_pilon.14, Acerv_evm.model.Segkk4028_pilon.42, Acerv_evm.model.Segkk1280_pilon.16, Acerv_evm.model.Segkk649_pilon.6, Acerv_evm.model.Segkk650_pilon.34, Acerv_evm.model.Segkk971_pilon.12	Mcavernosa28499-RA
OG0001323	Acerv_evm.model.Segkk3518_pilon.44, Acerv_evm.model.Segkk4368_pilon.6, Acerv_evm.model.Segkk2131_pilon.3	Mcavernosa33357-RA, Mcavernosa25397-RA
OG0001323	Acerv_evm.model.Segkk650_pilon.51	Mcavernosa33452-RA, Mcavernosa26949-RA, Mcavernosa29310-RA
OG0001324	Acerv_evm.model.Segkk687_pilon.1, Acerv_evm.model.Segkk1203_pilon.3	Mcavernosa30061-RA, Mcavernosa18369-RA, Mcavernosa19322-RA, Mcavernosa19324-RA, Mcavernosa19323-RA
OG0001325	Acerv_evm.model.Segkk708_pilon.8	Mcavernosa21862-RA
OG0001326	Acerv_evm.model.Segkk2062_pilon.10	Mcavernosa34889-RA, Mcavernosa11506-RA
OG0001326	Acerv_evm.model.Segkk722_pilon.3, Acerv_evm.model.Segkk722_pilon.4	Mcavernosa23183-RA
OG0001328	Acerv_evm.model.Segkk789_pilon.35	Mcavernosa04107-RA
OG0001329	Acerv_evm.model.Segkk789_pilon.48	Mcavernosa04090-RA
OG0001330	Acerv_evm.model.Segkk802_pilon.1	Mcavernosa10347-RA, Mcavernosa32966-RA, Mcavernosa10346-RA
OG0001335	Acerv_evm.model.Segkk873_pilon.18, Acerv_evm.model.Segkk1158_pilon.2, Acerv_evm.model.Segkk873_pilon.17, Acerv_evm.model.Segkk2685_pilon.2, Acerv_evm.model.Segkk4196_pilon.6, Acerv_evm.model.Segkk2484_pilon.4, Acerv_evm.model.Segkk3518_pilon.13	Mcavernosa34408-RA
OG0001338	Acerv_evm.model.Segkk2424_pilon.2, Acerv_evm.model.Segkk897_pilon.1	Mcavernosa33639-RA
OG0001339	Acerv_evm.model.Segkk925_pilon.22	Mcavernosa01180-RA
OG0001340	Acerv_evm.model.Segkk939_pilon.1	Mcavernosa08265-RA
OG0001341	Acerv_evm.model.Segkk1339_pilon.3, Acerv_evm.model.Segkk974_pilon.3	Mcavernosa11703-RA
OG0001342	Acerv_evm.model.Segkk2992_pilon.5, Acerv_evm.model.Segkk3821_pilon.1, Acerv_evm.model.Segkk2353_pilon.10, Acerv_evm.model.Segkk2464_pilon.10, Acerv_evm.model.Segkk2722_pilon.42, Acerv_evm.model.Segkk2992_pilon.6, Acerv_evm.model.Segkk1599_pilon.4, Acerv_evm.model.Segkk1009_pilon.14, Acerv_evm.model.Segkk2722_pilon.43, Acerv_evm.model.Segkk2353_pilon.9	Mcavernosa01278-RA
OG0001343	Acerv_evm.model.Segkk1063_pilon.6	Mcavernosa29808-RA, Mcavernosa29807-RA, Mcavernosa29806-RA, Mcavernosa32045-RA
OG0001344	Acerv_evm.model.Segkk1078_pilon.88, Acerv_evm.model.Segkk1078_pilon.94	Mcavernosa26235-RA
OG0001345	Acerv_evm.model.Segkk1078_pilon.83	Mcavernosa10448-RA, Mcavernosa21114-RA
OG0001345	Acerv_evm.model.Segkk3832_pilon.2, Acerv_evm.model.Segkk3832_pilon.3, Acerv_evm.model.Segkk3832_pilon.8, Acerv_evm.model.Segkk1244_pilon.6	Mcavernosa09328-RA, Mcavernosa09335-RA
OG0001347	Acerv_evm.model.Segkk1079_pilon.18, Acerv_evm.model.Segkk1079_pilon.16, Acerv_evm.model.Segkk1079_pilon.20, Acerv_evm.model.Segkk1079_pilon.19, Acerv_evm.model.Segkk1079_pilon.17	Mcavernosa31607-RA
OG0001348	Acerv_evm.model.Segkk3884_pilon.1	Mcavernosa14582-RA
OG0001348	Acerv_evm.model.Segkk1094_pilon.1	Mcavernosa06775-RA
OG0001349	Acerv_evm.model.Segkk3971_pilon.8, Acerv_evm.model.Segkk1153_pilon.1, Acerv_evm.model.Segkk1988_pilon.13, Acerv_evm.model.Segkk3971_pilon.5, Acerv_evm.model.Segkk1988_pilon.9	Mcavernosa16324-RA
OG0001350	Acerv_evm.model.Segkk1154_pilon.25	Mcavernosa21728-RA, Mcavernosa21726-RA, Mcavernosa21727-RA
OG0001351	Acerv_evm.model.Segkk1443_pilon.12, Acerv_evm.model.Segkk2808_pilon.9, Acerv_evm.model.Segkk1154_pilon.7, Acerv_evm.model.Segkk2808_pilon.4	Mcavernosa07908-RA, Mcavernosa07914-RA, Mcavernosa07907-RA, Mcavernosa07910-RA, Mcavernosa19271-RA
OG0001352	Acerv_evm.model.Segkk1158_pilon.58	Mcavernosa02284-RA, Mcavernosa02283-RA
OG0001353	Acerv_evm.model.Segkk1975_pilon.7	Mcavernosa22873-RA, Mcavernosa22872-RA, Mcavernosa22871-RA
OG0001353	Acerv_evm.model.Segkk1185_pilon.9	Mcavernosa20230-RA
OG0001354	Acerv_evm.model.Segkk1290_pilon.43	Mcavernosa22382-RA
OG0001355	Acerv_evm.model.Segkk1305_pilon.2	Mcavernosa05269-RA
OG0001355	Acerv_evm.model.Segkk1861_pilon.14	Mcavernosa27887-RA
OG0001357	Acerv_evm.model.Segkk1383_pilon.11	Mcavernosa20959-RA
OG0001358	Acerv_evm.model.Segkk1389_pilon.9	Mcavernosa26655-RA, Mcavernosa26657-RA, Mcavernosa29969-RA
OG0001358	Acerv_evm.model.Segkk2924_pilon.15	Mcavernosa29968-RA, Mcavernosa29974-RA
OG0001359	Acerv_evm.model.Segkk1411_pilon.8	Mcavernosa19840-RA
OG0001360	Acerv_evm.model.Segkk1424_pilon.22	Mcavernosa16612-RA
OG0001360	Acerv_evm.model.Segkk1424_pilon.23	Mcavernosa16611-RA, Mcavernosa33082-RA, Mcavernosa35102-RA
OG0001362	Acerv_evm.model.Segkk1452_pilon.2, Acerv_evm.model.Segkk3633_pilon.1, Acerv_evm.model.Segkk3900_pilon.55, Acerv_evm.model.Segkk2335_pilon.21, Acerv_evm.model.Segkk2137_pilon.1, Acerv_evm.model.Segkk3485_pilon.17	Mcavernosa09680-RA
OG0001364	Acerv_evm.model.Segkk1481_pilon.6	Mcavernosa16391-RA
OG0001366	Acerv_evm.model.Segkk1509_pilon.9	Mcavernosa14869-RA
OG0001366	Acerv_evm.model.Segkk1509_pilon.8	Mcavernosa14866-RA
OG0001368	Acerv_evm.model.Segkk1613_pilon.24	Mcavernosa25934-RA
OG0001369	Acerv_evm.model.Segkk1657_pilon.16	Mcavernosa11237-RA, Mcavernosa27749-RA, Mcavernosa29398-RA
OG0001370	Acerv_evm.model.Segkk1663_pilon.1, Acerv_evm.model.Segkk1663_pilon.3	Mcavernosa24251-RA
OG0001371	Acerv_evm.model.Segkk3004_pilon.5, Acerv_evm.model.Segkk1694_pilon.1, Acerv_evm.model.Segkk2898_pilon.17	Mcavernosa10265-RA
OG0001373	Acerv_evm.model.Segkk1772_pilon.2, Acerv_evm.model.Segkk1772_pilon.3, Acerv_evm.model.Segkk1772_pilon.1, Acerv_evm.model.Segkk2427_pilon.5	Mcavernosa22613-RA
OG0001374	Acerv_evm.model.Segkk1779_pilon.3, Acerv_evm.model.Segkk1779_pilon.5, Acerv_evm.model.Segkk4194_pilon.4	Mcavernosa01458-RA, Mcavernosa34147-RA
OG0001375	Acerv_evm.model.Segkk1784_pilon.1, Acerv_evm.model.Segkk1784_pilon.2, Acerv_evm.model.Segkk1784_pilon.3	Mcavernosa17687-RA, Mcavernosa17685-RA, Mcavernosa14078-RA
OG0001376	Acerv_evm.model.Segkk1863_pilon.20, Acerv_evm.model.Segkk3343_pilon.32	Mcavernosa34898-RA
OG0001376	Acerv_evm.model.Segkk2195_pilon.25	Mcavernosa11876-RA
OG0001377	Acerv_evm.model.Segkk4327_pilon.2, Acerv_evm.model.Segkk1832_pilon.1	Mcavernosa34008-RA, Mcavernosa27486-RA
OG0001378	Acerv_evm.model.Segkk1841_pilon.3	Mcavernosa29300-RA, Mcavernosa17242-RA
OG0001378	Acerv_evm.model.Segkk3416_pilon.5	Mcavernosa33159-RA, Mcavernosa17241-RA, Mcavernosa32359-RA, Mcavernosa26268-RA, Mcavernosa23455-RA
OG0001379	Acerv_evm.model.Segkk1843_pilon.1	Mcavernosa10546-RA, Mcavernosa10547-RA, Mcavernosa33519-RA, Mcavernosa10549-RA, Mcavernosa00250-RA
OG0001380	Acerv_evm.model.Segkk3728_pilon.5	Mcavernosa13564-RA
OG0001380	Acerv_evm.model.Segkk1854_pilon.1	Mcavernosa13563-RA, Mcavernosa13562-RA
OG0001381	Acerv_evm.model.Segkk1858_pilon.6	Mcavernosa10591-RA, Mcavernosa10592-RA, Mcavernosa10611-RA
OG0001382	Acerv_evm.model.Segkk1884_pilon.4, Acerv_evm.model.Segkk4263_pilon.5	Mcavernosa15007-RA
OG0001383	Acerv_evm.model.Segkk1927_pilon.3	Mcavernosa01634-RA
OG0001384	Acerv_evm.model.Segkk1943_pilon.2	Mcavernosa29850-RA
OG0001387	Acerv_evm.model.Segkk2089_pilon.6	Mcavernosa30004-RA, Mcavernosa29866-RA
OG0001388	Acerv_evm.model.Segkk2095_pilon.4	Mcavernosa03920-RA, Mcavernosa03921-RA
OG0001389	Acerv_evm.model.Segkk2198_pilon.1	Mcavernosa02248-RA
OG0001390	Acerv_evm.model.Segkk2237_pilon.14	Mcavernosa08017-RA
OG0001390	Acerv_evm.model.Segkk2237_pilon.15	Mcavernosa08016-RA, Mcavernosa08015-RA
OG0001391	Acerv_evm.model.Segkk2240_pilon.5	Mcavernosa08093-RA, Mcavernosa27725-RA, Mcavernosa08092-RA
OG0001393	Acerv_evm.model.Segkk2351_pilon.7	Mcavernosa18683-RA, Mcavernosa18676-RA, Mcavernosa18669-RA
OG0001394	Acerv_evm.model.Segkk2557_pilon.6, Acerv_evm.model.Segkk2469_pilon.29, Acerv_evm.model.Segkk2557_pilon.7, Acerv_evm.model.Segkk2557_pilon.3, Acerv_evm.model.Segkk2469_pilon.33	Mcavernosa08952-RA
OG0001396	Acerv_evm.model.Segkk2507_pilon.4	Mcavernosa05576-RA
OG0001398	Acerv_evm.model.Segkk2614_pilon.6	Mcavernosa00854-RA
OG0001398	Acerv_evm.model.Segkk2614_pilon.5	Mcavernosa00856-RA, Mcavernosa00855-RA
OG0001399	Acerv_evm.model.Segkk4335_pilon.1, Acerv_evm.model.Segkk2635_pilon.4	Mcavernosa33370-RA
OG0001400	Acerv_evm.model.Segkk2749_pilon.1	Mcavernosa32273-RA
OG0001400	Acerv_evm.model.Segkk3112_pilon.39	Mcavernosa32267-RA
OG0001401	Acerv_evm.model.Segkk2783_pilon.2	Mcavernosa31430-RA
OG0001402	Acerv_evm.model.Segkk2783_pilon.1, Acerv_evm.model.Segkk3961_pilon.28	Mcavernosa19658-RA, Mcavernosa19661-RA
OG0001403	Acerv_evm.model.Segkk2872_pilon.1, Acerv_evm.model.Segkk2872_pilon.2	Mcavernosa12724-RA
OG0001403	Acerv_evm.model.Segkk2792_pilon.24	Mcavernosa12726-RA
OG0001404	Acerv_evm.model.Segkk2827_pilon.2	Mcavernosa02879-RA, Mcavernosa02872-RA, Mcavernosa02874-RA, Mcavernosa02876-RA
OG0001405	Acerv_evm.model.Segkk2910_pilon.10	Mcavernosa22147-RA, Mcavernosa22146-RA, Mcavernosa22148-RA
OG0001406	Acerv_evm.model.Segkk2915_pilon.3	Mcavernosa17710-RA, Mcavernosa17714-RA
OG0001407	Acerv_evm.model.Segkk2918_pilon.1, Acerv_evm.model.Segkk3327_pilon.4	Mcavernosa31829-RA
OG0001408	Acerv_evm.model.Segkk2923_pilon.3	Mcavernosa33813-RA, Mcavernosa14963-RA, Mcavernosa06886-RA, Mcavernosa26756-RA, Mcavernosa06760-RA
OG0001409	Acerv_evm.model.Segkk3052_pilon.4, Acerv_evm.model.Segkk3052_pilon.3	Mcavernosa17268-RA, Mcavernosa17267-RA
OG0001410	Acerv_evm.model.Segkk3054_pilon.12	Mcavernosa23704-RA
OG0001411	Acerv_evm.model.Segkk3063_pilon.5	Mcavernosa17373-RA
OG0001412	Acerv_evm.model.Segkk3095_pilon.21	Mcavernosa34868-RA, Mcavernosa15876-RA
OG0001414	Acerv_evm.model.Segkk3134_pilon.27	Mcavernosa27133-RA, Mcavernosa02223-RA, Mcavernosa27134-RA, Mcavernosa34848-RA, Mcavernosa34849-RA
OG0001415	Acerv_evm.model.Segkk3134_pilon.26	Mcavernosa29341-RA
OG0001416	Acerv_evm.model.Segkk3139_pilon.3	Mcavernosa29648-RA, Mcavernosa17883-RA
OG0001417	Acerv_evm.model.Segkk3209_pilon.18, Acerv_evm.model.Segkk3209_pilon.17, Acerv_evm.model.Segkk3209_pilon.16	Mcavernosa30245-RA, Mcavernosa26963-RA, Mcavernosa15111-RA
OG0001418	Acerv_evm.model.Segkk3988_pilon.3, Acerv_evm.model.Segkk3343_pilon.5	Mcavernosa09259-RA, Mcavernosa29654-RA, Mcavernosa09261-RA
OG0001419	Acerv_evm.model.Segkk4048_pilon.22, Acerv_evm.model.Segkk3407_pilon.32, Acerv_evm.model.Segkk4292_pilon.1	Mcavernosa25863-RA
OG0001420	Acerv_evm.model.Segkk3515_pilon.12	Mcavernosa13064-RA
OG0001420	Acerv_evm.model.Segkk3515_pilon.14	Mcavernosa13065-RA
OG0001421	Acerv_evm.model.Segkk3578_pilon.13	Mcavernosa23102-RA
OG0001422	Acerv_evm.model.Segkk3643_pilon.16	Mcavernosa09120-RA
OG0001422	Acerv_evm.model.Segkk3643_pilon.15	Mcavernosa09117-RA
OG0001423	Acerv_evm.model.Segkk3869_pilon.7	Mcavernosa00737-RA, Mcavernosa00733-RA, Mcavernosa00744-RA, Mcavernosa00734-RA
OG0001425	Acerv_evm.model.Segkk3895_pilon.4	Mcavernosa11410-RA, Mcavernosa08327-RA, Mcavernosa08328-RA, Mcavernosa22112-RA
OG0001426	Acerv_evm.model.Segkk3977_pilon.6	Mcavernosa02247-RA
OG0001427	Acerv_evm.model.Segkk3977_pilon.4	Mcavernosa02238-RA
OG0001428	Acerv_evm.model.Segkk3979_pilon.38	Mcavernosa16932-RA
OG0001428	Acerv_evm.model.Segkk4039_pilon.54	Mcavernosa07109-RA
OG0001429	Acerv_evm.model.Segkk3980_pilon.7	Mcavernosa25648-RA, Mcavernosa25649-RA
OG0001430	Acerv_evm.model.Segkk4026_pilon.1	Mcavernosa24652-RA, Mcavernosa24654-RA, Mcavernosa08410-RA
OG0001431	Acerv_evm.model.Segkk4037_pilon.19, Acerv_evm.model.Segkk4037_pilon.17, Acerv_evm.model.Segkk4037_pilon.18	Mcavernosa13145-RA, Mcavernosa34973-RA, Mcavernosa34968-RA
OG0001432	Acerv_evm.model.Segkk4160_pilon.3, Acerv_evm.model.Segkk4160_pilon.8, Acerv_evm.model.Segkk4160_pilon.6	Mcavernosa13878-RA, Mcavernosa21620-RA, Mcavernosa26034-RA
OG0001433	Acerv_evm.model.Segkk4300_pilon.9	Mcavernosa16977-RA, Mcavernosa16967-RA
OG0001434	Acerv_evm.model.Segkk4364_pilon.6	Mcavernosa25625-RA, Mcavernosa25624-RA
OG0001460	Acerv_evm.model.Segkk1861_pilon.2	Mcavernosa05960-RA
OG0001462	Acerv_evm.model.Segkk30_pilon.17	Mcavernosa04215-RA, Mcavernosa34771-RA
OG0001462	Acerv_evm.model.Segkk2285_pilon.2	Mcavernosa04218-RA
OG0001463	Acerv_evm.model.Segkk3368_pilon.2, Acerv_evm.model.Segkk30_pilon.10	Mcavernosa04213-RA, Mcavernosa34776-RA, Mcavernosa04214-RA, Mcavernosa34775-RA
OG0001464	Acerv_evm.model.Segkk30_pilon.3	Mcavernosa04202-RA
OG0001464	Acerv_evm.model.Segkk3682_pilon.2, Acerv_evm.model.Segkk3682_pilon.1	Mcavernosa04203-RA
OG0001465	Acerv_evm.model.Segkk1859_pilon.7	Mcavernosa31172-RA
OG0001466	Acerv_evm.model.Segkk3945_pilon.17, Acerv_evm.model.Segkk1358_pilon.1, Acerv_evm.model.Segkk895_pilon.29, Acerv_evm.model.Segkk1796_pilon.11, Acerv_evm.model.Segkk3740_pilon.2, Acerv_evm.model.Segkk51_pilon.19	Mcavernosa28728-RA
OG0001467	Acerv_evm.model.Segkk58_pilon.14	Mcavernosa32328-RA
OG0001467	Acerv_evm.model.Segkk58_pilon.12	Mcavernosa32326-RA, Mcavernosa32329-RA
OG0001469	Acerv_evm.model.Segkk3028_pilon.5	Mcavernosa33462-RA
OG0001469	Acerv_evm.model.Segkk77_pilon.3	Mcavernosa18915-RA
OG0001472	Acerv_evm.model.Segkk4159_pilon.23, Acerv_evm.model.Segkk3786_pilon.6, Acerv_evm.model.Segkk106_pilon.3, Acerv_evm.model.Segkk3039_pilon.1, Acerv_evm.model.Segkk962_pilon.30	Mcavernosa31194-RA
