"","prot","Predict","GO_term"
"8990","Mcavernosa09712-RA","ProSiteProfiles","GO:0016021"
"8991","Mcavernosa09712-RA","Pfam","GO:0016021"
"8992","Mcavernosa25049-RA","Pfam","GO:0016021"
"8993","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"8994","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"8995","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"8996","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"8997","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"8998","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"8999","Mcavernosa25049-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"9000","Mcavernosa25049-RA","ProSitePatterns","GO:0004930,GO:0007186,GO:0016021"
"9001","Mcavernosa25049-RA","ProSiteProfiles","GO:0016021"
"9002","Mcavernosa02603-RA","SMART","GO:0003779,GO:0016043"
"9003","Mcavernosa02603-RA","Pfam","GO:0003779,GO:0017048,GO:0030036"
"9004","Mcavernosa02603-RA","Pfam","GO:0003779,GO:0016043"
"9005","Mcavernosa02603-RA","SMART","GO:0003779,GO:0017048,GO:0030036"
"9006","Mcavernosa14443-RA","ProSiteProfiles","GO:0005515"
"9007","Mcavernosa14443-RA","SUPERFAMILY","GO:0005515"
"9008","Mcavernosa14443-RA","ProSiteProfiles","GO:0005515"
"9009","Mcavernosa14443-RA","ProSiteProfiles","GO:0005515"
"9010","Mcavernosa14443-RA","ProSiteProfiles","GO:0005515"
"9011","Mcavernosa14443-RA","Pfam","GO:0005515"
"9012","Mcavernosa14443-RA","Pfam","GO:0005515"
"9013","Mcavernosa14443-RA","Pfam","GO:0005515"
"9014","Mcavernosa14443-RA","Pfam","GO:0005515"
"9015","Mcavernosa14443-RA","Pfam","GO:0005515"
"9016","Mcavernosa14443-RA","Pfam","GO:0005515"
"9017","Mcavernosa14443-RA","SMART","GO:0005515"
"9018","Mcavernosa14443-RA","SMART","GO:0005515"
"9019","Mcavernosa14443-RA","SMART","GO:0005515"
"9020","Mcavernosa14443-RA","SMART","GO:0005515"
"9021","Mcavernosa14443-RA","SMART","GO:0005515"
"9022","Mcavernosa14443-RA","SMART","GO:0005515"
"9023","Mcavernosa14443-RA","ProSiteProfiles","GO:0005515"
"9024","Mcavernosa14443-RA","SUPERFAMILY","GO:0005515"
"9025","Mcavernosa14443-RA","Gene3D","GO:0005515"
"9026","Mcavernosa14443-RA","Gene3D","GO:0005515"
"9027","Mcavernosa14443-RA","SUPERFAMILY","GO:0005515"
"9028","Mcavernosa14443-RA","SUPERFAMILY","GO:0005515"
"9029","Mcavernosa14443-RA","Gene3D","GO:0005515"
"9030","Mcavernosa14443-RA","Gene3D","GO:0005515"
"9031","Mcavernosa14443-RA","ProSiteProfiles","GO:0005515"
"9032","Mcavernosa14443-RA","Gene3D","GO:0005515"
"9033","Mcavernosa14443-RA","Gene3D","GO:0005515"
"9034","Mcavernosa14443-RA","SUPERFAMILY","GO:0005515"
"9035","Mcavernosa14443-RA","SUPERFAMILY","GO:0005515"
"9036","Mcavernosa18626-RA","SMART","GO:0003677"
"9037","Mcavernosa18626-RA","ProSitePatterns","GO:0000981,GO:0006355"
"9038","Mcavernosa18626-RA","ProSiteProfiles","GO:0003677"
"9039","Mcavernosa18626-RA","CDD","GO:0003677"
"9040","Mcavernosa18626-RA","Pfam","GO:0003677"
"9041","Mcavernosa34076-RA","Pfam","GO:0003676"
"9042","Mcavernosa08200-RA","Pfam","GO:0006508"
"9043","Mcavernosa08200-RA","CDD","GO:0004222,GO:0006508"
"9044","Mcavernosa13888-RA","Pfam","GO:0004649,GO:0005975"
"9045","Mcavernosa33757-RA","ProSiteProfiles","GO:0003924,GO:0005525"
"9046","Mcavernosa33757-RA","Pfam","GO:0003924,GO:0005525"
"9047","Mcavernosa33757-RA","PRINTS","GO:0003924,GO:0005525"
"9048","Mcavernosa33757-RA","PRINTS","GO:0003924,GO:0005525"
"9049","Mcavernosa33757-RA","PRINTS","GO:0003924,GO:0005525"
"9050","Mcavernosa33757-RA","PRINTS","GO:0003924,GO:0005525"
"9051","Mcavernosa16641-RA","Pfam","GO:0008146"
"9052","Mcavernosa17318-RA","PRINTS","GO:0005267,GO:0016020,GO:0071805"
"9053","Mcavernosa17318-RA","PRINTS","GO:0005267,GO:0016020,GO:0071805"
"9054","Mcavernosa00854-RA","ProSiteProfiles","GO:0005515"
"9055","Mcavernosa00854-RA","SUPERFAMILY","GO:0005515"
"9056","Mcavernosa00854-RA","Gene3D","GO:0005515"
"9057","Mcavernosa00854-RA","Pfam","GO:0005515"
"9058","Mcavernosa00259-RA","Pfam","GO:0005509"
"9059","Mcavernosa17204-RA","ProSiteProfiles","GO:0005515"
"9060","Mcavernosa17204-RA","ProSiteProfiles","GO:0005515"
"9061","Mcavernosa17204-RA","SMART","GO:0005515"
"9062","Mcavernosa17204-RA","SMART","GO:0005515"
"9063","Mcavernosa21855-RA","ProSiteProfiles","GO:0006508,GO:0008234"
"9064","Mcavernosa21855-RA","Pfam","GO:0006508,GO:0008234"
"9065","Mcavernosa25913-RA","Gene3D","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"9066","Mcavernosa03805-RA","Pfam","GO:0016209,GO:0016491,GO:0055114"
"9067","Mcavernosa03805-RA","Pfam","GO:0051920,GO:0055114"
"9068","Mcavernosa01297-RA","SUPERFAMILY","GO:0005515"
"9069","Mcavernosa01297-RA","ProSiteProfiles","GO:0005515"
"9070","Mcavernosa01297-RA","SMART","GO:0005515"
"9071","Mcavernosa02204-RA","Gene3D","GO:0005515"
"9072","Mcavernosa13131-RA","Pfam","GO:0005515"
"9073","Mcavernosa13131-RA","ProSiteProfiles","GO:0005515"
"9074","Mcavernosa13131-RA","SUPERFAMILY","GO:0005515"
"9075","Mcavernosa13131-RA","SMART","GO:0005515"
"9076","Mcavernosa02232-RA","Pfam","GO:0004842"
"9077","Mcavernosa02232-RA","CDD","GO:0004842"
"9078","Mcavernosa02232-RA","SMART","GO:0004842"
"9079","Mcavernosa02232-RA","SUPERFAMILY","GO:0004842"
"9080","Mcavernosa02232-RA","ProSiteProfiles","GO:0004842"
"9081","Mcavernosa24407-RA","CDD","GO:0032266"
"9082","Mcavernosa24407-RA","SUPERFAMILY","GO:0035091"
"9083","Mcavernosa24407-RA","ProSiteProfiles","GO:0007165"
"9084","Mcavernosa24407-RA","Gene3D","GO:0005515"
"9085","Mcavernosa24407-RA","ProSiteProfiles","GO:0005515"
"9086","Mcavernosa24407-RA","Pfam","GO:0007165"
"9087","Mcavernosa24407-RA","ProSiteProfiles","GO:0035091"
"9088","Mcavernosa24407-RA","SMART","GO:0035091"
"9089","Mcavernosa24407-RA","SUPERFAMILY","GO:0005515"
"9090","Mcavernosa24407-RA","Pfam","GO:0035091"
"9091","Mcavernosa24407-RA","Gene3D","GO:0035091"
"9092","Mcavernosa24407-RA","SMART","GO:0005515"
"9093","Mcavernosa24407-RA","Pfam","GO:0005515"
"9094","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9095","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9096","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9097","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9098","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9099","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9100","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9101","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9102","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9103","Mcavernosa19304-RA","Pfam","GO:0005515"
"9104","Mcavernosa19304-RA","Pfam","GO:0005515"
"9105","Mcavernosa19304-RA","ProSiteProfiles","GO:0005515"
"9106","Mcavernosa11169-RA","Pfam","GO:0006508,GO:0008236"
"9107","Mcavernosa11169-RA","ProSitePatterns","GO:0004252,GO:0006508"
"9108","Mcavernosa21494-RA","Pfam","GO:0005515"
"9109","Mcavernosa21494-RA","Pfam","GO:0005515"
"9110","Mcavernosa21494-RA","CDD","GO:0005515"
"9111","Mcavernosa21494-RA","Pfam","GO:0005515"
"9112","Mcavernosa21494-RA","Pfam","GO:0005515"
"9113","Mcavernosa21494-RA","Pfam","GO:0005515"
"9114","Mcavernosa21494-RA","Pfam","GO:0005515"
"9115","Mcavernosa21494-RA","Pfam","GO:0005515"
"9116","Mcavernosa21494-RA","Pfam","GO:0005515"
"9117","Mcavernosa21494-RA","Pfam","GO:0005515"
"9118","Mcavernosa21494-RA","Pfam","GO:0005515"
"9119","Mcavernosa21494-RA","Pfam","GO:0005515"
"9120","Mcavernosa21494-RA","Pfam","GO:0005515"
"9121","Mcavernosa21494-RA","Pfam","GO:0005515"
"9122","Mcavernosa21494-RA","Pfam","GO:0005515"
"9123","Mcavernosa21494-RA","Pfam","GO:0005515"
"9124","Mcavernosa21494-RA","Pfam","GO:0005515"
"9125","Mcavernosa21494-RA","SMART","GO:0005515"
"9126","Mcavernosa21494-RA","SMART","GO:0005515"
"9127","Mcavernosa21494-RA","ProSiteProfiles","GO:0005515"
"9128","Mcavernosa21494-RA","ProSiteProfiles","GO:0003676"
"9129","Mcavernosa21494-RA","ProSiteProfiles","GO:0005515"
"9130","Mcavernosa21494-RA","CDD","GO:0005515"
"9131","Mcavernosa29792-RA","Gene3D","GO:0035091"
"9132","Mcavernosa29792-RA","Gene3D","GO:0035091"
"9133","Mcavernosa29792-RA","SUPERFAMILY","GO:0035091"
"9134","Mcavernosa16338-RA","Pfam","GO:0015276,GO:0016020"
"9135","Mcavernosa15645-RA","ProSitePatterns","GO:0003700,GO:0006355,GO:0043565"
"9136","Mcavernosa15645-RA","CDD","GO:0003700,GO:0006355,GO:0043565"
"9137","Mcavernosa15645-RA","ProSitePatterns","GO:0003700,GO:0006355,GO:0043565"
"9138","Mcavernosa15645-RA","SMART","GO:0003700,GO:0006355,GO:0043565"
"9139","Mcavernosa15645-RA","PRINTS","GO:0003700,GO:0006355,GO:0043565"
"9140","Mcavernosa15645-RA","PRINTS","GO:0003700,GO:0006355,GO:0043565"
"9141","Mcavernosa15645-RA","PRINTS","GO:0003700,GO:0006355,GO:0043565"
"9142","Mcavernosa15645-RA","ProSiteProfiles","GO:0003700,GO:0006355,GO:0043565"
"9143","Mcavernosa15645-RA","Pfam","GO:0003700,GO:0006355,GO:0043565"
"9144","Mcavernosa12601-RA","Gene3D","GO:0016491,GO:0016620,GO:0055114"
"9145","Mcavernosa12601-RA","Gene3D","GO:0016491,GO:0055114"
"9146","Mcavernosa12601-RA","SUPERFAMILY","GO:0016491,GO:0055114"
"9147","Mcavernosa12601-RA","Pfam","GO:0016491,GO:0055114"
"9148","Mcavernosa31083-RA","ProSiteProfiles","GO:0004252,GO:0006508"
"9149","Mcavernosa31083-RA","SMART","GO:0004252,GO:0006508"
"9150","Mcavernosa31083-RA","Pfam","GO:0004252,GO:0006508"
"9151","Mcavernosa31083-RA","CDD","GO:0004252,GO:0006508"
"9152","Mcavernosa31083-RA","PRINTS","GO:0004252,GO:0006508"
"9153","Mcavernosa31083-RA","PRINTS","GO:0004252,GO:0006508"
"9154","Mcavernosa31083-RA","PRINTS","GO:0004252,GO:0006508"
"9155","Mcavernosa10408-RA","Pfam","GO:0005515,GO:0008237,GO:0070122"
"9156","Mcavernosa08366-RA","Pfam","GO:0003723,GO:0003743"
"9157","Mcavernosa08366-RA","Pfam","GO:0003676"
"9158","Mcavernosa08366-RA","ProSiteProfiles","GO:0003676"
"9159","Mcavernosa15111-RA","Pfam","GO:0006486,GO:0016020"
"9160","Mcavernosa29641-RA","Pfam","GO:0007160"
"9161","Mcavernosa29641-RA","ProSiteProfiles","GO:0007160"
"9162","Mcavernosa29641-RA","SMART","GO:0007160"
"9163","Mcavernosa00722-RA","Pfam","GO:0005524,GO:0016021,GO:0042626,GO:0055085"
"9164","Mcavernosa00722-RA","Gene3D","GO:0005524,GO:0016021"
"9165","Mcavernosa00722-RA","ProSiteProfiles","GO:0005524,GO:0016021,GO:0042626,GO:0055085"
"9166","Mcavernosa00722-RA","SUPERFAMILY","GO:0005524,GO:0016021"
"9167","Mcavernosa08103-RA","Pfam","GO:0006486,GO:0016020"
"9168","Mcavernosa24474-RA","ProSiteProfiles","GO:0005509"
"9169","Mcavernosa24474-RA","PRINTS","GO:0005347,GO:0055085"
"9170","Mcavernosa24474-RA","PRINTS","GO:0005347,GO:0055085"
"9171","Mcavernosa24474-RA","PRINTS","GO:0005347,GO:0055085"
"9172","Mcavernosa24474-RA","ProSiteProfiles","GO:0005509"
"9173","Mcavernosa24474-RA","CDD","GO:0005509"
"9174","Mcavernosa24474-RA","SMART","GO:0005509"
"9175","Mcavernosa24474-RA","SMART","GO:0005509"
"9176","Mcavernosa24474-RA","Pfam","GO:0005509"
"9177","Mcavernosa24474-RA","ProSiteProfiles","GO:0005509"
"9178","Mcavernosa05834-RA","ProSiteProfiles","GO:0005515"
"9179","Mcavernosa05834-RA","Gene3D","GO:0005515"
"9180","Mcavernosa05834-RA","SUPERFAMILY","GO:0005515"
"9181","Mcavernosa05834-RA","ProSiteProfiles","GO:0005515"
"9182","Mcavernosa23260-RA","Pfam","GO:0055114"
"9183","Mcavernosa23260-RA","SMART","GO:0016491"
"9184","Mcavernosa06681-RA","Gene3D","GO:0003824"
"9185","Mcavernosa06681-RA","SUPERFAMILY","GO:0003824"
"9186","Mcavernosa06681-RA","Pfam","GO:0016791"
"9187","Mcavernosa06681-RA","Pfam","GO:0016791"
"9188","Mcavernosa21783-RA","Pfam","GO:0016021"
"9189","Mcavernosa07192-RA","Pfam","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"9190","Mcavernosa07192-RA","Pfam","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"9191","Mcavernosa07192-RA","SMART","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"9192","Mcavernosa07192-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"9193","Mcavernosa07192-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"9194","Mcavernosa29518-RA","Pfam","GO:0005515"
"9195","Mcavernosa29518-RA","Gene3D","GO:0005515"
"9196","Mcavernosa29518-RA","ProSiteProfiles","GO:0005515"
"9197","Mcavernosa03653-RA","ProSiteProfiles","GO:0005515"
"9198","Mcavernosa03653-RA","SUPERFAMILY","GO:0005515"
"9199","Mcavernosa03653-RA","Pfam","GO:0005515"
"9200","Mcavernosa03653-RA","ProSiteProfiles","GO:0005515"
"9201","Mcavernosa03653-RA","ProSiteProfiles","GO:0005515"
"9202","Mcavernosa03653-RA","SMART","GO:0005515"
"9203","Mcavernosa03653-RA","SMART","GO:0005515"
"9204","Mcavernosa03653-RA","SMART","GO:0005515"
"9205","Mcavernosa03653-RA","Gene3D","GO:0005515"
"9206","Mcavernosa03653-RA","ProSiteProfiles","GO:0005515"
"9207","Mcavernosa15985-RA","Pfam","GO:0005643,GO:0017056"
"9208","Mcavernosa15985-RA","Gene3D","GO:0005515"
"9209","Mcavernosa15985-RA","SMART","GO:0005515"
"9210","Mcavernosa15985-RA","SMART","GO:0005515"
"9211","Mcavernosa15985-RA","SMART","GO:0005515"
"9212","Mcavernosa15985-RA","SMART","GO:0005515"
"9213","Mcavernosa15985-RA","SMART","GO:0005515"
"9214","Mcavernosa15985-RA","Pfam","GO:0005515"
"9215","Mcavernosa15985-RA","Pfam","GO:0005515"
"9216","Mcavernosa15985-RA","Pfam","GO:0005515"
"9217","Mcavernosa15985-RA","SUPERFAMILY","GO:0005515"
"9218","Mcavernosa15985-RA","Gene3D","GO:0005515"
"9219","Mcavernosa15985-RA","SUPERFAMILY","GO:0005515"
"9220","Mcavernosa14181-RA","Pfam","GO:0005525"
"9221","Mcavernosa07015-RA","Gene3D","GO:0003676"
"9222","Mcavernosa07015-RA","SUPERFAMILY","GO:0005515"
"9223","Mcavernosa07015-RA","ProSiteProfiles","GO:0003676"
"9224","Mcavernosa07015-RA","SMART","GO:0003676"
"9225","Mcavernosa07015-RA","Pfam","GO:0005515"
"9226","Mcavernosa07015-RA","Pfam","GO:0003676"
"9227","Mcavernosa07015-RA","SMART","GO:0005515"
"9228","Mcavernosa00200-RA","Pfam","GO:0005515"
"9229","Mcavernosa00200-RA","SUPERFAMILY","GO:0005515"
"9230","Mcavernosa00200-RA","ProSiteProfiles","GO:0005515"
"9231","Mcavernosa00200-RA","Pfam","GO:0005515"
"9232","Mcavernosa00200-RA","Pfam","GO:0005515"
"9233","Mcavernosa00200-RA","Pfam","GO:0005515"
"9234","Mcavernosa00200-RA","SMART","GO:0005515"
"9235","Mcavernosa25448-RA","Pfam","GO:0005515"
"9236","Mcavernosa25448-RA","Pfam","GO:0003743,GO:0006413"
"9237","Mcavernosa25448-RA","SUPERFAMILY","GO:0003743,GO:0006413"
"9238","Mcavernosa25448-RA","ProSiteProfiles","GO:0003743,GO:0006413"
"9239","Mcavernosa24500-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"9240","Mcavernosa32666-RA","Pfam","GO:0005524"
"9241","Mcavernosa32666-RA","ProSiteProfiles","GO:0005524"
"9242","Mcavernosa32666-RA","Gene3D","GO:0005524,GO:0016021"
"9243","Mcavernosa02179-RA","SMART","GO:0046872"
"9244","Mcavernosa02179-RA","Pfam","GO:0046872"
"9245","Mcavernosa18075-RA","ProSiteProfiles","GO:0003824"
"9246","Mcavernosa18075-RA","ProSiteProfiles","GO:0046872"
"9247","Mcavernosa18075-RA","SMART","GO:0003824"
"9248","Mcavernosa16078-RA","PRINTS","GO:0055114"
"9249","Mcavernosa16078-RA","PRINTS","GO:0055114"
"9250","Mcavernosa16078-RA","Pfam","GO:0055114"
"9251","Mcavernosa17565-RA","SUPERFAMILY","GO:0003824"
"9252","Mcavernosa32939-RA","SMART","GO:0005515,GO:0007165"
"9253","Mcavernosa32939-RA","Pfam","GO:0005515,GO:0007165"
"9254","Mcavernosa32939-RA","ProSiteProfiles","GO:0005515,GO:0007165"
"9255","Mcavernosa13282-RA","ProSitePatterns","GO:0005524"
"9256","Mcavernosa13282-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"9257","Mcavernosa13282-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"9258","Mcavernosa13282-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"9259","Mcavernosa09126-RA","Pfam","GO:0003723"
"9260","Mcavernosa09126-RA","SMART","GO:0003676"
"9261","Mcavernosa09126-RA","Gene3D","GO:0003723"
"9262","Mcavernosa09126-RA","SUPERFAMILY","GO:0003723"
"9263","Mcavernosa14778-RA","SMART","GO:0005524,GO:0006298,GO:0030983"
"9264","Mcavernosa14778-RA","SMART","GO:0005524,GO:0006298"
"9265","Mcavernosa14778-RA","Pfam","GO:0005524,GO:0006298,GO:0030983"
"9266","Mcavernosa14778-RA","Pfam","GO:0005524,GO:0006298"
"9267","Mcavernosa14778-RA","TIGRFAM","GO:0005524,GO:0006298,GO:0030983"
"9268","Mcavernosa09710-RA","ProSiteProfiles","GO:0016021"
"9269","Mcavernosa09710-RA","Pfam","GO:0016021"
"9270","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9271","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9272","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9273","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9274","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9275","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9276","Mcavernosa09710-RA","PRINTS","GO:0016021"
"9277","Mcavernosa18415-RA","Pfam","GO:0007018,GO:0008569,GO:0030286"
"9278","Mcavernosa00920-RA","Pfam","GO:0016627,GO:0055114"
"9279","Mcavernosa00920-RA","SUPERFAMILY","GO:0016627,GO:0055114"
"9280","Mcavernosa00920-RA","ProSitePatterns","GO:0003995,GO:0055114"
"9281","Mcavernosa00920-RA","Pfam","GO:0016627,GO:0055114"
"9282","Mcavernosa00920-RA","ProSitePatterns","GO:0003995,GO:0055114"
"9283","Mcavernosa00920-RA","Gene3D","GO:0016627,GO:0050660,GO:0055114"
"9284","Mcavernosa00920-RA","SUPERFAMILY","GO:0016627,GO:0055114"
"9285","Mcavernosa00920-RA","Pfam","GO:0016627,GO:0050660,GO:0055114"
"9286","Mcavernosa28603-RA","ProSiteProfiles","GO:0005515"
"9287","Mcavernosa28603-RA","SUPERFAMILY","GO:0005515"
"9288","Mcavernosa27539-RA","SUPERFAMILY","GO:0005515"
"9289","Mcavernosa27539-RA","Gene3D","GO:0005515"
"9290","Mcavernosa23217-RA","SMART","GO:0016538"
"9291","Mcavernosa23217-RA","SUPERFAMILY","GO:0016538"
"9292","Mcavernosa23217-RA","PRINTS","GO:0016538"
"9293","Mcavernosa23217-RA","PRINTS","GO:0016538"
"9294","Mcavernosa23217-RA","PRINTS","GO:0016538"
"9295","Mcavernosa23217-RA","PRINTS","GO:0016538"
"9296","Mcavernosa23217-RA","Pfam","GO:0016538"
"9297","Mcavernosa23217-RA","ProSitePatterns","GO:0016538"
"9298","Mcavernosa23217-RA","ProSitePatterns","GO:0016538"
"9299","Mcavernosa23217-RA","Gene3D","GO:0016538"
"9300","Mcavernosa06041-RA","SMART","GO:0004386"
"9301","Mcavernosa06041-RA","Pfam","GO:0004386"
"9302","Mcavernosa25574-RA","Pfam","GO:0005515"
"9303","Mcavernosa25574-RA","Pfam","GO:0005515"
"9304","Mcavernosa09030-RA","PRINTS","GO:0006508"
"9305","Mcavernosa09030-RA","PRINTS","GO:0006508"
"9306","Mcavernosa27423-RA","SMART","GO:0005524,GO:0006298,GO:0030983"
"9307","Mcavernosa27423-RA","ProSitePatterns","GO:0005524,GO:0006298,GO:0030983"
"9308","Mcavernosa27423-RA","Pfam","GO:0005524,GO:0006298,GO:0030983"
"9309","Mcavernosa05417-RA","ProSiteProfiles","GO:0016021"
"9310","Mcavernosa05417-RA","Pfam","GO:0016021"
"9311","Mcavernosa09326-RA","Pfam","GO:0016021,GO:0022857,GO:0055085"
"9312","Mcavernosa00258-RA","SMART","GO:0005515"
"9313","Mcavernosa00258-RA","SMART","GO:0005515"
"9314","Mcavernosa00258-RA","SMART","GO:0005515"
"9315","Mcavernosa00258-RA","PRINTS","GO:0007155,GO:0008305"
"9316","Mcavernosa00258-RA","PRINTS","GO:0007155,GO:0008305"
"9317","Mcavernosa00258-RA","PRINTS","GO:0007155,GO:0008305"
"9318","Mcavernosa00258-RA","PRINTS","GO:0007155,GO:0008305"
"9319","Mcavernosa00258-RA","ProSiteProfiles","GO:0005515"
"9320","Mcavernosa00258-RA","SUPERFAMILY","GO:0005515"
"9321","Mcavernosa12179-RA","SUPERFAMILY","GO:0005515"
"9322","Mcavernosa18108-RA","Pfam","GO:0005524,GO:0016887"
"9323","Mcavernosa31106-RA","Pfam","GO:0004553,GO:0005975"
"9324","Mcavernosa31106-RA","SUPERFAMILY","GO:0003824,GO:0005975,GO:0030246"
"9325","Mcavernosa22859-RA","Pfam","GO:0016491,GO:0055114"
"9326","Mcavernosa22924-RA","Pfam","GO:0016020,GO:0022857,GO:0055085"
"9327","Mcavernosa22924-RA","Pfam","GO:0016020,GO:0022857,GO:0055085"
"9328","Mcavernosa07474-RA","Pfam","GO:0016846"
"9329","Mcavernosa07474-RA","ProSiteProfiles","GO:0016846"
"9330","Mcavernosa19740-RA","SMART","GO:0005515,GO:0007165"
"9331","Mcavernosa19740-RA","ProSiteProfiles","GO:0005515,GO:0007165"
"9332","Mcavernosa19740-RA","ProSiteProfiles","GO:0004197,GO:0006508"
"9333","Mcavernosa19740-RA","Pfam","GO:0005515,GO:0007165"
"9334","Mcavernosa06010-RA","Pfam","GO:0003677,GO:0005634,GO:0006260,GO:0006281,GO:0006310"
"9335","Mcavernosa21499-RA","Pfam","GO:0005515"
"9336","Mcavernosa22322-RA","SMART","GO:0005515"
"9337","Mcavernosa22322-RA","SMART","GO:0005515"
"9338","Mcavernosa22322-RA","Pfam","GO:0005515"
"9339","Mcavernosa22322-RA","Pfam","GO:0005515"
"9340","Mcavernosa22322-RA","ProSiteProfiles","GO:0005515"
"9341","Mcavernosa22322-RA","Gene3D","GO:0005515"
"9342","Mcavernosa22322-RA","SUPERFAMILY","GO:0005515"
"9343","Mcavernosa22322-RA","ProSiteProfiles","GO:0005515"
"9344","Mcavernosa21933-RA","Pfam","GO:0016409"
"9345","Mcavernosa14975-RA","Pfam","GO:0005515"
"9346","Mcavernosa14975-RA","Pfam","GO:0005515"
"9347","Mcavernosa14975-RA","Pfam","GO:0005515"
"9348","Mcavernosa14975-RA","Pfam","GO:0005515"
"9349","Mcavernosa14975-RA","Pfam","GO:0005515"
"9350","Mcavernosa14975-RA","Pfam","GO:0005515"
"9351","Mcavernosa14975-RA","Gene3D","GO:0005515"
"9352","Mcavernosa14975-RA","SMART","GO:0005515"
"9353","Mcavernosa14975-RA","SMART","GO:0005515"
"9354","Mcavernosa14975-RA","SMART","GO:0005515"
"9355","Mcavernosa14975-RA","SMART","GO:0005515"
"9356","Mcavernosa14975-RA","SMART","GO:0005515"
"9357","Mcavernosa14975-RA","SMART","GO:0005515"
"9358","Mcavernosa14975-RA","SUPERFAMILY","GO:0005515"
"9359","Mcavernosa14975-RA","SMART","GO:0005515"
"9360","Mcavernosa14975-RA","Pfam","GO:0005515"
"9361","Mcavernosa14975-RA","ProSiteProfiles","GO:0005515"
"9362","Mcavernosa14975-RA","SUPERFAMILY","GO:0005515"
"9363","Mcavernosa14975-RA","Gene3D","GO:0005515"
"9364","Mcavernosa12369-RA","Pfam","GO:0016757"
"9365","Mcavernosa12369-RA","Pfam","GO:0016757"
"9366","Mcavernosa20452-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"9367","Mcavernosa20452-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"9368","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9369","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9370","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9371","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9372","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9373","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9374","Mcavernosa20452-RA","PRINTS","GO:0005509,GO:0007156,GO:0016020"
"9375","Mcavernosa20452-RA","ProSiteProfiles","GO:0005509,GO:0007156,GO:0016020"
"9376","Mcavernosa20452-RA","SUPERFAMILY","GO:0005509,GO:0016020"
"9377","Mcavernosa20452-RA","ProSitePatterns","GO:0005886,GO:0007155"
