"","category","gene","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","41_ctl3_Ac_RN_1","37_T13_Ac_ML","52_T11_Ac_II","31_T22_Ac_UV","38_T23_Ac_IN","53_T21_Ac_NH","19_T33_Ac_WK","47_T31_Ac_JB","57_T32_Ac_NM","35_T43_Ac_MT","54_T42_Ac_JQ","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"722",NA,"Acerv_evm.TU.Segkk3052_pilon.15",91,82,20,58,20,153,84,109,91,15,18,220,173,NA,NA,NA,NA,NA,NA
"723",NA,"Acerv_evm.TU.Segkk2762_pilon.14",1267,861,629,189,129,187,242,107,220,66,86,407,355,NA,NA,NA,NA,NA,NA
"724",NA,"Acerv_evm.TU.Segkk551_pilon.2",97,46,53,58,62,37,38,25,51,17,23,60,64,NA,NA,NA,NA,NA,NA
"725",NA,"Acerv_evm.TU.Segkk2237_pilon.15",618,357,435,315,329,125,93,83,339,144,227,144,284,NA,NA,NA,NA,NA,NA
"726",NA,"Acerv_evm.TU.Segkk3525_pilon.11",663,504,488,243,162,236,251,171,296,202,131,342,475,NA,NA,NA,NA,NA,NA
"727",NA,"Acerv_evm.TU.Segkk984_pilon.10",327,254,381,104,129,73,81,33,124,63,51,90,98,NA,NA,NA,NA,NA,NA
"728",NA,"Acerv_evm.TU.Segkk2261_pilon.8",223,182,252,29,47,32,51,20,22,32,20,40,58,NA,NA,NA,NA,NA,NA
"729",NA,"Acerv_evm.TU.Segkk4265_pilon.3",15,19,9,20,16,16,10,13,25,13,14,23,27,NA,NA,NA,NA,NA,NA
"730",NA,"Acerv_evm.TU.Segkk2328_pilon.1",109,43,57,48,38,50,43,29,59,36,32,100,194,NA,NA,NA,NA,NA,NA
"731",NA,"Acerv_evm.TU.Segkk2328_pilon.2",153,60,90,161,122,118,119,107,116,99,100,271,529,NA,NA,NA,NA,NA,NA
"732",NA,"Acerv_evm.TU.Segkk2334_pilon.1",168,154,106,37,20,22,24,23,37,21,21,41,45,NA,NA,NA,NA,NA,NA
"733",NA,"Acerv_evm.TU.Segkk3637_pilon.63",190,220,154,46,33,34,46,25,62,50,22,64,70,NA,NA,NA,NA,NA,NA
"734",NA,"Acerv_evm.TU.Segkk3644_pilon.3",4054,3172,2838,1169,868,1633,1963,1078,1743,903,680,2691,3174,NA,NA,NA,NA,NA,NA
"735",NA,"Acerv_evm.TU.Segkk3092_pilon.14",810,649,451,221,148,432,331,323,379,214,121,613,593,NA,NA,NA,NA,NA,NA
"736",NA,"Acerv_evm.TU.Segkk4124_pilon.10",36,34,33,134,199,59,65,25,84,0,63,73,113,NA,NA,NA,NA,NA,NA
"737",NA,"Acerv_evm.TU.Segkk4124_pilon.11",476,180,224,199,356,99,30,39,225,41,147,94,169,NA,NA,NA,NA,NA,NA
"738",NA,"Acerv_evm.TU.Segkk4124_pilon.2",3689,1317,3545,1557,2695,860,444,294,1193,700,1031,971,1522,NA,NA,NA,NA,NA,NA
"739",NA,"Acerv_evm.TU.Segkk2611_pilon.2",70,47,20,53,146,54,22,54,66,24,36,54,105,NA,NA,NA,NA,NA,NA
"740",NA,"Acerv_evm.TU.Segkk1424_pilon.6",626,341,387,202,280,125,83,49,285,106,139,245,285,NA,NA,NA,NA,NA,NA
"741",NA,"Acerv_evm.TU.Segkk4263_pilon.5",10,17,15,23,21,20,15,22,30,10,13,45,33,NA,NA,NA,NA,NA,NA
"742",NA,"Acerv_evm.TU.Segkk3422_pilon.23",15,8,22,524,449,471,537,304,799,402,353,680,1079,NA,NA,NA,NA,NA,NA
"743",NA,"Acerv_evm.TU.Segkk3540_pilon.3",31,22,35,21,28,16,189,30,13,14,10,20,37,NA,NA,NA,NA,NA,NA
"744",NA,"Acerv_evm.TU.Segkk358_pilon.2",110,79,63,65,74,61,72,32,104,48,46,93,82,NA,NA,NA,NA,NA,NA
"745",NA,"Acerv_evm.TU.Segkk3750_pilon.2",10,12,9,13,10,12,30,11,25,13,4,23,20,NA,NA,NA,NA,NA,NA
"746",NA,"Acerv_evm.TU.Segkk2165_pilon.11",266,215,82,13,15,31,12,12,37,11,5,74,37,NA,NA,NA,NA,NA,NA
"747",NA,"Acerv_evm.TU.Segkk1497_pilon.2",1462,1106,1221,426,366,690,721,490,791,364,221,1078,936,NA,NA,NA,NA,NA,NA
"748",NA,"Acerv_evm.TU.Segkk3047_pilon.5",11,16,8,33,22,51,38,34,33,27,24,67,47,NA,NA,NA,NA,NA,NA
"749",NA,"Acerv_evm.TU.Segkk3394_pilon.16",28,12,6,246,155,288,188,186,311,152,123,513,521,NA,NA,NA,NA,NA,NA
"750",NA,"Acerv_evm.TU.Segkk3397_pilon.3",46,54,25,32,44,27,31,28,54,25,16,44,47,NA,NA,NA,NA,NA,NA
"751",NA,"Acerv_evm.TU.Segkk893_pilon.2",423,381,380,235,143,227,281,208,265,180,132,444,431,NA,NA,NA,NA,NA,NA
"752",NA,"Acerv_evm.TU.Segkk2763_pilon.1",34,29,23,22,38,17,18,13,32,11,19,31,30,NA,NA,NA,NA,NA,NA
"753",NA,"Acerv_evm.TU.Segkk3412_pilon.6",2377,939,2015,1391,2495,716,460,379,1652,619,931,909,1147,NA,NA,NA,NA,NA,NA
"754",NA,"Acerv_evm.TU.Segkk3417_pilon.5",112,136,111,16,23,10,20,8,18,20,9,21,25,NA,NA,NA,NA,NA,NA
"755",NA,"Acerv_evm.TU.Segkk3538_pilon.3",439,545,445,263,362,261,333,194,363,217,162,436,407,NA,NA,NA,NA,NA,NA
"756",NA,"Acerv_evm.TU.Segkk2701_pilon.2",110,135,161,77,37,100,176,101,108,74,29,164,186,NA,NA,NA,NA,NA,NA
"757",NA,"Acerv_evm.TU.Segkk642_pilon.43",86,39,51,82,196,62,35,31,56,28,52,40,87,NA,NA,NA,NA,NA,NA
"758",NA,"Acerv_evm.TU.Segkk3047_pilon.14",304,211,245,36,57,51,53,20,57,31,23,76,109,NA,NA,NA,NA,NA,NA
"759",NA,"Acerv_evm.TU.Segkk3858_pilon.8",92,120,216,175,86,161,185,99,156,123,81,94,156,NA,NA,NA,NA,NA,NA
"760",NA,"Acerv_evm.TU.Segkk454_pilon.2",582,334,455,427,933,231,94,102,297,195,267,189,398,NA,NA,NA,NA,NA,NA
"761",NA,"Acerv_evm.TU.Segkk3091_pilon.8",5867,7599,4923,2287,858,3683,11822,2456,3386,2069,892,5847,4235,NA,NA,NA,NA,NA,NA
"762",NA,"Acerv_evm.TU.Segkk451_pilon.2",739,877,513,269,167,672,468,403,457,184,118,925,570,NA,NA,NA,NA,NA,NA
"763",NA,"Acerv_evm.TU.Segkk2758_pilon.32",4151,2453,2533,1099,1644,681,584,308,1169,604,797,1071,1184,NA,NA,NA,NA,NA,NA
"764",NA,"Acerv_evm.TU.Segkk4047_pilon.16",681,959,1127,223,202,836,3601,446,366,345,88,624,344,NA,NA,NA,NA,NA,NA
"765",NA,"Acerv_evm.TU.Segkk1779_pilon.5",14,16,33,30,15,30,48,31,59,30,10,52,58,NA,NA,NA,NA,NA,NA
"766",NA,"Acerv_evm.TU.Segkk580_pilon.3",334,196,235,121,228,88,49,35,133,66,101,112,138,NA,NA,NA,NA,NA,NA
"767",NA,"Acerv_evm.TU.Segkk642_pilon.42",135,66,151,104,219,51,49,29,82,46,50,48,85,NA,NA,NA,NA,NA,NA
"768",NA,"Acerv_evm.TU.Segkk1630_pilon.6",10,15,8,97,134,99,80,48,112,56,62,178,179,NA,NA,NA,NA,NA,NA
"769",NA,"Acerv_evm.TU.Segkk437_pilon.4",114,63,251,28,46,13,50,14,31,23,16,18,19,NA,NA,NA,NA,NA,NA
"770",NA,"Acerv_evm.TU.Segkk2792_pilon.2",34,39,19,26,36,30,32,22,45,25,18,53,49,NA,NA,NA,NA,NA,NA
"771",NA,"Acerv_evm.TU.Segkk3598_pilon.1",21,23,26,23,21,18,31,17,24,23,12,34,31,NA,NA,NA,NA,NA,NA
"772",NA,"Acerv_evm.TU.Segkk4124_pilon.3",4846,1605,3592,1804,3152,1047,608,354,1799,774,1127,1350,1716,NA,NA,NA,NA,NA,NA
"773",NA,"Acerv_evm.TU.Segkk1656_pilon.3",40,66,49,54,22,98,48,69,144,16,18,185,117,NA,NA,NA,NA,NA,NA
"774",NA,"Acerv_evm.TU.Segkk826_pilon.10",1071,1127,958,184,327,171,286,141,283,199,140,327,408,NA,NA,NA,NA,NA,NA
"775",NA,"Acerv_evm.TU.Segkk4302_pilon.20",150,143,101,0,16,32,35,20,68,24,20,57,62,NA,NA,NA,NA,NA,NA
"776",NA,"Acerv_evm.TU.Segkk2015_pilon.1",86,128,72,58,37,68,94,70,118,42,27,112,57,NA,NA,NA,NA,NA,NA
"777",NA,"Acerv_evm.TU.Segkk669_pilon.5",1210,1064,1124,308,391,293,326,183,558,284,185,512,576,NA,NA,NA,NA,NA,NA
"778",NA,"Acerv_evm.TU.Segkk2793_pilon.4",5686,6190,4194,2894,4619,1794,1408,1024,2973,873,1925,2218,3000,NA,NA,NA,NA,NA,NA
"779",NA,"Acerv_evm.TU.Segkk4318_pilon.2",26,39,54,23,15,35,47,31,38,20,13,60,39,NA,NA,NA,NA,NA,NA
"780",NA,"Acerv_evm.TU.Segkk68_pilon.68",1037,623,862,714,516,906,1340,858,600,158,480,1166,2114,NA,NA,NA,NA,NA,NA
"781",NA,"Acerv_evm.TU.Segkk2119_pilon.10",156,149,159,22,35,29,34,13,68,38,25,54,49,NA,NA,NA,NA,NA,NA
"782",NA,"Acerv_evm.TU.Segkk575_pilon.2",140,180,147,93,49,121,112,134,206,70,55,238,187,NA,NA,NA,NA,NA,NA
"783",NA,"Acerv_evm.TU.Segkk3463_pilon.1",525,305,316,132,64,212,268,152,235,119,78,363,304,NA,NA,NA,NA,NA,NA
