"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7746","Acerv_evm.TU.Segkk455_pilon.5",204,0,283,262,117,226,90,380,976,1176,252,164,89,210,67,"Segkk455_pilon",12332,27094,14762,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7748","Acerv_evm.TU.Segkk459_pilon.1",222,0,466,457,167,267,179,161,437,405,138,230,134,263,106,"Segkk459_pilon",1076,22830,21754,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7749","Acerv_evm.TU.Segkk462_pilon.1",1137,0,1805,2665,1053,2023,934,1243,2275,4148,1165,679,744,1821,619,"Segkk462_pilon",348,11716,11368,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7812","Acerv_evm.TU.Segkk48_pilon.12",77,6,168,118,32,69,50,46,95,103,24,41,25,93,34,"Segkk48_pilon",111135,113184,2049,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7919","Acerv_evm.TU.Segkk54_pilon.1",504,0,959,974,373,798,380,518,1051,1187,449,471,253,550,192,"Segkk54_pilon",7938,10774,2836,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7942","Acerv_evm.TU.Segkk55_pilon.1",190,0,362,195,131,280,97,127,185,318,95,68,79,213,58,"Segkk55_pilon",6624,17782,11158,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7970","Acerv_evm.TU.Segkk56_pilon.1",555,0,1340,1100,314,475,391,390,954,1240,262,467,227,631,215,"Segkk56_pilon",343,3079,2736,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8008","Acerv_evm.TU.Segkk58_pilon.21",79,0,121,103,53,90,33,37,128,148,35,27,30,74,19,"Segkk58_pilon",156395,159235,2840,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8063","Acerv_evm.TU.Segkk592_pilon.1",54,0,106,127,36,71,37,37,106,118,34,46,36,61,29,"Segkk592_pilon",5877,12775,6898,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8064","Acerv_evm.TU.Segkk595_pilon.5",37,0,74,26,18,20,15,7,13,15,6,18,11,37,9,"Segkk595_pilon",26430,26691,261,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8065","Acerv_evm.TU.Segkk595_pilon.6",23,0,140,46,22,25,19,14,77,140,9,19,17,60,14,"Segkk595_pilon",28273,28466,193,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8067","Acerv_evm.TU.Segkk597_pilon.1",247,0,557,621,163,278,144,726,1934,2918,516,155,120,252,89,"Segkk597_pilon",118,14461,14343,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8069","Acerv_evm.TU.Segkk599_pilon.3",834,0,1797,1502,700,1214,594,775,1203,1664,452,527,565,1274,312,"Segkk599_pilon",17838,31646,13808,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8072","Acerv_evm.TU.Segkk60_pilon.13",26,0,30,14,21,34,9,9,25,39,10,0,12,31,6,"Segkk60_pilon",189489,193057,3568,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8082","Acerv_evm.TU.Segkk604_pilon.12",150,0,256,333,90,170,92,188,500,535,176,83,65,127,58,"Segkk604_pilon",99448,118944,19496,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8092","Acerv_evm.TU.Segkk609_pilon.13",50,58,96,73,25,73,29,19,52,113,7,23,15,64,6,"Segkk609_pilon",76440,99330,22890,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8108","Acerv_evm.TU.Segkk627_pilon.1",640,0,1187,1009,405,804,357,594,1185,1400,358,366,307,636,209,"Segkk627_pilon",66,21533,21467,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8119","Acerv_evm.TU.Segkk634_pilon.4",297,0,652,487,256,392,210,235,523,643,192,189,175,412,113,"Segkk634_pilon",20006,31274,11268,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8130","Acerv_evm.TU.Segkk640_pilon.1",801,0,1498,1414,581,1014,514,817,1114,1558,480,366,411,1088,289,"Segkk640_pilon",526,24586,24060,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8137","Acerv_evm.TU.Segkk641_pilon.14",22,0,60,52,20,24,16,27,70,59,28,21,12,46,8,"Segkk641_pilon",148526,149809,1283,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8140","Acerv_evm.TU.Segkk641_pilon.21",301,0,641,613,238,360,206,287,635,927,202,190,144,361,107,"Segkk641_pilon",173822,187896,14074,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8158","Acerv_evm.TU.Segkk642_pilon.20",118,0,96,141,51,64,80,77,341,305,124,75,52,87,49,"Segkk642_pilon",186127,189010,2883,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8160","Acerv_evm.TU.Segkk642_pilon.23",518,0,914,1069,324,617,316,381,1035,1564,303,340,227,549,260,"Segkk642_pilon",228603,238147,9544,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8168","Acerv_evm.TU.Segkk642_pilon.44",99,0,221,157,80,77,85,59,181,183,45,182,41,105,51,"Segkk642_pilon",426921,441088,14167,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8169","Acerv_evm.TU.Segkk642_pilon.45",24,0,51,48,16,25,23,20,40,48,17,27,15,26,11,"Segkk642_pilon",441981,443846,1865,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8170","Acerv_evm.TU.Segkk642_pilon.47",80,4,277,74,100,239,55,40,144,347,27,15,51,325,35,"Segkk642_pilon",448623,459819,11196,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8178","Acerv_evm.TU.Segkk644_pilon.5",165,1,402,364,97,189,88,112,429,532,98,112,85,170,47,"Segkk644_pilon",53060,56867,3807,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8193","Acerv_evm.TU.Segkk652_pilon.3",2133,12,3674,3624,1501,2988,1407,2290,4347,5577,1787,1374,1160,2493,741,"Segkk652_pilon",7013,10184,3171,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8198","Acerv_evm.TU.Segkk658_pilon.5",1472,31,2958,3157,1130,1910,1130,1492,3074,3757,1076,1614,807,2041,654,"Segkk658_pilon",37756,67185,29429,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8202","Acerv_evm.TU.Segkk660_pilon.4",237,0,452,289,204,388,99,82,124,128,48,91,114,233,39,"Segkk660_pilon",33841,48421,14580,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8283","Acerv_evm.TU.Segkk68_pilon.7",112,0,131,316,66,207,53,86,117,176,69,29,39,114,26,"Segkk68_pilon",104732,109109,4377,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8290","Acerv_evm.TU.Segkk68_pilon.77",141,0,273,248,90,158,94,107,347,361,87,136,73,158,67,"Segkk68_pilon",759966,764915,4949,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8291","Acerv_evm.TU.Segkk68_pilon.80",207,0,419,393,148,238,154,140,352,443,95,148,79,225,70,"Segkk68_pilon",799377,819104,19727,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8421","Acerv_evm.TU.Segkk725_pilon.2",56,0,100,91,37,52,43,40,107,108,27,48,23,62,24,"Segkk725_pilon",4734,5270,536,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8430","Acerv_evm.TU.Segkk73_pilon.17",167,0,372,194,138,200,98,74,132,172,26,64,94,202,46,"Segkk73_pilon",189348,201126,11778,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8489","Acerv_evm.TU.Segkk75_pilon.7",103,0,187,198,62,104,72,76,194,277,63,66,43,94,42,"Segkk75_pilon",32085,43723,11638,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8521","Acerv_evm.TU.Segkk76_pilon.21",127,0,231,199,86,162,70,75,167,289,72,55,52,148,30,"Segkk76_pilon",174818,186306,11488,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8524","Acerv_evm.TU.Segkk76_pilon.8",253,0,470,471,178,276,147,122,257,348,74,152,108,283,77,"Segkk76_pilon",39318,61830,22512,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8527","Acerv_evm.TU.Segkk760_pilon.6",669,0,1195,1299,412,708,471,613,1563,1706,500,788,265,740,361,"Segkk760_pilon",39688,51656,11968,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8540","Acerv_evm.TU.Segkk767_pilon.3",90,0,61,120,55,104,39,49,70,117,16,17,36,45,11,"Segkk767_pilon",9849,13761,3912,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8545","Acerv_evm.TU.Segkk769_pilon.2",39,0,47,36,23,42,24,101,186,314,87,22,15,38,14,"Segkk769_pilon",13672,17125,3453,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8569","Acerv_evm.TU.Segkk786_pilon.11",182,0,329,292,134,232,109,103,228,362,71,62,83,184,41,"Segkk786_pilon",146058,151759,5701,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8579","Acerv_evm.TU.Segkk789_pilon.19",66,0,141,126,53,95,0,40,82,146,37,42,43,99,22,"Segkk789_pilon",175938,189492,13554,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8590","Acerv_evm.TU.Segkk789_pilon.37",476,29,1060,904,408,665,373,386,647,1040,287,304,260,665,199,"Segkk789_pilon",399884,413117,13233,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8597","Acerv_evm.TU.Segkk789_pilon.48",151,0,298,331,90,180,133,112,206,255,67,197,90,207,107,"Segkk789_pilon",527337,545740,18403,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8609","Acerv_evm.TU.Segkk795_pilon.5",231,0,277,300,114,227,130,130,318,440,99,96,95,227,69,"Segkk795_pilon",17914,25137,7223,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8611","Acerv_evm.TU.Segkk795_pilon.9",106,0,190,196,79,134,57,72,153,183,38,39,49,99,23,"Segkk795_pilon",38555,42222,3667,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8612","Acerv_evm.TU.Segkk799_pilon.2",56,0,167,84,47,81,28,38,52,124,18,11,25,81,11,"Segkk799_pilon",8779,13293,4514,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8617","Acerv_evm.TU.Segkk80_pilon.9",22,0,35,23,14,21,17,10,21,28,8,12,4,17,9,"Segkk80_pilon",49913,51199,1286,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8618","Acerv_evm.TU.Segkk804_pilon.1",31,0,49,41,16,32,12,30,47,37,0,6,8,27,6,"Segkk804_pilon",6961,8857,1896,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8624","Acerv_evm.TU.Segkk809_pilon.2",91,0,150,142,54,104,60,76,132,182,37,31,36,82,29,"Segkk809_pilon",17477,21352,3875,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8626","Acerv_evm.TU.Segkk812_pilon.10",62,9,154,114,53,100,41,33,71,113,30,20,32,76,18,"Segkk812_pilon",87722,91911,4189,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8627","Acerv_evm.TU.Segkk812_pilon.4",612,0,1316,1340,603,938,515,571,1154,1879,534,344,284,808,328,"Segkk812_pilon",30924,43768,12844,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8633","Acerv_evm.TU.Segkk82_pilon.1",63,0,145,77,57,107,31,51,95,126,24,27,26,82,16,"Segkk82_pilon",19,20787,20768,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8643","Acerv_evm.TU.Segkk822_pilon.1",1145,36,2517,1857,741,1221,735,1164,2198,3473,935,539,444,1440,368,"Segkk822_pilon",3458,15005,11547,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8645","Acerv_evm.TU.Segkk824_pilon.25",461,0,522,1230,341,955,216,496,1717,3234,144,1261,471,462,123,"Segkk824_pilon",146349,160874,14525,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8663","Acerv_evm.TU.Segkk827_pilon.1",47,0,49,53,23,51,23,26,53,86,21,16,16,36,11,"Segkk827_pilon",254,1922,1668,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8664","Acerv_evm.TU.Segkk827_pilon.7",119,1,265,283,70,145,79,60,209,347,63,54,46,115,32,"Segkk827_pilon",30893,32569,1676,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8669","Acerv_evm.TU.Segkk834_pilon.2",370,0,832,731,246,489,298,301,691,900,256,256,237,440,160,"Segkk834_pilon",5683,16841,11158,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8670","Acerv_evm.TU.Segkk837_pilon.11",339,0,602,569,221,369,216,258,627,713,189,242,174,337,134,"Segkk837_pilon",132195,151100,18905,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8672","Acerv_evm.TU.Segkk837_pilon.15",34,0,60,195,48,110,21,20,109,50,41,23,15,26,15,"Segkk837_pilon",181365,197149,15784,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8673","Acerv_evm.TU.Segkk837_pilon.18",750,50,2024,1387,617,1172,487,597,1228,1809,391,411,372,1113,286,"Segkk837_pilon",234598,253648,19050,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8676","Acerv_evm.TU.Segkk837_pilon.24",240,0,442,396,136,264,150,149,369,493,126,121,118,253,92,"Segkk837_pilon",310000,323430,13430,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8683","Acerv_evm.TU.Segkk838_pilon.3",36,0,113,110,22,45,26,22,102,142,30,31,19,48,22,"Segkk838_pilon",90023,167309,77286,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8686","Acerv_evm.TU.Segkk840_pilon.1",120,0,274,192,87,250,92,194,256,560,174,59,64,245,39,"Segkk840_pilon",2605,11428,8823,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8694","Acerv_evm.TU.Segkk845_pilon.17",3920,0,9661,7685,3046,5290,2922,2295,5434,7278,2058,2287,1430,4476,1518,"Segkk845_pilon",183526,203291,19765,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8866","Acerv_evm.TU.Segkk925_pilon.24",186,4,350,307,100,222,128,127,281,365,86,98,91,169,68,"Segkk925_pilon",403581,407555,3974,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8870","Acerv_evm.TU.Segkk925_pilon.33",432,0,730,626,274,482,268,430,820,932,201,245,181,430,178,"Segkk925_pilon",473807,502313,28506,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8876","Acerv_evm.TU.Segkk925_pilon.40",256,0,380,434,137,304,150,127,295,479,160,177,145,327,107,"Segkk925_pilon",582060,586904,4844,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8885","Acerv_evm.TU.Segkk926_pilon.6",349,0,862,413,408,469,312,481,494,554,106,202,253,615,144,"Segkk926_pilon",59839,62719,2880,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8888","Acerv_evm.TU.Segkk929_pilon.1",250,0,445,492,117,269,120,193,691,843,204,198,100,234,74,"Segkk929_pilon",755,19251,18496,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8898","Acerv_evm.TU.Segkk93_pilon.2",6302,439,14493,12645,4636,7599,5156,6389,12693,14058,4290,6113,2953,8022,3022,"Segkk93_pilon",10476,99530,89054,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8901","Acerv_evm.TU.Segkk933_pilon.1",934,0,1893,1885,737,1276,652,815,1639,2084,556,768,524,1248,416,"Segkk933_pilon",5095,91721,86626,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8908","Acerv_evm.TU.Segkk937_pilon.12",36,1,34,40,33,47,20,35,57,77,22,10,21,44,11,"Segkk937_pilon",114292,115662,1370,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8912","Acerv_evm.TU.Segkk937_pilon.17",62,0,143,132,42,77,40,36,121,125,38,29,28,62,25,"Segkk937_pilon",144471,148006,3535,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8917","Acerv_evm.TU.Segkk938_pilon.11",1107,0,2438,1773,763,1334,683,753,1576,2104,514,629,536,1399,417,"Segkk938_pilon",93435,135137,41702,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8920","Acerv_evm.TU.Segkk939_pilon.4",220,0,340,348,139,250,125,159,333,390,114,116,111,234,72,"Segkk939_pilon",25551,34709,9158,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8964","Acerv_evm.TU.Segkk96_pilon.2",61,0,117,67,36,56,27,6,28,39,13,22,20,68,8,"Segkk96_pilon",5226,5993,767,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"8965","Acerv_evm.TU.Segkk96_pilon.4",40,0,70,101,52,49,35,43,56,76,26,32,29,76,23,"Segkk96_pilon",15946,17118,1172,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"9009","Acerv_evm.TU.Segkk97_pilon.1",750,0,1385,1140,590,1075,484,471,649,852,319,382,354,861,249,"Segkk97_pilon",425,21463,21038,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
