Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins
OG0001189	XP_020610538.1, XP_020610536.1	Mcavernosa11231-RA, Mcavernosa04498-RA
OG0001190	XP_020614065.1, XP_020614064.1	Mcavernosa29952-RA
OG0001190	XP_020614063.1	Mcavernosa29950-RA
OG0001190	XP_020613986.1	Mcavernosa29951-RA
OG0001191	XP_020626297.1	Mcavernosa22178-RA, Mcavernosa22185-RA
OG0001191	XP_020626301.1	Mcavernosa22184-RA, Mcavernosa22181-RA
OG0001192	XP_020622264.1, XP_020609247.1, XP_020622265.1	Mcavernosa08068-RA, Mcavernosa34689-RA, Mcavernosa23661-RA, Mcavernosa14161-RA, Mcavernosa26597-RA
OG0001193	XP_020616540.1, XP_020616546.1, XP_020616539.1, XP_020616541.1, XP_020616547.1, XP_020616542.1, XP_020616543.1, XP_020616544.1, XP_020616545.1	Mcavernosa30095-RA
OG0001194	XP_020628716.1, XP_020628715.1	Mcavernosa20656-RA
OG0001194	XP_020628673.1, XP_020628674.1	Mcavernosa20657-RA
OG0001195	XP_020613160.1	Mcavernosa25692-RA, Mcavernosa25691-RA
OG0001196	XP_020613156.1	Mcavernosa02931-RA
OG0001196	XP_020613155.1	Mcavernosa02932-RA
OG0001197	XP_020612689.1, XP_020612699.1	Mcavernosa09185-RA
OG0001198	XP_020606827.1	Mcavernosa10632-RA
OG0001198	XP_020610714.1, XP_020610716.1, XP_020610715.1	Mcavernosa10634-RA
OG0001199	XP_020602016.1	Mcavernosa16477-RA
OG0001199	XP_020602001.1, XP_020601998.1, XP_020601999.1, XP_020602000.1	Mcavernosa16481-RA
OG0001200	XP_020613821.1, XP_020613575.1, XP_020613817.1, XP_020613493.1, XP_020613810.1	Mcavernosa08914-RA
OG0001201	XP_020605648.1, XP_020605647.1, XP_020605616.1	Mcavernosa06761-RA
OG0001201	XP_020605657.1, XP_020605615.1	Mcavernosa06762-RA
OG0001202	XP_020630461.1, XP_020630462.1	Mcavernosa15532-RA
OG0001202	XP_020630465.1, XP_020630463.1, XP_020630466.1	Mcavernosa15530-RA
OG0001203	XP_020626348.1, XP_020626346.1, XP_020626347.1	Mcavernosa05891-RA, Mcavernosa05893-RA, Mcavernosa05894-RA, Mcavernosa05892-RA
OG0001204	XP_020610450.1	Mcavernosa24488-RA
OG0001204	XP_020604028.1, XP_020604027.1	Mcavernosa24484-RA
OG0001205	XP_020623904.1	Mcavernosa23508-RA, Mcavernosa28925-RA
OG0001207	XP_020613780.1	Mcavernosa27954-RA
OG0001208	XP_020614642.1, XP_020614641.1, XP_020614638.1, XP_020614637.1, XP_020614639.1, XP_020614640.1, XP_020614644.1, XP_020614643.1	Mcavernosa06079-RA
OG0001209	XP_020606969.1	Mcavernosa17356-RA
OG0001210	XP_020612694.1, XP_020612695.1	Mcavernosa04130-RA, Mcavernosa04128-RA, Mcavernosa29396-RA, Mcavernosa34679-RA, Mcavernosa04674-RA, Mcavernosa29956-RA, Mcavernosa04127-RA, Mcavernosa04131-RA
OG0001211	XP_020618240.1, XP_020618239.1	Mcavernosa01839-RA
OG0001211	XP_020618280.1	Mcavernosa01664-RA
OG0001212	XP_020606548.1, XP_020606542.1	Mcavernosa30983-RA
OG0001212	XP_020606563.1, XP_020606574.1, XP_020606556.1, XP_020606590.1	Mcavernosa30986-RA
OG0001213	XP_020627694.1	Mcavernosa24441-RA
OG0001213	XP_020627691.1	Mcavernosa24442-RA
OG0001214	XP_020602301.1, XP_020602299.1	Mcavernosa14329-RA
OG0001214	XP_020602329.1, XP_020602324.1, XP_020602330.1	Mcavernosa14323-RA
OG0001215	XP_020611427.1	Mcavernosa00197-RA, Mcavernosa32805-RA
OG0001215	XP_020611402.1, XP_020611403.1, XP_020611400.1, XP_020611401.1	Mcavernosa00198-RA, Mcavernosa30444-RA
OG0001216	XP_020620191.1, XP_020620190.1	Mcavernosa20637-RA, Mcavernosa04947-RA, Mcavernosa20639-RA, Mcavernosa20641-RA
OG0001217	XP_020612484.1	Mcavernosa24332-RA
OG0001217	XP_020612282.1	Mcavernosa03449-RA
OG0001217	XP_020612388.1	Mcavernosa24334-RA
OG0001218	XP_020632065.1	Mcavernosa29154-RA
OG0001219	XP_020607589.1	Mcavernosa12224-RA
OG0001219	XP_020631341.1, XP_020625244.1, XP_020625249.1	Mcavernosa13471-RA, Mcavernosa13473-RA, Mcavernosa13472-RA
OG0001220	XP_020621566.1	Mcavernosa06364-RA, Mcavernosa27753-RA
OG0001221	XP_020625427.1	Mcavernosa27370-RA
OG0001221	XP_020625417.1	Mcavernosa27371-RA
OG0001221	XP_020626146.1	Mcavernosa27372-RA
OG0001222	XP_020614705.1	Mcavernosa25351-RA, Mcavernosa02839-RA
OG0001222	XP_020614780.1, XP_020614580.1, XP_020614788.1, XP_020608429.1	Mcavernosa14054-RA
OG0001223	XP_020603402.1, XP_020612264.1	Mcavernosa10771-RA
OG0001224	XP_020600734.1	Mcavernosa18879-RA
OG0001224	XP_020600689.1	Mcavernosa27406-RA
OG0001224	XP_020600688.1, XP_020600687.1	Mcavernosa18880-RA
OG0001225	XP_020614982.1	Mcavernosa13178-RA
OG0001227	XP_020615449.1, XP_020615448.1	Mcavernosa14269-RA
OG0001228	XP_020600405.1	Mcavernosa14215-RA
OG0001229	XP_020605330.1	Mcavernosa15106-RA, Mcavernosa07225-RA
OG0001229	XP_020605304.1	Mcavernosa15060-RA, Mcavernosa24077-RA
OG0001230	XP_020628984.1	Mcavernosa05474-RA, Mcavernosa05472-RA, Mcavernosa05471-RA
OG0001232	XP_020618919.1	Mcavernosa07194-RA
OG0001232	XP_020618923.1, XP_020618921.1, XP_020618924.1, XP_020618922.1, XP_020618920.1, XP_020618917.1	Mcavernosa07192-RA
OG0001233	XP_020615594.1	Mcavernosa26667-RA, Mcavernosa26668-RA
OG0001234	XP_020605741.1, XP_020605734.1, XP_020605718.1, XP_020605726.1	Mcavernosa07600-RA, Mcavernosa07599-RA
OG0001234	XP_020628268.1	Mcavernosa11557-RA
OG0001235	XP_020623484.1	Mcavernosa29481-RA
OG0001235	XP_020623485.1, XP_020623438.1, XP_020614869.1	Mcavernosa08411-RA, Mcavernosa18666-RA
OG0001235	XP_020623477.1	Mcavernosa29482-RA, Mcavernosa29483-RA
OG0001236	XP_020601715.1	Mcavernosa33881-RA, Mcavernosa33878-RA, Mcavernosa10582-RA, Mcavernosa10586-RA, Mcavernosa24262-RA
OG0001236	XP_020623517.1	Mcavernosa26431-RA
OG0001237	XP_020620802.1	Mcavernosa29170-RA, Mcavernosa12532-RA, Mcavernosa12523-RA
OG0001238	XP_020622726.1	Mcavernosa28871-RA
OG0001241	XP_020604632.1	Mcavernosa28450-RA
OG0001241	XP_020618525.1	Mcavernosa26398-RA
OG0001241	XP_020625068.1, XP_020625075.1	Mcavernosa27090-RA
OG0001243	XP_020619046.1, XP_020619047.1	Mcavernosa13658-RA
OG0001243	XP_020606317.1, XP_020606318.1	Mcavernosa13002-RA
OG0001243	XP_020619044.1, XP_020619042.1	Mcavernosa15332-RA, Mcavernosa13656-RA, Mcavernosa15335-RA
OG0001244	XP_020607541.1, XP_020607540.1, XP_020609640.1	Mcavernosa24667-RA, Mcavernosa24670-RA
OG0001245	XP_020607919.1	Mcavernosa14106-RA
OG0001245	XP_020607934.1, XP_020609965.1	Mcavernosa14100-RA
OG0001247	XP_020609589.1, XP_020609590.1, XP_020609607.1	Mcavernosa28734-RA
OG0001247	XP_020609521.1, XP_020609522.1, XP_020609560.1, XP_020609561.1, XP_020609608.1	Mcavernosa32824-RA
OG0001248	XP_020611957.1	Mcavernosa16628-RA, Mcavernosa34213-RA
OG0001248	XP_020611779.1	Mcavernosa32883-RA
OG0001249	XP_020612268.1	Mcavernosa16422-RA, Mcavernosa16423-RA
OG0001250	XP_020612656.1	Mcavernosa25857-RA
OG0001250	XP_020612621.1, XP_020612620.1, XP_020612655.1, XP_020612645.1	Mcavernosa25855-RA
OG0001251	XP_020612749.1, XP_020612750.1	Mcavernosa14606-RA
OG0001252	XP_020614215.1	Mcavernosa14061-RA
OG0001252	XP_020614212.1, XP_020614214.1, XP_020614213.1	Mcavernosa14062-RA
OG0001253	XP_020614988.1, XP_020614987.1, XP_020615029.1, XP_020615030.1, XP_020631403.1	Mcavernosa25309-RA
OG0001254	XP_020623981.1	Mcavernosa02645-RA
OG0001254	XP_020615179.1	Mcavernosa02649-RA
OG0001254	XP_020615201.1	Mcavernosa31357-RA
OG0001255	XP_020617773.1	Mcavernosa20976-RA
OG0001255	XP_020618278.1	Mcavernosa01646-RA, Mcavernosa01647-RA
OG0001255	XP_020618275.1	Mcavernosa01638-RA
OG0001258	XP_020623825.1	Mcavernosa20559-RA
OG0001259	XP_020624345.1	Mcavernosa07134-RA
OG0001259	XP_020624301.1	Mcavernosa07135-RA
OG0001260	XP_020626232.1, XP_020626233.1	Mcavernosa27214-RA
OG0001261	XP_020627689.1	Mcavernosa24444-RA
OG0001261	XP_020627676.1	Mcavernosa24439-RA
OG0001262	XP_020630264.1, XP_020630250.1, XP_020630272.1, XP_020630258.1, XP_020630243.1, XP_020630355.1, XP_020630237.1, XP_020630223.1, XP_020630231.1	Mcavernosa25808-RA, Mcavernosa33267-RA, Mcavernosa25809-RA
OG0001267	XP_020616440.1	Mcavernosa04701-RA
OG0001268	XP_020607109.1	Mcavernosa21796-RA
OG0001268	XP_020615223.1, XP_020615224.1	Mcavernosa19161-RA
OG0001269	XP_020618080.1, XP_020618079.1	Mcavernosa22716-RA
OG0001274	XP_020608919.1	Mcavernosa24534-RA
OG0001275	XP_020625096.1, XP_020625095.1	Mcavernosa00144-RA
OG0001276	XP_020631588.1	Mcavernosa24248-RA
OG0001283	XP_020604544.1, XP_020604541.1	Mcavernosa03192-RA, Mcavernosa03204-RA, Mcavernosa30598-RA
OG0001284	XP_020628504.1, XP_020628506.1, XP_020628508.1	Mcavernosa17609-RA
OG0001285	XP_020606365.1	Mcavernosa22190-RA, Mcavernosa19072-RA
OG0001287	XP_020619742.1, XP_020619671.1, XP_020628507.1, XP_020628509.1	Mcavernosa17611-RA, Mcavernosa04653-RA
OG0001288	XP_020602028.1	Mcavernosa17791-RA, Mcavernosa12331-RA
OG0001290	XP_020603824.1, XP_020603823.1	Mcavernosa13369-RA, Mcavernosa13371-RA, Mcavernosa13370-RA, Mcavernosa33842-RA
OG0001291	XP_020602924.1, XP_020602921.1, XP_020602923.1	Mcavernosa25486-RA, Mcavernosa22216-RA
OG0001296	XP_020627233.1	Mcavernosa06181-RA
OG0001299	XP_020610985.1	Mcavernosa11518-RA, Mcavernosa11519-RA
OG0001299	XP_020611000.1, XP_020610926.1	Mcavernosa30317-RA, Mcavernosa11520-RA
OG0001300	XP_020630074.1	Mcavernosa34644-RA
OG0001300	XP_020625155.1	Mcavernosa06336-RA
OG0001301	XP_020610389.1	Mcavernosa24497-RA
OG0001301	XP_020610388.1	Mcavernosa24496-RA
OG0001301	XP_020610446.1	Mcavernosa24499-RA
OG0001302	XP_020602643.1	Mcavernosa30872-RA
OG0001304	XP_020622289.1, XP_020622362.1	Mcavernosa01061-RA
OG0001305	XP_020618417.1, XP_020622706.1	Mcavernosa11114-RA, Mcavernosa30551-RA
OG0001305	XP_020618412.1	Mcavernosa11111-RA
OG0001306	XP_020619174.1	Mcavernosa30088-RA
OG0001307	XP_020611101.1, XP_020611102.1, XP_020611103.1	Mcavernosa24172-RA
OG0001308	XP_020621733.1, XP_020619696.1, XP_020604789.1	Mcavernosa22997-RA, Mcavernosa05763-RA, Mcavernosa32147-RA
OG0001310	XP_020623261.1, XP_020624897.1, XP_020624889.1	Mcavernosa25737-RA
OG0001310	XP_020607435.1, XP_020607424.1	Mcavernosa27203-RA
OG0001312	XP_020603947.1	Mcavernosa13350-RA
OG0001313	XP_020615873.1	Mcavernosa16189-RA, Mcavernosa16191-RA, Mcavernosa34303-RA, Mcavernosa16190-RA
OG0001314	XP_020616598.1	Mcavernosa23596-RA
OG0001314	XP_020632743.1	Mcavernosa22628-RA, Mcavernosa22630-RA
OG0001315	XP_020621071.1	Mcavernosa17528-RA
OG0001316	XP_020617447.1, XP_020617446.1, XP_020617445.1	Mcavernosa07627-RA
OG0001317	XP_020621556.1	Mcavernosa25701-RA
OG0001318	XP_020623392.1, XP_020623393.1, XP_020623390.1, XP_020623391.1, XP_020623394.1, XP_020623395.1, XP_020623396.1	Mcavernosa08665-RA, Mcavernosa08668-RA
OG0001320	XP_020604552.1	Mcavernosa32555-RA
OG0001320	XP_020604547.1	Mcavernosa03186-RA
OG0001322	XP_020615574.1	Mcavernosa28499-RA
OG0001324	XP_020623920.1, XP_020623961.1	Mcavernosa30061-RA
OG0001324	XP_020610234.1	Mcavernosa18369-RA, Mcavernosa19322-RA, Mcavernosa19324-RA, Mcavernosa19323-RA
OG0001325	XP_020628635.1, XP_020628634.1	Mcavernosa21862-RA
OG0001326	XP_020615775.1	Mcavernosa23183-RA
OG0001328	XP_020607643.1, XP_020607641.1, XP_020607644.1, XP_020607642.1	Mcavernosa04107-RA
OG0001329	XP_020615730.1, XP_020615731.1, XP_020615728.1, XP_020615729.1	Mcavernosa04090-RA
OG0001332	XP_020621226.1, XP_020621224.1, XP_020621222.1, XP_020621223.1, XP_020621221.1	Mcavernosa32412-RA
OG0001338	XP_020605052.1, XP_020605043.1	Mcavernosa33639-RA
OG0001339	XP_020631950.1, XP_020631951.1, XP_020631954.1, XP_020631955.1, XP_020631957.1, XP_020631956.1, XP_020631953.1, XP_020631958.1	Mcavernosa01180-RA
OG0001340	XP_020603632.1, XP_020603630.1, XP_020603631.1	Mcavernosa08265-RA
OG0001340	XP_020603741.1, XP_020612774.1	Mcavernosa14614-RA
OG0001341	XP_020618103.1, XP_020630398.1, XP_020630412.1	Mcavernosa33017-RA
OG0001342	XP_020609183.1	Mcavernosa01278-RA
OG0001343	XP_020608167.1	Mcavernosa29808-RA, Mcavernosa29807-RA, Mcavernosa29806-RA, Mcavernosa32045-RA
OG0001344	XP_020614733.1	Mcavernosa26235-RA
OG0001345	XP_020604186.1, XP_020604185.1	Mcavernosa09328-RA, Mcavernosa09335-RA
OG0001348	XP_020605589.1	Mcavernosa14582-RA
OG0001348	XP_020605590.1	Mcavernosa06773-RA
OG0001348	XP_020605591.1	Mcavernosa06775-RA
OG0001349	XP_020613911.1, XP_020613913.1	Mcavernosa16324-RA
OG0001350	XP_020619000.1	Mcavernosa21728-RA
OG0001350	XP_020618715.1	Mcavernosa21726-RA, Mcavernosa21727-RA
OG0001351	XP_020630596.1, XP_020630595.1	Mcavernosa07908-RA, Mcavernosa07914-RA, Mcavernosa07907-RA, Mcavernosa07910-RA, Mcavernosa19271-RA
OG0001352	XP_020604972.1, XP_020604980.1, XP_020604973.1	Mcavernosa02284-RA, Mcavernosa02283-RA
OG0001353	XP_020602052.1, XP_020602053.1	Mcavernosa22873-RA
OG0001353	XP_020602054.1	Mcavernosa22872-RA
OG0001353	XP_020611878.1	Mcavernosa20230-RA
OG0001354	XP_020608308.1	Mcavernosa22382-RA
OG0001355	XP_020617013.1	Mcavernosa05269-RA
OG0001355	XP_020623753.1	Mcavernosa27887-RA
OG0001357	XP_020602431.1	Mcavernosa18409-RA
OG0001358	XP_020617913.1	Mcavernosa29969-RA
OG0001358	XP_020617912.1	Mcavernosa29968-RA, Mcavernosa29974-RA
OG0001360	XP_020626829.1	Mcavernosa16612-RA
OG0001360	XP_020627667.1, XP_020627263.1	Mcavernosa16611-RA, Mcavernosa33082-RA, Mcavernosa35102-RA
OG0001362	XP_020612467.1	Mcavernosa09680-RA
OG0001364	XP_020612344.1, XP_020612343.1	Mcavernosa16391-RA
OG0001365	XP_020606340.1	Mcavernosa30716-RA, Mcavernosa30717-RA, Mcavernosa30718-RA
OG0001366	XP_020632466.1, XP_020632467.1	Mcavernosa14869-RA
OG0001366	XP_020632451.1	Mcavernosa14866-RA
OG0001368	XP_020632072.1	Mcavernosa25934-RA
OG0001369	XP_020620264.1, XP_020620265.1	Mcavernosa11237-RA, Mcavernosa27749-RA, Mcavernosa29398-RA
OG0001370	XP_020631604.1, XP_020631597.1, XP_020631599.1, XP_020631598.1, XP_020631601.1, XP_020631600.1, XP_020631602.1	Mcavernosa24251-RA
OG0001371	XP_020610541.1, XP_020610543.1, XP_020610532.1	Mcavernosa10265-RA
OG0001372	XP_020632354.1	Mcavernosa15133-RA
OG0001372	XP_020632353.1	Mcavernosa15132-RA, Mcavernosa15131-RA
OG0001373	XP_020623741.1, XP_020623742.1, XP_020623740.1	Mcavernosa22613-RA
OG0001374	XP_020627178.1, XP_020627177.1, XP_020627169.1, XP_020627179.1	Mcavernosa01458-RA, Mcavernosa34147-RA
OG0001375	XP_020614368.1	Mcavernosa17687-RA
OG0001375	XP_020614190.1, XP_020614188.1	Mcavernosa17685-RA, Mcavernosa14078-RA
OG0001376	XP_020610438.1, XP_020610430.1	Mcavernosa34898-RA, Mcavernosa11876-RA
OG0001377	XP_020609675.1	Mcavernosa34159-RA, Mcavernosa23000-RA, Mcavernosa22465-RA
OG0001378	XP_020609609.1	Mcavernosa29300-RA, Mcavernosa17242-RA
OG0001378	XP_020630861.1	Mcavernosa33159-RA, Mcavernosa17241-RA, Mcavernosa32359-RA, Mcavernosa26268-RA, Mcavernosa23455-RA
OG0001379	XP_020609360.1	Mcavernosa10546-RA
OG0001379	XP_020611592.1, XP_020611530.1, XP_020611531.1	Mcavernosa10547-RA, Mcavernosa33519-RA
OG0001379	XP_020609327.1	Mcavernosa10549-RA
OG0001380	XP_020628249.1, XP_020628248.1, XP_020628247.1	Mcavernosa13564-RA
OG0001380	XP_020628244.1	Mcavernosa13563-RA, Mcavernosa13562-RA
OG0001381	XP_020617070.1	Mcavernosa10591-RA
OG0001381	XP_020617069.1	Mcavernosa10611-RA
OG0001382	XP_020605236.1	Mcavernosa18687-RA, Mcavernosa18685-RA, Mcavernosa18686-RA
OG0001382	XP_020606857.1	Mcavernosa15007-RA
OG0001383	XP_020618112.1	Mcavernosa01634-RA
OG0001384	XP_020600562.1	Mcavernosa29850-RA
OG0001384	XP_020600541.1	Mcavernosa29849-RA
OG0001387	XP_020600633.1	Mcavernosa30004-RA
OG0001388	XP_020626082.1	Mcavernosa03920-RA, Mcavernosa03921-RA
OG0001388	XP_020632085.1	Mcavernosa33721-RA
OG0001389	XP_020622301.1	Mcavernosa21224-RA, Mcavernosa21221-RA, Mcavernosa21223-RA
OG0001390	XP_020630720.1	Mcavernosa08017-RA
OG0001390	XP_020630714.1	Mcavernosa08016-RA, Mcavernosa08015-RA
OG0001391	XP_020631651.1	Mcavernosa08093-RA
OG0001391	XP_020625797.1	Mcavernosa27725-RA
OG0001391	XP_020612604.1	Mcavernosa08092-RA
OG0001392	XP_020602526.1, XP_020602525.1, XP_020602523.1, XP_020602522.1, XP_020602524.1	Mcavernosa33075-RA
OG0001393	XP_020624894.1	Mcavernosa18683-RA, Mcavernosa18676-RA, Mcavernosa18669-RA
OG0001393	XP_020624896.1	Mcavernosa18678-RA
OG0001394	XP_020624543.1, XP_020624544.1	Mcavernosa08952-RA
OG0001394	XP_020615462.1	Mcavernosa09924-RA
OG0001396	XP_020622712.1	Mcavernosa05576-RA
OG0001398	XP_020601602.1	Mcavernosa00854-RA
OG0001398	XP_020601606.1, XP_020601604.1, XP_020601603.1	Mcavernosa00856-RA, Mcavernosa00855-RA
OG0001399	XP_020609694.1, XP_020609699.1	Mcavernosa33370-RA
OG0001399	XP_020616969.1	Mcavernosa34446-RA
OG0001400	XP_020621469.1	Mcavernosa32273-RA
OG0001400	XP_020621470.1	Mcavernosa32267-RA
OG0001401	XP_020611471.1, XP_020611463.1, XP_020611479.1, XP_020611493.1, XP_020611486.1, XP_020611501.1, XP_020611447.1, XP_020611455.1, XP_020611439.1	Mcavernosa31430-RA
OG0001402	XP_020621959.1	Mcavernosa19658-RA, Mcavernosa19661-RA
OG0001403	XP_020604129.1	Mcavernosa12724-RA
OG0001403	XP_020604126.1, XP_020604127.1	Mcavernosa12726-RA
OG0001404	XP_020627749.1	Mcavernosa02879-RA, Mcavernosa02872-RA
OG0001404	XP_020627702.1	Mcavernosa02874-RA, Mcavernosa02876-RA
OG0001405	XP_020626307.1, XP_020626306.1, XP_020626308.1, XP_020626367.1	Mcavernosa22147-RA, Mcavernosa22146-RA, Mcavernosa22148-RA
OG0001406	XP_020624443.1, XP_020624440.1, XP_020624442.1, XP_020624445.1, XP_020624444.1, XP_020624439.1, XP_020624447.1	Mcavernosa17710-RA
OG0001406	XP_020624446.1	Mcavernosa17714-RA
OG0001407	XP_020621965.1, XP_020621961.1, XP_020621964.1, XP_020621966.1, XP_020621962.1, XP_020621963.1, XP_020621967.1, XP_020621968.1	Mcavernosa31829-RA
OG0001408	XP_020605634.1, XP_020605630.1	Mcavernosa33813-RA
OG0001408	XP_020624951.1	Mcavernosa14963-RA
OG0001408	XP_020605635.1	Mcavernosa06886-RA, Mcavernosa26756-RA, Mcavernosa06760-RA
OG0001409	XP_020605469.1, XP_020605468.1	Mcavernosa17268-RA
OG0001409	XP_020605464.1, XP_020605481.1, XP_020605483.1, XP_020605482.1, XP_020605465.1	Mcavernosa17267-RA
OG0001410	XP_020622215.1	Mcavernosa23704-RA
OG0001411	XP_020631372.1	Mcavernosa17372-RA, Mcavernosa17370-RA
OG0001411	XP_020611941.1	Mcavernosa17373-RA
OG0001412	XP_020603773.1	Mcavernosa34868-RA
OG0001412	XP_020600564.1	Mcavernosa15876-RA
OG0001413	XP_020625490.1	Mcavernosa33545-RA, Mcavernosa33546-RA, Mcavernosa06589-RA, Mcavernosa29105-RA, Mcavernosa23662-RA
OG0001414	XP_020619801.1	Mcavernosa27133-RA, Mcavernosa02223-RA, Mcavernosa27134-RA, Mcavernosa34848-RA, Mcavernosa34849-RA
OG0001415	XP_020612777.1, XP_020612784.1	Mcavernosa29341-RA
OG0001416	XP_020602369.1, XP_020602370.1, XP_020602371.1, XP_020602372.1	Mcavernosa29648-RA, Mcavernosa17883-RA
OG0001417	XP_020606733.1	Mcavernosa30245-RA
OG0001417	XP_020618803.1	Mcavernosa26963-RA, Mcavernosa15111-RA
OG0001418	XP_020609156.1, XP_020609155.1, XP_020609153.1	Mcavernosa09259-RA
OG0001419	XP_020602733.1	Mcavernosa25863-RA
OG0001420	XP_020616537.1	Mcavernosa13065-RA
OG0001421	XP_020608555.1, XP_020608541.1, XP_020608589.1, XP_020608586.1	Mcavernosa23102-RA
OG0001422	XP_020629927.1	Mcavernosa09120-RA
OG0001422	XP_020629872.1	Mcavernosa09117-RA
OG0001423	XP_020608568.1	Mcavernosa00744-RA, Mcavernosa00734-RA
OG0001425	XP_020630202.1	Mcavernosa11410-RA
OG0001425	XP_020604968.1	Mcavernosa08327-RA
OG0001426	XP_020616582.1, XP_020616574.1, XP_020616589.1, XP_020616596.1	Mcavernosa02247-RA
OG0001427	XP_020616617.1, XP_020616609.1	Mcavernosa02238-RA
OG0001428	XP_020604714.1	Mcavernosa16932-RA
OG0001428	XP_020604752.1	Mcavernosa07109-RA
OG0001429	XP_020604046.1	Mcavernosa25648-RA, Mcavernosa25649-RA
OG0001430	XP_020618166.1	Mcavernosa28544-RA, Mcavernosa03710-RA
OG0001430	XP_020600589.1	Mcavernosa24652-RA, Mcavernosa24654-RA, Mcavernosa08410-RA
OG0001431	XP_020624078.1, XP_020625964.1, XP_020624010.1, XP_020624076.1	Mcavernosa13145-RA, Mcavernosa34973-RA, Mcavernosa34968-RA
OG0001432	XP_020608890.1	Mcavernosa13878-RA
OG0001433	XP_020623291.1	Mcavernosa16977-RA
OG0001433	XP_020604901.1, XP_020604902.1	Mcavernosa16967-RA
OG0001434	XP_020614116.1, XP_020614115.1	Mcavernosa25625-RA
OG0001434	XP_020614235.1	Mcavernosa25624-RA
OG0001434	XP_020614307.1	Mcavernosa14477-RA, Mcavernosa14479-RA
OG0001435	XP_020632736.1	Mcavernosa34543-RA, Mcavernosa23411-RA, Mcavernosa23410-RA
OG0001435	XP_020600629.1, XP_020600627.1, XP_020600626.1	Mcavernosa02893-RA, Mcavernosa02894-RA
OG0001436	XP_020600912.1	Mcavernosa29118-RA
OG0001440	XP_020601972.1, XP_020623200.1, XP_020623201.1	Mcavernosa04688-RA
OG0001441	XP_020603332.1, XP_020603377.1, XP_020608122.1	Mcavernosa34067-RA
OG0001441	XP_020603928.1	Mcavernosa23275-RA
OG0001442	XP_020604504.1	Mcavernosa28447-RA
OG0001444	XP_020615393.1	Mcavernosa03381-RA, Mcavernosa03380-RA
OG0001445	XP_020608951.1	Mcavernosa34145-RA
OG0001446	XP_020609616.1	Mcavernosa15752-RA, Mcavernosa14319-RA, Mcavernosa33844-RA, Mcavernosa09384-RA
OG0001447	XP_020610553.1	Mcavernosa10256-RA, Mcavernosa10253-RA
OG0001447	XP_020623323.1	Mcavernosa10284-RA
OG0001447	XP_020630102.1	Mcavernosa18139-RA, Mcavernosa19500-RA
OG0001447	XP_020623252.1	Mcavernosa10285-RA
OG0001448	XP_020632722.1	Mcavernosa12290-RA
OG0001448	XP_020612040.1	Mcavernosa12283-RA
OG0001448	XP_020613031.1, XP_020612041.1	Mcavernosa12288-RA
OG0001449	XP_020617656.1	Mcavernosa27415-RA
OG0001449	XP_020617623.1	Mcavernosa33544-RA, Mcavernosa28947-RA
OG0001450	XP_020619723.1, XP_020619722.1, XP_020619649.1	Mcavernosa32787-RA
OG0001450	XP_020619640.1, XP_020619638.1	Mcavernosa27566-RA
OG0001451	XP_020621970.1, XP_020621973.1, XP_020621971.1, XP_020621972.1	Mcavernosa19655-RA
OG0001452	XP_020627091.1	Mcavernosa21640-RA
OG0001453	XP_020628465.1, XP_020628461.1, XP_020628462.1, XP_020628463.1, XP_020628466.1, XP_020628464.1	Mcavernosa29536-RA, Mcavernosa29533-RA
OG0001454	XP_020629006.1, XP_020629007.1	Mcavernosa30657-RA, Mcavernosa19774-RA, Mcavernosa30656-RA, Mcavernosa19772-RA, Mcavernosa34951-RA, Mcavernosa05648-RA, Mcavernosa19773-RA
OG0001462	XP_020616864.1	Mcavernosa04215-RA, Mcavernosa34771-RA
OG0001462	XP_020616865.1	Mcavernosa04218-RA
OG0001463	XP_020616852.1, XP_020616906.1	Mcavernosa04213-RA, Mcavernosa34776-RA
OG0001463	XP_020616851.1, XP_020616849.1	Mcavernosa04214-RA, Mcavernosa34775-RA
OG0001464	XP_020616919.1	Mcavernosa04202-RA
OG0001464	XP_020616903.1	Mcavernosa04203-RA
OG0001466	XP_020606217.1	Mcavernosa28728-RA
OG0001467	XP_020625133.1	Mcavernosa32326-RA, Mcavernosa32329-RA
OG0001469	XP_020613435.1	Mcavernosa33462-RA
OG0001469	XP_020602133.1	Mcavernosa18915-RA
OG0001473	XP_020629022.1	Mcavernosa26164-RA
OG0001474	XP_020611016.1, XP_020604005.1, XP_020611015.1, XP_020611014.1, XP_020611022.1	Mcavernosa10231-RA
OG0001475	XP_020613746.1, XP_020613738.1	Mcavernosa11389-RA
OG0001475	XP_020613860.1	Mcavernosa11390-RA
OG0001476	XP_020627248.1	Mcavernosa26470-RA
OG0001476	XP_020627262.1	Mcavernosa26475-RA
OG0001478	XP_020622125.1	Mcavernosa31307-RA
OG0001478	XP_020620573.1	Mcavernosa24570-RA
OG0001479	XP_020622184.1, XP_020622185.1	Mcavernosa32930-RA, Mcavernosa25277-RA
