Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Pocillopora_acuta_HIv1.genes.pep
OG0001744	XP_020612596.1, XP_020612597.1	Pocillopora_acuta_HIv1_PredGene_g15180.t1
OG0001745	XP_020605280.1, XP_020605281.1	Pocillopora_acuta_HIv1_PredGene_g14079.t2
OG0001746	XP_020621797.1	Pocillopora_acuta_HIv1_PredGene_g7923.t1
OG0001748	XP_020626888.1, XP_020626887.1, XP_020626885.1, XP_020626886.1, XP_020626884.1	Pocillopora_acuta_HIv1_PredGene_g449.t2, Pocillopora_acuta_HIv1_PredGene_g449.t3, Pocillopora_acuta_HIv1_PredGene_g449.t1
OG0001749	XP_020607892.1, XP_020607893.1	Pocillopora_acuta_HIv1_PredGene_g935.t1
OG0001749	XP_020607894.1	Pocillopora_acuta_HIv1_PredGene_g25051.t1, Pocillopora_acuta_HIv1_PredGene_g25061.t1, Pocillopora_acuta_HIv1_PredGene_g934.t1
OG0001752	XP_020623079.1, XP_020623080.1, XP_020623078.1, XP_020623077.1	Pocillopora_acuta_HIv1_PredGene_g17870.t1
OG0001753	XP_020623114.1, XP_020625572.1, XP_020625580.1, XP_020623124.1	Pocillopora_acuta_HIv1_PredGene_g12180.t2, Pocillopora_acuta_HIv1_PredGene_g12180.t1
OG0001755	XP_020610900.1, XP_020610898.1	Pocillopora_acuta_HIv1_PredGene_g10814.t1
OG0001755	XP_020605496.1	Pocillopora_acuta_HIv1_PredGene_g23445.t1
OG0001756	XP_020610903.1, XP_020610902.1	Pocillopora_acuta_HIv1_PredGene_g32524.t1, Pocillopora_acuta_HIv1_PredGene_g16123.t2, Pocillopora_acuta_HIv1_PredGene_g16123.t3, Pocillopora_acuta_HIv1_PredGene_g16123.t1, Pocillopora_acuta_HIv1_PredGene_g10809.t2, Pocillopora_acuta_HIv1_PredGene_g10809.t1
OG0001757	XP_020607851.1	Pocillopora_acuta_HIv1_PredGene_g11506.t1, Pocillopora_acuta_HIv1_PredGene_g14536.t1, Pocillopora_acuta_HIv1_PredGene_g14537.t1
OG0001757	XP_020607328.1	Pocillopora_acuta_HIv1_PredGene_g14683.t1
OG0001758	XP_020603590.1, XP_020603414.1	Pocillopora_acuta_HIv1_PredGene_g8152.t1
OG0001759	XP_020616115.1	Pocillopora_acuta_HIv1_PredGene_g24735.t1
OG0001760	XP_020617077.1, XP_020617048.1	Pocillopora_acuta_HIv1_PredGene_g1383.t1
OG0001761	XP_020600572.1	Pocillopora_acuta_HIv1_PredGene_g5124.t1
OG0001762	XP_020625762.1, XP_020625727.1, XP_020625726.1, XP_020604904.1	Pocillopora_acuta_HIv1_PredGene_23413_t, Pocillopora_acuta_HIv1_PredGene_23412_t
OG0001764	XP_020603872.1, XP_020603875.1, XP_020603874.1, XP_020603873.1	Pocillopora_acuta_HIv1_PredGene_25410_t, Pocillopora_acuta_HIv1_PredGene_g30552.t1, Pocillopora_acuta_HIv1_PredGene_g4547.t1
OG0001765	XP_020624130.1, XP_020624140.1, XP_020624166.1, XP_020624158.1, XP_020624149.1	Pocillopora_acuta_HIv1_PredGene_g20631.t1, Pocillopora_acuta_HIv1_PredGene_26986_t, Pocillopora_acuta_HIv1_PredGene_g20634.t1
OG0001767	XP_020626954.1, XP_020626952.1, XP_020626953.1	Pocillopora_acuta_HIv1_PredGene_g388.t1, Pocillopora_acuta_HIv1_PredGene_g388.t2, Pocillopora_acuta_HIv1_PredGene_g388.t3
OG0001768	XP_020606315.1, XP_020606214.1	Pocillopora_acuta_HIv1_PredGene_g30967.t1, Pocillopora_acuta_HIv1_PredGene_g30968.t1, Pocillopora_acuta_HIv1_PredGene_g30969.t1
OG0001769	XP_020620658.1, XP_020620659.1	Pocillopora_acuta_HIv1_PredGene_g12519.t1, Pocillopora_acuta_HIv1_PredGene_g12518.t1, Pocillopora_acuta_HIv1_PredGene_g30619.t1
OG0001770	XP_020616413.1	Pocillopora_acuta_HIv1_PredGene_g24302.t1, Pocillopora_acuta_HIv1_PredGene_g313.t1
OG0001771	XP_020619654.1	Pocillopora_acuta_HIv1_PredGene_g28882.t1
OG0001775	XP_020605326.1	Pocillopora_acuta_HIv1_PredGene_g8494.t1
OG0001775	XP_020605325.1, XP_020605324.1	Pocillopora_acuta_HIv1_PredGene_g8493.t1
OG0001776	XP_020607746.1	Pocillopora_acuta_HIv1_PredGene_g2168.t1
OG0001778	XP_020615459.1	Pocillopora_acuta_HIv1_PredGene_g33085.t1
OG0001778	XP_020618994.1	Pocillopora_acuta_HIv1_PredGene_g16974.t1, Pocillopora_acuta_HIv1_PredGene_2348_t
OG0001780	XP_020619318.1, XP_020619317.1, XP_020619315.1, XP_020619316.1, XP_020619320.1	Pocillopora_acuta_HIv1_PredGene_g9533.t1, Pocillopora_acuta_HIv1_PredGene_g9533.t3, Pocillopora_acuta_HIv1_PredGene_g9533.t2
OG0001781	XP_020607918.1, XP_020607927.1	Pocillopora_acuta_HIv1_PredGene_g28187.t1
OG0001783	XP_020612136.1	Pocillopora_acuta_HIv1_PredGene_g8816.t1, Pocillopora_acuta_HIv1_PredGene_g17818.t1, Pocillopora_acuta_HIv1_PredGene_g10153.t1, Pocillopora_acuta_HIv1_PredGene_g26625.t1
OG0001784	XP_020625948.1, XP_020625947.1, XP_020625945.1	Pocillopora_acuta_HIv1_PredGene_g10288.t1, Pocillopora_acuta_HIv1_PredGene_g10288.t2, Pocillopora_acuta_HIv1_PredGene_g10288.t3
OG0001784	XP_020632777.1, XP_020632778.1	Pocillopora_acuta_HIv1_PredGene_g5365.t1
OG0001785	XP_020628858.1, XP_020628854.1, XP_020628850.1, XP_020628857.1, XP_020628851.1, XP_020628853.1, XP_020628852.1, XP_020628856.1	Pocillopora_acuta_HIv1_PredGene_g2789.t1, Pocillopora_acuta_HIv1_PredGene_g2789.t2
OG0001789	XP_020608452.1	Pocillopora_acuta_HIv1_PredGene_g11529.t1, Pocillopora_acuta_HIv1_PredGene_g2365.t1
OG0001790	XP_020605480.1	Pocillopora_acuta_HIv1_PredGene_g4533.t1
OG0001790	XP_020605502.1, XP_020605495.1, XP_020605486.1	Pocillopora_acuta_HIv1_PredGene_24521_t
OG0001791	XP_020628643.1, XP_020628645.1	Pocillopora_acuta_HIv1_PredGene_g11994.t1
OG0001792	XP_020600706.1, XP_020600704.1, XP_020600705.1	Pocillopora_acuta_HIv1_PredGene_g12875.t1, Pocillopora_acuta_HIv1_PredGene_g12875.t2
OG0001794	XP_020622971.1, XP_020622973.1, XP_020622972.1, XP_020622969.1, XP_020622967.1, XP_020622968.1	Pocillopora_acuta_HIv1_PredGene_g28731.t2, Pocillopora_acuta_HIv1_PredGene_g28731.t1
OG0001796	XP_020630059.1	Pocillopora_acuta_HIv1_PredGene_g32771.t1, Pocillopora_acuta_HIv1_PredGene_5289_t
OG0001797	XP_020628656.1	Pocillopora_acuta_HIv1_PredGene_g26060.t1, Pocillopora_acuta_HIv1_PredGene_g16933.t1, Pocillopora_acuta_HIv1_PredGene_g26061.t1, Pocillopora_acuta_HIv1_PredGene_g16932.t1, Pocillopora_acuta_HIv1_PredGene_20252_t, Pocillopora_acuta_HIv1_PredGene_g26063.t1
OG0001798	XP_020603914.1, XP_020600557.1, XP_020607333.1	Pocillopora_acuta_HIv1_PredGene_g2552.t1
OG0001799	XP_020623115.1, XP_020623116.1, XP_020623108.1	Pocillopora_acuta_HIv1_PredGene_g21828.t1
OG0001800	XP_020604580.1, XP_020604582.1, XP_020604578.1, XP_020604579.1, XP_020604581.1	Pocillopora_acuta_HIv1_PredGene_g12038.t2, Pocillopora_acuta_HIv1_PredGene_g12038.t3, Pocillopora_acuta_HIv1_PredGene_g12038.t1
OG0001801	XP_020626608.1	Pocillopora_acuta_HIv1_PredGene_g3770.t1
OG0001801	XP_020626609.1	Pocillopora_acuta_HIv1_PredGene_g3769.t1
OG0001802	XP_020627973.1, XP_020627972.1, XP_020627975.1, XP_020627976.1, XP_020627974.1	Pocillopora_acuta_HIv1_PredGene_g14777.t1
OG0001804	XP_020606884.1	Pocillopora_acuta_HIv1_PredGene_5441_t
OG0001804	XP_020609202.1	Pocillopora_acuta_HIv1_PredGene_18599_t, Pocillopora_acuta_HIv1_PredGene_g2387.t1, Pocillopora_acuta_HIv1_PredGene_g220.t1
OG0001805	XP_020624188.1, XP_020624182.1, XP_020624173.1	Pocillopora_acuta_HIv1_PredGene_g30444.t1, Pocillopora_acuta_HIv1_PredGene_g30449.t1
OG0001806	XP_020615700.1	Pocillopora_acuta_HIv1_PredGene_g26202.t1, Pocillopora_acuta_HIv1_PredGene_g29947.t1
OG0001807	XP_020604410.1, XP_020604409.1, XP_020604408.1, XP_020604407.1, XP_020604405.1, XP_020604406.1	Pocillopora_acuta_HIv1_PredGene_g18895.t1, Pocillopora_acuta_HIv1_PredGene_12099_t
OG0001808	XP_020617905.1, XP_020631174.1, XP_020629395.1, XP_020631178.1, XP_020604107.1, XP_020602185.1, XP_020615234.1, XP_020631181.1	Pocillopora_acuta_HIv1_PredGene_g1642.t1, Pocillopora_acuta_HIv1_PredGene_g31377.t1
OG0001809	XP_020605742.1	Pocillopora_acuta_HIv1_PredGene_g33311.t1
OG0001809	XP_020626213.1	Pocillopora_acuta_HIv1_PredGene_g9141.t1, Pocillopora_acuta_HIv1_PredGene_g20028.t1, Pocillopora_acuta_HIv1_PredGene_g2105.t1
OG0001810	XP_020621100.1, XP_020621056.1, XP_020621048.1	Pocillopora_acuta_HIv1_PredGene_g22310.t1
OG0001811	XP_020620761.1	Pocillopora_acuta_HIv1_PredGene_g3046.t1, Pocillopora_acuta_HIv1_PredGene_g21602.t1, Pocillopora_acuta_HIv1_PredGene_g2619.t1
OG0001813	XP_020605409.1	Pocillopora_acuta_HIv1_PredGene_g12414.t1, Pocillopora_acuta_HIv1_PredGene_g6872.t1, Pocillopora_acuta_HIv1_PredGene_g12415.t1, Pocillopora_acuta_HIv1_PredGene_g6873.t1
OG0001815	XP_020630470.1	Pocillopora_acuta_HIv1_PredGene_g25800.t1
OG0001816	XP_020618621.1, XP_020618628.1	Pocillopora_acuta_HIv1_PredGene_g18894.t1
OG0001817	XP_020631901.1, XP_020631897.1, XP_020631896.1, XP_020631899.1, XP_020631895.1, XP_020631900.1	Pocillopora_acuta_HIv1_PredGene_g5578.t2, Pocillopora_acuta_HIv1_PredGene_g5578.t1
OG0001818	XP_020618184.1	Pocillopora_acuta_HIv1_PredGene_g9272.t1, Pocillopora_acuta_HIv1_PredGene_7749_t
OG0001819	XP_020618855.1	Pocillopora_acuta_HIv1_PredGene_g9285.t1, Pocillopora_acuta_HIv1_PredGene_7763_t
OG0001820	XP_020605276.1	Pocillopora_acuta_HIv1_PredGene_g23219.t1, Pocillopora_acuta_HIv1_PredGene_g29251.t1, Pocillopora_acuta_HIv1_PredGene_g19780.t1, Pocillopora_acuta_HIv1_PredGene_g30226.t1
OG0001823	XP_020605329.1	Pocillopora_acuta_HIv1_PredGene_g5929.t1
OG0001825	XP_020620213.1	Pocillopora_acuta_HIv1_PredGene_g9441.t1
OG0001827	XP_020611648.1, XP_020611647.1, XP_020611645.1, XP_020611646.1	Pocillopora_acuta_HIv1_PredGene_g18665.t1
OG0001828	XP_020608587.1	Pocillopora_acuta_HIv1_PredGene_g2669.t1
OG0001830	XP_020609929.1, XP_020609928.1, XP_020609927.1, XP_020609936.1, XP_020609935.1	Pocillopora_acuta_HIv1_PredGene_g24338.t2, Pocillopora_acuta_HIv1_PredGene_g24338.t1, Pocillopora_acuta_HIv1_PredGene_g5958.t1
OG0001834	XP_020605048.1, XP_020605049.1, XP_020605047.1, XP_020605050.1	Pocillopora_acuta_HIv1_PredGene_g29833.t1, Pocillopora_acuta_HIv1_PredGene_g2568.t1
OG0001836	XP_020632863.1	Pocillopora_acuta_HIv1_PredGene_g26609.t2, Pocillopora_acuta_HIv1_PredGene_g22231.t1, Pocillopora_acuta_HIv1_PredGene_g26609.t1, Pocillopora_acuta_HIv1_PredGene_g22231.t2
OG0001837	XP_020612949.1, XP_020612945.1, XP_020612948.1, XP_020612946.1, XP_020612944.1, XP_020612943.1, XP_020612947.1	Pocillopora_acuta_HIv1_PredGene_g32030.t1
OG0001838	XP_020606328.1, XP_020606362.1, XP_020606373.1, XP_020606370.1, XP_020606336.1, XP_020606344.1, XP_020606354.1	Pocillopora_acuta_HIv1_PredGene_g29515.t1
OG0001839	XP_020604227.1, XP_020604352.1	Pocillopora_acuta_HIv1_PredGene_g29746.t1, Pocillopora_acuta_HIv1_PredGene_g17291.t1
OG0001840	XP_020627819.1	Pocillopora_acuta_HIv1_PredGene_g18027.t2, Pocillopora_acuta_HIv1_PredGene_g18027.t1
OG0001842	XP_020613876.1	Pocillopora_acuta_HIv1_PredGene_g19986.t1
OG0001842	XP_020613877.1	Pocillopora_acuta_HIv1_PredGene_g19983.t1
OG0001844	XP_020610911.1, XP_020610910.1, XP_020610912.1, XP_020610913.1	Pocillopora_acuta_HIv1_PredGene_g16860.t1
OG0001844	XP_020601050.1	Pocillopora_acuta_HIv1_PredGene_g26014.t1
OG0001845	XP_020632492.1, XP_020632491.1, XP_020632488.1, XP_020632490.1, XP_020632493.1	Pocillopora_acuta_HIv1_PredGene_g5443.t1
OG0001846	XP_020603816.1, XP_020603815.1	Pocillopora_acuta_HIv1_PredGene_g2530.t2, Pocillopora_acuta_HIv1_PredGene_g2530.t1, Pocillopora_acuta_HIv1_PredGene_g2530.t3
OG0001848	XP_020602352.1	Pocillopora_acuta_HIv1_PredGene_g32477.t1, Pocillopora_acuta_HIv1_PredGene_g32480.t1, Pocillopora_acuta_HIv1_PredGene_g8886.t1, Pocillopora_acuta_HIv1_PredGene_g26745.t1, Pocillopora_acuta_HIv1_PredGene_g26727.t1
OG0001849	XP_020627753.1	Pocillopora_acuta_HIv1_PredGene_g9358.t1, Pocillopora_acuta_HIv1_PredGene_g21105.t1, Pocillopora_acuta_HIv1_PredGene_7845_t
OG0001849	XP_020605869.1	Pocillopora_acuta_HIv1_PredGene_g25728.t1, Pocillopora_acuta_HIv1_PredGene_31303_t
OG0001850	XP_020617556.1	Pocillopora_acuta_HIv1_PredGene_g32091.t1, Pocillopora_acuta_HIv1_PredGene_g32091.t2, Pocillopora_acuta_HIv1_PredGene_19273_t
OG0001851	XP_020602093.1, XP_020602104.1	Pocillopora_acuta_HIv1_PredGene_g28467.t1, Pocillopora_acuta_HIv1_PredGene_g8395.t1
OG0001852	XP_020631169.1, XP_020601441.1, XP_020601440.1, XP_020632965.1	Pocillopora_acuta_HIv1_PredGene_g13321.t1, Pocillopora_acuta_HIv1_PredGene_g5783.t1
OG0001853	XP_020628878.1	Pocillopora_acuta_HIv1_PredGene_g10536.t1, Pocillopora_acuta_HIv1_PredGene_g10536.t4, Pocillopora_acuta_HIv1_PredGene_g10536.t2, Pocillopora_acuta_HIv1_PredGene_g10536.t3, Pocillopora_acuta_HIv1_PredGene_g20069.t1, Pocillopora_acuta_HIv1_PredGene_g20086.t1, Pocillopora_acuta_HIv1_PredGene_g20079.t1
OG0001855	XP_020615821.1, XP_020615822.1, XP_020615823.1, XP_020615824.1, XP_020606041.1, XP_020606042.1	Pocillopora_acuta_HIv1_PredGene_g21495.t1
OG0001859	XP_020600623.1, XP_020600624.1, XP_020600625.1, XP_020600622.1	Pocillopora_acuta_HIv1_PredGene_g4803.t2, Pocillopora_acuta_HIv1_PredGene_g4803.t1
OG0001861	XP_020615072.1, XP_020630429.1, XP_020630431.1	Pocillopora_acuta_HIv1_PredGene_g514.t1
OG0001861	XP_020604997.1, XP_020604990.1	Pocillopora_acuta_HIv1_PredGene_g2721.t1
OG0001863	XP_020604912.1	Pocillopora_acuta_HIv1_PredGene_g22985.t1
OG0001864	XP_020606048.1, XP_020606121.1	Pocillopora_acuta_HIv1_PredGene_g19312.t1, Pocillopora_acuta_HIv1_PredGene_g2425.t1, Pocillopora_acuta_HIv1_PredGene_18641_t, Pocillopora_acuta_HIv1_PredGene_13377_t
OG0001865	XP_020618122.1	Pocillopora_acuta_HIv1_PredGene_g9216.t1
OG0001865	XP_020618351.1	Pocillopora_acuta_HIv1_PredGene_7696_t, Pocillopora_acuta_HIv1_PredGene_g9217.t1
OG0001866	XP_020627241.1	Pocillopora_acuta_HIv1_PredGene_g4237.t1
OG0001867	XP_020629368.1, XP_020629369.1, XP_020629367.1, XP_020629371.1	Pocillopora_acuta_HIv1_PredGene_31873_t
OG0001868	XP_020624935.1	Pocillopora_acuta_HIv1_PredGene_g23072.t1
OG0001870	XP_020627249.1	Pocillopora_acuta_HIv1_PredGene_g28809.t1, Pocillopora_acuta_HIv1_PredGene_g1552.t1, Pocillopora_acuta_HIv1_PredGene_g23543.t1, Pocillopora_acuta_HIv1_PredGene_7958_t, Pocillopora_acuta_HIv1_PredGene_22074_t, Pocillopora_acuta_HIv1_PredGene_19950_t
OG0001871	XP_020615148.1	Pocillopora_acuta_HIv1_PredGene_g22420.t1
OG0001871	XP_020615209.1, XP_020615208.1, XP_020615180.1	Pocillopora_acuta_HIv1_PredGene_g22418.t1, Pocillopora_acuta_HIv1_PredGene_18567_t
OG0001872	XP_020612823.1, XP_020612822.1, XP_020612825.1, XP_020612826.1, XP_020612827.1	Pocillopora_acuta_HIv1_PredGene_g28767.t1
OG0001873	XP_020616055.1	Pocillopora_acuta_HIv1_PredGene_g4316.t1
OG0001873	XP_020613508.1	Pocillopora_acuta_HIv1_PredGene_g4314.t1, Pocillopora_acuta_HIv1_PredGene_g4315.t1
OG0001875	XP_020604001.1	Pocillopora_acuta_HIv1_PredGene_g30466.t1, Pocillopora_acuta_HIv1_PredGene_g26076.t1, Pocillopora_acuta_HIv1_PredGene_g752.t1, Pocillopora_acuta_HIv1_PredGene_g23049.t1
OG0001877	XP_020607847.1	Pocillopora_acuta_HIv1_PredGene_g16701.t1, Pocillopora_acuta_HIv1_PredGene_g10238.t1, Pocillopora_acuta_HIv1_PredGene_g24094.t1
OG0001878	XP_020605348.1	Pocillopora_acuta_HIv1_PredGene_11289_t
OG0001878	XP_020619003.1, XP_020619002.1, XP_020619001.1	Pocillopora_acuta_HIv1_PredGene_11291_t, Pocillopora_acuta_HIv1_PredGene_g8501.t1
OG0001879	XP_020618779.1, XP_020624402.1, XP_020624403.1	Pocillopora_acuta_HIv1_PredGene_g9327.t1, Pocillopora_acuta_HIv1_PredGene_g21136.t1, Pocillopora_acuta_HIv1_PredGene_g21132.t1, Pocillopora_acuta_HIv1_PredGene_g9331.t1
OG0001880	XP_020615892.1	Pocillopora_acuta_HIv1_PredGene_g10069.t1
OG0001881	XP_020607412.1, XP_020607411.1	Pocillopora_acuta_HIv1_PredGene_g12682.t1
OG0001882	XP_020608600.1	Pocillopora_acuta_HIv1_PredGene_g27319.t1, Pocillopora_acuta_HIv1_PredGene_g5989.t1
OG0001883	XP_020629670.1	Pocillopora_acuta_HIv1_PredGene_g5416.t1
OG0001883	XP_020621580.1, XP_020621581.1	Pocillopora_acuta_HIv1_PredGene_g13736.t1
OG0001884	XP_020626671.1	Pocillopora_acuta_HIv1_PredGene_g16633.t1, Pocillopora_acuta_HIv1_PredGene_g16633.t2, Pocillopora_acuta_HIv1_PredGene_g16633.t3, Pocillopora_acuta_HIv1_PredGene_g16633.t4, Pocillopora_acuta_HIv1_PredGene_g13377.t2, Pocillopora_acuta_HIv1_PredGene_g13377.t1
OG0001885	XP_020600458.1, XP_020600456.1, XP_020600459.1, XP_020600457.1	Pocillopora_acuta_HIv1_PredGene_g5749.t2, Pocillopora_acuta_HIv1_PredGene_g5749.t3, Pocillopora_acuta_HIv1_PredGene_g5749.t1
OG0001886	XP_020604540.1	Pocillopora_acuta_HIv1_PredGene_g11738.t1
OG0001887	XP_020626666.1, XP_020626520.1	Pocillopora_acuta_HIv1_PredGene_g3757.t1, Pocillopora_acuta_HIv1_PredGene_25183_t
OG0001888	XP_020611577.1	Pocillopora_acuta_HIv1_PredGene_9216_t
OG0001888	XP_020611551.1, XP_020611550.1	Pocillopora_acuta_HIv1_PredGene_g16212.t1
OG0001889	XP_020632925.1, XP_020632924.1, XP_020632922.1, XP_020632923.1, XP_020632893.1	Pocillopora_acuta_HIv1_PredGene_g19656.t1
OG0001890	XP_020617632.1, XP_020617631.1, XP_020617633.1, XP_020617634.1, XP_020617630.1, XP_020617617.1, XP_020617639.1	Pocillopora_acuta_HIv1_PredGene_g9563.t1
OG0001892	XP_020620671.1	Pocillopora_acuta_HIv1_PredGene_g11296.t1
OG0001892	XP_020616099.1	Pocillopora_acuta_HIv1_PredGene_g11295.t1
OG0001893	XP_020608280.1, XP_020608281.1	Pocillopora_acuta_HIv1_PredGene_g17551.t1
OG0001893	XP_020608288.1	Pocillopora_acuta_HIv1_PredGene_g17546.t1
OG0001895	XP_020608092.1, XP_020608095.1, XP_020608094.1, XP_020608093.1, XP_020608097.1, XP_020608098.1	Pocillopora_acuta_HIv1_PredGene_g16664.t1, Pocillopora_acuta_HIv1_PredGene_g4172.t1
OG0001896	XP_020620056.1	Pocillopora_acuta_HIv1_PredGene_g15937.t1
OG0001896	XP_020620060.1, XP_020620059.1	Pocillopora_acuta_HIv1_PredGene_g15936.t1
OG0001900	XP_020623909.1	Pocillopora_acuta_HIv1_PredGene_g29300.t1, Pocillopora_acuta_HIv1_PredGene_g29295.t1
OG0001902	XP_020632224.1, XP_020632268.1	Pocillopora_acuta_HIv1_PredGene_g20895.t1
OG0001904	XP_020632119.1, XP_020632117.1, XP_020632116.1, XP_020632118.1, XP_020632115.1, XP_020632114.1	Pocillopora_acuta_HIv1_PredGene_g20897.t1, Pocillopora_acuta_HIv1_PredGene_g20897.t2
OG0001905	XP_020601874.1	Pocillopora_acuta_HIv1_PredGene_g9151.t1
OG0001905	XP_020601873.1, XP_020601872.1	Pocillopora_acuta_HIv1_PredGene_g9152.t2, Pocillopora_acuta_HIv1_PredGene_3329_t, Pocillopora_acuta_HIv1_PredGene_g9152.t1
OG0001906	XP_020606023.1, XP_020606015.1	Pocillopora_acuta_HIv1_PredGene_g9412.t1
OG0001907	XP_020605420.1, XP_020605421.1	Pocillopora_acuta_HIv1_PredGene_g6975.t1, Pocillopora_acuta_HIv1_PredGene_g6977.t1
OG0001908	XP_020631166.1	Pocillopora_acuta_HIv1_PredGene_g692.t2, Pocillopora_acuta_HIv1_PredGene_g692.t1, Pocillopora_acuta_HIv1_PredGene_g692.t3
OG0001909	XP_020621339.1, XP_020621326.1, XP_020621327.1, XP_020621324.1	Pocillopora_acuta_HIv1_PredGene_g5665.t1, Pocillopora_acuta_HIv1_PredGene_g5665.t3, Pocillopora_acuta_HIv1_PredGene_8627_t, Pocillopora_acuta_HIv1_PredGene_g5665.t2
OG0001910	XP_020610011.1, XP_020601181.1, XP_020609996.1	Pocillopora_acuta_HIv1_PredGene_g22624.t1, Pocillopora_acuta_HIv1_PredGene_g11671.t1, Pocillopora_acuta_HIv1_PredGene_g22625.t1, Pocillopora_acuta_HIv1_PredGene_g11670.t1
OG0001911	XP_020621310.1, XP_020621309.1	Pocillopora_acuta_HIv1_PredGene_g5659.t1
OG0001911	XP_020621311.1	Pocillopora_acuta_HIv1_PredGene_g5660.t1
OG0001912	XP_020617842.1, XP_020617843.1	Pocillopora_acuta_HIv1_PredGene_g12920.t2, Pocillopora_acuta_HIv1_PredGene_g12920.t1, Pocillopora_acuta_HIv1_PredGene_g3237.t1, Pocillopora_acuta_HIv1_PredGene_g3237.t2, Pocillopora_acuta_HIv1_PredGene_g27026.t1
OG0001913	XP_020613181.1	Pocillopora_acuta_HIv1_PredGene_g8347.t1
OG0001914	XP_020617504.1, XP_020617505.1	Pocillopora_acuta_HIv1_PredGene_g14083.t1, Pocillopora_acuta_HIv1_PredGene_g14084.t1
OG0001915	XP_020614576.1, XP_020614577.1, XP_020614546.1	Pocillopora_acuta_HIv1_PredGene_30490_t, Pocillopora_acuta_HIv1_PredGene_g31097.t1
OG0001916	XP_020607167.1	Pocillopora_acuta_HIv1_PredGene_5629_t
OG0001916	XP_020607166.1, XP_020607165.1	Pocillopora_acuta_HIv1_PredGene_g20386.t1
OG0001917	XP_020610245.1, XP_020610247.1, XP_020610246.1, XP_020610242.1, XP_020610243.1, XP_020610244.1	Pocillopora_acuta_HIv1_PredGene_g496.t1, Pocillopora_acuta_HIv1_PredGene_g496.t2
OG0001918	XP_020600890.1, XP_020600891.1	Pocillopora_acuta_HIv1_PredGene_g261.t1, Pocillopora_acuta_HIv1_PredGene_g24270.t1
OG0001918	XP_020603783.1	Pocillopora_acuta_HIv1_PredGene_g29848.t1
OG0001919	XP_020632963.1	Pocillopora_acuta_HIv1_PredGene_g2133.t1
OG0001919	XP_020623022.1	Pocillopora_acuta_HIv1_PredGene_g2139.t1
OG0001920	XP_020624649.1, XP_020624678.1	Pocillopora_acuta_HIv1_PredGene_g8830.t1
OG0001921	XP_020607344.1	Pocillopora_acuta_HIv1_PredGene_g2808.t1, Pocillopora_acuta_HIv1_PredGene_g2810.t1
OG0001922	XP_020619771.1, XP_020619772.1, XP_020619769.1, XP_020619770.1	Pocillopora_acuta_HIv1_PredGene_g6550.t2, Pocillopora_acuta_HIv1_PredGene_g6550.t1
OG0001923	XP_020615750.1	Pocillopora_acuta_HIv1_PredGene_g19526.t1
OG0001924	XP_020627399.1, XP_020627400.1, XP_020627401.1, XP_020627402.1	Pocillopora_acuta_HIv1_PredGene_g3455.t1, Pocillopora_acuta_HIv1_PredGene_23356_t
OG0001925	XP_020629532.1, XP_020629531.1	Pocillopora_acuta_HIv1_PredGene_g19712.t1
OG0001926	XP_020617056.1	Pocillopora_acuta_HIv1_PredGene_g27678.t1
OG0001926	XP_020617055.1, XP_020617066.1	Pocillopora_acuta_HIv1_PredGene_31349_t, Pocillopora_acuta_HIv1_PredGene_g27673.t1
OG0001927	XP_020624690.1	Pocillopora_acuta_HIv1_PredGene_g1909.t1, Pocillopora_acuta_HIv1_PredGene_g18930.t1
OG0001929	XP_020607558.1	Pocillopora_acuta_HIv1_PredGene_g21764.t1, Pocillopora_acuta_HIv1_PredGene_g9416.t1, Pocillopora_acuta_HIv1_PredGene_g27106.t1, Pocillopora_acuta_HIv1_PredGene_g12264.t1, Pocillopora_acuta_HIv1_PredGene_g23356.t1
OG0001929	XP_020622097.1	Pocillopora_acuta_HIv1_PredGene_g24741.t1
OG0001930	XP_020629130.1, XP_020629128.1	Pocillopora_acuta_HIv1_PredGene_g31671.t1, Pocillopora_acuta_HIv1_PredGene_7277_t, Pocillopora_acuta_HIv1_PredGene_21873_t, Pocillopora_acuta_HIv1_PredGene_g26088.t1
OG0001931	XP_020625807.1, XP_020625806.1, XP_020625808.1, XP_020625804.1, XP_020625805.1, XP_020625802.1, XP_020625803.1	Pocillopora_acuta_HIv1_PredGene_g20350.t1
OG0001932	XP_020612909.1	Pocillopora_acuta_HIv1_PredGene_g22744.t1, Pocillopora_acuta_HIv1_PredGene_g22750.t1, Pocillopora_acuta_HIv1_PredGene_g22748.t1, Pocillopora_acuta_HIv1_PredGene_g22749.t1, Pocillopora_acuta_HIv1_PredGene_g22751.t1
OG0001933	XP_020628880.1, XP_020628881.1, XP_020628879.1, XP_020628882.1	Pocillopora_acuta_HIv1_PredGene_4239_t, Pocillopora_acuta_HIv1_PredGene_g22011.t2, Pocillopora_acuta_HIv1_PredGene_g22011.t1
OG0001934	XP_020605233.1	Pocillopora_acuta_HIv1_PredGene_g26695.t1, Pocillopora_acuta_HIv1_PredGene_g26691.t1, Pocillopora_acuta_HIv1_PredGene_g26689.t1, Pocillopora_acuta_HIv1_PredGene_g26696.t1, Pocillopora_acuta_HIv1_PredGene_g26696.t2
OG0001936	XP_020628052.1	Pocillopora_acuta_HIv1_PredGene_g31868.t2
