Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0000929	Mcavernosa09029-RA, Mcavernosa09030-RA	XP_020615245.1
OG0000930	Mcavernosa27359-RA	XP_020624949.1
OG0000931	Mcavernosa24334-RA	XP_020612388.1
OG0000931	Mcavernosa24332-RA	XP_020612484.1, XP_020612178.1
OG0000931	Mcavernosa03449-RA	XP_020612282.1
OG0000932	Mcavernosa18423-RA	XP_020630030.1, XP_020629991.1
OG0000932	Mcavernosa23187-RA	XP_020620911.1
OG0000932	Mcavernosa23186-RA, Mcavernosa23185-RA	XP_020620992.1
OG0000933	Mcavernosa10337-RA	XP_020604925.1, XP_020604923.1, XP_020604926.1, XP_020604788.1, XP_020604929.1, XP_020604928.1
OG0000933	Mcavernosa10338-RA	XP_020604670.1, XP_020604671.1
OG0000934	Mcavernosa25291-RA	XP_020613399.1
OG0000934	Mcavernosa25284-RA, Mcavernosa25294-RA	XP_020613509.1
OG0000935	Mcavernosa21988-RA	XP_020613196.1
OG0000935	Mcavernosa21986-RA	XP_020613197.1
OG0000935	Mcavernosa21985-RA	XP_020613194.1
OG0000935	Mcavernosa33324-RA	XP_020613177.1
OG0000937	Mcavernosa10669-RA	XP_020602191.1, XP_020602190.1
OG0000937	Mcavernosa28489-RA, Mcavernosa24748-RA	XP_020613596.1, XP_020613951.1
OG0000937	Mcavernosa24751-RA	XP_020613792.1
OG0000937	Mcavernosa24749-RA	XP_020613723.1
OG0000939	Mcavernosa01783-RA, Mcavernosa13162-RA, Mcavernosa34963-RA, Mcavernosa23934-RA, Mcavernosa22165-RA, Mcavernosa17917-RA, Mcavernosa22166-RA	XP_020617899.1
OG0000942	Mcavernosa05328-RA, Mcavernosa35046-RA, Mcavernosa19060-RA, Mcavernosa10799-RA	XP_020631238.1
OG0000947	Mcavernosa06821-RA	XP_020603797.1, XP_020611008.1
OG0000948	Mcavernosa13241-RA, Mcavernosa13238-RA	XP_020602956.1
OG0000948	Mcavernosa13240-RA	XP_020614572.1, XP_020614725.1
OG0000948	Mcavernosa13237-RA	XP_020602955.1, XP_020603079.1
OG0000952	Mcavernosa20202-RA, Mcavernosa20209-RA	XP_020606551.1
OG0000952	Mcavernosa04053-RA	XP_020606663.1, XP_020606662.1
OG0000952	Mcavernosa25911-RA, Mcavernosa25909-RA, Mcavernosa12064-RA, Mcavernosa11945-RA	XP_020603202.1, XP_020603313.1, XP_020603314.1
OG0000953	Mcavernosa27787-RA, Mcavernosa26569-RA, Mcavernosa26576-RA	XP_020629379.1
OG0000953	Mcavernosa30602-RA, Mcavernosa27788-RA	XP_020605296.1
OG0000959	Mcavernosa15003-RA, Mcavernosa00643-RA, Mcavernosa00641-RA	XP_020614026.1, XP_020614031.1
OG0000959	Mcavernosa27301-RA	XP_020619693.1
OG0000960	Mcavernosa12166-RA	XP_020605820.1, XP_020605818.1, XP_020605819.1, XP_020605817.1, XP_020605816.1, XP_020605815.1
OG0000960	Mcavernosa12165-RA	XP_020605814.1
OG0000963	Mcavernosa24309-RA, Mcavernosa24313-RA	XP_020630643.1, XP_020630642.1
OG0000963	Mcavernosa14282-RA	XP_020630996.1
OG0000965	Mcavernosa09714-RA, Mcavernosa16247-RA, Mcavernosa01313-RA	XP_020608425.1, XP_020608423.1, XP_020608424.1
OG0000965	Mcavernosa01314-RA	XP_020608426.1
OG0000966	Mcavernosa23596-RA	XP_020616598.1
OG0000966	Mcavernosa22628-RA, Mcavernosa22630-RA	XP_020632743.1
OG0000967	Mcavernosa26878-RA, Mcavernosa25704-RA, Mcavernosa25701-RA	XP_020621556.1
OG0000968	Mcavernosa25015-RA	XP_020623840.1
OG0000969	Mcavernosa20987-RA	XP_020621935.1
OG0000969	Mcavernosa20986-RA	XP_020621822.1
OG0000970	Mcavernosa23047-RA	XP_020616953.1, XP_020616971.1
OG0000970	Mcavernosa23046-RA	XP_020629959.1
OG0000971	Mcavernosa04354-RA, Mcavernosa04353-RA	XP_020632406.1, XP_020632407.1
OG0000971	Mcavernosa04371-RA	XP_020632453.1
OG0000971	Mcavernosa04365-RA, Mcavernosa04359-RA	XP_020632456.1
OG0000972	Mcavernosa13384-RA	XP_020600474.1
OG0000972	Mcavernosa13385-RA	XP_020600472.1, XP_020600473.1
OG0000972	Mcavernosa13386-RA	XP_020600544.1
OG0000976	Mcavernosa02052-RA, Mcavernosa11756-RA	XP_020628490.1
OG0000977	Mcavernosa15874-RA	XP_020621235.1
OG0000981	Mcavernosa02518-RA	XP_020615784.1
OG0000981	Mcavernosa05533-RA	XP_020615782.1
OG0000982	Mcavernosa29622-RA, Mcavernosa29623-RA	XP_020612979.1
OG0000987	Mcavernosa33196-RA	XP_020604512.1
OG0000987	Mcavernosa33797-RA, Mcavernosa33197-RA, Mcavernosa33198-RA, Mcavernosa20534-RA, Mcavernosa28465-RA	XP_020604645.1
OG0000988	Mcavernosa05855-RA, Mcavernosa05856-RA, Mcavernosa23449-RA	XP_020601987.1
OG0000989	Mcavernosa32062-RA	XP_020603917.1
OG0000990	Mcavernosa30097-RA	XP_020607137.1, XP_020607138.1, XP_020607135.1
OG0000990	Mcavernosa24255-RA, Mcavernosa24253-RA	XP_020600997.1
OG0000990	Mcavernosa26185-RA	XP_020607130.1
OG0000991	Mcavernosa34159-RA, Mcavernosa22465-RA, Mcavernosa23000-RA	XP_020609675.1
OG0000993	Mcavernosa05700-RA	XP_020611376.1
OG0000994	Mcavernosa14258-RA, Mcavernosa14257-RA	XP_020625720.1, XP_020615468.1, XP_020611445.1, XP_020615424.1
OG0000994	Mcavernosa10196-RA	XP_020615254.1, XP_020626096.1
OG0000994	Mcavernosa14270-RA	XP_020615530.1
OG0000995	Mcavernosa30222-RA, Mcavernosa30220-RA	XP_020626809.1, XP_020626806.1
OG0000996	Mcavernosa30908-RA	XP_020602626.1
OG0000996	Mcavernosa30909-RA	XP_020602628.1
OG0000997	Mcavernosa04302-RA	XP_020625528.1
OG0001000	Mcavernosa02058-RA	XP_020623296.1, XP_020623284.1
OG0001001	Mcavernosa29410-RA	XP_020611031.1, XP_020611030.1
OG0001001	Mcavernosa25858-RA	XP_020627864.1, XP_020612641.1
OG0001002	Mcavernosa30974-RA, Mcavernosa30975-RA, Mcavernosa30977-RA	XP_020627221.1
OG0001002	Mcavernosa26741-RA, Mcavernosa05845-RA	XP_020627269.1, XP_020627218.1, XP_020627219.1, XP_020627220.1, XP_020627217.1, XP_020627216.1, XP_020610458.1
OG0001004	Mcavernosa07228-RA	XP_020627470.1, XP_020627469.1, XP_020627591.1, XP_020627590.1
OG0001005	Mcavernosa00666-RA	XP_020606861.1
OG0001005	Mcavernosa11795-RA, Mcavernosa11798-RA	XP_020606758.1
OG0001005	Mcavernosa32443-RA	XP_020613014.1
OG0001006	Mcavernosa08914-RA	XP_020613493.1, XP_020613810.1, XP_020613575.1, XP_020613821.1, XP_020613817.1
OG0001007	Mcavernosa17654-RA	XP_020617788.1, XP_020617787.1, XP_020617785.1
OG0001010	Mcavernosa08297-RA, Mcavernosa08296-RA	XP_020610551.1, XP_020610542.1
OG0001011	Mcavernosa21572-RA	XP_020627040.1
OG0001011	Mcavernosa00157-RA	XP_020625090.1
OG0001012	Mcavernosa02006-RA	XP_020611686.1
OG0001012	Mcavernosa02011-RA	XP_020611687.1
OG0001012	Mcavernosa02003-RA	XP_020611683.1
OG0001013	Mcavernosa00277-RA	XP_020625221.1
OG0001013	Mcavernosa29653-RA	XP_020602368.1
OG0001014	Mcavernosa34993-RA, Mcavernosa17663-RA	XP_020611398.1, XP_020612219.1, XP_020612217.1
OG0001015	Mcavernosa15782-RA, Mcavernosa34426-RA, Mcavernosa04098-RA, Mcavernosa04100-RA	XP_020602210.1, XP_020600786.1, XP_020607662.1
OG0001015	Mcavernosa05470-RA	XP_020622151.1, XP_020622150.1
OG0001017	Mcavernosa17586-RA, Mcavernosa32686-RA, Mcavernosa17894-RA	XP_020602520.1
OG0001017	Mcavernosa23367-RA	XP_020602556.1, XP_020602571.1
OG0001018	Mcavernosa30680-RA	XP_020604179.1, XP_020604319.1
OG0001019	Mcavernosa26916-RA, Mcavernosa23509-RA, Mcavernosa30221-RA, Mcavernosa08906-RA, Mcavernosa26917-RA	XP_020612894.1
OG0001019	Mcavernosa33948-RA	XP_020616006.1, XP_020615724.1, XP_020607314.1, XP_020606659.1, XP_020624912.1, XP_020621206.1
OG0001020	Mcavernosa17772-RA, Mcavernosa33111-RA	XP_020610316.1, XP_020610315.1
OG0001021	Mcavernosa18308-RA, Mcavernosa02831-RA, Mcavernosa27067-RA, Mcavernosa27068-RA, Mcavernosa27071-RA	XP_020610378.1, XP_020610427.1
OG0001022	Mcavernosa02724-RA	XP_020610631.1, XP_020620061.1
OG0001023	Mcavernosa18098-RA, Mcavernosa34244-RA, Mcavernosa21287-RA, Mcavernosa18079-RA	XP_020612549.1
OG0001024	Mcavernosa21383-RA	XP_020617968.1
OG0001024	Mcavernosa21382-RA	XP_020617967.1
OG0001025	Mcavernosa19147-RA, Mcavernosa19148-RA, Mcavernosa19151-RA, Mcavernosa19149-RA, Mcavernosa33610-RA	XP_020632964.1, XP_020632950.1, XP_020632951.1
OG0001034	Mcavernosa11942-RA, Mcavernosa20203-RA	XP_020606549.1
OG0001034	Mcavernosa25906-RA, Mcavernosa11948-RA, Mcavernosa12062-RA	XP_020606550.1
OG0001038	Mcavernosa09846-RA, Mcavernosa05761-RA, Mcavernosa27179-RA	XP_020609250.1
OG0001038	Mcavernosa30543-RA, Mcavernosa30435-RA, Mcavernosa27178-RA, Mcavernosa29964-RA, Mcavernosa19771-RA	XP_020616439.1
OG0001046	Mcavernosa07743-RA	XP_020630052.1, XP_020630053.1
OG0001047	Mcavernosa32692-RA	XP_020619245.1, XP_020619246.1, XP_020619248.1, XP_020626593.1
OG0001049	Mcavernosa25737-RA	XP_020624897.1, XP_020623261.1, XP_020624889.1
OG0001049	Mcavernosa27203-RA	XP_020607424.1, XP_020607435.1
OG0001050	Mcavernosa28165-RA, Mcavernosa04245-RA, Mcavernosa10668-RA	XP_020605353.1
OG0001051	Mcavernosa00403-RA, Mcavernosa34810-RA, Mcavernosa00400-RA	XP_020624775.1, XP_020624768.1, XP_020624765.1, XP_020624767.1
OG0001053	Mcavernosa09641-RA	XP_020614438.1
OG0001053	Mcavernosa20052-RA	XP_020617093.1
OG0001054	Mcavernosa15871-RA	XP_020632634.1, XP_020632626.1
OG0001055	Mcavernosa29427-RA	XP_020628074.1
OG0001056	Mcavernosa26924-RA	XP_020632804.1
OG0001056	Mcavernosa26926-RA	XP_020632757.1
OG0001056	Mcavernosa26925-RA	XP_020632784.1
OG0001059	Mcavernosa19268-RA	XP_020612058.1
OG0001061	Mcavernosa23418-RA, Mcavernosa33316-RA, Mcavernosa03229-RA, Mcavernosa28684-RA, Mcavernosa27781-RA	XP_020608738.1, XP_020631286.1
OG0001063	Mcavernosa15661-RA, Mcavernosa15660-RA, Mcavernosa33001-RA, Mcavernosa22602-RA, Mcavernosa29362-RA, Mcavernosa34369-RA	XP_020631213.1
OG0001063	Mcavernosa22603-RA	XP_020623866.1
OG0001064	Mcavernosa23612-RA	XP_020612912.1
OG0001064	Mcavernosa01779-RA	XP_020612903.1, XP_020612904.1
OG0001065	Mcavernosa06421-RA	XP_020605170.1, XP_020605168.1, XP_020605167.1, XP_020625704.1
OG0001067	Mcavernosa12084-RA	XP_020605050.1, XP_020605047.1, XP_020605049.1, XP_020605048.1
OG0001067	Mcavernosa12679-RA, Mcavernosa15868-RA	XP_020632481.1, XP_020632489.1
OG0001068	Mcavernosa09681-RA, Mcavernosa09683-RA, Mcavernosa09687-RA, Mcavernosa09685-RA	XP_020625474.1, XP_020625475.1
OG0001068	Mcavernosa09682-RA	XP_020624119.1
OG0001069	Mcavernosa24173-RA, Mcavernosa16000-RA, Mcavernosa19391-RA	XP_020615982.1
OG0001070	Mcavernosa16435-RA	XP_020612246.1
OG0001071	Mcavernosa28349-RA	XP_020624465.1
OG0001072	Mcavernosa00002-RA	XP_020611325.1
OG0001072	Mcavernosa00001-RA	XP_020611316.1
OG0001073	Mcavernosa21104-RA	XP_020610466.1, XP_020610467.1, XP_020610468.1
OG0001073	Mcavernosa21103-RA	XP_020610003.1, XP_020610006.1, XP_020610004.1
OG0001076	Mcavernosa25006-RA	XP_020626970.1
OG0001077	Mcavernosa10340-RA	XP_020604915.1
OG0001077	Mcavernosa16925-RA	XP_020604853.1, XP_020604852.1, XP_020604854.1
OG0001079	Mcavernosa08397-RA	XP_020614421.1
OG0001079	Mcavernosa08398-RA	XP_020614407.1, XP_020614408.1, XP_020614406.1
OG0001080	Mcavernosa06842-RA	XP_020602664.1, XP_020602676.1, XP_020616794.1
OG0001081	Mcavernosa17687-RA	XP_020614368.1
OG0001081	Mcavernosa17685-RA, Mcavernosa14078-RA	XP_020614188.1, XP_020614190.1
OG0001082	Mcavernosa29059-RA, Mcavernosa27677-RA, Mcavernosa30412-RA, Mcavernosa17919-RA	XP_020618520.1
OG0001083	Mcavernosa28566-RA	XP_020604318.1, XP_020604294.1
OG0001083	Mcavernosa22500-RA, Mcavernosa22502-RA	XP_020623654.1, XP_020623666.1
OG0001084	Mcavernosa05155-RA	XP_020602629.1
OG0001084	Mcavernosa05153-RA, Mcavernosa05152-RA, Mcavernosa05151-RA	XP_020602797.1, XP_020602796.1
OG0001084	Mcavernosa05154-RA	XP_020602647.1, XP_020602645.1, XP_020602644.1
OG0001085	Mcavernosa03335-RA	XP_020618473.1
OG0001087	Mcavernosa19015-RA, Mcavernosa19014-RA	XP_020608623.1
OG0001087	Mcavernosa19013-RA	XP_020608574.1, XP_020608576.1, XP_020608575.1, XP_020608577.1
OG0001088	Mcavernosa18134-RA	XP_020630099.1
OG0001088	Mcavernosa18132-RA	XP_020630083.1
OG0001090	Mcavernosa25917-RA	XP_020604679.1, XP_020630734.1
OG0001091	Mcavernosa24870-RA	XP_020632093.1, XP_020632092.1, XP_020632094.1, XP_020632099.1, XP_020632098.1, XP_020632096.1, XP_020632097.1, XP_020632095.1
OG0001092	Mcavernosa02949-RA	XP_020613141.1, XP_020613140.1
OG0001094	Mcavernosa11037-RA	XP_020603936.1, XP_020604009.1, XP_020623478.1
OG0001094	Mcavernosa08943-RA, Mcavernosa08942-RA, Mcavernosa32577-RA	XP_020613938.1
OG0001099	Mcavernosa11574-RA	XP_020620322.1
OG0001100	Mcavernosa05473-RA	XP_020612706.1
OG0001100	Mcavernosa05474-RA, Mcavernosa05472-RA, Mcavernosa05471-RA	XP_020628984.1
OG0001101	Mcavernosa21899-RA, Mcavernosa21898-RA	XP_020622515.1
OG0001102	Mcavernosa13878-RA	XP_020608890.1
OG0001103	Mcavernosa29841-RA	XP_020601430.1
OG0001104	Mcavernosa14492-RA	XP_020621570.1, XP_020602876.1, XP_020621654.1, XP_020621653.1, XP_020621658.1, XP_020619568.1, XP_020619592.1, XP_020619561.1, XP_020619590.1, XP_020619569.1, XP_020602019.1, XP_020621656.1, XP_020621655.1, XP_020621589.1, XP_020621571.1, XP_020614106.1, XP_020610781.1
OG0001105	Mcavernosa21633-RA	XP_020602242.1, XP_020602258.1
OG0001105	Mcavernosa28881-RA, Mcavernosa33276-RA, Mcavernosa33278-RA	XP_020602257.1
OG0001108	Mcavernosa18299-RA, Mcavernosa02823-RA, Mcavernosa02824-RA	XP_020610404.1, XP_020610402.1
OG0001108	Mcavernosa08776-RA	XP_020619566.1, XP_020619567.1, XP_020624062.1, XP_020619599.1
OG0001109	Mcavernosa33708-RA, Mcavernosa10046-RA	XP_020610517.1
OG0001109	Mcavernosa10048-RA, Mcavernosa10047-RA	XP_020610500.1, XP_020610501.1
OG0001109	Mcavernosa10044-RA, Mcavernosa33707-RA, Mcavernosa10049-RA	XP_020610502.1
OG0001110	Mcavernosa14606-RA	XP_020612749.1, XP_020612750.1
OG0001111	Mcavernosa06582-RA, Mcavernosa06583-RA	XP_020613884.1
OG0001111	Mcavernosa06568-RA, Mcavernosa06572-RA, Mcavernosa06580-RA	XP_020613885.1
OG0001113	Mcavernosa23774-RA	XP_020624677.1, XP_020624675.1
OG0001118	Mcavernosa04429-RA	XP_020626736.1
OG0001118	Mcavernosa04431-RA	XP_020628628.1
OG0001118	Mcavernosa26339-RA	XP_020602560.1, XP_020602559.1
OG0001119	Mcavernosa33534-RA, Mcavernosa14979-RA, Mcavernosa14978-RA, Mcavernosa33110-RA	XP_020605136.1
OG0001119	Mcavernosa09567-RA, Mcavernosa09565-RA, Mcavernosa09570-RA	XP_020603683.1
OG0001119	Mcavernosa29568-RA	XP_020624392.1, XP_020624407.1, XP_020624400.1
OG0001120	Mcavernosa04667-RA	XP_020611138.1
OG0001122	Mcavernosa03183-RA	XP_020604549.1, XP_020604550.1
OG0001122	Mcavernosa03184-RA	XP_020604551.1
OG0001123	Mcavernosa32938-RA, Mcavernosa34114-RA, Mcavernosa17609-RA	XP_020628506.1, XP_020628508.1
OG0001124	Mcavernosa04595-RA	XP_020619482.1, XP_020619481.1
OG0001128	Mcavernosa05608-RA	XP_020607634.1
OG0001130	Mcavernosa24497-RA	XP_020610389.1
OG0001130	Mcavernosa24496-RA	XP_020610388.1
OG0001130	Mcavernosa24499-RA	XP_020610446.1
OG0001131	Mcavernosa10873-RA	XP_020604192.1, XP_020604193.1
OG0001131	Mcavernosa10876-RA	XP_020604278.1
OG0001133	Mcavernosa21663-RA	XP_020619879.1
OG0001133	Mcavernosa06214-RA	XP_020625635.1, XP_020624094.1
OG0001134	Mcavernosa05893-RA, Mcavernosa05891-RA, Mcavernosa05894-RA, Mcavernosa05892-RA	XP_020626347.1, XP_020626346.1, XP_020626348.1
OG0001135	Mcavernosa01935-RA, Mcavernosa01934-RA	XP_020619684.1
OG0001135	Mcavernosa30860-RA	XP_020619685.1
OG0001138	Mcavernosa29739-RA	XP_020626920.1
OG0001139	Mcavernosa12902-RA, Mcavernosa33256-RA	XP_020632766.1
OG0001141	Mcavernosa01695-RA	XP_020629183.1
OG0001143	Mcavernosa04378-RA	XP_020632452.1
OG0001143	Mcavernosa04339-RA	XP_020632463.1
OG0001143	Mcavernosa30380-RA, Mcavernosa28909-RA, Mcavernosa28907-RA	XP_020615886.1
OG0001144	Mcavernosa32412-RA	XP_020621225.1
OG0001144	Mcavernosa32421-RA, Mcavernosa32413-RA	XP_020621226.1, XP_020621222.1, XP_020621223.1, XP_020621221.1, XP_020621224.1
OG0001150	Mcavernosa35051-RA	XP_020609183.1
OG0001154	Mcavernosa15292-RA	XP_020606257.1, XP_020606259.1
OG0001155	Mcavernosa30092-RA, Mcavernosa12252-RA	XP_020616519.1, XP_020616581.1, XP_020616549.1, XP_020616618.1
OG0001159	Mcavernosa06227-RA	XP_020625159.1
OG0001159	Mcavernosa22876-RA	XP_020602146.1
OG0001160	Mcavernosa06897-RA	XP_020622815.1
OG0001164	Mcavernosa20281-RA, Mcavernosa32607-RA, Mcavernosa20275-RA, Mcavernosa20282-RA	XP_020627784.1, XP_020627785.1
OG0001164	Mcavernosa28010-RA	XP_020627755.1
OG0001166	Mcavernosa21874-RA, Mcavernosa21872-RA	XP_020628760.1, XP_020628759.1
OG0001168	Mcavernosa10896-RA	XP_020604265.1
OG0001170	Mcavernosa24924-RA	XP_020632269.1, XP_020632277.1
OG0001171	Mcavernosa18321-RA	XP_020629591.1
OG0001171	Mcavernosa18327-RA, Mcavernosa18323-RA	XP_020629679.1
OG0001171	Mcavernosa17581-RA	XP_020621082.1
OG0001172	Mcavernosa20471-RA	XP_020602430.1
OG0001173	Mcavernosa31046-RA	XP_020628013.1
OG0001174	Mcavernosa21221-RA, Mcavernosa21223-RA	XP_020622301.1
OG0001175	Mcavernosa18056-RA	XP_020627890.1, XP_020627891.1, XP_020627893.1, XP_020627944.1, XP_020627889.1
OG0001177	Mcavernosa30040-RA	XP_020616488.1, XP_020616490.1, XP_020616491.1
OG0001178	Mcavernosa22004-RA, Mcavernosa22002-RA	XP_020614998.1, XP_020615003.1
OG0001178	Mcavernosa21994-RA, Mcavernosa21999-RA	XP_020631753.1
OG0001178	Mcavernosa21990-RA, Mcavernosa21992-RA	XP_020613184.1
OG0001179	Mcavernosa06208-RA	XP_020624111.1
OG0001179	Mcavernosa06206-RA	XP_020625835.1
OG0001181	Mcavernosa11011-RA, Mcavernosa33118-RA, Mcavernosa10788-RA, Mcavernosa23654-RA	XP_020614301.1, XP_020614302.1
OG0001181	Mcavernosa23656-RA, Mcavernosa23660-RA	XP_020614249.1
OG0001182	Mcavernosa18606-RA, Mcavernosa34814-RA, Mcavernosa21328-RA, Mcavernosa21325-RA	XP_020603253.1, XP_020613479.1, XP_020613480.1, XP_020603325.1
OG0001183	Mcavernosa14498-RA, Mcavernosa32690-RA, Mcavernosa14499-RA	XP_020623749.1, XP_020623748.1
OG0001185	Mcavernosa21951-RA	XP_020601294.1
OG0001186	Mcavernosa01556-RA, Mcavernosa01557-RA	XP_020618229.1
OG0001186	Mcavernosa16717-RA	XP_020618231.1, XP_020618230.1, XP_020618232.1
OG0001188	Mcavernosa10900-RA	XP_020612043.1, XP_020612096.1
OG0001188	Mcavernosa34457-RA	XP_020612046.1, XP_020612047.1
OG0001188	Mcavernosa10901-RA	XP_020612044.1
OG0001189	Mcavernosa26726-RA	XP_020606940.1, XP_020606941.1
OG0001190	Mcavernosa13065-RA	XP_020616537.1
OG0001193	Mcavernosa14054-RA, Mcavernosa25351-RA, Mcavernosa02839-RA	XP_020614705.1
OG0001195	Mcavernosa03146-RA	XP_020601762.1
OG0001195	Mcavernosa03154-RA, Mcavernosa19727-RA	XP_020601761.1
OG0001196	Mcavernosa26667-RA, Mcavernosa26668-RA	XP_020615594.1
OG0001197	Mcavernosa23065-RA	XP_020629914.1, XP_020629922.1
OG0001197	Mcavernosa07101-RA	XP_020629908.1, XP_020629901.1, XP_020629894.1
OG0001198	Mcavernosa01265-RA	XP_020603958.1, XP_020604100.1
OG0001199	Mcavernosa05790-RA	XP_020628480.1
OG0001199	Mcavernosa05792-RA	XP_020629551.1, XP_020629561.1
OG0001200	Mcavernosa11480-RA, Mcavernosa10438-RA, Mcavernosa10437-RA, Mcavernosa10439-RA, Mcavernosa10440-RA	XP_020601437.1
OG0001201	Mcavernosa04515-RA, Mcavernosa22188-RA	XP_020608778.1
OG0001201	Mcavernosa28428-RA, Mcavernosa09676-RA	XP_020606157.1, XP_020606154.1, XP_020606064.1
OG0001203	Mcavernosa07171-RA	XP_020618998.1, XP_020618999.1
OG0001203	Mcavernosa26618-RA, Mcavernosa26616-RA, Mcavernosa28561-RA, Mcavernosa24257-RA	XP_020631702.1, XP_020631701.1, XP_020612179.1
OG0001204	Mcavernosa20426-RA	XP_020614509.1, XP_020614513.1, XP_020614512.1, XP_020614516.1, XP_020614510.1, XP_020614511.1, XP_020614508.1, XP_020614514.1, XP_020614515.1
OG0001205	Mcavernosa02649-RA, Mcavernosa02645-RA	XP_020623981.1
OG0001205	Mcavernosa31357-RA	XP_020615201.1, XP_020615213.1
OG0001207	Mcavernosa04770-RA	XP_020625020.1
OG0001207	Mcavernosa24825-RA, Mcavernosa16473-RA, Mcavernosa24827-RA	XP_020620235.1
OG0001207	Mcavernosa24826-RA	XP_020620196.1
OG0001208	Mcavernosa21905-RA	XP_020622511.1, XP_020622525.1, XP_020622526.1
OG0001208	Mcavernosa21907-RA	XP_020622528.1
OG0001208	Mcavernosa21906-RA	XP_020622529.1
OG0001209	Mcavernosa30101-RA	XP_020628963.1, XP_020628962.1, XP_020628961.1
OG0001209	Mcavernosa17875-RA	XP_020624096.1, XP_020624097.1, XP_020624098.1
OG0001211	Mcavernosa19773-RA	XP_020629006.1
OG0001211	Mcavernosa30657-RA	XP_020629007.1
OG0001212	Mcavernosa18227-RA, Mcavernosa20875-RA, Mcavernosa25031-RA, Mcavernosa00298-RA, Mcavernosa06154-RA, Mcavernosa13285-RA, Mcavernosa01553-RA, Mcavernosa30293-RA, Mcavernosa10089-RA, Mcavernosa25844-RA, Mcavernosa31780-RA, Mcavernosa20080-RA, Mcavernosa12704-RA, Mcavernosa27777-RA, Mcavernosa27776-RA	XP_020629507.1
OG0001216	Mcavernosa04701-RA	XP_020616440.1
OG0001217	Mcavernosa33618-RA	XP_020616857.1, XP_020616856.1
OG0001217	Mcavernosa04202-RA	XP_020616919.1
OG0001217	Mcavernosa04203-RA	XP_020616903.1
OG0001219	Mcavernosa32099-RA, Mcavernosa31400-RA, Mcavernosa13233-RA, Mcavernosa13235-RA	XP_020603055.1
OG0001225	Mcavernosa18129-RA, Mcavernosa32077-RA	XP_020601370.1
OG0001226	Mcavernosa23785-RA	XP_020609636.1, XP_020609634.1
OG0001227	Mcavernosa06882-RA	XP_020622743.1, XP_020622742.1
OG0001236	Mcavernosa06336-RA, Mcavernosa34644-RA	XP_020625155.1, XP_020630074.1
OG0001238	Mcavernosa02747-RA	XP_020612286.1
OG0001238	Mcavernosa02746-RA	XP_020612284.1
OG0001239	Mcavernosa04790-RA	XP_020615049.1
OG0001242	Mcavernosa03531-RA	XP_020631632.1, XP_020631433.1, XP_020631613.1
OG0001242	Mcavernosa03530-RA	XP_020631631.1
OG0001245	Mcavernosa27572-RA	XP_020619637.1
OG0001245	Mcavernosa33632-RA, Mcavernosa29779-RA	XP_020619718.1
OG0001245	Mcavernosa34975-RA	XP_020619717.1, XP_020619708.1
OG0001248	Mcavernosa19970-RA	XP_020630316.1
OG0001249	Mcavernosa29613-RA, Mcavernosa33766-RA	XP_020624661.1
OG0001249	Mcavernosa23330-RA	XP_020624660.1
OG0001250	Mcavernosa08692-RA, Mcavernosa08691-RA	XP_020626154.1
OG0001251	Mcavernosa29189-RA	XP_020612122.1, XP_020612123.1
OG0001251	Mcavernosa28055-RA, Mcavernosa28053-RA	XP_020612171.1, XP_020612114.1
OG0001251	Mcavernosa21413-RA	XP_020612172.1, XP_020612173.1
OG0001252	Mcavernosa30869-RA	XP_020601731.1, XP_020601753.1, XP_020601754.1
OG0001252	Mcavernosa30870-RA	XP_020602304.1
OG0001254	Mcavernosa16797-RA	XP_020617492.1
OG0001255	Mcavernosa25230-RA	XP_020620788.1
OG0001255	Mcavernosa33910-RA	XP_020628522.1
OG0001256	Mcavernosa07924-RA	XP_020630606.1, XP_020630607.1
OG0001256	Mcavernosa07923-RA, Mcavernosa08029-RA	XP_020630605.1, XP_020630603.1
OG0001259	Mcavernosa31376-RA, Mcavernosa31377-RA, Mcavernosa31391-RA	XP_020628176.1, XP_020628177.1, XP_020628179.1, XP_020628180.1, XP_020628178.1
OG0001261	Mcavernosa11350-RA	XP_020632906.1, XP_020632907.1, XP_020632905.1
OG0001267	Mcavernosa16927-RA	XP_020604749.1
OG0001271	Mcavernosa21409-RA	XP_020629740.1, XP_020629738.1, XP_020629737.1, XP_020629741.1
OG0001271	Mcavernosa13255-RA	XP_020629549.1, XP_020629735.1, XP_020629736.1
OG0001272	Mcavernosa22905-RA, Mcavernosa22908-RA, Mcavernosa32617-RA	XP_020631046.1, XP_020631047.1
OG0001273	Mcavernosa08189-RA	XP_020613206.1
OG0001273	Mcavernosa08187-RA	XP_020612824.1, XP_020612832.1, XP_020612814.1
OG0001274	Mcavernosa01458-RA, Mcavernosa34147-RA	XP_020627178.1, XP_020627177.1, XP_020627169.1, XP_020627179.1
OG0001275	Mcavernosa01383-RA	XP_020629913.1
OG0001275	Mcavernosa01394-RA	XP_020614394.1, XP_020614448.1
