Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Acerv_assembly_v1.0.protein
OG0000766	XP_020601360.1	Acerv_evm.model.Segkk706_pilon.9, Acerv_evm.model.Segkk389_pilon.47, Acerv_evm.model.Segkk782_pilon.10
OG0000767	XP_020606544.1, XP_020629502.1, XP_020629464.1	Acerv_evm.model.Segkk426_pilon.4, Acerv_evm.model.Segkk3745_pilon.2
OG0000768	XP_020625498.1	Acerv_evm.model.Segkk616_pilon.1, Acerv_evm.model.Segkk1850_pilon.11, Acerv_evm.model.Segkk465_pilon.3, Acerv_evm.model.Segkk1731_pilon.9, Acerv_evm.model.Segkk1728_pilon.28, Acerv_evm.model.Segkk1400_pilon.7
OG0000769	XP_020618994.1	Acerv_evm.model.Segkk577_pilon.9
OG0000773	XP_020618553.1	Acerv_evm.model.Segkk649_pilon.16
OG0000775	XP_020619673.1, XP_020630781.1, XP_020629564.1	Acerv_evm.model.Segkk873_pilon.20
OG0000776	XP_020622611.1	Acerv_evm.model.Segkk962_pilon.4, Acerv_evm.model.Segkk1281_pilon.51, Acerv_evm.model.Segkk971_pilon.51, Acerv_evm.model.Segkk2586_pilon.13, Acerv_evm.model.Segkk1281_pilon.52, Acerv_evm.model.Segkk1288_pilon.15
OG0000778	XP_020631492.1	Acerv_evm.model.Segkk3047_pilon.28, Acerv_evm.model.Segkk3047_pilon.29, Acerv_evm.model.Segkk1008_pilon.1, Acerv_evm.model.Segkk1590_pilon.3, Acerv_evm.model.Segkk1036_pilon.1, Acerv_evm.model.Segkk1590_pilon.2, Acerv_evm.model.Segkk3047_pilon.27
OG0000779	XP_020613066.1, XP_020613065.1	Acerv_evm.model.Segkk1027_pilon.3, Acerv_evm.model.Segkk1777_pilon.1, Acerv_evm.model.Segkk2378_pilon.1, Acerv_evm.model.Segkk3586_pilon.2
OG0000780	XP_020612719.1	Acerv_evm.model.Segkk1288_pilon.77, Acerv_evm.model.Segkk1478_pilon.36
OG0000781	XP_020602812.1, XP_020620372.1, XP_020617108.1, XP_020630054.1	Acerv_evm.model.Segkk3425_pilon.3, Acerv_evm.model.Segkk4159_pilon.18
OG0000781	XP_020628255.1, XP_020617116.1	Acerv_evm.model.Segkk3336_pilon.10, Acerv_evm.model.Segkk2264_pilon.15, Acerv_evm.model.Segkk3376_pilon.11, Acerv_evm.model.Segkk1151_pilon.30, Acerv_evm.model.Segkk3999_pilon.20, Acerv_evm.model.Segkk2151_pilon.9
OG0000782	XP_020609838.1	Acerv_evm.model.Segkk4082_pilon.7
OG0000782	XP_020624355.1, XP_020630839.1, XP_020630838.1	Acerv_evm.model.Segkk1288_pilon.20, Acerv_evm.model.Segkk1281_pilon.27
OG0000783	XP_020631351.1	Acerv_evm.model.Segkk3038_pilon.2, Acerv_evm.model.Segkk1729_pilon.5, Acerv_evm.model.Segkk2452_pilon.6, Acerv_evm.model.Segkk3795_pilon.6, Acerv_evm.model.Segkk3038_pilon.1
OG0000783	XP_020608988.1	Acerv_evm.model.Segkk3416_pilon.12
OG0000784	XP_020612509.1	Acerv_evm.model.Segkk1845_pilon.13, Acerv_evm.model.Segkk1334_pilon.2
OG0000785	XP_020628784.1, XP_020628877.1, XP_020628778.1, XP_020616909.1	Acerv_evm.model.Segkk2322_pilon.6, Acerv_evm.model.Segkk1353_pilon.3
OG0000786	XP_020632153.1	Acerv_evm.model.Segkk1613_pilon.19
OG0000786	XP_020603878.1, XP_020603879.1, XP_020601595.1	Acerv_evm.model.Segkk1534_pilon.1, Acerv_evm.model.Segkk3847_pilon.7, Acerv_evm.model.Segkk3847_pilon.8
OG0000789	XP_020614489.1, XP_020614490.1, XP_020614430.1, XP_020614983.1, XP_020614488.1, XP_020614491.1	Acerv_evm.model.Segkk1703_pilon.1
OG0000790	XP_020617243.1	Acerv_evm.model.Segkk3552_pilon.4
OG0000790	XP_020604546.1	Acerv_evm.model.Segkk1771_pilon.4
OG0000793	XP_020611048.1	Acerv_evm.model.Segkk4354_pilon.3, Acerv_evm.model.Segkk1868_pilon.52, Acerv_evm.model.Segkk4114_pilon.4
OG0000793	XP_020618492.1	Acerv_evm.model.Segkk1868_pilon.53, Acerv_evm.model.Segkk4354_pilon.2, Acerv_evm.model.Segkk2188_pilon.4
OG0000795	XP_020611710.1	Acerv_evm.model.Segkk2165_pilon.44
OG0000795	XP_020613900.1, XP_020613901.1	Acerv_evm.model.Segkk2165_pilon.42
OG0000795	XP_020611712.1, XP_020611713.1, XP_020611711.1, XP_020611714.1, XP_020611715.1, XP_020611717.1	Acerv_evm.model.Segkk2165_pilon.43
OG0000796	XP_020605662.1, XP_020610248.1	Acerv_evm.model.Segkk2236_pilon.1
OG0000800	XP_020618390.1	Acerv_evm.model.Segkk2578_pilon.37
OG0000801	XP_020609694.1, XP_020609699.1	Acerv_evm.model.Segkk2635_pilon.4
OG0000802	XP_020630238.1, XP_020630235.1, XP_020630247.1, XP_020630228.1, XP_020630226.1, XP_020630227.1	Acerv_evm.model.Segkk3179_pilon.13, Acerv_evm.model.Segkk3179_pilon.12, Acerv_evm.model.Segkk3179_pilon.10, Acerv_evm.model.Segkk3179_pilon.14, Acerv_evm.model.Segkk3179_pilon.9, Acerv_evm.model.Segkk3179_pilon.8, Acerv_evm.model.Segkk3179_pilon.15
OG0000803	XP_020626072.1	Acerv_evm.model.Segkk4230_pilon.5
OG0000804	XP_020613379.1	Acerv_evm.model.Segkk3408_pilon.21
OG0000805	XP_020631384.1, XP_020631533.1	Acerv_evm.model.Segkk3937_pilon.20
OG0000805	XP_020631426.1	Acerv_evm.model.Segkk3937_pilon.19
OG0000806	XP_020610201.1	Acerv_evm.model.Segkk4126_pilon.17
OG0000815	XP_020632518.1, XP_020632521.1	Acerv_evm.model.Segkk2142_pilon.9, Acerv_evm.model.Segkk18_pilon.13
OG0000817	XP_020611601.1	Acerv_evm.model.Segkk236_pilon.1
OG0000818	XP_020614242.1	Acerv_evm.model.Segkk567_pilon.3, Acerv_evm.model.Segkk2666_pilon.2, Acerv_evm.model.Segkk94_pilon.10, Acerv_evm.model.Segkk463_pilon.4, Acerv_evm.model.Segkk1990_pilon.9, Acerv_evm.model.Segkk2748_pilon.7, Acerv_evm.model.Segkk679_pilon.3
OG0000819	XP_020629933.1	Acerv_evm.model.Segkk1275_pilon.2, Acerv_evm.model.Segkk1263_pilon.45
OG0000819	XP_020629807.1	Acerv_evm.model.Segkk131_pilon.6
OG0000820	XP_020613868.1, XP_020613535.1, XP_020613536.1, XP_020623547.1	Acerv_evm.model.Segkk180_pilon.2, Acerv_evm.model.Segkk180_pilon.4, Acerv_evm.model.Segkk3102_pilon.18, Acerv_evm.model.Segkk3102_pilon.17, Acerv_evm.model.Segkk3102_pilon.16, Acerv_evm.model.Segkk3102_pilon.19, Acerv_evm.model.Segkk3102_pilon.12, Acerv_evm.model.Segkk534_pilon.1
OG0000821	XP_020615504.1, XP_020615494.1	Acerv_evm.model.Segkk721_pilon.12
OG0000823	XP_020623327.1	Acerv_evm.model.Segkk3407_pilon.18
OG0000823	XP_020626012.1	Acerv_evm.model.Segkk4028_pilon.15, Acerv_evm.model.Segkk301_pilon.38
OG0000824	XP_020628024.1	Acerv_evm.model.Segkk1868_pilon.59, Acerv_evm.model.Segkk312_pilon.19
OG0000824	XP_020628025.1, XP_020628026.1	Acerv_evm.model.Segkk2164_pilon.23, Acerv_evm.model.Segkk312_pilon.18
OG0000826	XP_020630850.1, XP_020630849.1, XP_020630851.1, XP_020630852.1	Acerv_evm.model.Segkk1846_pilon.5
OG0000826	XP_020630847.1	Acerv_evm.model.Segkk318_pilon.4
OG0000826	XP_020630846.1	Acerv_evm.model.Segkk318_pilon.5
OG0000830	XP_020625054.1	Acerv_evm.model.Segkk413_pilon.7, Acerv_evm.model.Segkk1618_pilon.7, Acerv_evm.model.Segkk1518_pilon.6, Acerv_evm.model.Segkk1518_pilon.7, Acerv_evm.model.Segkk1518_pilon.4, Acerv_evm.model.Segkk1618_pilon.8, Acerv_evm.model.Segkk1618_pilon.6, Acerv_evm.model.Segkk1618_pilon.5, Acerv_evm.model.Segkk1662_pilon.6, Acerv_evm.model.Segkk407_pilon.16, Acerv_evm.model.Segkk1518_pilon.5, Acerv_evm.model.Segkk1518_pilon.9
OG0000830	XP_020609945.1, XP_020614374.1, XP_020614287.1, XP_020609855.1, XP_020609946.1, XP_020609781.1, XP_020615906.1, XP_020602131.1	Acerv_evm.model.Segkk2924_pilon.32
OG0000831	XP_020630866.1, XP_020615727.1	Acerv_evm.model.Segkk4338_pilon.8
OG0000831	XP_020615696.1	Acerv_evm.model.Segkk469_pilon.48
OG0000832	XP_020628190.1, XP_020628191.1	Acerv_evm.model.Segkk1189_pilon.7, Acerv_evm.model.Segkk471_pilon.5, Acerv_evm.model.Segkk4280_pilon.12
OG0000832	XP_020628188.1	Acerv_evm.model.Segkk2883_pilon.2, Acerv_evm.model.Segkk2883_pilon.3, Acerv_evm.model.Segkk2849_pilon.4
OG0000833	XP_020610392.1, XP_020610393.1	Acerv_evm.model.Segkk524_pilon.69, Acerv_evm.model.Segkk524_pilon.60, Acerv_evm.model.Segkk524_pilon.71
OG0000835	XP_020621942.1	Acerv_evm.model.Segkk993_pilon.33, Acerv_evm.model.Segkk3331_pilon.17, Acerv_evm.model.Segkk1451_pilon.12, Acerv_evm.model.Segkk1935_pilon.3, Acerv_evm.model.Segkk1451_pilon.13
OG0000835	XP_020611972.1	Acerv_evm.model.Segkk3935_pilon.11
OG0000835	XP_020611970.1	Acerv_evm.model.Segkk1673_pilon.9
OG0000836	XP_020632742.1	Acerv_evm.model.Segkk586_pilon.2
OG0000836	XP_020620856.1, XP_020620868.1, XP_020619173.1	Acerv_evm.model.Segkk866_pilon.10
OG0000837	XP_020622110.1	Acerv_evm.model.Segkk971_pilon.6
OG0000839	XP_020612393.1, XP_020612276.1, XP_020612390.1, XP_020612389.1	Acerv_evm.model.Segkk641_pilon.33
OG0000840	XP_020632778.1, XP_020632777.1	Acerv_evm.model.Segkk642_pilon.41
OG0000841	XP_020627573.1	Acerv_evm.model.Segkk650_pilon.30
OG0000842	XP_020605941.1, XP_020605940.1, XP_020605964.1	Acerv_evm.model.Segkk687_pilon.4, Acerv_evm.model.Segkk687_pilon.6
OG0000842	XP_020606130.1, XP_020605943.1	Acerv_evm.model.Segkk687_pilon.10
OG0000843	XP_020620419.1	Acerv_evm.model.Segkk711_pilon.16
OG0000843	XP_020602263.1	Acerv_evm.model.Segkk711_pilon.17, Acerv_evm.model.Segkk711_pilon.23, Acerv_evm.model.Segkk711_pilon.18
OG0000844	XP_020624685.1	Acerv_evm.model.Segkk749_pilon.2
OG0000845	XP_020632429.1, XP_020632430.1, XP_020632431.1, XP_020632432.1, XP_020632434.1, XP_020632433.1, XP_020632442.1, XP_020632435.1, XP_020632436.1, XP_020632438.1, XP_020632441.1, XP_020632440.1, XP_020632443.1, XP_020632439.1	Acerv_evm.model.Segkk785_pilon.10
OG0000847	XP_020630688.1	Acerv_evm.model.Segkk842_pilon.31, Acerv_evm.model.Segkk873_pilon.5, Acerv_evm.model.Segkk3386_pilon.10, Acerv_evm.model.Segkk3388_pilon.15, Acerv_evm.model.Segkk4338_pilon.10, Acerv_evm.model.Segkk971_pilon.58, Acerv_evm.model.Segkk3388_pilon.14
OG0000848	XP_020631229.1, XP_020631230.1, XP_020631231.1, XP_020631206.1, XP_020631205.1, XP_020631204.1, XP_020631236.1, XP_020631203.1, XP_020631256.1, XP_020631257.1	Acerv_evm.model.Segkk866_pilon.13, Acerv_evm.model.Segkk866_pilon.11
OG0000849	XP_020625359.1	Acerv_evm.model.Segkk1571_pilon.24, Acerv_evm.model.Segkk1571_pilon.2, Acerv_evm.model.Segkk1571_pilon.25, Acerv_evm.model.Segkk879_pilon.2, Acerv_evm.model.Segkk3809_pilon.2
OG0000849	XP_020625355.1	Acerv_evm.model.Segkk879_pilon.1
OG0000850	XP_020609846.1, XP_020609848.1	Acerv_evm.model.Segkk3397_pilon.3, Acerv_evm.model.Segkk3940_pilon.20, Acerv_evm.model.Segkk3940_pilon.21, Acerv_evm.model.Segkk886_pilon.1
OG0000851	XP_020617687.1	Acerv_evm.model.Segkk897_pilon.6, Acerv_evm.model.Segkk897_pilon.9, Acerv_evm.model.Segkk897_pilon.11
OG0000852	XP_020611350.1	Acerv_evm.model.Segkk951_pilon.8
OG0000852	XP_020621538.1, XP_020611362.1, XP_020611363.1, XP_020611360.1, XP_020611361.1	Acerv_evm.model.Segkk1842_pilon.2, Acerv_evm.model.Segkk1309_pilon.2
OG0000854	XP_020627492.1, XP_020612001.1, XP_020604478.1	Acerv_evm.model.Segkk2680_pilon.3, Acerv_evm.model.Segkk1509_pilon.14, Acerv_evm.model.Segkk2680_pilon.1, Acerv_evm.model.Segkk1237_pilon.1, Acerv_evm.model.Segkk1237_pilon.3, Acerv_evm.model.Segkk1509_pilon.12
OG0000855	XP_020608567.1	Acerv_evm.model.Segkk3869_pilon.7
OG0000856	XP_020621417.1, XP_020623681.1, XP_020625370.1	Acerv_evm.model.Segkk2165_pilon.54, Acerv_evm.model.Segkk1394_pilon.7
OG0000856	XP_020621414.1	Acerv_evm.model.Segkk2165_pilon.53, Acerv_evm.model.Segkk1394_pilon.8
OG0000857	XP_020610087.1	Acerv_evm.model.Segkk1400_pilon.2, Acerv_evm.model.Segkk1835_pilon.8, Acerv_evm.model.Segkk1835_pilon.2
OG0000859	XP_020613454.1	Acerv_evm.model.Segkk1563_pilon.5
OG0000860	XP_020627683.1	Acerv_evm.model.Segkk2208_pilon.3, Acerv_evm.model.Segkk2335_pilon.9, Acerv_evm.model.Segkk1571_pilon.7
OG0000861	XP_020601645.1, XP_020601631.1, XP_020601633.1, XP_020628967.1, XP_020610741.1, XP_020610671.1, XP_020610670.1, XP_020610725.1	Acerv_evm.model.Segkk2376_pilon.2, Acerv_evm.model.Segkk2376_pilon.1, Acerv_evm.model.Segkk1600_pilon.10, Acerv_evm.model.Segkk1600_pilon.14, Acerv_evm.model.Segkk2376_pilon.3
OG0000863	XP_020620943.1, XP_020620935.1, XP_020620674.1, XP_020620687.1, XP_020620663.1, XP_020620709.1, XP_020620953.1	Acerv_evm.model.Segkk1732_pilon.51, Acerv_evm.model.Segkk1732_pilon.53
OG0000866	XP_020608712.1, XP_020608713.1, XP_020608711.1, XP_020614807.1, XP_020614806.1	Acerv_evm.model.Segkk2951_pilon.1, Acerv_evm.model.Segkk4207_pilon.1, Acerv_evm.model.Segkk1970_pilon.1, Acerv_evm.model.Segkk4002_pilon.3, Acerv_evm.model.Segkk2361_pilon.13
OG0000867	XP_020626082.1	Acerv_evm.model.Segkk2095_pilon.4
OG0000867	XP_020632086.1	Acerv_evm.model.Segkk2057_pilon.2
OG0000868	XP_020628329.1	Acerv_evm.model.Segkk2219_pilon.25
OG0000868	XP_020622457.1, XP_020622458.1, XP_020622456.1	Acerv_evm.model.Segkk2219_pilon.28
OG0000869	XP_020614602.1, XP_020614586.1, XP_020614594.1	Acerv_evm.model.Segkk4327_pilon.20
OG0000870	XP_020602777.1, XP_020624743.1	Acerv_evm.model.Segkk2459_pilon.3
OG0000870	XP_020620945.1, XP_020620964.1, XP_020620977.1, XP_020620979.1, XP_020626100.1	Acerv_evm.model.Segkk3637_pilon.55
OG0000871	XP_020618649.1, XP_020618650.1, XP_020618651.1, XP_020618632.1, XP_020618633.1, XP_020618630.1, XP_020618631.1, XP_020618648.1	Acerv_evm.model.Segkk2468_pilon.11, Acerv_evm.model.Segkk3689_pilon.5, Acerv_evm.model.Segkk2468_pilon.10, Acerv_evm.model.Segkk3689_pilon.3, Acerv_evm.model.Segkk2468_pilon.8, Acerv_evm.model.Segkk3689_pilon.1, Acerv_evm.model.Segkk3689_pilon.4
OG0000872	XP_020626746.1, XP_020626747.1	Acerv_evm.model.Segkk2507_pilon.15
OG0000874	XP_020631788.1	Acerv_evm.model.Segkk2613_pilon.3, Acerv_evm.model.Segkk2613_pilon.6, Acerv_evm.model.Segkk2613_pilon.5
OG0000875	XP_020602115.1, XP_020600666.1, XP_020600665.1	Acerv_evm.model.Segkk2700_pilon.5, Acerv_evm.model.Segkk2700_pilon.4
OG0000876	XP_020612447.1	Acerv_evm.model.Segkk2844_pilon.5, Acerv_evm.model.Segkk3549_pilon.6, Acerv_evm.model.Segkk3549_pilon.5, Acerv_evm.model.Segkk3549_pilon.7
OG0000877	XP_020604669.1, XP_020626870.1, XP_020604562.1, XP_020604681.1	Acerv_evm.model.Segkk3029_pilon.3
OG0000878	XP_020628308.1, XP_020628304.1, XP_020628305.1	Acerv_evm.model.Segkk3221_pilon.14
OG0000879	XP_020631344.1, XP_020631307.1	Acerv_evm.model.Segkk3325_pilon.36, Acerv_evm.model.Segkk3325_pilon.37
OG0000880	XP_020630895.1	Acerv_evm.model.Segkk3326_pilon.18
OG0000880	XP_020630923.1, XP_020630921.1	Acerv_evm.model.Segkk3326_pilon.19
OG0000881	XP_020621373.1, XP_020621374.1, XP_020613133.1, XP_020625397.1, XP_020606153.1	Acerv_evm.model.Segkk3363_pilon.27, Acerv_evm.model.Segkk3363_pilon.26
OG0000882	XP_020619238.1	Acerv_evm.model.Segkk3858_pilon.8, Acerv_evm.model.Segkk3858_pilon.6
OG0000882	XP_020600803.1	Acerv_evm.model.Segkk3394_pilon.14, Acerv_evm.model.Segkk3394_pilon.16, Acerv_evm.model.Segkk4151_pilon.1
OG0000883	XP_020630984.1, XP_020630985.1, XP_020630988.1, XP_020617759.1, XP_020620851.1, XP_020620853.1, XP_020620850.1, XP_020616912.1	Acerv_evm.model.Segkk3809_pilon.6
OG0000888	XP_020621233.1	Acerv_evm.model.Segkk37_pilon.25
OG0000888	XP_020621203.1, XP_020621232.1	Acerv_evm.model.Segkk37_pilon.22, Acerv_evm.model.Segkk451_pilon.3, Acerv_evm.model.Segkk37_pilon.21
OG0000889	XP_020615725.1	Acerv_evm.model.Segkk3740_pilon.1
OG0000891	XP_020624800.1, XP_020624786.1	Acerv_evm.model.Segkk287_pilon.4
OG0000891	XP_020602149.1, XP_020622559.1, XP_020622558.1	Acerv_evm.model.Segkk1632_pilon.20
OG0000896	XP_020618401.1, XP_020631450.1, XP_020632286.1, XP_020632285.1	Acerv_evm.model.Segkk1253_pilon.2, Acerv_evm.model.Segkk1253_pilon.1, Acerv_evm.model.Segkk861_pilon.6
OG0000899	XP_020617900.1	Acerv_evm.model.Segkk2889_pilon.1
OG0000900	XP_020630542.1	Acerv_evm.model.Segkk842_pilon.30, Acerv_evm.model.Segkk971_pilon.59, Acerv_evm.model.Segkk4338_pilon.11, Acerv_evm.model.Segkk553_pilon.12, Acerv_evm.model.Segkk3388_pilon.13
OG0000901	XP_020617988.1	Acerv_evm.model.Segkk555_pilon.29, Acerv_evm.model.Segkk2747_pilon.2
OG0000901	XP_020617984.1, XP_020605508.1, XP_020617983.1, XP_020618009.1	Acerv_evm.model.Segkk2550_pilon.10
OG0000902	XP_020612265.1	Acerv_evm.model.Segkk641_pilon.29
OG0000902	XP_020602056.1, XP_020602048.1, XP_020605033.1	Acerv_evm.model.Segkk1048_pilon.3
OG0000903	XP_020601367.1, XP_020624911.1	Acerv_evm.model.Segkk805_pilon.2, Acerv_evm.model.Segkk642_pilon.27, Acerv_evm.model.Segkk642_pilon.25, Acerv_evm.model.Segkk642_pilon.28, Acerv_evm.model.Segkk642_pilon.29, Acerv_evm.model.Segkk642_pilon.31, Acerv_evm.model.Segkk642_pilon.33, Acerv_evm.model.Segkk642_pilon.34, Acerv_evm.model.Segkk642_pilon.30, Acerv_evm.model.Segkk642_pilon.32, Acerv_evm.model.Segkk642_pilon.26
OG0000904	XP_020622097.1	Acerv_evm.model.Segkk842_pilon.19
OG0000904	XP_020607558.1	Acerv_evm.model.Segkk2216_pilon.3, Acerv_evm.model.Segkk3313_pilon.2
OG0000905	XP_020605706.1, XP_020605707.1	Acerv_evm.model.Segkk898_pilon.2, Acerv_evm.model.Segkk3847_pilon.15
OG0000906	XP_020605860.1, XP_020605844.1	Acerv_evm.model.Segkk984_pilon.2, Acerv_evm.model.Segkk2183_pilon.9, Acerv_evm.model.Segkk2183_pilon.10
OG0000907	XP_020600779.1	Acerv_evm.model.Segkk1003_pilon.40
OG0000908	XP_020622134.1	Acerv_evm.model.Segkk1190_pilon.7
OG0000909	XP_020623649.1	Acerv_evm.model.Segkk1079_pilon.21, Acerv_evm.model.Segkk1079_pilon.25, Acerv_evm.model.Segkk4221_pilon.13
OG0000910	XP_020601046.1, XP_020601043.1, XP_020601044.1, XP_020601082.1	Acerv_evm.model.Segkk2858_pilon.2, Acerv_evm.model.Segkk1161_pilon.2, Acerv_evm.model.Segkk1161_pilon.3, Acerv_evm.model.Segkk1161_pilon.1, Acerv_evm.model.Segkk2858_pilon.1
OG0000912	XP_020617333.1	Acerv_evm.model.Segkk2481_pilon.89, Acerv_evm.model.Segkk3763_pilon.13, Acerv_evm.model.Segkk2355_pilon.23
OG0000912	XP_020625532.1	Acerv_evm.model.Segkk1279_pilon.1, Acerv_evm.model.Segkk4302_pilon.13
OG0000916	XP_020603419.1	Acerv_evm.model.Segkk1372_pilon.2, Acerv_evm.model.Segkk1600_pilon.7, Acerv_evm.model.Segkk3187_pilon.1
OG0000917	XP_020627579.1	Acerv_evm.model.Segkk1393_pilon.8
OG0000917	XP_020601030.1, XP_020601027.1, XP_020601021.1, XP_020601022.1	Acerv_evm.model.Segkk3434_pilon.1
OG0000918	XP_020604601.1, XP_020604602.1, XP_020601836.1, XP_020605225.1	Acerv_evm.model.Segkk1438_pilon.20, Acerv_evm.model.Segkk4267_pilon.21, Acerv_evm.model.Segkk4271_pilon.1, Acerv_evm.model.Segkk4271_pilon.2, Acerv_evm.model.Segkk1438_pilon.12, Acerv_evm.model.Segkk1438_pilon.11, Acerv_evm.model.Segkk4039_pilon.1
OG0000919	XP_020605005.1	Acerv_evm.model.Segkk2765_pilon.22, Acerv_evm.model.Segkk2020_pilon.6, Acerv_evm.model.Segkk1456_pilon.7
OG0000921	XP_020612854.1, XP_020612845.1, XP_020612862.1, XP_020612869.1, XP_020626760.1, XP_020613218.1, XP_020613227.1, XP_020612730.1	Acerv_evm.model.Segkk2018_pilon.39
OG0000924	XP_020621407.1, XP_020621411.1, XP_020621408.1, XP_020621400.1, XP_020621399.1	Acerv_evm.model.Segkk2298_pilon.2
OG0000925	XP_020618268.1, XP_020606535.1	Acerv_evm.model.Segkk2325_pilon.5
OG0000926	XP_020629460.1	Acerv_evm.model.Segkk2991_pilon.3
OG0000927	XP_020632537.1, XP_020632584.1, XP_020632563.1, XP_020632562.1, XP_020632561.1, XP_020632583.1, XP_020632564.1, XP_020632543.1, XP_020632539.1, XP_020632540.1, XP_020632541.1, XP_020632542.1	Acerv_evm.model.Segkk3007_pilon.1, Acerv_evm.model.Segkk3802_pilon.6, Acerv_evm.model.Segkk3802_pilon.1
OG0000928	XP_020630916.1	Acerv_evm.model.Segkk3326_pilon.16
OG0000929	XP_020615240.1, XP_020615246.1	Acerv_evm.model.Segkk3472_pilon.1
OG0000929	XP_020615245.1	Acerv_evm.model.Segkk4296_pilon.2
OG0000930	XP_020624949.1	Acerv_evm.model.Segkk3579_pilon.2, Acerv_evm.model.Segkk3579_pilon.3
OG0000931	XP_020612484.1	Acerv_evm.model.Segkk4193_pilon.2, Acerv_evm.model.Segkk3705_pilon.2
OG0000932	XP_020630030.1, XP_020629991.1	Acerv_evm.model.Segkk4309_pilon.29, Acerv_evm.model.Segkk4023_pilon.20
OG0000933	XP_020604925.1, XP_020604923.1, XP_020604926.1, XP_020604788.1, XP_020604929.1, XP_020604928.1, XP_020604670.1, XP_020604671.1	Acerv_evm.model.Segkk4039_pilon.59
OG0000934	XP_020613399.1, XP_020613509.1	Acerv_evm.model.Segkk4193_pilon.13
OG0000935	XP_020613196.1	Acerv_evm.model.Segkk4318_pilon.7, Acerv_evm.model.Segkk4318_pilon.5
OG0000946	XP_020610994.1, XP_020630386.1, XP_020610954.1, XP_020610991.1, XP_020610955.1, XP_020610932.1, XP_020610980.1, XP_020610941.1	Acerv_evm.model.Segkk49_pilon.1
OG0000947	XP_020603797.1, XP_020611008.1	Acerv_evm.model.Segkk58_pilon.19
OG0000948	XP_020602956.1, XP_020614572.1, XP_020614725.1, XP_020602955.1, XP_020603079.1	Acerv_evm.model.Segkk98_pilon.3
OG0000950	XP_020602873.1	Acerv_evm.model.Segkk117_pilon.18
OG0000952	XP_020606663.1, XP_020606662.1	Acerv_evm.model.Segkk208_pilon.9, Acerv_evm.model.Segkk4018_pilon.4, Acerv_evm.model.Segkk208_pilon.8
OG0000953	XP_020629379.1	Acerv_evm.model.Segkk210_pilon.1, Acerv_evm.model.Segkk3421_pilon.1
OG0000954	XP_020617531.1, XP_020617532.1	Acerv_evm.model.Segkk252_pilon.12
OG0000959	XP_020614026.1, XP_020614031.1, XP_020619693.1	Acerv_evm.model.Segkk335_pilon.24
OG0000960	XP_020605820.1, XP_020605818.1, XP_020605819.1, XP_020605817.1, XP_020605816.1, XP_020605815.1, XP_020605814.1	Acerv_evm.model.Segkk356_pilon.6
OG0000962	XP_020624610.1	Acerv_evm.model.Segkk3864_pilon.3, Acerv_evm.model.Segkk2586_pilon.8, Acerv_evm.model.Segkk2666_pilon.26
OG0000963	XP_020630643.1, XP_020630642.1	Acerv_evm.model.Segkk2055_pilon.13
OG0000963	XP_020630996.1	Acerv_evm.model.Segkk422_pilon.3
OG0000964	XP_020624349.1	Acerv_evm.model.Segkk2201_pilon.7, Acerv_evm.model.Segkk990_pilon.9, Acerv_evm.model.Segkk1771_pilon.21, Acerv_evm.model.Segkk463_pilon.7, Acerv_evm.model.Segkk663_pilon.15, Acerv_evm.model.Segkk711_pilon.2, Acerv_evm.model.Segkk648_pilon.2, Acerv_evm.model.Segkk679_pilon.7
OG0000965	XP_020608425.1, XP_020608423.1, XP_020608424.1	Acerv_evm.model.Segkk463_pilon.37
OG0000965	XP_020608426.1	Acerv_evm.model.Segkk463_pilon.36
OG0000966	XP_020632743.1	Acerv_evm.model.Segkk555_pilon.12, Acerv_evm.model.Segkk555_pilon.15, Acerv_evm.model.Segkk555_pilon.11, Acerv_evm.model.Segkk555_pilon.9, Acerv_evm.model.Segkk555_pilon.14, Acerv_evm.model.Segkk555_pilon.13
OG0000967	XP_020621556.1	Acerv_evm.model.Segkk2319_pilon.2, Acerv_evm.model.Segkk2116_pilon.45, Acerv_evm.model.Segkk2116_pilon.40, Acerv_evm.model.Segkk2116_pilon.39, Acerv_evm.model.Segkk575_pilon.10
OG0000968	XP_020627759.1	Acerv_evm.model.Segkk578_pilon.1
OG0000968	XP_020626961.1, XP_020601033.1	Acerv_evm.model.Segkk2379_pilon.2, Acerv_evm.model.Segkk578_pilon.3, Acerv_evm.model.Segkk578_pilon.2
OG0000969	XP_020621837.1, XP_020621836.1, XP_020621935.1, XP_020621822.1	Acerv_evm.model.Segkk4376_pilon.1, Acerv_evm.model.Segkk4376_pilon.2
OG0000971	XP_020632406.1, XP_020632407.1	Acerv_evm.model.Segkk785_pilon.8
OG0000971	XP_020632453.1	Acerv_evm.model.Segkk2401_pilon.2
OG0000971	XP_020632456.1	Acerv_evm.model.Segkk785_pilon.7
OG0000972	XP_020600544.1	Acerv_evm.model.Segkk826_pilon.3
OG0000973	XP_020630865.1, XP_020630863.1	Acerv_evm.model.Segkk873_pilon.4, Acerv_evm.model.Segkk3386_pilon.11, Acerv_evm.model.Segkk971_pilon.57, Acerv_evm.model.Segkk3388_pilon.16
