Orthogroup	plut2v1.1.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0000545	jamg1.model.Sc0000053.181, plut2.m8.5809.m1	XP_020612742.1, XP_020612743.1
OG0000545	plut2.m8.27352.m1, plut2.m8.27350.m1	XP_020631784.1, XP_020631786.1
OG0000546	plut2.m8.19427.m1, plut2.m8.19431.m1, plut2.m8.19417.m1, plut2.m8.31436.m1, plut2.m8.31437.m1, plut2.m8.19418.m1	XP_020631566.1, XP_020631565.1, XP_020631567.1, XP_020631569.1, XP_020631570.1, XP_020631571.1, XP_020631564.1, XP_020631568.1, XP_020631617.1, XP_020631618.1, XP_020617477.1
OG0000547	plut2.m8.32082.m1	XP_020602733.1
OG0000548	plut2.m8.14436.m1	XP_020621361.1, XP_020621390.1, XP_020621392.1, XP_020621393.1, XP_020621391.1, XP_020621389.1, XP_020621388.1, XP_020621385.1, XP_020621360.1
OG0000549	plut2.m8.5488.m1, plut2.m8.33311.m1	XP_020603597.1, XP_020602855.1, XP_020602793.1, XP_020603020.1, XP_020602957.1
OG0000550	plut2.m8.18910.m1, plut2.m8.20289.m1, plut2.m8.23933.m1, plut2.m8.6313.m1	XP_020605164.1, XP_020605165.1, XP_020621738.1
OG0000550	plut2.m8.28777.m1, plut2.m8.33251.m1, plut2.m8.15278.m1	XP_020603318.1, XP_020626401.1
OG0000551	plut2.m8.25411.m1, plut2.m8.30047.m1, plut2.m8.26065.m1, plut2.m8.4010.m1, jamg1.model.xfSc0000018.4, plut2.m8.11338.m1, plut2.m8.31725.m1, plut2.m8.22823.m1, plut2.m8.22402.m1, plut2.m8.29520.m1	XP_020626233.1, XP_020626232.1, XP_020629649.1, XP_020617377.1, XP_020603549.1, XP_020617383.1, XP_020617148.1
OG0000554	plut2.m8.23583.m1	XP_020617180.1
OG0000554	plut2.m8.17803.m1, plut2.m8.23582.m1	XP_020615617.1
OG0000556	plut2.m8.29841.m1	XP_020617883.1
OG0000557	jamg1.model.xfSc0000316.4, plut2.m8.24957.m1, plut2.m8.30985.m1, plut2.m8.32960.m1	XP_020629749.1, XP_020629750.1, XP_020629751.1, XP_020629742.1, XP_020629743.1, XP_020624943.1
OG0000558	plut2.m8.18693.m1	XP_020611664.1
OG0000558	plut2.m8.4.m1	XP_020609865.1
OG0000558	plut2.m8.5.m1	XP_020609882.1, XP_020609883.1
OG0000559	jamg1.model.xfSc0003144.1	XP_020602570.1
OG0000560	plut2.m8.1363.m1	XP_020602287.1
OG0000561	plut2.m8.26753.m1, plut2.m8.23737.m1, plut2.m8.29884.m1	XP_020612999.1, XP_020612998.1, XP_020612996.1
OG0000566	jamg1.model.xfSc0000026.35, jamg1.model.xfSc0000026.36	XP_020610032.1, XP_020605388.1, XP_020605387.1, XP_020605386.1
OG0000568	plut2.m8.1524.m1	XP_020601432.1, XP_020605306.1
OG0000570	plut2.m8.14690.m1	XP_020629493.1
OG0000572	plut2.m8.21842.m1, plut2.m8.21834.m1, plut2.m8.21836.m1	XP_020622278.1
OG0000573	plut2.m8.15465.m1, plut2.m8.15471.m1	XP_020628366.1
OG0000573	plut2.m8.29819.m1	XP_020628361.1, XP_020628360.1
OG0000574	plut2.m8.29687.m1, plut2.m8.4910.m1	XP_020614819.1
OG0000575	plut2.m8.9445.m1, jamg1.model.Sc0000108.32	XP_020631858.1, XP_020610329.1, XP_020610330.1, XP_020610344.1, XP_020610347.1, XP_020617104.1
OG0000575	plut2.m8.9453.m1, plut2.m8.9454.m1	XP_020627726.1
OG0000576	plut2.m8.8303.m1, plut2.m8.19960.m1	XP_020628492.1, XP_020628493.1
OG0000576	plut2.m8.10608.m1, plut2.m8.2616.m1, plut2.m8.2617.m1, plut2.m8.10618.m1	XP_020622779.1, XP_020622778.1, XP_020622777.1, XP_020622780.1, XP_020608746.1
OG0000578	plut2.m8.23128.m1, plut2.m8.25441.m1, plut2.m8.25536.m1, plut2.m8.25440.m1	XP_020602547.1, XP_020602509.1, XP_020602548.1, XP_020602546.1, XP_020602544.1, XP_020605025.1, XP_020602575.1, XP_020602576.1, XP_020602577.1
OG0000579	plut2.m8.16095.m1	XP_020622684.1, XP_020632305.1
OG0000580	plut2.m8.10034.m1, plut2.m8.7865.m1, plut2.m8.14978.m1, plut2.m8.15249.m1, plut2.m8.24943.m1, jamg1.model.Sc0000226.8, jamg1.model.Sc0000053.133, plut2.m8.32908.m1	XP_020612714.1, XP_020606468.1, XP_020627729.1, XP_020619081.1, XP_020619082.1
OG0000581	plut2.m8.17282.m1, jamg1.model.Sc0000745.6	XP_020604367.1, XP_020630320.1, XP_020630321.1, XP_020630324.1, XP_020630325.1, XP_020630322.1, XP_020630318.1, XP_020630319.1, XP_020630382.1, XP_020602452.1
OG0000581	jamg1.model.Sc0000458.28, jamg1.model.Sc0000076.90, plut2.m8.14607.m1	XP_020609133.1
OG0000582	jamg1.model.Sc0000838.3, plut2.m8.26269.m1, plut2.m8.33363.m1, plut2.m8.31743.m1	XP_020604284.1, XP_020604285.1, XP_020622146.1
OG0000582	plut2.m8.26106.m1, plut2.m8.11992.m1	XP_020622137.1
OG0000583	jamg1.model.Sc0000178.60	XP_020619587.1
OG0000585	plut2.m8.12794.m1, plut2.m8.8051.m1, plut2.m8.24709.m1, plut2.m8.23297.m1, plut2.m8.2639.m1	XP_020625831.1, XP_020617434.1
OG0000585	plut2.m8.33132.m1, plut2.m8.18715.m1	XP_020625832.1, XP_020607145.1, XP_020605283.1, XP_020605282.1, XP_020615529.1, XP_020615427.1, XP_020615411.1, XP_020615526.1
OG0000585	plut2.m8.14389.m1, plut2.m8.25682.m1, plut2.m8.25679.m1, plut2.m8.31440.m1, plut2.m8.26245.m1	XP_020626859.1
OG0000586	plut2.m8.25121.m1	XP_020611956.1
OG0000588	jamg1.model.Sc0000355.12, jamg1.model.Sc0000584.11	XP_020613292.1, XP_020627154.1, XP_020630242.1
OG0000589	plut2.m8.23401.m1	XP_020616843.1
OG0000594	plut2.m8.30206.m1	XP_020623189.1
OG0000596	plut2.m8.27284.m1, plut2.m8.5727.m1, plut2.m8.5726.m1	XP_020610742.1, XP_020608997.1
OG0000598	plut2.m8.5499.m1, plut2.m8.32311.m1	XP_020617513.1
OG0000600	plut2.m8.25695.m1	XP_020622256.1
OG0000605	plut2.m8.20175.m1, plut2.m8.20172.m1	XP_020610693.1
OG0000605	plut2.m8.11520.m1, plut2.m8.11519.m1, plut2.m8.22300.m1	XP_020610690.1
OG0000606	plut2.m8.17628.m1	XP_020614243.1
OG0000607	plut2.m8.17893.m1	XP_020630649.1, XP_020630650.1
OG0000607	plut2.m8.9752.m1	XP_020630652.1, XP_020630651.1, XP_020601459.1, XP_020601460.1
OG0000608	plut2.m8.14358.m1, plut2.m8.17629.m1	XP_020624040.1, XP_020624051.1, XP_020622621.1, XP_020622625.1, XP_020624936.1, XP_020624073.1, XP_020624945.1, XP_020622623.1
OG0000609	plut2.m8.12682.m1, plut2.m8.25848.m1, plut2.m8.12666.m1, plut2.m8.12674.m1, plut2.m8.12671.m1	XP_020601196.1, XP_020627411.1, XP_020627412.1, XP_020601194.1
OG0000610	plut2.m8.26168.m1, jamg1.model.Sc0000497.2	XP_020621582.1
OG0000610	plut2.m8.13935.m1, plut2.m8.13938.m1	XP_020602074.1, XP_020627564.1, XP_020630233.1
OG0000610	jamg1.model.Sc0000464.6, jamg1.model.Sc0000464.7	XP_020626871.1, XP_020611436.1
OG0000610	plut2.m8.11872.m1, plut2.m8.11871.m1, jamg1.model.xfSc0000051.12, jamg1.model.xfSc0000051.13, jamg1.model.xfSc0000051.14	XP_020604769.1, XP_020604768.1
OG0000612	jamg1.model.Sc0000008.52	XP_020614684.1, XP_020614685.1
OG0000612	plut2.m8.1162.m1	XP_020614760.1, XP_020614758.1, XP_020614757.1, XP_020614759.1, XP_020614756.1
OG0000612	plut2.m8.1161.m1, plut2.m8.1163.m1	XP_020614761.1
OG0000613	plut2.m8.19255.m1, plut2.m8.9392.m1	XP_020632303.1
OG0000615	plut2.m8.26254.m1, plut2.m8.27598.m1, plut2.m8.25271.m1, plut2.m8.25269.m1, plut2.m8.27595.m1, plut2.m8.26255.m1, plut2.m8.25268.m1, plut2.m8.26235.m1, plut2.m8.20943.m1, plut2.m8.20947.m1, plut2.m8.20944.m1, plut2.m8.20946.m1, plut2.m8.16646.m1, plut2.m8.23765.m1, plut2.m8.20090.m1	XP_020604790.1, XP_020602125.1, XP_020620000.1, XP_020620003.1, XP_020604746.1
OG0000617	plut2.m8.25202.m1, plut2.m8.19881.m1, plut2.m8.9336.m1, plut2.m8.30444.m1, plut2.m8.9333.m1, plut2.m8.7522.m1, plut2.m8.25203.m1, plut2.m8.7221.m1, plut2.m8.19888.m1, plut2.m8.9457.m1, plut2.m8.29147.m1	XP_020628166.1
OG0000618	jamg1.model.Sc0000067.27, jamg1.model.Sc0000320.16	XP_020622725.1
OG0000619	jamg1.model.Sc0000373.28	XP_020630655.1, XP_020630657.1, XP_020630656.1
OG0000620	plut2.m8.31378.m1	XP_020619127.1
OG0000621	jamg1.model.xpSc0007107.1, plut2.m8.19740.m1, plut2.m8.19737.m1, plut2.m8.19741.m1, plut2.m8.19738.m1, plut2.m8.19739.m1	XP_020622141.1, XP_020622127.1, XP_020622133.1
OG0000621	plut2.m8.32856.m1	XP_020606847.1
OG0000623	plut2.m8.151.m1	XP_020616363.1, XP_020622294.1, XP_020622345.1
OG0000623	jamg1.model.xpSc0007067.12	XP_020605151.1
OG0000623	jamg1.model.Sc0000218.22, jamg1.model.Sc0000218.23	XP_020608869.1, XP_020608868.1
OG0000624	plut2.m8.6732.m1, plut2.m8.6742.m1, plut2.m8.6743.m1, plut2.m8.16708.m1, plut2.m8.16706.m1, plut2.m8.32431.m1, plut2.m8.16705.m1, plut2.m8.16704.m1, plut2.m8.9477.m1	XP_020608859.1, XP_020608861.1
OG0000625	plut2.m8.29585.m1	XP_020622554.1, XP_020622553.1, XP_020608715.1
OG0000626	plut2.m8.33456.m1	XP_020600737.1, XP_020600738.1, XP_020611076.1, XP_020611093.1
OG0000628	plut2.m8.17377.m1, plut2.m8.33604.m1, plut2.m8.17374.m1	XP_020614879.1, XP_020614812.1, XP_020614813.1, XP_020614814.1, XP_020614815.1, XP_020614822.1, XP_020614880.1, XP_020614877.1, XP_020614817.1
OG0000630	plut2.m8.1499.m1, plut2.m8.11792.m1, plut2.m8.11791.m1	XP_020606421.1
OG0000630	plut2.m8.1083.m1, plut2.m8.1079.m1, plut2.m8.1080.m1, jamg1.model.Sc0000007.77, plut2.m8.1081.m1	XP_020617458.1, XP_020606463.1, XP_020606464.1
OG0000632	jamg1.model.Sc0000524.5, jamg1.model.Sc0000504.1	XP_020629466.1
OG0000635	jamg1.model.Sc0000098.25, plut2.m8.678.m1, plut2.m8.3081.m1	XP_020632792.1
OG0000636	plut2.m8.7167.m1	XP_020619343.1
OG0000636	plut2.m8.25618.m1, plut2.m8.26382.m1, plut2.m8.25950.m1, plut2.m8.23301.m1, plut2.m8.25620.m1, plut2.m8.24707.m1, plut2.m8.25949.m1, plut2.m8.31439.m1, plut2.m8.26109.m1, plut2.m8.30508.m1, plut2.m8.25960.m1, plut2.m8.24708.m1, plut2.m8.25341.m1, plut2.m8.17128.m1, plut2.m8.25683.m1	XP_020612542.1
OG0000637	plut2.m8.5382.m1	XP_020619329.1
OG0000637	plut2.m8.26233.m1, plut2.m8.14340.m1, plut2.m8.14361.m1	XP_020619336.1
OG0000637	plut2.m8.21663.m1	XP_020607109.1
OG0000637	plut2.m8.5418.m1	XP_020614331.1
OG0000638	plut2.m8.20497.m1	XP_020618403.1, XP_020624239.1, XP_020618547.1
OG0000640	plut2.m8.13892.m1, plut2.m8.1592.m1, plut2.m8.16655.m1, plut2.m8.3280.m1	XP_020615574.1, XP_020618519.1, XP_020604708.1
OG0000641	plut2.m8.32897.m1	XP_020602487.1, XP_020602488.1, XP_020602489.1, XP_020602491.1, XP_020602490.1
OG0000641	jamg1.model.xfSc0000106.16	XP_020616009.1
OG0000643	plut2.m8.21036.m1	XP_020610512.1
OG0000643	plut2.m8.6108.m1	XP_020617255.1, XP_020617256.1, XP_020617254.1
OG0000643	plut2.m8.6117.m1	XP_020617300.1
OG0000645	plut2.m8.25907.m1	XP_020606213.1
OG0000645	plut2.m8.13427.m1, plut2.m8.8067.m1, plut2.m8.8053.m1, plut2.m8.13424.m1, plut2.m8.8040.m1, plut2.m8.13420.m1, plut2.m8.2493.m1, plut2.m8.22626.m1, plut2.m8.2489.m1, plut2.m8.31469.m1, plut2.m8.27788.m1, plut2.m8.26264.m1, plut2.m8.31468.m1	XP_020626078.1, XP_020603345.1, XP_020600948.1
OG0000646	plut2.m8.26187.m1, plut2.m8.19297.m1, plut2.m8.25978.m1, plut2.m8.13274.m1, plut2.m8.13270.m1, plut2.m8.33373.m1	XP_020606630.1, XP_020606629.1
OG0000647	plut2.m8.13053.m1	XP_020627099.1
OG0000649	plut2.m8.897.m1	XP_020616858.1
OG0000649	plut2.m8.898.m1	XP_020616889.1
OG0000650	plut2.m8.1108.m1	XP_020620120.1
OG0000650	plut2.m8.1107.m1	XP_020620119.1, XP_020620118.1, XP_020620117.1
OG0000650	plut2.m8.15944.m1	XP_020632323.1, XP_020632322.1, XP_020632321.1, XP_020632320.1, XP_020632319.1, XP_020632318.1, XP_020632324.1
OG0000651	plut2.m8.17871.m1	XP_020615885.1
OG0000651	plut2.m8.6973.m1, plut2.m8.6972.m1, plut2.m8.6976.m1	XP_020604101.1
OG0000652	jamg1.model.xpSc0007625.1	XP_020624830.1, XP_020616125.1
OG0000654	plut2.m8.16854.m1, plut2.m8.22356.m1	XP_020601468.1
OG0000655	plut2.m8.33380.m1	XP_020607860.1
OG0000655	plut2.m8.14969.m1, plut2.m8.2012.m1	XP_020607861.1, XP_020607855.1, XP_020613187.1, XP_020613186.1, XP_020613176.1
OG0000657	plut2.m8.10750.m1, plut2.m8.29928.m1, plut2.m8.29930.m1, plut2.m8.10747.m1, plut2.m8.23795.m1, plut2.m8.10749.m1, plut2.m8.16598.m1, plut2.m8.16597.m1	XP_020611867.1
OG0000657	plut2.m8.16581.m1	XP_020611930.1
OG0000659	jamg1.model.Sc0000512.7	XP_020614061.1
OG0000660	plut2.m8.17919.m1, plut2.m8.29694.m1, plut2.m8.31706.m1, plut2.m8.9398.m1, plut2.m8.23990.m1, plut2.m8.11200.m1, plut2.m8.31723.m1, plut2.m8.23985.m1, plut2.m8.20116.m1, plut2.m8.23991.m1, plut2.m8.23989.m1, plut2.m8.23988.m1, plut2.m8.6554.m1, plut2.m8.6557.m1, plut2.m8.6555.m1, plut2.m8.28323.m1, plut2.m8.28321.m1, plut2.m8.28316.m1, plut2.m8.32595.m1, plut2.m8.6919.m1, plut2.m8.6910.m1, plut2.m8.28329.m1, plut2.m8.28324.m1, plut2.m8.20119.m1, plut2.m8.31289.m1	XP_020614777.1, XP_020629863.1
OG0000661	jamg1.model.Sc0000430.2	XP_020631357.1, XP_020623882.1, XP_020622986.1, XP_020622981.1
OG0000662	plut2.m8.16372.m1, plut2.m8.3009.m1, jamg1.model.xpSc0007450.2	XP_020625490.1
OG0000663	plut2.m8.272.m1	XP_020601287.1, XP_020601286.1, XP_020601289.1, XP_020601288.1, XP_020628090.1, XP_020628089.1, XP_020628231.1
OG0000664	plut2.m8.23970.m1	XP_020619880.1
OG0000665	plut2.m8.31593.m1, plut2.m8.18724.m1, plut2.m8.26961.m1, plut2.m8.28515.m1, plut2.m8.26663.m1	XP_020617649.1
OG0000666	plut2.m8.4701.m1, plut2.m8.23803.m1, plut2.m8.23802.m1, plut2.m8.15519.m1, plut2.m8.403.m1	XP_020625411.1
OG0000667	plut2.m8.25987.m1	XP_020617585.1
OG0000668	plut2.m8.21337.m1	XP_020609633.1
OG0000669	plut2.m8.29264.m1, jamg1.model.Sc0000270.13	XP_020614878.1, XP_020614882.1
OG0000672	plut2.m8.12349.m1, plut2.m8.12351.m1, plut2.m8.214.m1, plut2.m8.12348.m1	XP_020624622.1
OG0000673	plut2.m8.12574.m1	XP_020611824.1
OG0000673	jamg1.model.Sc0000316.4	XP_020614292.1, XP_020617961.1, XP_020628382.1, XP_020625997.1, XP_020625996.1, XP_020628384.1, XP_020609611.1, XP_020607271.1, XP_020600938.1, XP_020600937.1, XP_020617960.1, XP_020614260.1, XP_020607269.1, XP_020630945.1, XP_020630944.1
OG0000673	plut2.m8.16525.m1, plut2.m8.16524.m1	XP_020604133.1
OG0000673	plut2.m8.14533.m1	XP_020631334.1
OG0000674	plut2.m8.32094.m1	XP_020629365.1, XP_020629366.1
OG0000674	plut2.m8.24111.m1, plut2.m8.2153.m1, plut2.m8.23611.m1, plut2.m8.24110.m1, plut2.m8.24114.m1, plut2.m8.24109.m1, plut2.m8.24112.m1, plut2.m8.21823.m1, plut2.m8.2152.m1, plut2.m8.2155.m1	XP_020630528.1, XP_020630307.1, XP_020630637.1, XP_020602583.1, XP_020624125.1, XP_020619513.1, XP_020619548.1
OG0000675	jamg1.model.xfSc0000270.3	XP_020628193.1
OG0000677	plut2.m8.15527.m1	XP_020620354.1
OG0000678	plut2.m8.14899.m1, plut2.m8.14898.m1	XP_020610252.1, XP_020610249.1, XP_020610251.1, XP_020626208.1, XP_020626209.1, XP_020626206.1, XP_020626207.1, XP_020626210.1, XP_020630824.1, XP_020630807.1, XP_020630809.1, XP_020630808.1
OG0000679	plut2.m8.15985.m1	XP_020618338.1
OG0000679	plut2.m8.23870.m1, plut2.m8.7951.m1, plut2.m8.8003.m1, plut2.m8.23871.m1, plut2.m8.23869.m1, plut2.m8.8002.m1	XP_020614039.1, XP_020602981.1, XP_020602979.1, XP_020618208.1, XP_020618207.1, XP_020628224.1, XP_020627752.1
OG0000680	plut2.m8.4643.m1, plut2.m8.26054.m1, plut2.m8.2137.m1, plut2.m8.2138.m1, plut2.m8.24117.m1	XP_020624132.1, XP_020624133.1, XP_020602186.1
OG0000681	jamg1.model.Sc0000147.71, jamg1.model.Sc0000147.70, jamg1.model.Sc0000147.69, jamg1.model.Sc0000147.68, plut2.m8.24146.m1, jamg1.model.Sc0000575.4	XP_020629609.1, XP_020627717.1, XP_020627718.1, XP_020612463.1, XP_020612462.1, XP_020612461.1, XP_020606537.1, XP_020606534.1
OG0000682	plut2.m8.22245.m1, plut2.m8.22246.m1	XP_020618103.1, XP_020630398.1, XP_020630412.1
OG0000683	jamg1.model.xpSc0007348.4, jamg1.model.xfSc0001456.2, jamg1.model.xpSc0007348.3	XP_020618073.1
OG0000683	jamg1.model.xfSc0002758.1	XP_020620757.1
OG0000687	jamg1.model.xfSc0000217.11, jamg1.model.xfSc0000217.13, jamg1.model.xfSc0000217.15, jamg1.model.xfSc0000217.16, jamg1.model.xfSc0000217.12, jamg1.model.xfSc0000217.14, jamg1.model.Sc0000178.43, jamg1.model.Sc0000178.42, jamg1.model.Sc0000691.2	XP_020605683.1, XP_020626019.1
OG0000688	plut2.m8.26730.m1, plut2.m8.26729.m1	XP_020607529.1, XP_020607502.1, XP_020607497.1, XP_020607496.1
OG0000689	plut2.m8.7480.m1	XP_020603222.1, XP_020603221.1, XP_020603220.1, XP_020603223.1
OG0000689	plut2.m8.7477.m1	XP_020603215.1
OG0000689	plut2.m8.7473.m1	XP_020603226.1
OG0000693	plut2.m8.31244.m1	XP_020603305.1, XP_020603209.1, XP_020603210.1, XP_020603211.1
OG0000695	jamg1.model.Sc0000919.3, jamg1.model.xpSc0007445.2, plut2.m8.17124.m1, plut2.m8.17121.m1, plut2.m8.26307.m1, plut2.m8.17122.m1	XP_020607724.1, XP_020607731.1, XP_020607715.1, XP_020617457.1
OG0000695	jamg1.model.Sc0000596.13	XP_020607681.1, XP_020607267.1
OG0000697	plut2.m8.21904.m1	XP_020615063.1, XP_020615069.1, XP_020630533.1, XP_020630534.1, XP_020630536.1, XP_020630537.1, XP_020604995.1, XP_020604996.1
OG0000698	jamg1.model.xpSc0007374.1, plut2.m8.26930.m1	XP_020621200.1
OG0000698	plut2.m8.261.m1, jamg1.model.Sc0000372.3	XP_020618007.1
OG0000700	plut2.m8.1123.m1, plut2.m8.1124.m1, plut2.m8.15603.m1, plut2.m8.29895.m1, plut2.m8.29897.m1, plut2.m8.31567.m1, plut2.m8.22986.m1	XP_020603339.1
OG0000700	plut2.m8.32658.m1	XP_020603389.1
OG0000707	plut2.m8.12357.m1, plut2.m8.12356.m1, plut2.m8.12355.m1, plut2.m8.26541.m1, plut2.m8.26543.m1, plut2.m8.26537.m1, plut2.m8.26539.m1, plut2.m8.26540.m1, plut2.m8.11681.m1	XP_020626850.1
OG0000708	plut2.m8.11067.m1	XP_020627228.1
OG0000710	plut2.m8.13354.m1, plut2.m8.29338.m1, plut2.m8.29640.m1, plut2.m8.18121.m1	XP_020610413.1
OG0000711	plut2.m8.380.m1, plut2.m8.23981.m1, jamg1.model.Sc0000002.23	XP_020606246.1, XP_020606245.1, XP_020606269.1, XP_020606272.1, XP_020606271.1
OG0000712	jamg1.model.Sc0000158.3	XP_020627096.1, XP_020612606.1
OG0000713	plut2.m8.4682.m1, plut2.m8.30054.m1	XP_020626357.1
OG0000713	plut2.m8.30210.m1, plut2.m8.30211.m1, plut2.m8.19000.m1, plut2.m8.4686.m1, plut2.m8.31246.m1	XP_020609128.1
OG0000714	plut2.m8.11947.m1	XP_020619817.1, XP_020619818.1, XP_020619857.1
OG0000714	plut2.m8.11951.m1	XP_020619858.1
OG0000715	plut2.m8.23576.m1	XP_020624598.1, XP_020608226.1, XP_020622533.1, XP_020608225.1, XP_020622534.1, XP_020622172.1, XP_020628830.1
OG0000716	plut2.m8.9834.m1	XP_020610573.1, XP_020610572.1, XP_020610575.1, XP_020610574.1
OG0000716	plut2.m8.9830.m1	XP_020610527.1
OG0000716	plut2.m8.17945.m1	XP_020629496.1, XP_020629465.1
OG0000717	plut2.m8.22340.m1, plut2.m8.30053.m1, plut2.m8.22341.m1, plut2.m8.30051.m1, plut2.m8.18829.m1, plut2.m8.18831.m1	XP_020632495.1, XP_020632487.1
OG0000718	plut2.m8.33088.m1, plut2.m8.23823.m1, plut2.m8.30831.m1	XP_020612754.1
OG0000719	plut2.m8.25174.m1, plut2.m8.21996.m1	XP_020608787.1
OG0000720	plut2.m8.23649.m1, plut2.m8.22540.m1, plut2.m8.26101.m1, plut2.m8.11880.m1, plut2.m8.23650.m1, plut2.m8.26102.m1	XP_020602463.1, XP_020602464.1, XP_020622225.1
OG0000721	plut2.m8.11806.m1, plut2.m8.30544.m1, plut2.m8.11801.m1, plut2.m8.11812.m1, plut2.m8.11807.m1, plut2.m8.33420.m1, plut2.m8.11821.m1, plut2.m8.11814.m1, plut2.m8.26359.m1	XP_020606391.1
OG0000722	jamg1.model.Sc0000022.66	XP_020623745.1
OG0000724	jamg1.model.Sc0000061.20, jamg1.model.Sc0000061.21	XP_020628749.1, XP_020628747.1
OG0000724	jamg1.model.Sc0000061.24, jamg1.model.Sc0000061.23	XP_020628656.1
OG0000725	plut2.m8.19712.m1	XP_020610280.1, XP_020610357.1, XP_020610350.1, XP_020610342.1, XP_020600445.1, XP_020610291.1, XP_020623044.1, XP_020623045.1, XP_020601650.1, XP_020601649.1, XP_020620775.1, XP_020620776.1
OG0000727	plut2.m8.33607.m1, plut2.m8.25233.m1	XP_020617464.1
OG0000727	plut2.m8.6234.m1, plut2.m8.9288.m1, plut2.m8.4973.m1, plut2.m8.25231.m1	XP_020609566.1
OG0000727	plut2.m8.20558.m1	XP_020609571.1
OG0000728	plut2.m8.14993.m1	XP_020615071.1
OG0000728	plut2.m8.22893.m1, plut2.m8.22894.m1, plut2.m8.22895.m1	XP_020615074.1
OG0000728	plut2.m8.15001.m1	XP_020615073.1, XP_020631496.1, XP_020615099.1
OG0000730	plut2.m8.5612.m1	XP_020601144.1, XP_020601146.1, XP_020601244.1, XP_020601245.1, XP_020601145.1, XP_020601335.1, XP_020601147.1
OG0000732	plut2.m8.15615.m1	XP_020621975.1
OG0000733	plut2.m8.16452.m1, plut2.m8.19879.m1	XP_020601440.1, XP_020601441.1, XP_020632965.1, XP_020631169.1
OG0000735	plut2.m8.6951.m1	XP_020604603.1, XP_020609178.1, XP_020604514.1
OG0000736	plut2.m8.19014.m1	XP_020608245.1
OG0000736	plut2.m8.19018.m1	XP_020608297.1, XP_020608296.1, XP_020608294.1, XP_020608293.1, XP_020608292.1, XP_020608295.1, XP_020608316.1, XP_020602947.1, XP_020602946.1, XP_020608244.1
OG0000738	plut2.m8.18430.m1	XP_020625799.1
OG0000738	jamg1.model.xfSc0000673.6, jamg1.model.Sc0000302.25, jamg1.model.xfSc0000673.3, jamg1.model.xfSc0000673.1, jamg1.model.Sc0000302.22, jamg1.model.Sc0000302.24, jamg1.model.xfSc0000673.5	XP_020621695.1
OG0000738	plut2.m8.15572.m1	XP_020618686.1, XP_020618688.1
OG0000739	plut2.m8.7819.m1, plut2.m8.7816.m1, plut2.m8.24721.m1	XP_020602922.1, XP_020602944.1
OG0000739	plut2.m8.11454.m1, plut2.m8.1094.m1, plut2.m8.25522.m1, plut2.m8.5847.m1, plut2.m8.655.m1, plut2.m8.657.m1, plut2.m8.1685.m1, plut2.m8.1684.m1, plut2.m8.1095.m1, plut2.m8.11476.m1	XP_020604094.1, XP_020604093.1
OG0000741	plut2.m8.5616.m1	XP_020603970.1, XP_020603971.1, XP_020603969.1, XP_020603967.1, XP_020603966.1, XP_020601056.1, XP_020601057.1, XP_020601215.1
OG0000742	plut2.m8.10966.m1	XP_020610139.1, XP_020632516.1, XP_020632517.1
OG0000743	plut2.m8.31245.m1, plut2.m8.4678.m1, plut2.m8.4681.m1, plut2.m8.4679.m1, plut2.m8.4680.m1	XP_020609125.1, XP_020620330.1
OG0000744	plut2.m8.656.m1, plut2.m8.658.m1, plut2.m8.12635.m1	XP_020623175.1, XP_020609159.1
OG0000745	plut2.m8.25674.m1	XP_020610365.1, XP_020610364.1, XP_020610368.1, XP_020610366.1
OG0000746	plut2.m8.11893.m1	XP_020617391.1, XP_020617389.1, XP_020617390.1
OG0000746	plut2.m8.11894.m1	XP_020627921.1
OG0000746	plut2.m8.18610.m1	XP_020627993.1, XP_020614981.1
OG0000747	plut2.m8.2882.m1	XP_020616836.1
OG0000748	plut2.m8.11336.m1, plut2.m8.12501.m1	XP_020626413.1, XP_020626419.1, XP_020626426.1, XP_020626434.1, XP_020629734.1
OG0000751	jamg1.model.Sc0000040.138, jamg1.model.Sc0000729.9, jamg1.model.Sc0000283.9, jamg1.model.Sc0000812.1, jamg1.model.Sc0000038.50, jamg1.model.Sc0000025.56, jamg1.model.Sc0000538.11, jamg1.model.xfSc0000093.2	XP_020628039.1, XP_020616054.1, XP_020628651.1, XP_020630538.1
OG0000755	plut2.m8.23721.m1	XP_020610156.1, XP_020610158.1, XP_020610157.1
OG0000756	plut2.m8.23404.m1	XP_020625264.1
OG0000756	plut2.m8.12553.m1	XP_020616067.1, XP_020616068.1
OG0000756	plut2.m8.6714.m1, plut2.m8.6713.m1, plut2.m8.6711.m1	XP_020625268.1, XP_020625267.1
OG0000757	plut2.m8.11249.m1	XP_020629958.1
OG0000757	plut2.m8.7540.m1	XP_020629955.1
OG0000757	plut2.m8.18250.m1, plut2.m8.13369.m1, plut2.m8.25763.m1, plut2.m8.9162.m1	XP_020628001.1, XP_020628000.1
OG0000758	plut2.m8.22122.m1	XP_020632887.1
OG0000759	plut2.m8.6704.m1	XP_020600961.1
OG0000760	plut2.m8.2343.m1, plut2.m8.27582.m1	XP_020619490.1, XP_020619489.1
OG0000760	plut2.m8.2336.m1	XP_020619466.1, XP_020619467.1, XP_020619542.1
OG0000760	plut2.m8.2302.m1	XP_020619459.1
