Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0002571	Mcavernosa13863-RA	Acerv_evm.model.Segkk1343_pilon.15
OG0002572	Mcavernosa18007-RA	Acerv_evm.model.Segkk1380_pilon.19
OG0002574	Mcavernosa13515-RA	Acerv_evm.model.Segkk4370_pilon.1, Acerv_evm.model.Segkk4370_pilon.2
OG0002575	Mcavernosa20633-RA	Acerv_evm.model.Segkk2196_pilon.7, Acerv_evm.model.Segkk1422_pilon.5, Acerv_evm.model.Segkk2074_pilon.7
OG0002576	Mcavernosa27001-RA, Mcavernosa26998-RA	Acerv_evm.model.Segkk1424_pilon.13
OG0002577	Mcavernosa09086-RA	Acerv_evm.model.Segkk1424_pilon.4
OG0002577	Mcavernosa09089-RA	Acerv_evm.model.Segkk1424_pilon.5
OG0002578	Mcavernosa27819-RA	Acerv_evm.model.Segkk1436_pilon.41
OG0002581	Mcavernosa26148-RA	Acerv_evm.model.Segkk2056_pilon.13
OG0002584	Mcavernosa17631-RA	Acerv_evm.model.Segkk1786_pilon.16, Acerv_evm.model.Segkk1459_pilon.2
OG0002584	Mcavernosa17632-RA	Acerv_evm.model.Segkk1786_pilon.17
OG0002585	Mcavernosa10561-RA	Acerv_evm.model.Segkk1471_pilon.1
OG0002586	Mcavernosa30968-RA	Acerv_evm.model.Segkk4023_pilon.13, Acerv_evm.model.Segkk1484_pilon.7
OG0002591	Mcavernosa07222-RA	Acerv_evm.model.Segkk1572_pilon.11
OG0002592	Mcavernosa25723-RA, Mcavernosa27330-RA, Mcavernosa25712-RA, Mcavernosa25720-RA	Acerv_evm.model.Segkk2949_pilon.5, Acerv_evm.model.Segkk1574_pilon.5, Acerv_evm.model.Segkk2949_pilon.2
OG0002593	Mcavernosa20118-RA, Mcavernosa20112-RA	Acerv_evm.model.Segkk2226_pilon.17
OG0002593	Mcavernosa20114-RA	Acerv_evm.model.Segkk1592_pilon.2
OG0002595	Mcavernosa14207-RA	Acerv_evm.model.Segkk3607_pilon.1, Acerv_evm.model.Segkk1601_pilon.2
OG0002596	Mcavernosa03194-RA	Acerv_evm.model.Segkk4337_pilon.4, Acerv_evm.model.Segkk4337_pilon.1, Acerv_evm.model.Segkk1950_pilon.1, Acerv_evm.model.Segkk1604_pilon.1, Acerv_evm.model.Segkk3298_pilon.2, Acerv_evm.model.Segkk2448_pilon.2, Acerv_evm.model.Segkk2501_pilon.3
OG0002597	Mcavernosa24917-RA	Acerv_evm.model.Segkk1613_pilon.1
OG0002599	Mcavernosa11236-RA, Mcavernosa30526-RA	Acerv_evm.model.Segkk1657_pilon.25
OG0002600	Mcavernosa14023-RA, Mcavernosa14026-RA	Acerv_evm.model.Segkk1675_pilon.14
OG0002601	Mcavernosa16087-RA	Acerv_evm.model.Segkk1680_pilon.19
OG0002602	Mcavernosa24542-RA	Acerv_evm.model.Segkk1708_pilon.19
OG0002602	Mcavernosa24541-RA, Mcavernosa33062-RA	Acerv_evm.model.Segkk1708_pilon.22
OG0002603	Mcavernosa06125-RA	Acerv_evm.model.Segkk4132_pilon.2, Acerv_evm.model.Segkk1731_pilon.8
OG0002604	Mcavernosa21534-RA	Acerv_evm.model.Segkk1732_pilon.47, Acerv_evm.model.Segkk1732_pilon.48, Acerv_evm.model.Segkk1732_pilon.49
OG0002606	Mcavernosa17158-RA, Mcavernosa17159-RA	Acerv_evm.model.Segkk1777_pilon.18
OG0002607	Mcavernosa00935-RA	Acerv_evm.model.Segkk1778_pilon.14
OG0002610	Mcavernosa22100-RA, Mcavernosa22096-RA	Acerv_evm.model.Segkk1859_pilon.11
OG0002611	Mcavernosa24927-RA	Acerv_evm.model.Segkk1862_pilon.17, Acerv_evm.model.Segkk1862_pilon.15, Acerv_evm.model.Segkk2196_pilon.2, Acerv_evm.model.Segkk1862_pilon.19
OG0002612	Mcavernosa24928-RA	Acerv_evm.model.Segkk1862_pilon.8
OG0002613	Mcavernosa06191-RA, Mcavernosa24772-RA	Acerv_evm.model.Segkk1867_pilon.4, Acerv_evm.model.Segkk1867_pilon.2
OG0002614	Mcavernosa27596-RA	Acerv_evm.model.Segkk1874_pilon.4
OG0002615	Mcavernosa14924-RA, Mcavernosa14926-RA	Acerv_evm.model.Segkk1878_pilon.11
OG0002616	Mcavernosa21099-RA, Mcavernosa21100-RA	Acerv_evm.model.Segkk1883_pilon.11
OG0002617	Mcavernosa28616-RA, Mcavernosa28619-RA, Mcavernosa28617-RA	Acerv_evm.model.Segkk1887_pilon.31
OG0002618	Mcavernosa20315-RA	Acerv_evm.model.Segkk1892_pilon.2
OG0002618	Mcavernosa20318-RA, Mcavernosa29726-RA	Acerv_evm.model.Segkk1892_pilon.3
OG0002619	Mcavernosa01480-RA, Mcavernosa27699-RA	Acerv_evm.model.Segkk1968_pilon.5
OG0002620	Mcavernosa31894-RA	Acerv_evm.model.Segkk2011_pilon.22
OG0002621	Mcavernosa06016-RA	Acerv_evm.model.Segkk3322_pilon.22
OG0002621	Mcavernosa06011-RA	Acerv_evm.model.Segkk3322_pilon.21, Acerv_evm.model.Segkk2022_pilon.1, Acerv_evm.model.Segkk2022_pilon.2
OG0002622	Mcavernosa28821-RA	Acerv_evm.model.Segkk4004_pilon.15
OG0002624	Mcavernosa20197-RA, Mcavernosa06943-RA, Mcavernosa11073-RA	Acerv_evm.model.Segkk2104_pilon.2, Acerv_evm.model.Segkk3900_pilon.73
OG0002625	Mcavernosa05301-RA	Acerv_evm.model.Segkk2114_pilon.1
OG0002626	Mcavernosa17007-RA	Acerv_evm.model.Segkk4063_pilon.11, Acerv_evm.model.Segkk2116_pilon.3, Acerv_evm.model.Segkk2116_pilon.4
OG0002627	Mcavernosa18971-RA	Acerv_evm.model.Segkk2116_pilon.13
OG0002629	Mcavernosa01423-RA	Acerv_evm.model.Segkk2142_pilon.30
OG0002630	Mcavernosa06729-RA, Mcavernosa06727-RA	Acerv_evm.model.Segkk2147_pilon.7
OG0002631	Mcavernosa24002-RA	Acerv_evm.model.Segkk2580_pilon.5, Acerv_evm.model.Segkk2158_pilon.1
OG0002632	Mcavernosa31688-RA, Mcavernosa31689-RA	Acerv_evm.model.Segkk2163_pilon.10
OG0002634	Mcavernosa24733-RA, Mcavernosa32798-RA, Mcavernosa33153-RA, Mcavernosa24735-RA, Mcavernosa32799-RA	Acerv_evm.model.Segkk2165_pilon.35
OG0002635	Mcavernosa09723-RA	Acerv_evm.model.Segkk2189_pilon.9
OG0002637	Mcavernosa19108-RA	Acerv_evm.model.Segkk2195_pilon.31
OG0002639	Mcavernosa30874-RA	Acerv_evm.model.Segkk2924_pilon.1, Acerv_evm.model.Segkk2924_pilon.2
OG0002640	Mcavernosa16686-RA	Acerv_evm.model.Segkk2226_pilon.11
OG0002641	Mcavernosa32896-RA, Mcavernosa24717-RA	Acerv_evm.model.Segkk2233_pilon.7
OG0002641	Mcavernosa24724-RA	Acerv_evm.model.Segkk3598_pilon.2
OG0002643	Mcavernosa19468-RA	Acerv_evm.model.Segkk2240_pilon.8
OG0002644	Mcavernosa28482-RA	Acerv_evm.model.Segkk2255_pilon.5, Acerv_evm.model.Segkk2255_pilon.6
OG0002644	Mcavernosa28481-RA	Acerv_evm.model.Segkk2255_pilon.7, Acerv_evm.model.Segkk2255_pilon.4
OG0002646	Mcavernosa00839-RA	Acerv_evm.model.Segkk2295_pilon.7
OG0002646	Mcavernosa00823-RA	Acerv_evm.model.Segkk2295_pilon.5
OG0002647	Mcavernosa29495-RA	Acerv_evm.model.Segkk2296_pilon.1
OG0002648	Mcavernosa05082-RA	Acerv_evm.model.Segkk2300_pilon.24
OG0002650	Mcavernosa21522-RA	Acerv_evm.model.Segkk2311_pilon.15
OG0002651	Mcavernosa00081-RA, Mcavernosa15273-RA	Acerv_evm.model.Segkk2335_pilon.23
OG0002652	Mcavernosa13341-RA	Acerv_evm.model.Segkk2337_pilon.2
OG0002653	Mcavernosa19480-RA, Mcavernosa19479-RA	Acerv_evm.model.Segkk3327_pilon.2, Acerv_evm.model.Segkk2386_pilon.18
OG0002654	Mcavernosa13930-RA	Acerv_evm.model.Segkk2433_pilon.28
OG0002655	Mcavernosa17223-RA	Acerv_evm.model.Segkk2445_pilon.13
OG0002656	Mcavernosa11857-RA	Acerv_evm.model.Segkk2463_pilon.19
OG0002657	Mcavernosa02838-RA	Acerv_evm.model.Segkk2471_pilon.7
OG0002658	Mcavernosa07360-RA	Acerv_evm.model.Segkk2481_pilon.3
OG0002660	Mcavernosa34343-RA, Mcavernosa33712-RA	Acerv_evm.model.Segkk2716_pilon.20, Acerv_evm.model.Segkk2492_pilon.1
OG0002661	Mcavernosa24236-RA	Acerv_evm.model.Segkk2507_pilon.23
OG0002661	Mcavernosa25008-RA	Acerv_evm.model.Segkk2507_pilon.22
OG0002662	Mcavernosa03492-RA	Acerv_evm.model.Segkk2531_pilon.2
OG0002663	Mcavernosa10991-RA	Acerv_evm.model.Segkk3197_pilon.34, Acerv_evm.model.Segkk2550_pilon.15
OG0002664	Mcavernosa00067-RA	Acerv_evm.model.Segkk2575_pilon.19
OG0002666	Mcavernosa16982-RA	Acerv_evm.model.Segkk2579_pilon.4
OG0002667	Mcavernosa33408-RA	Acerv_evm.model.Segkk2580_pilon.2
OG0002668	Mcavernosa00404-RA, Mcavernosa00401-RA	Acerv_evm.model.Segkk2592_pilon.1
OG0002668	Mcavernosa17530-RA, Mcavernosa17532-RA	Acerv_evm.model.Segkk3980_pilon.16
OG0002669	Mcavernosa05404-RA	Acerv_evm.model.Segkk2662_pilon.16
OG0002670	Mcavernosa24758-RA, Mcavernosa29632-RA	Acerv_evm.model.Segkk2674_pilon.3
OG0002671	Mcavernosa07356-RA	Acerv_evm.model.Segkk2722_pilon.5
OG0002673	Mcavernosa21964-RA	Acerv_evm.model.Segkk2735_pilon.1
OG0002676	Mcavernosa12976-RA	Acerv_evm.model.Segkk2758_pilon.43
OG0002677	Mcavernosa13008-RA, Mcavernosa13012-RA, Mcavernosa13005-RA, Mcavernosa13011-RA	Acerv_evm.model.Segkk2758_pilon.18
OG0002678	Mcavernosa14920-RA, Mcavernosa14921-RA	Acerv_evm.model.Segkk2759_pilon.15, Acerv_evm.model.Segkk2759_pilon.16
OG0002680	Mcavernosa19578-RA	Acerv_evm.model.Segkk2762_pilon.7
OG0002681	Mcavernosa15391-RA	Acerv_evm.model.Segkk2787_pilon.11, Acerv_evm.model.Segkk2787_pilon.13
OG0002682	Mcavernosa03588-RA, Mcavernosa26995-RA	Acerv_evm.model.Segkk2787_pilon.20
OG0002684	Mcavernosa19872-RA	Acerv_evm.model.Segkk2797_pilon.6
OG0002685	Mcavernosa09012-RA	Acerv_evm.model.Segkk2826_pilon.16
OG0002685	Mcavernosa09013-RA	Acerv_evm.model.Segkk2826_pilon.14
OG0002686	Mcavernosa17529-RA	Acerv_evm.model.Segkk2832_pilon.12
OG0002687	Mcavernosa32201-RA, Mcavernosa32200-RA, Mcavernosa32199-RA	Acerv_evm.model.Segkk2846_pilon.22
OG0002689	Mcavernosa29696-RA	Acerv_evm.model.Segkk2919_pilon.5
OG0002690	Mcavernosa14563-RA	Acerv_evm.model.Segkk2922_pilon.3, Acerv_evm.model.Segkk3817_pilon.7, Acerv_evm.model.Segkk2922_pilon.2
OG0002691	Mcavernosa04652-RA	Acerv_evm.model.Segkk2960_pilon.5
OG0002691	Mcavernosa04654-RA	Acerv_evm.model.Segkk2960_pilon.4
OG0002692	Mcavernosa23288-RA	Acerv_evm.model.Segkk2978_pilon.25
OG0002693	Mcavernosa02303-RA	Acerv_evm.model.Segkk2985_pilon.2
OG0002694	Mcavernosa09859-RA	Acerv_evm.model.Segkk2985_pilon.9
OG0002695	Mcavernosa17652-RA	Acerv_evm.model.Segkk3678_pilon.2, Acerv_evm.model.Segkk2994_pilon.15, Acerv_evm.model.Segkk3678_pilon.3
OG0002696	Mcavernosa23614-RA, Mcavernosa32916-RA, Mcavernosa09216-RA	Acerv_evm.model.Segkk2994_pilon.3
OG0002697	Mcavernosa26564-RA	Acerv_evm.model.Segkk3000_pilon.3
OG0002697	Mcavernosa26565-RA, Mcavernosa33404-RA	Acerv_evm.model.Segkk3986_pilon.17
OG0002698	Mcavernosa31337-RA	Acerv_evm.model.Segkk3029_pilon.5
OG0002699	Mcavernosa02046-RA, Mcavernosa02047-RA, Mcavernosa02029-RA, Mcavernosa05815-RA	Acerv_evm.model.Segkk3053_pilon.2
OG0002700	Mcavernosa17362-RA	Acerv_evm.model.Segkk3063_pilon.12
OG0002701	Mcavernosa13450-RA, Mcavernosa13451-RA	Acerv_evm.model.Segkk3090_pilon.5
OG0002702	Mcavernosa32479-RA	Acerv_evm.model.Segkk3097_pilon.12
OG0002703	Mcavernosa21598-RA	Acerv_evm.model.Segkk3175_pilon.1, Acerv_evm.model.Segkk3101_pilon.1
OG0002704	Mcavernosa30783-RA, Mcavernosa33628-RA, Mcavernosa30782-RA	Acerv_evm.model.Segkk3128_pilon.4
OG0002705	Mcavernosa18486-RA	Acerv_evm.model.Segkk3167_pilon.23
OG0002706	Mcavernosa05977-RA, Mcavernosa23244-RA	Acerv_evm.model.Segkk3179_pilon.2
OG0002707	Mcavernosa04329-RA, Mcavernosa04333-RA, Mcavernosa34142-RA	Acerv_evm.model.Segkk3202_pilon.9
OG0002708	Mcavernosa09631-RA, Mcavernosa09632-RA, Mcavernosa09624-RA	Acerv_evm.model.Segkk3264_pilon.4
OG0002709	Mcavernosa26733-RA	Acerv_evm.model.Segkk3268_pilon.12
OG0002710	Mcavernosa14828-RA	Acerv_evm.model.Segkk3271_pilon.13
OG0002712	Mcavernosa08250-RA	Acerv_evm.model.Segkk3323_pilon.13
OG0002713	Mcavernosa17349-RA	Acerv_evm.model.Segkk3325_pilon.6
OG0002713	Mcavernosa17348-RA	Acerv_evm.model.Segkk3325_pilon.5
OG0002714	Mcavernosa10019-RA, Mcavernosa10021-RA, Mcavernosa10022-RA, Mcavernosa10026-RA	Acerv_evm.model.Segkk3364_pilon.8
OG0002716	Mcavernosa10353-RA	Acerv_evm.model.Segkk3418_pilon.11
OG0002717	Mcavernosa18752-RA	Acerv_evm.model.Segkk3420_pilon.11
OG0002718	Mcavernosa34143-RA, Mcavernosa11606-RA	Acerv_evm.model.Segkk3422_pilon.27
OG0002719	Mcavernosa05568-RA	Acerv_evm.model.Segkk3443_pilon.11
OG0002720	Mcavernosa08748-RA	Acerv_evm.model.Segkk3465_pilon.11
OG0002720	Mcavernosa22255-RA	Acerv_evm.model.Segkk3692_pilon.10
OG0002721	Mcavernosa10031-RA	Acerv_evm.model.Segkk3482_pilon.2
OG0002723	Mcavernosa10258-RA	Acerv_evm.model.Segkk3501_pilon.5
OG0002724	Mcavernosa11687-RA, Mcavernosa11690-RA	Acerv_evm.model.Segkk3551_pilon.6
OG0002725	Mcavernosa04461-RA, Mcavernosa04457-RA	Acerv_evm.model.Segkk3574_pilon.2
OG0002726	Mcavernosa04456-RA	Acerv_evm.model.Segkk3574_pilon.3
OG0002727	Mcavernosa06502-RA	Acerv_evm.model.Segkk3591_pilon.6
OG0002728	Mcavernosa16359-RA	Acerv_evm.model.Segkk3596_pilon.1
OG0002728	Mcavernosa16358-RA, Mcavernosa16357-RA	Acerv_evm.model.Segkk4082_pilon.4
OG0002730	Mcavernosa21230-RA, Mcavernosa21229-RA	Acerv_evm.model.Segkk3635_pilon.4
OG0002731	Mcavernosa18228-RA, Mcavernosa20874-RA	Acerv_evm.model.Segkk3637_pilon.57
OG0002732	Mcavernosa28736-RA, Mcavernosa33450-RA	Acerv_evm.model.Segkk3638_pilon.5
OG0002733	Mcavernosa07786-RA	Acerv_evm.model.Segkk3641_pilon.11
OG0002734	Mcavernosa09111-RA	Acerv_evm.model.Segkk3643_pilon.9
OG0002735	Mcavernosa22693-RA	Acerv_evm.model.Segkk3668_pilon.16
OG0002736	Mcavernosa01123-RA	Acerv_evm.model.Segkk3714_pilon.5, Acerv_evm.model.Segkk3714_pilon.4
OG0002737	Mcavernosa04056-RA	Acerv_evm.model.Segkk3757_pilon.5
OG0002739	Mcavernosa06528-RA, Mcavernosa06529-RA	Acerv_evm.model.Segkk3782_pilon.24
OG0002741	Mcavernosa33939-RA, Mcavernosa33938-RA, Mcavernosa03880-RA, Mcavernosa02082-RA	Acerv_evm.model.Segkk3782_pilon.7
OG0002742	Mcavernosa04602-RA	Acerv_evm.model.Segkk3801_pilon.1
OG0002743	Mcavernosa18698-RA	Acerv_evm.model.Segkk3809_pilon.9, Acerv_evm.model.Segkk4159_pilon.11, Acerv_evm.model.Segkk4159_pilon.7
OG0002744	Mcavernosa04236-RA	Acerv_evm.model.Segkk3858_pilon.11
OG0002745	Mcavernosa07487-RA	Acerv_evm.model.Segkk3862_pilon.1
OG0002746	Mcavernosa21218-RA	Acerv_evm.model.Segkk3900_pilon.3
OG0002747	Mcavernosa06781-RA	Acerv_evm.model.Segkk3933_pilon.9
OG0002748	Mcavernosa21139-RA	Acerv_evm.model.Segkk3972_pilon.3, Acerv_evm.model.Segkk3972_pilon.6, Acerv_evm.model.Segkk3972_pilon.5
OG0002750	Mcavernosa23587-RA	Acerv_evm.model.Segkk3986_pilon.1
OG0002751	Mcavernosa22779-RA	Acerv_evm.model.Segkk4039_pilon.25
OG0002751	Mcavernosa20108-RA	Acerv_evm.model.Segkk3987_pilon.2
OG0002752	Mcavernosa31426-RA	Acerv_evm.model.Segkk4023_pilon.30
OG0002753	Mcavernosa14200-RA, Mcavernosa14198-RA	Acerv_evm.model.Segkk4023_pilon.34
OG0002754	Mcavernosa18954-RA	Acerv_evm.model.Segkk4023_pilon.29
OG0002755	Mcavernosa28604-RA	Acerv_evm.model.Segkk4026_pilon.2
OG0002756	Mcavernosa04777-RA	Acerv_evm.model.Segkk4028_pilon.17
OG0002757	Mcavernosa29824-RA	Acerv_evm.model.Segkk4373_pilon.1
OG0002758	Mcavernosa13704-RA	Acerv_evm.model.Segkk4035_pilon.4
OG0002758	Mcavernosa13703-RA	Acerv_evm.model.Segkk4035_pilon.3
OG0002759	Mcavernosa34522-RA, Mcavernosa20969-RA	Acerv_evm.model.Segkk4051_pilon.2
OG0002760	Mcavernosa34223-RA, Mcavernosa19913-RA	Acerv_evm.model.Segkk4054_pilon.3
OG0002761	Mcavernosa18422-RA	Acerv_evm.model.Segkk4107_pilon.3
OG0002762	Mcavernosa00949-RA	Acerv_evm.model.Segkk4113_pilon.5, Acerv_evm.model.Segkk4113_pilon.6
OG0002764	Mcavernosa14527-RA	Acerv_evm.model.Segkk4289_pilon.13, Acerv_evm.model.Segkk4152_pilon.4
OG0002765	Mcavernosa25924-RA, Mcavernosa22298-RA	Acerv_evm.model.Segkk4153_pilon.9
OG0002766	Mcavernosa20980-RA, Mcavernosa20979-RA	Acerv_evm.model.Segkk4218_pilon.7
OG0002767	Mcavernosa18762-RA	Acerv_evm.model.Segkk4230_pilon.2
OG0002768	Mcavernosa08359-RA	Acerv_evm.model.Segkk4285_pilon.2
OG0002770	Mcavernosa24592-RA	Acerv_evm.model.Segkk4300_pilon.7
OG0002771	Mcavernosa01683-RA, Mcavernosa24617-RA	Acerv_evm.model.Segkk4316_pilon.18
OG0002772	Mcavernosa20252-RA	Acerv_evm.model.Segkk4324_pilon.3
OG0002773	Mcavernosa33551-RA, Mcavernosa00267-RA	Acerv_evm.model.Segkk4342_pilon.5
OG0002821	Mcavernosa04425-RA, Mcavernosa04427-RA	Acerv_evm.model.Segkk0_pilon.16, Acerv_evm.model.Segkk3454_pilon.10
OG0002822	Mcavernosa04417-RA	Acerv_evm.model.Segkk0_pilon.22, Acerv_evm.model.Segkk3454_pilon.4
OG0002823	Mcavernosa18976-RA	Acerv_evm.model.Segkk2_pilon.2
OG0002823	Mcavernosa18974-RA	Acerv_evm.model.Segkk2_pilon.3
OG0002824	Mcavernosa29762-RA	Acerv_evm.model.Segkk18_pilon.5, Acerv_evm.model.Segkk2142_pilon.19
OG0002825	Mcavernosa29763-RA	Acerv_evm.model.Segkk2142_pilon.17, Acerv_evm.model.Segkk18_pilon.7
OG0002826	Mcavernosa31187-RA	Acerv_evm.model.Segkk19_pilon.24, Acerv_evm.model.Segkk3655_pilon.21
OG0002827	Mcavernosa34078-RA, Mcavernosa29064-RA	Acerv_evm.model.Segkk20_pilon.6
OG0002828	Mcavernosa04210-RA, Mcavernosa04212-RA	Acerv_evm.model.Segkk30_pilon.7
OG0002829	Mcavernosa25682-RA	Acerv_evm.model.Segkk39_pilon.1, Acerv_evm.model.Segkk3147_pilon.1, Acerv_evm.model.Segkk3147_pilon.2
OG0002830	Mcavernosa21085-RA	Acerv_evm.model.Segkk41_pilon.5, Acerv_evm.model.Segkk3059_pilon.1
OG0002831	Mcavernosa20246-RA	Acerv_evm.model.Segkk48_pilon.13
OG0002832	Mcavernosa20237-RA, Mcavernosa23670-RA, Mcavernosa23671-RA, Mcavernosa20238-RA	Acerv_evm.model.Segkk48_pilon.3
OG0002833	Mcavernosa16693-RA	Acerv_evm.model.Segkk50_pilon.2
OG0002835	Mcavernosa21140-RA	Acerv_evm.model.Segkk1014_pilon.2
OG0002836	Mcavernosa31211-RA	Acerv_evm.model.Segkk88_pilon.1
OG0002837	Mcavernosa14897-RA	Acerv_evm.model.Segkk93_pilon.7
OG0002838	Mcavernosa28794-RA, Mcavernosa28795-RA	Acerv_evm.model.Segkk105_pilon.1
OG0002842	Mcavernosa03923-RA	Acerv_evm.model.Segkk111_pilon.2
OG0002843	Mcavernosa15837-RA	Acerv_evm.model.Segkk123_pilon.11, Acerv_evm.model.Segkk2060_pilon.9
OG0002846	Mcavernosa06950-RA	Acerv_evm.model.Segkk171_pilon.9
OG0002849	Mcavernosa25247-RA	Acerv_evm.model.Segkk233_pilon.4
OG0002850	Mcavernosa24883-RA	Acerv_evm.model.Segkk250_pilon.1
OG0002852	Mcavernosa06522-RA	Acerv_evm.model.Segkk3782_pilon.30, Acerv_evm.model.Segkk3492_pilon.1
OG0002853	Mcavernosa29921-RA	Acerv_evm.model.Segkk3987_pilon.25, Acerv_evm.model.Segkk3987_pilon.26, Acerv_evm.model.Segkk281_pilon.7
OG0002854	Mcavernosa12656-RA	Acerv_evm.model.Segkk286_pilon.6, Acerv_evm.model.Segkk286_pilon.3
OG0002855	Mcavernosa06002-RA	Acerv_evm.model.Segkk296_pilon.21
OG0002855	Mcavernosa06003-RA	Acerv_evm.model.Segkk296_pilon.22
OG0002859	Mcavernosa03150-RA, Mcavernosa34811-RA	Acerv_evm.model.Segkk2983_pilon.1
OG0002860	Mcavernosa07247-RA	Acerv_evm.model.Segkk311_pilon.3
OG0002861	Mcavernosa29633-RA	Acerv_evm.model.Segkk317_pilon.6, Acerv_evm.model.Segkk317_pilon.5
OG0002862	Mcavernosa20437-RA, Mcavernosa20439-RA, Mcavernosa33850-RA	Acerv_evm.model.Segkk327_pilon.14
OG0002865	Mcavernosa13498-RA	Acerv_evm.model.Segkk356_pilon.1, Acerv_evm.model.Segkk1998_pilon.1, Acerv_evm.model.Segkk1932_pilon.21
OG0002866	Mcavernosa23368-RA, Mcavernosa33342-RA	Acerv_evm.model.Segkk826_pilon.43, Acerv_evm.model.Segkk3364_pilon.31, Acerv_evm.model.Segkk2055_pilon.11, Acerv_evm.model.Segkk360_pilon.5, Acerv_evm.model.Segkk2658_pilon.4, Acerv_evm.model.Segkk2715_pilon.21
OG0002869	Mcavernosa01876-RA	Acerv_evm.model.Segkk383_pilon.12
OG0002870	Mcavernosa17531-RA, Mcavernosa18216-RA, Mcavernosa17527-RA	Acerv_evm.model.Segkk383_pilon.4, Acerv_evm.model.Segkk383_pilon.3
OG0002871	Mcavernosa33846-RA	Acerv_evm.model.Segkk384_pilon.5
OG0002872	Mcavernosa07094-RA, Mcavernosa04780-RA	Acerv_evm.model.Segkk2310_pilon.3
OG0002873	Mcavernosa20314-RA	Acerv_evm.model.Segkk390_pilon.9
OG0002874	Mcavernosa13389-RA	Acerv_evm.model.Segkk392_pilon.5
OG0002875	Mcavernosa05932-RA	Acerv_evm.model.Segkk2362_pilon.4, Acerv_evm.model.Segkk396_pilon.1
OG0002876	Mcavernosa22989-RA, Mcavernosa04834-RA	Acerv_evm.model.Segkk400_pilon.2
OG0002877	Mcavernosa03924-RA	Acerv_evm.model.Segkk416_pilon.4
OG0002878	Mcavernosa28985-RA	Acerv_evm.model.Segkk4309_pilon.22, Acerv_evm.model.Segkk428_pilon.1, Acerv_evm.model.Segkk4309_pilon.31, Acerv_evm.model.Segkk428_pilon.3
OG0002879	Mcavernosa10877-RA, Mcavernosa10878-RA	Acerv_evm.model.Segkk435_pilon.3
OG0002880	Mcavernosa16777-RA, Mcavernosa16778-RA	Acerv_evm.model.Segkk442_pilon.9, Acerv_evm.model.Segkk818_pilon.1, Acerv_evm.model.Segkk818_pilon.2
OG0002881	Mcavernosa04023-RA	Acerv_evm.model.Segkk1931_pilon.2
OG0002883	Mcavernosa25330-RA	Acerv_evm.model.Segkk464_pilon.29
OG0002884	Mcavernosa02842-RA	Acerv_evm.model.Segkk2533_pilon.14, Acerv_evm.model.Segkk469_pilon.58
OG0002885	Mcavernosa31869-RA	Acerv_evm.model.Segkk471_pilon.1, Acerv_evm.model.Segkk3638_pilon.10
OG0002887	Mcavernosa13528-RA, Mcavernosa22894-RA, Mcavernosa29143-RA, Mcavernosa32951-RA	Acerv_evm.model.Segkk1946_pilon.31
OG0002887	Mcavernosa23526-RA	Acerv_evm.model.Segkk3980_pilon.27, Acerv_evm.model.Segkk486_pilon.1
OG0002888	Mcavernosa19424-RA	Acerv_evm.model.Segkk488_pilon.10
OG0002889	Mcavernosa32829-RA, Mcavernosa04260-RA	Acerv_evm.model.Segkk4326_pilon.11
OG0002889	Mcavernosa04281-RA	Acerv_evm.model.Segkk4326_pilon.9, Acerv_evm.model.Segkk503_pilon.12
OG0002892	Mcavernosa22924-RA	Acerv_evm.model.Segkk524_pilon.49, Acerv_evm.model.Segkk524_pilon.55, Acerv_evm.model.Segkk524_pilon.54
OG0002893	Mcavernosa30981-RA	Acerv_evm.model.Segkk533_pilon.2
OG0002893	Mcavernosa30984-RA	Acerv_evm.model.Segkk3265_pilon.2
OG0002894	Mcavernosa29737-RA, Mcavernosa29734-RA	Acerv_evm.model.Segkk540_pilon.1, Acerv_evm.model.Segkk3651_pilon.2, Acerv_evm.model.Segkk3248_pilon.1, Acerv_evm.model.Segkk2425_pilon.1
OG0002895	Mcavernosa01947-RA	Acerv_evm.model.Segkk543_pilon.19
OG0002896	Mcavernosa02102-RA	Acerv_evm.model.Segkk1653_pilon.5, Acerv_evm.model.Segkk1206_pilon.5, Acerv_evm.model.Segkk545_pilon.1
OG0002897	Mcavernosa04802-RA, Mcavernosa04800-RA	Acerv_evm.model.Segkk555_pilon.7
OG0002898	Mcavernosa05515-RA	Acerv_evm.model.Segkk1263_pilon.52
OG0002899	Mcavernosa17240-RA	Acerv_evm.model.Segkk3416_pilon.2, Acerv_evm.model.Segkk598_pilon.2, Acerv_evm.model.Segkk1841_pilon.6
OG0002900	Mcavernosa08345-RA	Acerv_evm.model.Segkk1365_pilon.4
OG0002901	Mcavernosa20191-RA, Mcavernosa20192-RA	Acerv_evm.model.Segkk607_pilon.1
OG0002902	Mcavernosa01593-RA	Acerv_evm.model.Segkk645_pilon.12
OG0002904	Mcavernosa28777-RA	Acerv_evm.model.Segkk3052_pilon.15, Acerv_evm.model.Segkk3052_pilon.13, Acerv_evm.model.Segkk647_pilon.13, Acerv_evm.model.Segkk3052_pilon.12
OG0002905	Mcavernosa21490-RA	Acerv_evm.model.Segkk647_pilon.11
OG0002906	Mcavernosa15872-RA	Acerv_evm.model.Segkk648_pilon.9
