Orthogroup	plut2v1.1.proteins	Acerv_assembly_v1.0.protein
OG0001561	plut2.m8.13041.m1, plut2.m8.6188.m1, jamg1.model.Sc0000173.26	Acerv_evm.model.Segkk2483_pilon.12, Acerv_evm.model.Segkk2483_pilon.10, Acerv_evm.model.Segkk2483_pilon.11
OG0001562	plut2.m8.24803.m1	Acerv_evm.model.Segkk2493_pilon.11
OG0001564	plut2.m8.9837.m1, plut2.m8.9838.m1	Acerv_evm.model.Segkk2526_pilon.5
OG0001565	plut2.m8.3944.m1	Acerv_evm.model.Segkk2537_pilon.11
OG0001566	plut2.m8.11303.m1	Acerv_evm.model.Segkk2558_pilon.8
OG0001567	plut2.m8.23614.m1, plut2.m8.4805.m1	Acerv_evm.model.Segkk2560_pilon.4
OG0001567	plut2.m8.13024.m1	Acerv_evm.model.Segkk3804_pilon.12
OG0001568	plut2.m8.27673.m1, plut2.m8.27680.m1	Acerv_evm.model.Segkk2606_pilon.4
OG0001568	plut2.m8.27666.m1	Acerv_evm.model.Segkk2606_pilon.2
OG0001569	plut2.m8.18283.m1, plut2.m8.18285.m1	Acerv_evm.model.Segkk2641_pilon.8, Acerv_evm.model.Segkk3659_pilon.7
OG0001570	plut2.m8.6965.m1	Acerv_evm.model.Segkk2706_pilon.1
OG0001570	plut2.m8.10052.m1	Acerv_evm.model.Segkk2788_pilon.2, Acerv_evm.model.Segkk2788_pilon.3
OG0001571	plut2.m8.8227.m1	Acerv_evm.model.Segkk2782_pilon.18
OG0001572	plut2.m8.24653.m1, plut2.m8.23936.m1, plut2.m8.23942.m1, plut2.m8.23945.m1, plut2.m8.20435.m1	Acerv_evm.model.Segkk2782_pilon.34
OG0001573	plut2.m8.24137.m1, plut2.m8.24135.m1	Acerv_evm.model.Segkk3961_pilon.28, Acerv_evm.model.Segkk2783_pilon.1
OG0001574	plut2.m8.16534.m1	Acerv_evm.model.Segkk2872_pilon.2, Acerv_evm.model.Segkk2872_pilon.1, Acerv_evm.model.Segkk2792_pilon.24
OG0001575	jamg1.model.Sc0000152.40	Acerv_evm.model.Segkk2837_pilon.8, Acerv_evm.model.Segkk2837_pilon.9, Acerv_evm.model.Segkk2837_pilon.10
OG0001576	plut2.m8.29838.m1	Acerv_evm.model.Segkk2873_pilon.4
OG0001577	plut2.m8.23480.m1	Acerv_evm.model.Segkk3411_pilon.2
OG0001577	plut2.m8.23482.m1	Acerv_evm.model.Segkk2880_pilon.1
OG0001578	plut2.m8.20056.m1, plut2.m8.3128.m1	Acerv_evm.model.Segkk2889_pilon.10
OG0001578	plut2.m8.23265.m1	Acerv_evm.model.Segkk4303_pilon.3, Acerv_evm.model.Segkk2889_pilon.4
OG0001579	plut2.m8.7347.m1	Acerv_evm.model.Segkk2891_pilon.13
OG0001580	plut2.m8.25846.m1	Acerv_evm.model.Segkk2894_pilon.10, Acerv_evm.model.Segkk3302_pilon.2
OG0001581	plut2.m8.10647.m1	Acerv_evm.model.Segkk2923_pilon.2
OG0001582	jamg1.model.Sc0000187.21, plut2.m8.14053.m1	Acerv_evm.model.Segkk2961_pilon.1
OG0001583	plut2.m8.11882.m1	Acerv_evm.model.Segkk3054_pilon.12
OG0001585	plut2.m8.7981.m1	Acerv_evm.model.Segkk3086_pilon.3
OG0001587	plut2.m8.1175.m1	Acerv_evm.model.Segkk3176_pilon.4
OG0001588	plut2.m8.33412.m1, plut2.m8.18757.m1, plut2.m8.18756.m1	Acerv_evm.model.Segkk3209_pilon.19, Acerv_evm.model.Segkk3209_pilon.24, Acerv_evm.model.Segkk3209_pilon.23, Acerv_evm.model.Segkk3209_pilon.22
OG0001589	plut2.m8.21284.m1, plut2.m8.21285.m1	Acerv_evm.model.Segkk3271_pilon.25
OG0001590	plut2.m8.30170.m1	Acerv_evm.model.Segkk3417_pilon.62, Acerv_evm.model.Segkk3417_pilon.63
OG0001591	plut2.m8.27.m1	Acerv_evm.model.Segkk3643_pilon.16
OG0001591	plut2.m8.38.m1	Acerv_evm.model.Segkk3643_pilon.15
OG0001592	jamg1.model.xfSc0000032.51, jamg1.model.xfSc0000032.49	Acerv_evm.model.Segkk3684_pilon.9, Acerv_evm.model.Segkk3684_pilon.7
OG0001593	plut2.m8.9699.m1, plut2.m8.9698.m1, plut2.m8.9296.m1, plut2.m8.9300.m1, plut2.m8.9302.m1, plut2.m8.9304.m1	Acerv_evm.model.Segkk3692_pilon.18
OG0001594	plut2.m8.18646.m1	Acerv_evm.model.Segkk3764_pilon.3
OG0001594	plut2.m8.18643.m1	Acerv_evm.model.Segkk3764_pilon.2
OG0001596	plut2.m8.13045.m1	Acerv_evm.model.Segkk3880_pilon.3
OG0001597	plut2.m8.20063.m1	Acerv_evm.model.Segkk3940_pilon.36
OG0001598	plut2.m8.6209.m1	Acerv_evm.model.Segkk3966_pilon.7
OG0001599	plut2.m8.16934.m1	Acerv_evm.model.Segkk4023_pilon.31
OG0001600	plut2.m8.16838.m1, plut2.m8.16832.m1	Acerv_evm.model.Segkk4037_pilon.19, Acerv_evm.model.Segkk4037_pilon.17, Acerv_evm.model.Segkk4037_pilon.18
OG0001601	plut2.m8.25457.m1	Acerv_evm.model.Segkk4043_pilon.5
OG0001602	plut2.m8.16226.m1, plut2.m8.17210.m1	Acerv_evm.model.Segkk4063_pilon.6, Acerv_evm.model.Segkk4063_pilon.8
OG0001603	plut2.m8.7172.m1	Acerv_evm.model.Segkk4069_pilon.1
OG0001604	plut2.m8.14304.m1	Acerv_evm.model.Segkk4165_pilon.7
OG0001605	plut2.m8.32678.m1, plut2.m8.26970.m1, plut2.m8.2268.m1, plut2.m8.2266.m1, plut2.m8.2267.m1	Acerv_evm.model.Segkk4195_pilon.2
OG0001606	plut2.m8.6435.m1	Acerv_evm.model.Segkk4249_pilon.15, Acerv_evm.model.Segkk4249_pilon.10, Acerv_evm.model.Segkk4249_pilon.9
OG0001607	plut2.m8.21667.m1, plut2.m8.21664.m1	Acerv_evm.model.Segkk4290_pilon.13, Acerv_evm.model.Segkk4290_pilon.14
OG0001609	plut2.m8.5213.m1	Acerv_evm.model.Segkk4306_pilon.16
OG0001609	plut2.m8.5211.m1	Acerv_evm.model.Segkk4306_pilon.15
OG0001634	plut2.m8.17094.m1	Acerv_evm.model.Segkk17_pilon.5, Acerv_evm.model.Segkk68_pilon.31
OG0001634	plut2.m8.17095.m1	Acerv_evm.model.Segkk17_pilon.6, Acerv_evm.model.Segkk68_pilon.30
OG0001635	plut2.m8.2638.m1	Acerv_evm.model.Segkk17_pilon.17, Acerv_evm.model.Segkk68_pilon.17, Acerv_evm.model.Segkk3932_pilon.1, Acerv_evm.model.Segkk1075_pilon.23, Acerv_evm.model.Segkk1075_pilon.25
OG0001636	jamg1.model.Sc0000001.111	Acerv_evm.model.Segkk2142_pilon.10, Acerv_evm.model.Segkk18_pilon.12
OG0001637	jamg1.model.Sc0000526.29	Acerv_evm.model.Segkk1091_pilon.1, Acerv_evm.model.Segkk28_pilon.9, Acerv_evm.model.Segkk4193_pilon.23, Acerv_evm.model.Segkk1571_pilon.23
OG0001638	plut2.m8.22302.m1	Acerv_evm.model.Segkk114_pilon.18
OG0001638	plut2.m8.31623.m1, plut2.m8.22304.m1	Acerv_evm.model.Segkk53_pilon.1
OG0001639	plut2.m8.5577.m1, jamg1.model.Sc0000051.57, plut2.m8.5581.m1, plut2.m8.5582.m1	Acerv_evm.model.Segkk58_pilon.12, Acerv_evm.model.Segkk58_pilon.14
OG0001640	plut2.m8.17193.m1, plut2.m8.17192.m1	Acerv_evm.model.Segkk105_pilon.7
OG0001641	plut2.m8.12950.m1	Acerv_evm.model.Segkk138_pilon.2, Acerv_evm.model.Segkk1676_pilon.19, Acerv_evm.model.Segkk1676_pilon.15, Acerv_evm.model.Segkk1676_pilon.22, Acerv_evm.model.Segkk3443_pilon.1
OG0001644	jamg1.model.Sc0000349.29	Acerv_evm.model.Segkk183_pilon.1, Acerv_evm.model.Segkk389_pilon.2, Acerv_evm.model.Segkk938_pilon.10, Acerv_evm.model.Segkk567_pilon.1
OG0001645	plut2.m8.12492.m1	Acerv_evm.model.Segkk3837_pilon.1, Acerv_evm.model.Segkk3837_pilon.3, Acerv_evm.model.Segkk1286_pilon.1, Acerv_evm.model.Segkk3837_pilon.2, Acerv_evm.model.Segkk224_pilon.2
OG0001646	jamg1.model.Sc0000493.7	Acerv_evm.model.Segkk236_pilon.23, Acerv_evm.model.Segkk3587_pilon.2, Acerv_evm.model.Segkk542_pilon.4
OG0001648	plut2.m8.22821.m1, plut2.m8.22814.m1, plut2.m8.22373.m1	Acerv_evm.model.Segkk243_pilon.9
OG0001648	plut2.m8.22374.m1	Acerv_evm.model.Segkk243_pilon.8
OG0001648	plut2.m8.25779.m1, plut2.m8.22817.m1	Acerv_evm.model.Segkk243_pilon.4
OG0001650	jamg1.model.Sc0000250.35	Acerv_evm.model.Segkk1871_pilon.23, Acerv_evm.model.Segkk255_pilon.2, Acerv_evm.model.Segkk667_pilon.3
OG0001652	plut2.m8.10387.m1	Acerv_evm.model.Segkk268_pilon.10
OG0001652	plut2.m8.10388.m1	Acerv_evm.model.Segkk4035_pilon.1
OG0001653	jamg1.model.xfSc0001768.1	Acerv_evm.model.Segkk286_pilon.13
OG0001654	plut2.m8.860.m1	Acerv_evm.model.Segkk290_pilon.2, Acerv_evm.model.Segkk4194_pilon.8
OG0001655	plut2.m8.8894.m1	Acerv_evm.model.Segkk1359_pilon.2, Acerv_evm.model.Segkk3363_pilon.5, Acerv_evm.model.Segkk3363_pilon.1, Acerv_evm.model.Segkk3219_pilon.25, Acerv_evm.model.Segkk298_pilon.3, Acerv_evm.model.Segkk635_pilon.2
OG0001656	plut2.m8.29292.m1	Acerv_evm.model.Segkk308_pilon.2
OG0001657	plut2.m8.3860.m1	Acerv_evm.model.Segkk2242_pilon.7, Acerv_evm.model.Segkk2272_pilon.5, Acerv_evm.model.Segkk348_pilon.14
OG0001658	plut2.m8.5830.m1	Acerv_evm.model.Segkk359_pilon.5, Acerv_evm.model.Segkk1728_pilon.4
OG0001659	plut2.m8.32978.m1, plut2.m8.15833.m1	Acerv_evm.model.Segkk1779_pilon.2, Acerv_evm.model.Segkk2797_pilon.12
OG0001659	plut2.m8.26341.m1	Acerv_evm.model.Segkk383_pilon.9
OG0001660	jamg1.model.Sc0000113.61, plut2.m8.6701.m1	Acerv_evm.model.Segkk3374_pilon.5, Acerv_evm.model.Segkk1573_pilon.1, Acerv_evm.model.Segkk389_pilon.32, Acerv_evm.model.Segkk581_pilon.52, Acerv_evm.model.Segkk1357_pilon.1, Acerv_evm.model.Segkk1502_pilon.4
OG0001661	plut2.m8.14606.m1	Acerv_evm.model.Segkk416_pilon.3
OG0001662	plut2.m8.32583.m1	Acerv_evm.model.Segkk426_pilon.2
OG0001662	plut2.m8.32585.m1	Acerv_evm.model.Segkk426_pilon.3
OG0001663	plut2.m8.17599.m1	Acerv_evm.model.Segkk1625_pilon.2, Acerv_evm.model.Segkk453_pilon.6, Acerv_evm.model.Segkk4201_pilon.18, Acerv_evm.model.Segkk1158_pilon.73, Acerv_evm.model.Segkk2020_pilon.13, Acerv_evm.model.Segkk1478_pilon.16, Acerv_evm.model.Segkk2781_pilon.8, Acerv_evm.model.Segkk2020_pilon.12
OG0001664	plut2.m8.18274.m1, plut2.m8.12047.m1	Acerv_evm.model.Segkk476_pilon.10
OG0001665	plut2.m8.31916.m1	Acerv_evm.model.Segkk1257_pilon.3
OG0001666	plut2.m8.21055.m1	Acerv_evm.model.Segkk2122_pilon.1, Acerv_evm.model.Segkk1712_pilon.5, Acerv_evm.model.Segkk2122_pilon.7, Acerv_evm.model.Segkk524_pilon.41
OG0001667	plut2.m8.11240.m1, plut2.m8.11241.m1	Acerv_evm.model.Segkk3452_pilon.2, Acerv_evm.model.Segkk544_pilon.1, Acerv_evm.model.Segkk4309_pilon.6, Acerv_evm.model.Segkk3452_pilon.1
OG0001668	plut2.m8.16948.m1	Acerv_evm.model.Segkk1598_pilon.1
OG0001668	plut2.m8.16951.m1, plut2.m8.28554.m1	Acerv_evm.model.Segkk546_pilon.1
OG0001669	plut2.m8.12956.m1	Acerv_evm.model.Segkk555_pilon.38
OG0001671	plut2.m8.11042.m1, plut2.m8.32520.m1	Acerv_evm.model.Segkk574_pilon.9
OG0001672	plut2.m8.3200.m1	Acerv_evm.model.Segkk3324_pilon.8
OG0001672	plut2.m8.26221.m1	Acerv_evm.model.Segkk580_pilon.20
OG0001673	plut2.m8.23471.m1	Acerv_evm.model.Segkk624_pilon.5, Acerv_evm.model.Segkk1067_pilon.1
OG0001674	plut2.m8.836.m1, plut2.m8.841.m1, plut2.m8.840.m1	Acerv_evm.model.Segkk626_pilon.1, Acerv_evm.model.Segkk4193_pilon.18
OG0001675	jamg1.model.Sc0000049.144	Acerv_evm.model.Segkk630_pilon.3
OG0001675	plut2.m8.10721.m1	Acerv_evm.model.Segkk3827_pilon.14
OG0001676	plut2.m8.5432.m1	Acerv_evm.model.Segkk637_pilon.4, Acerv_evm.model.Segkk637_pilon.11, Acerv_evm.model.Segkk637_pilon.7, Acerv_evm.model.Segkk637_pilon.8, Acerv_evm.model.Segkk637_pilon.12
OG0001677	plut2.m8.9428.m1	Acerv_evm.model.Segkk643_pilon.18, Acerv_evm.model.Segkk2264_pilon.3, Acerv_evm.model.Segkk4111_pilon.2
OG0001678	jamg1.model.Sc0000186.1, jamg1.model.xpSc0007059.15, plut2.m8.25895.m1, plut2.m8.4861.m1	Acerv_evm.model.Segkk4330_pilon.2, Acerv_evm.model.Segkk4086_pilon.1
OG0001678	plut2.m8.24602.m1, plut2.m8.28513.m1, plut2.m8.19360.m1	Acerv_evm.model.Segkk4302_pilon.12
OG0001679	plut2.m8.29366.m1	Acerv_evm.model.Segkk1412_pilon.13, Acerv_evm.model.Segkk695_pilon.3
OG0001680	plut2.m8.6380.m1, plut2.m8.20123.m1, plut2.m8.6383.m1, plut2.m8.6381.m1, plut2.m8.6382.m1	Acerv_evm.model.Segkk708_pilon.8
OG0001681	plut2.m8.26763.m1, plut2.m8.26758.m1	Acerv_evm.model.Segkk2062_pilon.10
OG0001681	plut2.m8.7944.m1, plut2.m8.7948.m1, plut2.m8.6292.m1, plut2.m8.26436.m1	Acerv_evm.model.Segkk722_pilon.3, Acerv_evm.model.Segkk722_pilon.4
OG0001682	plut2.m8.14353.m1	Acerv_evm.model.Segkk755_pilon.14
OG0001682	plut2.m8.25572.m1	Acerv_evm.model.Segkk2265_pilon.1
OG0001683	plut2.m8.1269.m1, plut2.m8.1272.m1, plut2.m8.1270.m1	Acerv_evm.model.Segkk802_pilon.1, Acerv_evm.model.Segkk4039_pilon.60
OG0001684	plut2.m8.33282.m1	Acerv_evm.model.Segkk808_pilon.3, Acerv_evm.model.Segkk1825_pilon.2
OG0001685	plut2.m8.30242.m1	Acerv_evm.model.Segkk4040_pilon.2, Acerv_evm.model.Segkk2389_pilon.1, Acerv_evm.model.Segkk1508_pilon.4, Acerv_evm.model.Segkk817_pilon.6
OG0001686	plut2.m8.7549.m1	Acerv_evm.model.Segkk868_pilon.5
OG0001689	plut2.m8.27584.m1	Acerv_evm.model.Segkk921_pilon.5
OG0001689	plut2.m8.10469.m1	Acerv_evm.model.Segkk2985_pilon.3
OG0001690	plut2.m8.8727.m1, plut2.m8.8725.m1	Acerv_evm.model.Segkk933_pilon.1
OG0001691	plut2.m8.10127.m1	Acerv_evm.model.Segkk937_pilon.3
OG0001691	plut2.m8.10129.m1, plut2.m8.10128.m1, plut2.m8.10130.m1	Acerv_evm.model.Segkk937_pilon.2
OG0001692	plut2.m8.21050.m1, plut2.m8.24882.m1	Acerv_evm.model.Segkk951_pilon.4
OG0001693	plut2.m8.19389.m1, plut2.m8.19390.m1, plut2.m8.19388.m1, plut2.m8.19399.m1	Acerv_evm.model.Segkk964_pilon.3
OG0001694	jamg1.model.Sc0000013.25	Acerv_evm.model.Segkk1216_pilon.13
OG0001694	plut2.m8.10993.m1	Acerv_evm.model.Segkk2354_pilon.1, Acerv_evm.model.Segkk4359_pilon.20, Acerv_evm.model.Segkk3816_pilon.1, Acerv_evm.model.Segkk2737_pilon.13
OG0001695	plut2.m8.5829.m1	Acerv_evm.model.Segkk1642_pilon.5, Acerv_evm.model.Segkk1003_pilon.6, Acerv_evm.model.Segkk1280_pilon.6
OG0001696	plut2.m8.26769.m1	Acerv_evm.model.Segkk1078_pilon.50
OG0001697	plut2.m8.4063.m1	Acerv_evm.model.Segkk1081_pilon.2
OG0001698	plut2.m8.28512.m1	Acerv_evm.model.Segkk1105_pilon.1
OG0001698	plut2.m8.28509.m1	Acerv_evm.model.Segkk2777_pilon.6
OG0001699	jamg1.model.Sc0000447.8, jamg1.model.xpSc0007153.8, jamg1.model.Sc0000047.2	Acerv_evm.model.Segkk3999_pilon.24, Acerv_evm.model.Segkk1151_pilon.39, Acerv_evm.model.Segkk3999_pilon.25, Acerv_evm.model.Segkk2794_pilon.4, Acerv_evm.model.Segkk1151_pilon.38, Acerv_evm.model.Segkk1813_pilon.2, Acerv_evm.model.Segkk3376_pilon.8
OG0001700	plut2.m8.27353.m1	Acerv_evm.model.Segkk1151_pilon.3
OG0001701	plut2.m8.9478.m1, plut2.m8.9479.m1, plut2.m8.9465.m1	Acerv_evm.model.Segkk1154_pilon.25, Acerv_evm.model.Segkk3906_pilon.2
OG0001703	plut2.m8.2531.m1	Acerv_evm.model.Segkk1158_pilon.6
OG0001703	plut2.m8.8654.m1	Acerv_evm.model.Segkk4365_pilon.2
OG0001704	plut2.m8.18467.m1	Acerv_evm.model.Segkk1169_pilon.15
OG0001706	plut2.m8.24946.m1	Acerv_evm.model.Segkk2853_pilon.20, Acerv_evm.model.Segkk2112_pilon.8, Acerv_evm.model.Segkk2302_pilon.6, Acerv_evm.model.Segkk1197_pilon.8
OG0001706	plut2.m8.33238.m1, plut2.m8.4158.m1, plut2.m8.9066.m1, plut2.m8.30214.m1, plut2.m8.30213.m1	Acerv_evm.model.Segkk3977_pilon.13, Acerv_evm.model.Segkk4308_pilon.19, Acerv_evm.model.Segkk4159_pilon.15, Acerv_evm.model.Segkk4195_pilon.23, Acerv_evm.model.Segkk3977_pilon.14
OG0001707	plut2.m8.30007.m1	Acerv_evm.model.Segkk1209_pilon.2
OG0001708	jamg1.model.Sc0000080.74, jamg1.model.Sc0000080.72, jamg1.model.Sc0000080.75, jamg1.model.Sc0000287.1, plut2.m8.7810.m1, jamg1.model.Sc0000080.71	Acerv_evm.model.Segkk1214_pilon.4
OG0001709	plut2.m8.12449.m1	Acerv_evm.model.Segkk3979_pilon.26
OG0001709	plut2.m8.12450.m1	Acerv_evm.model.Segkk3979_pilon.28, Acerv_evm.model.Segkk1254_pilon.1
OG0001710	plut2.m8.13981.m1	Acerv_evm.model.Segkk1263_pilon.43
OG0001711	plut2.m8.2456.m1, plut2.m8.2457.m1	Acerv_evm.model.Segkk1291_pilon.1
OG0001712	plut2.m8.9968.m1	Acerv_evm.model.Segkk1305_pilon.2
OG0001712	plut2.m8.16068.m1	Acerv_evm.model.Segkk1861_pilon.14
OG0001713	jamg1.model.Sc0000257.1	Acerv_evm.model.Segkk4364_pilon.52, Acerv_evm.model.Segkk1356_pilon.2
OG0001713	jamg1.model.Sc0000310.37, jamg1.model.xpSc0007455.1, jamg1.model.xpSc0007334.4, jamg1.model.Sc0000687.5	Acerv_evm.model.Segkk2216_pilon.5
OG0001714	plut2.m8.20193.m1, plut2.m8.24920.m1	Acerv_evm.model.Segkk3552_pilon.7, Acerv_evm.model.Segkk3399_pilon.3, Acerv_evm.model.Segkk1372_pilon.1, Acerv_evm.model.Segkk3552_pilon.5
OG0001715	jamg1.model.xfSc0000217.4, jamg1.model.xfSc0000217.2, jamg1.model.xfSc0000247.8, jamg1.model.xfSc0000217.3, jamg1.model.xfSc0000217.8, jamg1.model.xfSc0000217.7	Acerv_evm.model.Segkk1383_pilon.11
OG0001716	plut2.m8.20129.m1	Acerv_evm.model.Segkk1383_pilon.9, Acerv_evm.model.Segkk2225_pilon.11
OG0001717	plut2.m8.11185.m1	Acerv_evm.model.Segkk1424_pilon.23, Acerv_evm.model.Segkk1424_pilon.22
OG0001718	plut2.m8.26521.m1	Acerv_evm.model.Segkk2699_pilon.1, Acerv_evm.model.Segkk2699_pilon.3, Acerv_evm.model.Segkk2699_pilon.2, Acerv_evm.model.Segkk1430_pilon.12, Acerv_evm.model.Segkk3937_pilon.1
OG0001719	plut2.m8.27652.m1	Acerv_evm.model.Segkk2861_pilon.13
OG0001719	plut2.m8.21307.m1, plut2.m8.10238.m1, plut2.m8.15455.m1, plut2.m8.24864.m1	Acerv_evm.model.Segkk1478_pilon.32
OG0001720	plut2.m8.10838.m1	Acerv_evm.model.Segkk1481_pilon.6
OG0001720	plut2.m8.10835.m1	Acerv_evm.model.Segkk1481_pilon.7
OG0001721	plut2.m8.6578.m1	Acerv_evm.model.Segkk1489_pilon.13, Acerv_evm.model.Segkk4276_pilon.5, Acerv_evm.model.Segkk4276_pilon.6, Acerv_evm.model.Segkk4276_pilon.7
OG0001723	plut2.m8.5079.m1	Acerv_evm.model.Segkk1509_pilon.9
OG0001723	plut2.m8.5080.m1	Acerv_evm.model.Segkk1509_pilon.8
OG0001725	plut2.m8.11718.m1, plut2.m8.10066.m1	Acerv_evm.model.Segkk1564_pilon.19
OG0001726	plut2.m8.11301.m1, plut2.m8.5224.m1	Acerv_evm.model.Segkk1570_pilon.3
OG0001727	plut2.m8.29343.m1, plut2.m8.29347.m1, plut2.m8.28549.m1, plut2.m8.19561.m1	Acerv_evm.model.Segkk1598_pilon.3
OG0001728	plut2.m8.25550.m1	Acerv_evm.model.Segkk1600_pilon.3, Acerv_evm.model.Segkk1600_pilon.5
OG0001729	plut2.m8.17253.m1	Acerv_evm.model.Segkk1613_pilon.24
OG0001730	plut2.m8.3642.m1, plut2.m8.26352.m1	Acerv_evm.model.Segkk1632_pilon.17
OG0001731	jamg1.model.Sc0000108.68	Acerv_evm.model.Segkk2470_pilon.14
OG0001731	jamg1.model.Sc0000718.6	Acerv_evm.model.Segkk1641_pilon.1
OG0001731	plut2.m8.3287.m1, jamg1.model.Sc0000108.49	Acerv_evm.model.Segkk2938_pilon.16
OG0001732	plut2.m8.7469.m1	Acerv_evm.model.Segkk1657_pilon.30
OG0001733	plut2.m8.16156.m1, plut2.m8.16158.m1, jamg1.model.xfSc0000791.1, plut2.m8.16162.m1, plut2.m8.16157.m1	Acerv_evm.model.Segkk3004_pilon.5, Acerv_evm.model.Segkk1694_pilon.1, Acerv_evm.model.Segkk2898_pilon.17
OG0001734	plut2.m8.3291.m1	Acerv_evm.model.Segkk4012_pilon.26, Acerv_evm.model.Segkk1728_pilon.35, Acerv_evm.model.Segkk4012_pilon.25, Acerv_evm.model.Segkk4012_pilon.27
OG0001735	plut2.m8.6354.m1, plut2.m8.6357.m1	Acerv_evm.model.Segkk1755_pilon.3
OG0001736	plut2.m8.18670.m1, plut2.m8.18669.m1	Acerv_evm.model.Segkk1778_pilon.25
OG0001737	jamg1.model.Sc0000447.16, jamg1.model.Sc0000694.17, plut2.m8.33603.m1, jamg1.model.xfSc0000029.25, jamg1.model.Sc0000526.9, jamg1.model.Sc0000226.9	Acerv_evm.model.Segkk3976_pilon.41, Acerv_evm.model.Segkk1796_pilon.34
OG0001738	plut2.m8.6528.m1	Acerv_evm.model.Segkk1854_pilon.4
OG0001739	plut2.m8.24584.m1	Acerv_evm.model.Segkk1860_pilon.6
OG0001739	plut2.m8.14101.m1	Acerv_evm.model.Segkk1860_pilon.8
OG0001740	plut2.m8.2913.m1	Acerv_evm.model.Segkk2355_pilon.9, Acerv_evm.model.Segkk1868_pilon.35
OG0001740	plut2.m8.17440.m1	Acerv_evm.model.Segkk3050_pilon.50, Acerv_evm.model.Segkk2765_pilon.23
OG0001741	jamg1.model.Sc0000017.83, plut2.m8.2223.m1	Acerv_evm.model.Segkk2994_pilon.7, Acerv_evm.model.Segkk1878_pilon.6
OG0001743	jamg1.model.Sc0000224.77, plut2.m8.1152.m1, plut2.m8.7161.m1	Acerv_evm.model.Segkk1929_pilon.5
OG0001744	plut2.m8.2468.m1	Acerv_evm.model.Segkk1942_pilon.1, Acerv_evm.model.Segkk3239_pilon.1, Acerv_evm.model.Segkk3239_pilon.2
OG0001745	plut2.m8.17518.m1	Acerv_evm.model.Segkk1943_pilon.2
OG0001746	plut2.m8.7203.m1	Acerv_evm.model.Segkk4028_pilon.12, Acerv_evm.model.Segkk1991_pilon.9
OG0001747	plut2.m8.18244.m1, plut2.m8.21684.m1	Acerv_evm.model.Segkk1991_pilon.30
OG0001748	plut2.m8.22991.m1, plut2.m8.29303.m1	Acerv_evm.model.Segkk3883_pilon.3, Acerv_evm.model.Segkk2112_pilon.19
OG0001749	plut2.m8.25571.m1	Acerv_evm.model.Segkk3976_pilon.5, Acerv_evm.model.Segkk2841_pilon.8, Acerv_evm.model.Segkk2115_pilon.23
OG0001750	plut2.m8.15023.m1, plut2.m8.15019.m1	Acerv_evm.model.Segkk2121_pilon.2, Acerv_evm.model.Segkk4228_pilon.4
OG0001751	plut2.m8.26625.m1, plut2.m8.26624.m1	Acerv_evm.model.Segkk2122_pilon.13
OG0001754	jamg1.model.Sc0000006.79	Acerv_evm.model.Segkk2165_pilon.34
OG0001755	plut2.m8.756.m1	Acerv_evm.model.Segkk2165_pilon.10
OG0001756	plut2.m8.1143.m1	Acerv_evm.model.Segkk2379_pilon.1
OG0001756	plut2.m8.1144.m1	Acerv_evm.model.Segkk2218_pilon.7
OG0001757	jamg1.model.Sc0000080.28	Acerv_evm.model.Segkk2237_pilon.15, Acerv_evm.model.Segkk2237_pilon.14
OG0001759	jamg1.model.xfSc0000017.1, plut2.m8.27323.m1, plut2.m8.31673.m1	Acerv_evm.model.Segkk2325_pilon.13
OG0001760	plut2.m8.9360.m1, jamg1.model.xfSc0002483.1, plut2.m8.20658.m1, plut2.m8.16327.m1, jamg1.model.Sc0000241.42, plut2.m8.26738.m1, plut2.m8.26741.m1, plut2.m8.17560.m1, plut2.m8.19559.m1	Acerv_evm.model.Segkk2422_pilon.1
OG0001761	plut2.m8.19634.m1, plut2.m8.30038.m1, plut2.m8.14983.m1, plut2.m8.33217.m1	Acerv_evm.model.Segkk4193_pilon.5, Acerv_evm.model.Segkk4193_pilon.4, Acerv_evm.model.Segkk2425_pilon.3, Acerv_evm.model.Segkk4193_pilon.6
OG0001762	plut2.m8.33231.m1	Acerv_evm.model.Segkk2469_pilon.5
OG0001763	plut2.m8.11170.m1	Acerv_evm.model.Segkk2481_pilon.20
OG0001763	plut2.m8.11172.m1	Acerv_evm.model.Segkk2481_pilon.19
OG0001764	plut2.m8.31137.m1, plut2.m8.23635.m1	Acerv_evm.model.Segkk2578_pilon.52, Acerv_evm.model.Segkk3197_pilon.3, Acerv_evm.model.Segkk2481_pilon.107
OG0001765	plut2.m8.1056.m1, plut2.m8.1059.m1	Acerv_evm.model.Segkk4176_pilon.8
OG0001765	plut2.m8.25615.m1	Acerv_evm.model.Segkk2492_pilon.4, Acerv_evm.model.Segkk2492_pilon.2
OG0001766	plut2.m8.23080.m1, plut2.m8.18033.m1, plut2.m8.18035.m1, plut2.m8.26197.m1	Acerv_evm.model.Segkk2531_pilon.4, Acerv_evm.model.Segkk2531_pilon.3
OG0001768	plut2.m8.8590.m1	Acerv_evm.model.Segkk2578_pilon.12
OG0001769	plut2.m8.1718.m1	Acerv_evm.model.Segkk2579_pilon.27
OG0001770	plut2.m8.21609.m1	Acerv_evm.model.Segkk2596_pilon.44
OG0001772	plut2.m8.28409.m1, plut2.m8.28408.m1	Acerv_evm.model.Segkk2649_pilon.8
