Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0001927	Mcavernosa24396-RA, Mcavernosa24387-RA, Mcavernosa24395-RA, Mcavernosa24397-RA	jamg1.model.Sc0000292.7, jamg1.model.Sc0000292.6
OG0001929	Mcavernosa32642-RA, Mcavernosa17990-RA	plut2.m8.24717.m1
OG0001929	Mcavernosa17982-RA	plut2.m8.25339.m1
OG0001930	Mcavernosa19103-RA	plut2.m8.20724.m1
OG0001931	Mcavernosa28327-RA, Mcavernosa28326-RA	plut2.m8.24679.m1
OG0001932	Mcavernosa03442-RA, Mcavernosa03438-RA	plut2.m8.15024.m1
OG0001933	Mcavernosa29605-RA	plut2.m8.16030.m1
OG0001933	Mcavernosa21696-RA	plut2.m8.24550.m1
OG0001934	Mcavernosa26235-RA	plut2.m8.16671.m1, plut2.m8.16667.m1, plut2.m8.16665.m1
OG0001935	Mcavernosa11984-RA, Mcavernosa11983-RA	plut2.m8.2167.m1
OG0001935	Mcavernosa11985-RA	plut2.m8.2165.m1
OG0001936	Mcavernosa03713-RA	plut2.m8.3321.m1
OG0001937	Mcavernosa14582-RA	plut2.m8.10643.m1
OG0001937	Mcavernosa06775-RA, Mcavernosa06773-RA	plut2.m8.10642.m1
OG0001938	Mcavernosa16450-RA	plut2.m8.22644.m1, plut2.m8.25751.m1
OG0001940	Mcavernosa16421-RA	plut2.m8.8397.m1
OG0001941	Mcavernosa08949-RA, Mcavernosa24398-RA	plut2.m8.31083.m1
OG0001942	Mcavernosa16324-RA	plut2.m8.14656.m1
OG0001944	Mcavernosa24892-RA	plut2.m8.32254.m1
OG0001945	Mcavernosa25297-RA, Mcavernosa14630-RA, Mcavernosa30868-RA	jamg1.model.Sc0000001.170
OG0001946	Mcavernosa05543-RA	plut2.m8.13993.m1
OG0001949	Mcavernosa31505-RA	plut2.m8.21825.m1
OG0001949	Mcavernosa22415-RA	plut2.m8.26047.m1
OG0001950	Mcavernosa02895-RA	plut2.m8.15042.m1
OG0001951	Mcavernosa13995-RA	plut2.m8.20830.m1
OG0001953	Mcavernosa16926-RA	plut2.m8.1261.m1
OG0001955	Mcavernosa12632-RA, Mcavernosa33884-RA, Mcavernosa24864-RA, Mcavernosa24857-RA, Mcavernosa24862-RA	plut2.m8.241.m1
OG0001956	Mcavernosa22619-RA	plut2.m8.4180.m1
OG0001956	Mcavernosa22618-RA, Mcavernosa22620-RA	plut2.m8.14460.m1
OG0001957	Mcavernosa29968-RA, Mcavernosa29974-RA, Mcavernosa26655-RA, Mcavernosa26657-RA, Mcavernosa29969-RA	plut2.m8.12991.m1
OG0001958	Mcavernosa21075-RA, Mcavernosa05602-RA, Mcavernosa31995-RA	jamg1.model.Sc0000010.8
OG0001961	Mcavernosa11437-RA	plut2.m8.19093.m1
OG0001961	Mcavernosa00424-RA	plut2.m8.4955.m1
OG0001962	Mcavernosa20110-RA	plut2.m8.465.m1
OG0001963	Mcavernosa23216-RA	plut2.m8.1807.m1
OG0001965	Mcavernosa05715-RA, Mcavernosa05710-RA	plut2.m8.3645.m1, plut2.m8.3646.m1
OG0001967	Mcavernosa24251-RA	plut2.m8.18567.m1
OG0001969	Mcavernosa22613-RA	plut2.m8.4190.m1, plut2.m8.4181.m1
OG0001970	Mcavernosa01460-RA, Mcavernosa01477-RA, Mcavernosa25569-RA	plut2.m8.32889.m1, plut2.m8.32883.m1, plut2.m8.867.m1, plut2.m8.876.m1
OG0001971	Mcavernosa04255-RA	plut2.m8.11125.m1, plut2.m8.11126.m1, plut2.m8.11122.m1
OG0001973	Mcavernosa10546-RA, Mcavernosa10547-RA, Mcavernosa33519-RA, Mcavernosa10549-RA, Mcavernosa00250-RA	plut2.m8.26790.m1
OG0001974	Mcavernosa13561-RA, Mcavernosa13564-RA	plut2.m8.6533.m1
OG0001974	Mcavernosa13563-RA, Mcavernosa13562-RA	plut2.m8.6534.m1
OG0001975	Mcavernosa10591-RA, Mcavernosa10592-RA, Mcavernosa10611-RA	plut2.m8.26802.m1
OG0001976	Mcavernosa26061-RA	plut2.m8.17895.m1
OG0001977	Mcavernosa01634-RA	plut2.m8.18464.m1
OG0001978	Mcavernosa16707-RA, Mcavernosa32057-RA	plut2.m8.4334.m1
OG0001981	Mcavernosa20636-RA	plut2.m8.19440.m1
OG0001981	Mcavernosa20634-RA	plut2.m8.19446.m1, plut2.m8.19450.m1, plut2.m8.19447.m1
OG0001982	Mcavernosa29866-RA, Mcavernosa30004-RA	plut2.m8.9417.m1, plut2.m8.9145.m1
OG0001983	Mcavernosa03516-RA	plut2.m8.26917.m1
OG0001983	Mcavernosa08435-RA	plut2.m8.1496.m1
OG0001987	Mcavernosa01001-RA	plut2.m8.142.m1
OG0001987	Mcavernosa01002-RA	jamg1.model.Sc0000000.198
OG0001988	Mcavernosa01478-RA	jamg1.model.Sc0000233.37, jamg1.model.Sc0000361.22
OG0001989	Mcavernosa08093-RA	plut2.m8.18425.m1
OG0001989	Mcavernosa08092-RA	plut2.m8.18427.m1, plut2.m8.9511.m1
OG0001990	Mcavernosa15929-RA	plut2.m8.3560.m1
OG0001991	Mcavernosa17119-RA	plut2.m8.16271.m1
OG0001992	Mcavernosa33075-RA	plut2.m8.18164.m1
OG0001993	Mcavernosa34942-RA	plut2.m8.6496.m1
OG0001993	Mcavernosa13593-RA	plut2.m8.6491.m1
OG0001995	Mcavernosa17227-RA	plut2.m8.16631.m1
OG0001995	Mcavernosa17229-RA	plut2.m8.16630.m1
OG0001996	Mcavernosa10326-RA, Mcavernosa34955-RA, Mcavernosa16192-RA, Mcavernosa22996-RA	jamg1.model.Sc0000053.21
OG0001998	Mcavernosa08666-RA	plut2.m8.30963.m1
OG0001998	Mcavernosa24638-RA	plut2.m8.1513.m1
OG0001998	Mcavernosa11474-RA, Mcavernosa32845-RA	plut2.m8.281.m1, plut2.m8.277.m1, plut2.m8.280.m1
OG0002002	Mcavernosa00027-RA, Mcavernosa26178-RA	plut2.m8.20704.m1
OG0002002	Mcavernosa11870-RA	plut2.m8.20705.m1
OG0002003	Mcavernosa32273-RA	plut2.m8.28766.m1, plut2.m8.28767.m1
OG0002003	Mcavernosa32267-RA	plut2.m8.28765.m1
OG0002004	Mcavernosa12868-RA	plut2.m8.27832.m1, plut2.m8.12727.m1
OG0002005	Mcavernosa31430-RA	plut2.m8.933.m1
OG0002006	Mcavernosa34721-RA, Mcavernosa34723-RA, Mcavernosa34722-RA	jamg1.model.Sc0000155.39, jamg1.model.Sc0000155.40, jamg1.model.Sc0000973.1, jamg1.model.Sc0000155.37, jamg1.model.Sc0000155.35, jamg1.model.Sc0000973.2
OG0002007	Mcavernosa22148-RA, Mcavernosa22146-RA, Mcavernosa22147-RA	plut2.m8.20113.m1, plut2.m8.20117.m1
OG0002008	Mcavernosa17710-RA, Mcavernosa17714-RA	plut2.m8.23504.m1
OG0002009	Mcavernosa31829-RA	plut2.m8.2904.m1
OG0002011	Mcavernosa12022-RA, Mcavernosa28732-RA, Mcavernosa12023-RA, Mcavernosa28731-RA, Mcavernosa28729-RA	plut2.m8.3814.m1
OG0002012	Mcavernosa31784-RA, Mcavernosa17856-RA, Mcavernosa33919-RA, Mcavernosa31783-RA	plut2.m8.23073.m1
OG0002013	Mcavernosa20863-RA	plut2.m8.12974.m1
OG0002013	Mcavernosa34517-RA	plut2.m8.4987.m1
OG0002014	Mcavernosa17373-RA	plut2.m8.28558.m1, plut2.m8.28562.m1
OG0002014	Mcavernosa17372-RA, Mcavernosa17370-RA	plut2.m8.28555.m1
OG0002016	Mcavernosa25716-RA, Mcavernosa16381-RA	plut2.m8.20597.m1
OG0002017	Mcavernosa15876-RA	plut2.m8.6624.m1, plut2.m8.6619.m1, plut2.m8.6620.m1
OG0002017	Mcavernosa34868-RA	plut2.m8.6626.m1
OG0002019	Mcavernosa16377-RA	plut2.m8.23660.m1
OG0002019	Mcavernosa16378-RA	plut2.m8.23658.m1, plut2.m8.23662.m1
OG0002021	Mcavernosa15600-RA, Mcavernosa15596-RA, Mcavernosa15598-RA	jamg1.model.Sc0000039.87
OG0002023	Mcavernosa29648-RA, Mcavernosa17883-RA	plut2.m8.16474.m1
OG0002024	Mcavernosa05482-RA	plut2.m8.7070.m1
OG0002024	Mcavernosa30152-RA	plut2.m8.29856.m1, plut2.m8.29855.m1
OG0002026	Mcavernosa08069-RA	plut2.m8.33330.m1
OG0002027	Mcavernosa06869-RA	plut2.m8.12654.m1
OG0002028	Mcavernosa31837-RA, Mcavernosa16544-RA, Mcavernosa31836-RA	plut2.m8.24574.m1, plut2.m8.24562.m1, plut2.m8.24564.m1
OG0002029	Mcavernosa25914-RA	plut2.m8.8903.m1, plut2.m8.8904.m1
OG0002029	Mcavernosa10548-RA	plut2.m8.4745.m1
OG0002032	Mcavernosa04642-RA	plut2.m8.21783.m1
OG0002032	Mcavernosa04658-RA	plut2.m8.5873.m1
OG0002033	Mcavernosa31161-RA	plut2.m8.5985.m1
OG0002033	Mcavernosa31159-RA	plut2.m8.5984.m1
OG0002034	Mcavernosa19213-RA	plut2.m8.13875.m1
OG0002035	Mcavernosa13675-RA, Mcavernosa13682-RA, Mcavernosa13681-RA	plut2.m8.31506.m1
OG0002036	Mcavernosa10638-RA	plut2.m8.6497.m1
OG0002037	Mcavernosa07792-RA, Mcavernosa07794-RA	plut2.m8.2942.m1
OG0002037	Mcavernosa07791-RA	plut2.m8.2948.m1
OG0002038	Mcavernosa13182-RA	plut2.m8.22554.m1
OG0002039	Mcavernosa02794-RA, Mcavernosa02793-RA	plut2.m8.9733.m1
OG0002040	Mcavernosa12307-RA	plut2.m8.16552.m1, plut2.m8.16553.m1
OG0002040	Mcavernosa12308-RA	plut2.m8.16551.m1
OG0002041	Mcavernosa21444-RA	jamg1.model.Sc0000802.5
OG0002042	Mcavernosa15858-RA, Mcavernosa23209-RA, Mcavernosa29271-RA, Mcavernosa34104-RA, Mcavernosa32615-RA	plut2.m8.21029.m1
OG0002045	Mcavernosa12224-RA, Mcavernosa13472-RA, Mcavernosa13473-RA, Mcavernosa13471-RA	jamg1.model.Sc0000101.61
OG0002046	Mcavernosa04852-RA	plut2.m8.30811.m1
OG0002046	Mcavernosa04846-RA	plut2.m8.11446.m1
OG0002047	Mcavernosa03681-RA	plut2.m8.5665.m1
OG0002048	Mcavernosa26206-RA, Mcavernosa26207-RA	plut2.m8.22003.m1
OG0002049	Mcavernosa03535-RA	plut2.m8.20632.m1
OG0002050	Mcavernosa14215-RA	plut2.m8.25352.m1
OG0002051	Mcavernosa02238-RA	plut2.m8.13157.m1
OG0002052	Mcavernosa16951-RA	plut2.m8.16221.m1, plut2.m8.16212.m1, plut2.m8.16213.m1
OG0002054	Mcavernosa25648-RA, Mcavernosa25649-RA	plut2.m8.30171.m1
OG0002055	Mcavernosa12741-RA, Mcavernosa32196-RA, Mcavernosa12742-RA	plut2.m8.23768.m1, plut2.m8.10671.m1, plut2.m8.10674.m1
OG0002056	Mcavernosa29524-RA	plut2.m8.14305.m1, plut2.m8.1323.m1
OG0002057	Mcavernosa17018-RA, Mcavernosa17019-RA	plut2.m8.16227.m1, plut2.m8.17209.m1
OG0002061	Mcavernosa26472-RA, Mcavernosa00317-RA	plut2.m8.15886.m1
OG0002061	Mcavernosa00316-RA	plut2.m8.9313.m1
OG0002064	Mcavernosa16967-RA	plut2.m8.12455.m1
OG0002064	Mcavernosa16977-RA	plut2.m8.21173.m1
OG0002065	Mcavernosa22009-RA	jamg1.model.Sc0000393.3
OG0002065	Mcavernosa13177-RA	jamg1.model.Sc0000780.3
OG0002068	Mcavernosa28447-RA	plut2.m8.6931.m1, plut2.m8.6930.m1
OG0002070	Mcavernosa16970-RA, Mcavernosa16968-RA	plut2.m8.21160.m1
OG0002072	Mcavernosa17143-RA	plut2.m8.18397.m1
OG0002072	Mcavernosa17129-RA, Mcavernosa17131-RA	plut2.m8.18409.m1
OG0002076	Mcavernosa24667-RA, Mcavernosa24670-RA	plut2.m8.1671.m1
OG0002078	Mcavernosa34145-RA	plut2.m8.19831.m1
OG0002080	Mcavernosa16628-RA, Mcavernosa34213-RA	plut2.m8.28568.m1, plut2.m8.28564.m1
OG0002080	Mcavernosa32883-RA	jamg1.model.xfSc0000058.27
OG0002081	Mcavernosa16422-RA, Mcavernosa16423-RA	plut2.m8.8388.m1
OG0002082	Mcavernosa33544-RA, Mcavernosa28947-RA	jamg1.model.Sc0000378.1, plut2.m8.20496.m1
OG0002082	Mcavernosa27415-RA	jamg1.model.Sc0000378.7
OG0002082	Mcavernosa33543-RA	plut2.m8.20501.m1
OG0002083	Mcavernosa27566-RA	plut2.m8.9675.m1
OG0002083	Mcavernosa32787-RA	plut2.m8.9677.m1
OG0002085	Mcavernosa18768-RA, Mcavernosa28262-RA, Mcavernosa02126-RA, Mcavernosa02127-RA	plut2.m8.18034.m1, plut2.m8.26283.m1, plut2.m8.25729.m1, plut2.m8.20868.m1, plut2.m8.21184.m1, plut2.m8.24950.m1, plut2.m8.24854.m1, plut2.m8.13417.m1
OG0002088	Mcavernosa20560-RA	plut2.m8.3942.m1, plut2.m8.31547.m1, plut2.m8.31548.m1, plut2.m8.29627.m1
OG0002089	Mcavernosa07134-RA	plut2.m8.15712.m1
OG0002089	Mcavernosa07135-RA	plut2.m8.25570.m1, plut2.m8.25569.m1
OG0002090	Mcavernosa02381-RA, Mcavernosa29437-RA, Mcavernosa29438-RA, Mcavernosa19172-RA	plut2.m8.22851.m1, plut2.m8.22852.m1, plut2.m8.12368.m1, plut2.m8.33454.m1
OG0002091	Mcavernosa27856-RA	jamg1.model.Sc0000074.29, jamg1.model.Sc0000074.30, jamg1.model.Sc0000074.32, jamg1.model.Sc0000074.34
OG0002092	Mcavernosa25808-RA, Mcavernosa33267-RA, Mcavernosa25809-RA	plut2.m8.4547.m1
OG0002093	Mcavernosa21947-RA, Mcavernosa09963-RA, Mcavernosa21946-RA	jamg1.model.Sc0000381.1
OG0002101	Mcavernosa34774-RA	plut2.m8.892.m1
OG0002102	Mcavernosa31172-RA	plut2.m8.5974.m1, plut2.m8.33064.m1, plut2.m8.5975.m1
OG0002104	Mcavernosa10393-RA	plut2.m8.28573.m1
OG0002104	Mcavernosa10389-RA, Mcavernosa10392-RA	plut2.m8.28575.m1
OG0002105	Mcavernosa29754-RA	plut2.m8.17086.m1
OG0002106	Mcavernosa18535-RA	plut2.m8.8202.m1, plut2.m8.8194.m1
OG0002106	Mcavernosa18534-RA	plut2.m8.8200.m1
OG0002107	Mcavernosa11190-RA, Mcavernosa11187-RA	plut2.m8.12914.m1
OG0002110	Mcavernosa35103-RA	plut2.m8.33158.m1
OG0002112	Mcavernosa16497-RA, Mcavernosa13913-RA, Mcavernosa13912-RA, Mcavernosa13914-RA	plut2.m8.17104.m1
OG0002113	Mcavernosa21017-RA	plut2.m8.7075.m1
OG0002116	Mcavernosa31851-RA	plut2.m8.2354.m1, plut2.m8.2364.m1
OG0002117	Mcavernosa04473-RA	plut2.m8.13372.m1
OG0002118	Mcavernosa04474-RA, Mcavernosa04475-RA, Mcavernosa04476-RA	plut2.m8.13368.m1
OG0002120	Mcavernosa32930-RA, Mcavernosa25277-RA	plut2.m8.16729.m1
OG0002122	Mcavernosa23168-RA, Mcavernosa23167-RA	plut2.m8.9659.m1, plut2.m8.9666.m1, plut2.m8.9667.m1
OG0002125	Mcavernosa03350-RA	plut2.m8.14042.m1
OG0002127	Mcavernosa23801-RA, Mcavernosa23802-RA	plut2.m8.23889.m1
OG0002128	Mcavernosa14911-RA	plut2.m8.15571.m1
OG0002128	Mcavernosa14909-RA	plut2.m8.3118.m1
OG0002129	Mcavernosa25048-RA, Mcavernosa25049-RA	jamg1.model.xpSc0007056.22, plut2.m8.32226.m1
OG0002130	Mcavernosa16499-RA	plut2.m8.17103.m1
OG0002130	Mcavernosa21174-RA	plut2.m8.12080.m1
OG0002131	Mcavernosa16500-RA	plut2.m8.12067.m1
OG0002131	Mcavernosa16498-RA	plut2.m8.12059.m1
OG0002132	Mcavernosa14992-RA, Mcavernosa14991-RA	plut2.m8.5371.m1
OG0002133	Mcavernosa14993-RA	plut2.m8.5373.m1, plut2.m8.32035.m1
OG0002134	Mcavernosa10511-RA	plut2.m8.27801.m1, plut2.m8.27802.m1
OG0002135	Mcavernosa13111-RA	plut2.m8.8862.m1
OG0002136	Mcavernosa26711-RA	plut2.m8.32504.m1
OG0002136	Mcavernosa26710-RA	plut2.m8.21806.m1, jamg1.model.Sc0000437.7
OG0002137	Mcavernosa03005-RA, Mcavernosa03007-RA	plut2.m8.4814.m1
OG0002138	Mcavernosa13575-RA	plut2.m8.14458.m1
OG0002141	Mcavernosa28096-RA, Mcavernosa31147-RA	plut2.m8.18792.m1
OG0002142	Mcavernosa10261-RA	plut2.m8.19171.m1
OG0002143	Mcavernosa10709-RA	plut2.m8.24485.m1
OG0002143	Mcavernosa10713-RA	plut2.m8.33081.m1
OG0002144	Mcavernosa12637-RA	plut2.m8.9940.m1
OG0002144	Mcavernosa12638-RA	plut2.m8.9942.m1
OG0002145	Mcavernosa04687-RA	plut2.m8.21254.m1, plut2.m8.31895.m1
OG0002145	Mcavernosa04686-RA	plut2.m8.21255.m1
OG0002146	Mcavernosa03821-RA	plut2.m8.17401.m1
OG0002147	Mcavernosa17464-RA	plut2.m8.4215.m1, plut2.m8.4214.m1
OG0002147	Mcavernosa17465-RA	plut2.m8.33486.m1, plut2.m8.20985.m1, plut2.m8.20989.m1
OG0002150	Mcavernosa06712-RA, Mcavernosa06713-RA	plut2.m8.1109.m1
OG0002151	Mcavernosa17528-RA	plut2.m8.4670.m1
OG0002152	Mcavernosa31171-RA	plut2.m8.5972.m1
OG0002153	Mcavernosa10974-RA	plut2.m8.21931.m1
OG0002154	Mcavernosa05146-RA, Mcavernosa05150-RA	plut2.m8.3165.m1, plut2.m8.26324.m1, plut2.m8.3163.m1, plut2.m8.3164.m1
OG0002157	Mcavernosa29574-RA	plut2.m8.21546.m1
OG0002160	Mcavernosa31865-RA, Mcavernosa31864-RA	plut2.m8.2342.m1
OG0002162	Mcavernosa31809-RA	plut2.m8.2893.m1
OG0002162	Mcavernosa10275-RA	plut2.m8.19189.m1
OG0002164	Mcavernosa21936-RA, Mcavernosa21942-RA, Mcavernosa21945-RA, Mcavernosa21937-RA, Mcavernosa21935-RA, Mcavernosa21943-RA	plut2.m8.33503.m1
OG0002165	Mcavernosa18870-RA, Mcavernosa32789-RA, Mcavernosa18868-RA	plut2.m8.15052.m1
OG0002166	Mcavernosa18028-RA, Mcavernosa03189-RA	plut2.m8.12488.m1
OG0002169	Mcavernosa19407-RA, Mcavernosa19408-RA	plut2.m8.32847.m1
OG0002170	Mcavernosa19972-RA	plut2.m8.7554.m1, plut2.m8.7556.m1
OG0002171	Mcavernosa28128-RA	plut2.m8.18076.m1
OG0002171	Mcavernosa28126-RA	plut2.m8.18075.m1
OG0002172	Mcavernosa10831-RA	plut2.m8.24378.m1
OG0002172	Mcavernosa10829-RA	jamg1.model.Sc0000593.3
OG0002175	Mcavernosa30988-RA	plut2.m8.12388.m1
OG0002176	Mcavernosa17976-RA	plut2.m8.17133.m1
OG0002177	Mcavernosa01171-RA, Mcavernosa17836-RA, Mcavernosa01173-RA	plut2.m8.2967.m1
OG0002179	Mcavernosa25004-RA	plut2.m8.6026.m1
OG0002182	Mcavernosa04621-RA, Mcavernosa19325-RA, Mcavernosa27150-RA	jamg1.model.Sc0000122.64
OG0002184	Mcavernosa05278-RA	plut2.m8.9935.m1
OG0002187	Mcavernosa27608-RA	plut2.m8.24230.m1
OG0002188	Mcavernosa27612-RA, Mcavernosa12316-RA	plut2.m8.1597.m1, plut2.m8.25198.m1, jamg1.model.Sc0000011.143, plut2.m8.1603.m1, plut2.m8.28536.m1, plut2.m8.24528.m1, plut2.m8.15871.m1
OG0002189	Mcavernosa24960-RA, Mcavernosa24962-RA	plut2.m8.367.m1
OG0002190	Mcavernosa29743-RA, Mcavernosa29745-RA, Mcavernosa29746-RA	jamg1.model.Sc0000032.13
OG0002191	Mcavernosa29808-RA, Mcavernosa29807-RA, Mcavernosa29806-RA, Mcavernosa32045-RA	plut2.m8.18827.m1, plut2.m8.32964.m1, plut2.m8.32961.m1, plut2.m8.24687.m1
OG0002192	Mcavernosa14175-RA	plut2.m8.1000.m1
OG0002194	Mcavernosa30333-RA	plut2.m8.20900.m1
OG0002195	Mcavernosa18178-RA	plut2.m8.9472.m1
OG0002195	Mcavernosa12138-RA	plut2.m8.9470.m1
OG0002196	Mcavernosa19336-RA	plut2.m8.19765.m1
OG0002200	Mcavernosa12195-RA	jamg1.model.xfSc0000017.41
OG0002200	Mcavernosa31945-RA	jamg1.model.Sc0000487.1
OG0002201	Mcavernosa09337-RA	plut2.m8.20248.m1
OG0002202	Mcavernosa07329-RA, Mcavernosa07328-RA	plut2.m8.11154.m1
OG0002208	Mcavernosa20772-RA	plut2.m8.14740.m1, plut2.m8.20843.m1
OG0002210	Mcavernosa28725-RA, Mcavernosa28723-RA	plut2.m8.15343.m1
OG0002210	Mcavernosa28717-RA	plut2.m8.15344.m1
OG0002211	Mcavernosa21421-RA, Mcavernosa34235-RA, Mcavernosa27073-RA, Mcavernosa25402-RA	plut2.m8.8337.m1
OG0002212	Mcavernosa26849-RA, Mcavernosa18370-RA	plut2.m8.20503.m1
OG0002213	Mcavernosa01622-RA	plut2.m8.21554.m1
OG0002213	Mcavernosa01621-RA	plut2.m8.21553.m1
OG0002214	Mcavernosa06899-RA	plut2.m8.15155.m1
OG0002215	Mcavernosa32702-RA, Mcavernosa34800-RA, Mcavernosa11238-RA	plut2.m8.352.m1
OG0002216	Mcavernosa35153-RA	plut2.m8.5144.m1
OG0002216	Mcavernosa09271-RA	plut2.m8.5148.m1
OG0002217	Mcavernosa16603-RA, Mcavernosa16601-RA	plut2.m8.11196.m1
OG0002217	Mcavernosa16602-RA	plut2.m8.11197.m1
OG0002218	Mcavernosa31408-RA	plut2.m8.967.m1
OG0002219	Mcavernosa12808-RA, Mcavernosa12812-RA	plut2.m8.20608.m1
OG0002219	Mcavernosa12806-RA	plut2.m8.20609.m1
OG0002221	Mcavernosa29242-RA	plut2.m8.10841.m1
OG0002222	Mcavernosa22683-RA	plut2.m8.10525.m1
OG0002223	Mcavernosa01571-RA	plut2.m8.25325.m1, plut2.m8.33220.m1, plut2.m8.25322.m1, plut2.m8.7684.m1
OG0002223	Mcavernosa01564-RA	plut2.m8.7687.m1
OG0002224	Mcavernosa07881-RA, Mcavernosa07884-RA	plut2.m8.29816.m1
OG0002224	Mcavernosa07880-RA	plut2.m8.29815.m1
OG0002225	Mcavernosa15810-RA, Mcavernosa15809-RA	plut2.m8.26714.m1
OG0002227	Mcavernosa16999-RA	plut2.m8.16243.m1
OG0002227	Mcavernosa33400-RA	plut2.m8.15999.m1
OG0002228	Mcavernosa30328-RA, Mcavernosa30329-RA, Mcavernosa30327-RA	plut2.m8.9614.m1, plut2.m8.5383.m1, plut2.m8.21389.m1
OG0002229	Mcavernosa02157-RA, Mcavernosa02159-RA, Mcavernosa02156-RA	jamg1.model.Sc0000174.1
OG0002230	Mcavernosa11428-RA, Mcavernosa11429-RA, Mcavernosa25640-RA	plut2.m8.19100.m1
OG0002231	Mcavernosa11234-RA	plut2.m8.25825.m1, plut2.m8.25823.m1, plut2.m8.25824.m1
OG0002231	Mcavernosa11237-RA, Mcavernosa27749-RA, Mcavernosa29398-RA	plut2.m8.21524.m1, plut2.m8.29215.m1
OG0002232	Mcavernosa33135-RA, Mcavernosa20214-RA	plut2.m8.19009.m1
OG0002233	Mcavernosa34641-RA	jamg1.model.Sc0000005.191, jamg1.model.Sc0000005.195, jamg1.model.Sc0000005.194, jamg1.model.Sc0000005.193, jamg1.model.Sc0000005.182, jamg1.model.xfSc0000073.1, jamg1.model.Sc0000005.196
OG0002234	Mcavernosa21001-RA, Mcavernosa00937-RA	jamg1.model.Sc0000310.25, plut2.m8.18676.m1
OG0002236	Mcavernosa29139-RA, Mcavernosa27157-RA	jamg1.model.xfSc0000125.3, plut2.m8.29709.m1
OG0002237	Mcavernosa00728-RA, Mcavernosa00732-RA	plut2.m8.1683.m1
OG0002238	Mcavernosa30683-RA, Mcavernosa11730-RA, Mcavernosa11741-RA	plut2.m8.10270.m1
OG0002239	Mcavernosa24930-RA	plut2.m8.7931.m1, plut2.m8.7933.m1
OG0002240	Mcavernosa05416-RA, Mcavernosa05414-RA	plut2.m8.14722.m1
OG0002241	Mcavernosa28688-RA, Mcavernosa28690-RA	plut2.m8.8578.m1
OG0002242	Mcavernosa10935-RA	plut2.m8.16973.m1
OG0002242	Mcavernosa02744-RA, Mcavernosa02743-RA	plut2.m8.16972.m1
OG0002243	Mcavernosa11929-RA, Mcavernosa12263-RA, Mcavernosa12258-RA	plut2.m8.27324.m1
OG0002244	Mcavernosa15452-RA	plut2.m8.3013.m1
OG0002244	Mcavernosa15451-RA	plut2.m8.3012.m1
OG0002245	Mcavernosa29847-RA	plut2.m8.17520.m1
OG0002246	Mcavernosa01397-RA, Mcavernosa19744-RA, Mcavernosa21984-RA	plut2.m8.19952.m1
OG0002247	Mcavernosa29122-RA	jamg1.model.Sc0000104.5
OG0002248	Mcavernosa34175-RA, Mcavernosa34283-RA, Mcavernosa33203-RA	jamg1.model.Sc0000250.42, jamg1.model.Sc0000537.19, jamg1.model.Sc0000537.17
OG0002249	Mcavernosa11071-RA, Mcavernosa35206-RA, Mcavernosa33184-RA, Mcavernosa11065-RA	plut2.m8.16256.m1
OG0002250	Mcavernosa13776-RA	plut2.m8.18358.m1
OG0002251	Mcavernosa13791-RA	plut2.m8.30566.m1
OG0002251	Mcavernosa13787-RA	plut2.m8.30563.m1
OG0002252	Mcavernosa10213-RA, Mcavernosa10211-RA	plut2.m8.30016.m1
OG0002254	Mcavernosa10421-RA, Mcavernosa10422-RA	jamg1.model.Sc0000180.7, jamg1.model.Sc0000361.24, jamg1.model.Sc0000361.8, jamg1.model.Sc0000361.34, jamg1.model.xfSc0000118.7, jamg1.model.Sc0000180.8, jamg1.model.Sc0000180.9
OG0002256	Mcavernosa04167-RA, Mcavernosa35057-RA	plut2.m8.10307.m1
OG0002256	Mcavernosa04166-RA, Mcavernosa35058-RA, Mcavernosa04168-RA	plut2.m8.10308.m1
OG0002257	Mcavernosa06722-RA	plut2.m8.17050.m1
OG0002258	Mcavernosa09315-RA	plut2.m8.29958.m1
OG0002258	Mcavernosa09316-RA	plut2.m8.29956.m1, plut2.m8.29957.m1
OG0002259	Mcavernosa30014-RA	plut2.m8.19790.m1
OG0002259	Mcavernosa30013-RA	plut2.m8.18889.m1, plut2.m8.19810.m1, plut2.m8.14769.m1, plut2.m8.19791.m1, plut2.m8.25451.m1, plut2.m8.15743.m1
OG0002260	Mcavernosa05800-RA	jamg1.model.Sc0000156.7
OG0002261	Mcavernosa09289-RA, Mcavernosa14361-RA, Mcavernosa14355-RA, Mcavernosa14372-RA	plut2.m8.8332.m1
OG0002262	Mcavernosa08251-RA	plut2.m8.4279.m1
OG0002262	Mcavernosa16530-RA	plut2.m8.10478.m1
OG0002264	Mcavernosa15280-RA	jamg1.model.Sc0000014.74
OG0002265	Mcavernosa21183-RA	plut2.m8.15846.m1
OG0002266	Mcavernosa13592-RA	plut2.m8.6486.m1
OG0002266	Mcavernosa34943-RA	plut2.m8.6492.m1
OG0002268	Mcavernosa25791-RA, Mcavernosa01278-RA, Mcavernosa01277-RA	plut2.m8.1772.m1
OG0002269	Mcavernosa13917-RA	plut2.m8.17111.m1
OG0002270	Mcavernosa22316-RA	plut2.m8.22221.m1
OG0002271	Mcavernosa03464-RA	jamg1.model.Sc0000037.16
OG0002272	Mcavernosa02668-RA	plut2.m8.12144.m1
