Orthogroup	Montipora_capitata_HIv2.genes.pep	Mcavernosa.maker.proteins
OG0001860	Montipora_capitata_PredGene_g809.t1	Mcavernosa00144-RA
OG0001862	Montipora_capitata_PredGene_g62849.t1	Mcavernosa10231-RA
OG0001863	Montipora_capitata_PredGene_g67644.t1	Mcavernosa11389-RA
OG0001863	Montipora_capitata_PredGene_g67643.t1	Mcavernosa11390-RA
OG0001865	Montipora_capitata_PredGene_g59978.t1	Mcavernosa26470-RA
OG0001865	Montipora_capitata_PredGene_g59981.t1	Mcavernosa26475-RA
OG0001866	Montipora_capitata_PredGene_g6341.t1, Montipora_capitata_PredGene_g6343.t1	Mcavernosa21749-RA, Mcavernosa21748-RA
OG0001867	Montipora_capitata_PredGene_g61846.t1	Mcavernosa11616-RA, Mcavernosa23638-RA, Mcavernosa14124-RA
OG0001868	Montipora_capitata_PredGene_g52632.t1, Montipora_capitata_PredGene_g52646.t1, Montipora_capitata_PredGene_g52647.t1	Mcavernosa11869-RA, Mcavernosa29386-RA
OG0001869	Montipora_capitata_PredGene_g44019.t1, Montipora_capitata_PredGene_g44020.t1	Mcavernosa31307-RA, Mcavernosa24570-RA
OG0001870	Montipora_capitata_PredGene_g21595.t1	Mcavernosa04407-RA
OG0001873	Montipora_capitata_PredGene_adi2mcaRNA15808_R0.t1	Mcavernosa13369-RA, Mcavernosa13371-RA, Mcavernosa13370-RA, Mcavernosa33842-RA
OG0001874	Montipora_capitata_PredGene_adi2mcaRNA31290_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA31290_R2.t1, Montipora_capitata_PredGene_g24378.t1, Montipora_capitata_PredGene_adi2mcaRNA31288_R3.t1	Mcavernosa26368-RA
OG0001875	Montipora_capitata_PredGene_g52507.t1, Montipora_capitata_PredGene_g52493.t1	Mcavernosa19919-RA
OG0001876	Montipora_capitata_PredGene_g48124.t1	Mcavernosa25486-RA, Mcavernosa22216-RA, Mcavernosa22217-RA
OG0001878	Montipora_capitata_PredGene_g31109.t1	Mcavernosa12650-RA
OG0001878	Montipora_capitata_PredGene_g58107.t1, Montipora_capitata_PredGene_g33211.t1	Mcavernosa12649-RA
OG0001879	Montipora_capitata_PredGene_adi2mcaRNA32319_R2.t1, Montipora_capitata_PredGene_g60476.t1, Montipora_capitata_PredGene_g30507.t1	Mcavernosa04227-RA
OG0001880	Montipora_capitata_PredGene_g27420.t1	Mcavernosa06181-RA
OG0001882	Montipora_capitata_PredGene_g32203.t1	Mcavernosa11518-RA, Mcavernosa11519-RA, Mcavernosa30317-RA, Mcavernosa11520-RA
OG0001883	Montipora_capitata_PredGene_g34849.t1, Montipora_capitata_PredGene_adi2mcaRNA8626_R2.t1	Mcavernosa14430-RA, Mcavernosa14431-RA
OG0001884	Montipora_capitata_PredGene_g25633.t1	Mcavernosa30872-RA
OG0001887	Montipora_capitata_PredGene_g61586.t1	Mcavernosa14314-RA
OG0001888	Montipora_capitata_PredGene_adi2mcaRNA15493_R0.t1	Mcavernosa27485-RA, Mcavernosa17422-RA
OG0001889	Montipora_capitata_PredGene_adi2mcaRNA37957_R5.t1, Montipora_capitata_PredGene_g8378.t1, Montipora_capitata_PredGene_g8381.t1	Mcavernosa24525-RA, Mcavernosa27033-RA, Mcavernosa30046-RA
OG0001890	Montipora_capitata_PredGene_g9668.t1	Mcavernosa19842-RA, Mcavernosa18195-RA, Mcavernosa06326-RA
OG0001892	Montipora_capitata_PredGene_g23212.t1, Montipora_capitata_PredGene_g23225.t1	Mcavernosa15095-RA, Mcavernosa15097-RA
OG0001892	Montipora_capitata_PredGene_g23226.t1	Mcavernosa15098-RA
OG0001893	Montipora_capitata_PredGene_g69400.t1, Montipora_capitata_PredGene_g5218.t1	Mcavernosa08891-RA, Mcavernosa07540-RA
OG0001894	Montipora_capitata_PredGene_g35000.t1	Mcavernosa08665-RA, Mcavernosa08668-RA
OG0001895	Montipora_capitata_PredGene_g36449.t1	Mcavernosa06944-RA, Mcavernosa08619-RA
OG0001898	Montipora_capitata_PredGene_g24398.t1	Mcavernosa26364-RA, Mcavernosa26359-RA, Mcavernosa26366-RA
OG0001900	Montipora_capitata_PredGene_g4715.t1	Mcavernosa12898-RA, Mcavernosa12876-RA, Mcavernosa12884-RA
OG0001901	Montipora_capitata_PredGene_g67735.t1, Montipora_capitata_PredGene_g47481.t1, Montipora_capitata_PredGene_adi2mcaRNA9470_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA31667_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA9470_R1.t1	Mcavernosa03025-RA
OG0001905	Montipora_capitata_PredGene_g58389.t1	Mcavernosa03082-RA
OG0001905	Montipora_capitata_PredGene_adi2mcaRNA27496_R0.t1	Mcavernosa03080-RA
OG0001906	Montipora_capitata_PredGene_g3447.t1	Mcavernosa20622-RA, Mcavernosa20623-RA
OG0001908	Montipora_capitata_PredGene_g25712.t1, Montipora_capitata_PredGene_g66354.t1, Montipora_capitata_PredGene_g14720.t1	Mcavernosa30730-RA
OG0001909	Montipora_capitata_PredGene_g26242.t1	Mcavernosa06200-RA
OG0001910	Montipora_capitata_PredGene_g71140.t1	Mcavernosa11271-RA, Mcavernosa11273-RA
OG0001911	Montipora_capitata_PredGene_g43830.t1	Mcavernosa25093-RA
OG0001912	Montipora_capitata_PredGene_g33369.t1	Mcavernosa12124-RA, Mcavernosa12118-RA, Mcavernosa12117-RA
OG0001914	Montipora_capitata_PredGene_g64416.t1	Mcavernosa04107-RA
OG0001915	Montipora_capitata_PredGene_g40292.t1	Mcavernosa04090-RA
OG0001917	Montipora_capitata_PredGene_g58699.t1, Montipora_capitata_PredGene_g69174.t1, Montipora_capitata_PredGene_g50003.t1, Montipora_capitata_PredGene_g69530.t1	Mcavernosa28272-RA
OG0001921	Montipora_capitata_PredGene_g15968.t1	Mcavernosa33639-RA
OG0001922	Montipora_capitata_PredGene_adi2mcaRNA22012_R0.t1	Mcavernosa01180-RA
OG0001923	Montipora_capitata_PredGene_g61102.t1	Mcavernosa08265-RA
OG0001925	Montipora_capitata_PredGene_g30039.t1, Montipora_capitata_PredGene_g30036.t1	Mcavernosa28109-RA
OG0001927	Montipora_capitata_PredGene_g4370.t1, Montipora_capitata_PredGene_g4379.t1	Mcavernosa24396-RA, Mcavernosa24387-RA, Mcavernosa24395-RA
OG0001929	Montipora_capitata_PredGene_adi2mcaRNA652_R0.t1	Mcavernosa17982-RA
OG0001930	Montipora_capitata_PredGene_g29301.t1	Mcavernosa19103-RA
OG0001931	Montipora_capitata_PredGene_g10291.t1	Mcavernosa28327-RA
OG0001931	Montipora_capitata_PredGene_g10290.t1	Mcavernosa28326-RA
OG0001933	Montipora_capitata_PredGene_adi2mcaRNA20944_R1.t1	Mcavernosa29605-RA
OG0001933	Montipora_capitata_PredGene_g29672.t1	Mcavernosa21696-RA
OG0001934	Montipora_capitata_PredGene_g6767.t1	Mcavernosa26235-RA
OG0001935	Montipora_capitata_PredGene_g57296.t1	Mcavernosa11984-RA, Mcavernosa11983-RA
OG0001935	Montipora_capitata_PredGene_g57297.t1	Mcavernosa11985-RA
OG0001937	Montipora_capitata_PredGene_g37071.t1	Mcavernosa14582-RA
OG0001938	Montipora_capitata_PredGene_g45842.t1	Mcavernosa16450-RA
OG0001940	Montipora_capitata_PredGene_adi2mcaRNA23039_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA23040_R0.t1	Mcavernosa16421-RA
OG0001941	Montipora_capitata_PredGene_adi2mcaRNA4183_R1.t1	Mcavernosa24398-RA
OG0001942	Montipora_capitata_PredGene_g25223.t1	Mcavernosa16324-RA
OG0001943	Montipora_capitata_PredGene_g39882.t1	Mcavernosa07914-RA, Mcavernosa07907-RA, Mcavernosa07910-RA, Mcavernosa19271-RA
OG0001943	Montipora_capitata_PredGene_g35059.t1	Mcavernosa07908-RA
OG0001944	Montipora_capitata_PredGene_g13678.t1, Montipora_capitata_PredGene_g13685.t1, Montipora_capitata_PredGene_g10549.t1, Montipora_capitata_PredGene_adi2mcaRNA40539_R1.t1, Montipora_capitata_PredGene_g5498.t1, Montipora_capitata_PredGene_g44472.t1, Montipora_capitata_PredGene_g67497.t1	Mcavernosa24892-RA
OG0001945	Montipora_capitata_PredGene_g36420.t1, Montipora_capitata_PredGene_g36408.t1	Mcavernosa25297-RA, Mcavernosa14630-RA, Mcavernosa30868-RA
OG0001949	Montipora_capitata_PredGene_g39926.t1	Mcavernosa31505-RA
OG0001949	Montipora_capitata_PredGene_g39924.t1	Mcavernosa22415-RA
OG0001950	Montipora_capitata_PredGene_g48218.t1, Montipora_capitata_PredGene_g35145.t1, Montipora_capitata_PredGene_g29286.t1	Mcavernosa02895-RA
OG0001951	Montipora_capitata_PredGene_adi2mcaRNA32303_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA32303_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA32303_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA32303_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA32303_R6.t1, Montipora_capitata_PredGene_g16825.t1	Mcavernosa13995-RA
OG0001955	Montipora_capitata_PredGene_adi2mcaRNA30898_R0.t1	Mcavernosa24857-RA, Mcavernosa24862-RA
OG0001956	Montipora_capitata_PredGene_g45208.t1	Mcavernosa22618-RA, Mcavernosa22620-RA
OG0001957	Montipora_capitata_PredGene_g28151.t1	Mcavernosa29968-RA, Mcavernosa29974-RA, Mcavernosa26655-RA, Mcavernosa26657-RA, Mcavernosa29969-RA
OG0001958	Montipora_capitata_PredGene_g54892.t1, Montipora_capitata_PredGene_g54893.t1, Montipora_capitata_PredGene_g54894.t1, Montipora_capitata_PredGene_g54895.t1	Mcavernosa21075-RA, Mcavernosa05602-RA, Mcavernosa31995-RA
OG0001961	Montipora_capitata_PredGene_g69492.t1	Mcavernosa11437-RA
OG0001961	Montipora_capitata_PredGene_adi2mcaRNA15660_R2.t1	Mcavernosa00424-RA
OG0001962	Montipora_capitata_PredGene_g54968.t1	Mcavernosa20110-RA
OG0001963	Montipora_capitata_PredGene_g47409.t1	Mcavernosa23217-RA
OG0001963	Montipora_capitata_PredGene_g47410.t1	Mcavernosa23216-RA
OG0001965	Montipora_capitata_PredGene_g62471.t1, Montipora_capitata_PredGene_g62472.t1	Mcavernosa05715-RA, Mcavernosa05710-RA
OG0001966	Montipora_capitata_PredGene_g52751.t1	Mcavernosa23778-RA, Mcavernosa09246-RA, Mcavernosa29123-RA
OG0001967	Montipora_capitata_PredGene_g28220.t1	Mcavernosa24251-RA
OG0001969	Montipora_capitata_PredGene_g45211.t1	Mcavernosa22613-RA
OG0001970	Montipora_capitata_PredGene_g25331.t1, Montipora_capitata_PredGene_g25335.t1, Montipora_capitata_PredGene_adi2mcaRNA26840_R5.t1	Mcavernosa01460-RA, Mcavernosa01477-RA, Mcavernosa25569-RA
OG0001971	Montipora_capitata_PredGene_g53422.t1, Montipora_capitata_PredGene_g53418.t1	Mcavernosa04255-RA
OG0001973	Montipora_capitata_PredGene_g31847.t1	Mcavernosa10546-RA, Mcavernosa10547-RA, Mcavernosa33519-RA, Mcavernosa10549-RA, Mcavernosa00250-RA
OG0001974	Montipora_capitata_PredGene_g97.t1	Mcavernosa13563-RA, Mcavernosa13562-RA
OG0001975	Montipora_capitata_PredGene_g58487.t1	Mcavernosa10591-RA, Mcavernosa10592-RA, Mcavernosa10611-RA
OG0001976	Montipora_capitata_PredGene_g3995.t1, Montipora_capitata_PredGene_g3997.t1, Montipora_capitata_PredGene_g3991.t1, Montipora_capitata_PredGene_g3992.t1	Mcavernosa26061-RA
OG0001977	Montipora_capitata_PredGene_g66184.t1	Mcavernosa01634-RA
OG0001978	Montipora_capitata_PredGene_g15799.t1, Montipora_capitata_PredGene_g66638.t1, Montipora_capitata_PredGene_g25068.t1	Mcavernosa16707-RA, Mcavernosa32057-RA
OG0001981	Montipora_capitata_PredGene_g31905.t1	Mcavernosa20636-RA
OG0001982	Montipora_capitata_PredGene_g67068.t1	Mcavernosa29866-RA, Mcavernosa30004-RA
OG0001983	Montipora_capitata_PredGene_g21218.t1	Mcavernosa08435-RA
OG0001986	Montipora_capitata_PredGene_g45669.t1, Montipora_capitata_PredGene_g42529.t1, Montipora_capitata_PredGene_g51619.t1, Montipora_capitata_PredGene_g17126.t1, Montipora_capitata_PredGene_g6310.t1, Montipora_capitata_PredGene_g17876.t1, Montipora_capitata_PredGene_g27127.t1, Montipora_capitata_PredGene_g42530.t1	Mcavernosa22837-RA, Mcavernosa32076-RA, Mcavernosa34439-RA
OG0001987	Montipora_capitata_PredGene_g41786.t1	Mcavernosa01001-RA
OG0001987	Montipora_capitata_PredGene_g41789.t1, Montipora_capitata_PredGene_g41788.t1	Mcavernosa01002-RA
OG0001989	Montipora_capitata_PredGene_g60904.t1	Mcavernosa08093-RA, Mcavernosa27725-RA, Mcavernosa08092-RA
OG0001990	Montipora_capitata_PredGene_g55176.t1	Mcavernosa15929-RA
OG0001991	Montipora_capitata_PredGene_g37415.t1	Mcavernosa17119-RA
OG0001993	Montipora_capitata_PredGene_g51542.t1, Montipora_capitata_PredGene_g51544.t1, Montipora_capitata_PredGene_g51546.t1	Mcavernosa34942-RA, Mcavernosa13593-RA
OG0001995	Montipora_capitata_PredGene_g54495.t1	Mcavernosa17227-RA
OG0001996	Montipora_capitata_PredGene_g49834.t1, Montipora_capitata_PredGene_g49679.t1	Mcavernosa10326-RA, Mcavernosa34955-RA
OG0001996	Montipora_capitata_PredGene_g49684.t1	Mcavernosa16192-RA, Mcavernosa22996-RA
OG0001997	Montipora_capitata_PredGene_g7485.t1	Mcavernosa33262-RA, Mcavernosa23324-RA, Mcavernosa26172-RA
OG0001999	Montipora_capitata_PredGene_g9521.t1, Montipora_capitata_PredGene_g35441.t1	Mcavernosa18831-RA
OG0002002	Montipora_capitata_PredGene_adi2mcaRNA32847_R1.t1	Mcavernosa00027-RA, Mcavernosa26178-RA
OG0002002	Montipora_capitata_PredGene_adi2mcaRNA32848_R0.t1	Mcavernosa11870-RA, Mcavernosa00028-RA, Mcavernosa09512-RA, Mcavernosa24304-RA
OG0002003	Montipora_capitata_PredGene_adi2mcaRNA5099_R0.t1	Mcavernosa32273-RA, Mcavernosa32275-RA, Mcavernosa32267-RA
OG0002004	Montipora_capitata_PredGene_adi2mcaRNA18163_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA12577_R0.t1	Mcavernosa12868-RA
OG0002005	Montipora_capitata_PredGene_g29900.t1	Mcavernosa31430-RA
OG0002007	Montipora_capitata_PredGene_g27639.t1	Mcavernosa22148-RA, Mcavernosa22146-RA, Mcavernosa22147-RA
OG0002008	Montipora_capitata_PredGene_g59083.t1	Mcavernosa17710-RA, Mcavernosa17714-RA
OG0002009	Montipora_capitata_PredGene_adi2mcaRNA9801_R0.t1	Mcavernosa31829-RA
OG0002010	Montipora_capitata_PredGene_g67322.t1	Mcavernosa06886-RA, Mcavernosa26756-RA, Mcavernosa06760-RA, Mcavernosa33813-RA, Mcavernosa14963-RA
OG0002011	Montipora_capitata_PredGene_adi2mcaRNA29116_R1.t1, Montipora_capitata_PredGene_g17512.t1, Montipora_capitata_PredGene_g30313.t1	Mcavernosa12022-RA, Mcavernosa28732-RA, Mcavernosa12023-RA, Mcavernosa28731-RA, Mcavernosa28729-RA
OG0002012	Montipora_capitata_PredGene_g13688.t1	Mcavernosa17856-RA, Mcavernosa33919-RA, Mcavernosa31783-RA
OG0002013	Montipora_capitata_PredGene_g15120.t1	Mcavernosa20863-RA
OG0002013	Montipora_capitata_PredGene_adi2mcaRNA4893_R1.t1	Mcavernosa34517-RA
OG0002014	Montipora_capitata_PredGene_g41191.t1	Mcavernosa17373-RA
OG0002016	Montipora_capitata_PredGene_g22.t1	Mcavernosa25716-RA
OG0002017	Montipora_capitata_PredGene_adi2mcaRNA26405_R0.t1	Mcavernosa15876-RA, Mcavernosa34868-RA
OG0002019	Montipora_capitata_PredGene_g66331.t1	Mcavernosa16377-RA
OG0002019	Montipora_capitata_PredGene_g66332.t1	Mcavernosa16378-RA
OG0002021	Montipora_capitata_PredGene_adi2mcaRNA18532_R1.t1	Mcavernosa15600-RA
OG0002021	Montipora_capitata_PredGene_adi2mcaRNA18532_R2.t1	Mcavernosa15598-RA
OG0002022	Montipora_capitata_PredGene_g67398.t1	Mcavernosa02236-RA
OG0002023	Montipora_capitata_PredGene_g54038.t1	Mcavernosa29648-RA, Mcavernosa17883-RA
OG0002024	Montipora_capitata_PredGene_g49138.t1	Mcavernosa05482-RA
OG0002024	Montipora_capitata_PredGene_g4270.t1	Mcavernosa30152-RA
OG0002026	Montipora_capitata_PredGene_g50691.t1, Montipora_capitata_PredGene_g10657.t1	Mcavernosa08069-RA
OG0002027	Montipora_capitata_PredGene_adi2mcaRNA9781_R1.t1	Mcavernosa06871-RA
OG0002028	Montipora_capitata_PredGene_adi2mcaRNA9790_R0.t1	Mcavernosa31837-RA, Mcavernosa16544-RA, Mcavernosa31836-RA
OG0002029	Montipora_capitata_PredGene_g2183.t1	Mcavernosa25914-RA
OG0002032	Montipora_capitata_PredGene_adi2mcaRNA28217_R0.t1	Mcavernosa04642-RA, Mcavernosa04658-RA
OG0002033	Montipora_capitata_PredGene_g13707.t1	Mcavernosa31161-RA
OG0002033	Montipora_capitata_PredGene_g48130.t1	Mcavernosa31159-RA
OG0002034	Montipora_capitata_PredGene_adi2mcaRNA18782_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA18782_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA18782_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA18782_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA18782_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA18782_R3.t1, Montipora_capitata_PredGene_g42681.t1, Montipora_capitata_PredGene_g45416.t1	Mcavernosa19213-RA
OG0002035	Montipora_capitata_PredGene_adi2mcaRNA23601_R0.t1	Mcavernosa13675-RA, Mcavernosa13682-RA, Mcavernosa13681-RA
OG0002036	Montipora_capitata_PredGene_g70519.t1	Mcavernosa10638-RA
OG0002037	Montipora_capitata_PredGene_adi2mcaRNA26067_R0.t1	Mcavernosa07792-RA
OG0002038	Montipora_capitata_PredGene_g13958.t1	Mcavernosa13182-RA
OG0002039	Montipora_capitata_PredGene_g27072.t1, Montipora_capitata_PredGene_g27065.t1	Mcavernosa02794-RA
OG0002039	Montipora_capitata_PredGene_g69593.t1	Mcavernosa02793-RA
OG0002040	Montipora_capitata_PredGene_g59831.t1, Montipora_capitata_PredGene_g6851.t1	Mcavernosa12307-RA
OG0002040	Montipora_capitata_PredGene_adi2mcaRNA33044_R1.t1, Montipora_capitata_PredGene_g6852.t1	Mcavernosa12308-RA
OG0002041	Montipora_capitata_PredGene_g24858.t1, Montipora_capitata_PredGene_g64519.t1, Montipora_capitata_PredGene_g46109.t1, Montipora_capitata_PredGene_g63875.t1, Montipora_capitata_PredGene_g23906.t1, Montipora_capitata_PredGene_g35884.t1, Montipora_capitata_PredGene_g9995.t1	Mcavernosa21444-RA
OG0002042	Montipora_capitata_PredGene_g59969.t1, Montipora_capitata_PredGene_g59970.t1	Mcavernosa15858-RA, Mcavernosa23209-RA, Mcavernosa29271-RA, Mcavernosa34104-RA, Mcavernosa32615-RA
OG0002046	Montipora_capitata_PredGene_g53594.t1	Mcavernosa04848-RA, Mcavernosa04852-RA
OG0002046	Montipora_capitata_PredGene_g21436.t1	Mcavernosa04846-RA
OG0002047	Montipora_capitata_PredGene_g26716.t1	Mcavernosa03681-RA
OG0002048	Montipora_capitata_PredGene_g7862.t1	Mcavernosa26206-RA, Mcavernosa26207-RA
OG0002051	Montipora_capitata_PredGene_g43606.t1	Mcavernosa02238-RA
OG0002052	Montipora_capitata_PredGene_g47178.t1, Montipora_capitata_PredGene_g47173.t1, Montipora_capitata_PredGene_g47170.t1, Montipora_capitata_PredGene_g47172.t1, Montipora_capitata_PredGene_g47169.t1, Montipora_capitata_PredGene_g47175.t1	Mcavernosa16951-RA
OG0002054	Montipora_capitata_PredGene_g37591.t1	Mcavernosa25648-RA, Mcavernosa25649-RA
OG0002055	Montipora_capitata_PredGene_g57791.t1, Montipora_capitata_PredGene_g57780.t1, Montipora_capitata_PredGene_g57778.t1	Mcavernosa12741-RA, Mcavernosa32196-RA, Mcavernosa12742-RA
OG0002056	Montipora_capitata_PredGene_adi2mcaRNA32897_R0.t1	Mcavernosa29524-RA
OG0002057	Montipora_capitata_PredGene_g22452.t1, Montipora_capitata_PredGene_g22454.t1, Montipora_capitata_PredGene_g22451.t1	Mcavernosa17018-RA
OG0002060	Montipora_capitata_PredGene_g33824.t1, Montipora_capitata_PredGene_g55657.t1, Montipora_capitata_PredGene_g51734.t1, Montipora_capitata_PredGene_g36394.t1, Montipora_capitata_PredGene_g26255.t1, Montipora_capitata_PredGene_g62617.t1, Montipora_capitata_PredGene_g8220.t1, Montipora_capitata_PredGene_g59599.t1, Montipora_capitata_PredGene_g60503.t1, Montipora_capitata_PredGene_g32707.t1, Montipora_capitata_PredGene_g15857.t1, Montipora_capitata_PredGene_g34047.t1	Mcavernosa34274-RA
OG0002061	Montipora_capitata_PredGene_adi2mcaRNA36911_R0.t1	Mcavernosa26472-RA, Mcavernosa00317-RA
OG0002061	Montipora_capitata_PredGene_adi2mcaRNA36908_R0.t1	Mcavernosa00316-RA
OG0002064	Montipora_capitata_PredGene_g59483.t1	Mcavernosa16967-RA
OG0002066	Montipora_capitata_PredGene_g23731.t1	Mcavernosa03863-RA
OG0002072	Montipora_capitata_PredGene_g37345.t1	Mcavernosa17143-RA
OG0002072	Montipora_capitata_PredGene_g28596.t1	Mcavernosa17129-RA, Mcavernosa17131-RA
OG0002075	Montipora_capitata_PredGene_g6983.t1	Mcavernosa29429-RA
OG0002077	Montipora_capitata_PredGene_g4447.t1	Mcavernosa03431-RA, Mcavernosa21253-RA
OG0002077	Montipora_capitata_PredGene_g60600.t1, Montipora_capitata_PredGene_g4448.t1, Montipora_capitata_PredGene_g56646.t1	Mcavernosa33731-RA, Mcavernosa21254-RA, Mcavernosa21252-RA, Mcavernosa17761-RA, Mcavernosa21248-RA, Mcavernosa03427-RA
OG0002078	Montipora_capitata_PredGene_g58952.t1	Mcavernosa34145-RA
OG0002079	Montipora_capitata_PredGene_g26568.t1	Mcavernosa18139-RA, Mcavernosa19500-RA, Mcavernosa10256-RA, Mcavernosa10253-RA, Mcavernosa10284-RA, Mcavernosa10285-RA
OG0002082	Montipora_capitata_PredGene_g53909.t1	Mcavernosa27415-RA
OG0002082	Montipora_capitata_PredGene_g9035.t1	Mcavernosa33543-RA
OG0002083	Montipora_capitata_PredGene_g50925.t1	Mcavernosa27566-RA
OG0002084	Montipora_capitata_PredGene_g11428.t1, Montipora_capitata_PredGene_g11438.t1, Montipora_capitata_PredGene_g51215.t1, Montipora_capitata_PredGene_g51217.t1, Montipora_capitata_PredGene_g11437.t1	Mcavernosa33691-RA, Mcavernosa06441-RA, Mcavernosa34144-RA, Mcavernosa07312-RA, Mcavernosa27630-RA
OG0002088	Montipora_capitata_PredGene_g38993.t1, Montipora_capitata_PredGene_g38995.t1	Mcavernosa20560-RA
OG0002090	Montipora_capitata_PredGene_g32207.t1, Montipora_capitata_PredGene_g32210.t1, Montipora_capitata_PredGene_g32212.t1	Mcavernosa19172-RA
OG0002091	Montipora_capitata_PredGene_g36924.t1, Montipora_capitata_PredGene_g2511.t1, Montipora_capitata_PredGene_g2516.t1	Mcavernosa27856-RA
OG0002101	Montipora_capitata_PredGene_g30497.t1	Mcavernosa34774-RA
OG0002102	Montipora_capitata_PredGene_g7130.t1	Mcavernosa31172-RA
OG0002104	Montipora_capitata_PredGene_g12066.t1	Mcavernosa10393-RA
OG0002104	Montipora_capitata_PredGene_g61686.t1	Mcavernosa10389-RA, Mcavernosa10392-RA
OG0002105	Montipora_capitata_PredGene_g41384.t1, Montipora_capitata_PredGene_g27803.t1, Montipora_capitata_PredGene_g27802.t1, Montipora_capitata_PredGene_g41383.t1, Montipora_capitata_PredGene_g41387.t1, Montipora_capitata_PredGene_g41380.t1	Mcavernosa29754-RA
OG0002106	Montipora_capitata_PredGene_g64788.t1, Montipora_capitata_PredGene_g64790.t1, Montipora_capitata_PredGene_g65414.t1	Mcavernosa18535-RA
OG0002106	Montipora_capitata_PredGene_adi2mcaRNA4389_R4.t1	Mcavernosa18534-RA
OG0002107	Montipora_capitata_PredGene_g35261.t1	Mcavernosa11190-RA, Mcavernosa11187-RA
OG0002110	Montipora_capitata_PredGene_g53048.t1	Mcavernosa21861-RA, Mcavernosa07642-RA
OG0002110	Montipora_capitata_PredGene_g10427.t1	Mcavernosa35103-RA
OG0002111	Montipora_capitata_PredGene_g69955.t1, Montipora_capitata_PredGene_g39072.t1, Montipora_capitata_PredGene_adi2mcaRNA16955_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA6326_R8.t1	Mcavernosa15846-RA
OG0002112	Montipora_capitata_PredGene_g8199.t1	Mcavernosa16497-RA, Mcavernosa13913-RA
OG0002113	Montipora_capitata_PredGene_g64704.t1	Mcavernosa21017-RA
OG0002114	Montipora_capitata_PredGene_g59235.t1, Montipora_capitata_PredGene_g27594.t1	Mcavernosa10058-RA
OG0002115	Montipora_capitata_PredGene_g66197.t1, Montipora_capitata_PredGene_g10796.t1	Mcavernosa02136-RA
OG0002115	Montipora_capitata_PredGene_g19846.t1, Montipora_capitata_PredGene_g19855.t1, Montipora_capitata_PredGene_g53927.t1, Montipora_capitata_PredGene_g53914.t1, Montipora_capitata_PredGene_g19859.t1, Montipora_capitata_PredGene_g11390.t1, Montipora_capitata_PredGene_g27550.t1	Mcavernosa30506-RA
