Orthogroup	Montipora_capitata_HIv2.genes.pep	GCF_002042975.1_ofav_dov_v1_protein
OG0000677	Montipora_capitata_PredGene_g5983.t1, Montipora_capitata_PredGene_g68476.t1, Montipora_capitata_PredGene_g19660.t1, Montipora_capitata_PredGene_g52049.t1, Montipora_capitata_PredGene_g60507.t1, Montipora_capitata_PredGene_g20297.t1, Montipora_capitata_PredGene_g20299.t1, Montipora_capitata_PredGene_g41445.t1, Montipora_capitata_PredGene_g39454.t1, Montipora_capitata_PredGene_g53061.t1, Montipora_capitata_PredGene_g6227.t1, Montipora_capitata_PredGene_g49115.t1, Montipora_capitata_PredGene_g69851.t1, Montipora_capitata_PredGene_g36400.t1, Montipora_capitata_PredGene_g29500.t1, Montipora_capitata_PredGene_g20846.t1, Montipora_capitata_PredGene_g1602.t1, Montipora_capitata_PredGene_g31348.t1, Montipora_capitata_PredGene_g38666.t1, Montipora_capitata_PredGene_g62225.t1, Montipora_capitata_PredGene_g30843.t1, Montipora_capitata_PredGene_g28393.t1	XP_020620354.1
OG0000678	Montipora_capitata_PredGene_g55581.t1	XP_020610252.1, XP_020610249.1, XP_020610251.1, XP_020626208.1, XP_020626209.1, XP_020626206.1, XP_020626207.1, XP_020626210.1
OG0000678	Montipora_capitata_PredGene_g44577.t1, Montipora_capitata_PredGene_g3424.t1	XP_020630824.1, XP_020630807.1, XP_020630809.1, XP_020630808.1
OG0000679	Montipora_capitata_PredGene_adi2mcaRNA8847_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA36659_R0.t1, Montipora_capitata_PredGene_g68157.t1	XP_020618338.1
OG0000679	Montipora_capitata_PredGene_g36668.t1, Montipora_capitata_PredGene_g44673.t1, Montipora_capitata_PredGene_g44674.t1	XP_020614039.1, XP_020602981.1, XP_020602979.1
OG0000680	Montipora_capitata_PredGene_adi2mcaRNA9101_R5.t1	XP_020624132.1, XP_020624133.1, XP_020602186.1
OG0000681	Montipora_capitata_PredGene_adi2mcaRNA22110_R9.t1, Montipora_capitata_PredGene_g19077.t1, Montipora_capitata_PredGene_g20604.t1, Montipora_capitata_PredGene_g23975.t1, Montipora_capitata_PredGene_adi2mcaRNA27805_R8.t1, Montipora_capitata_PredGene_g16509.t1, Montipora_capitata_PredGene_g16641.t1, Montipora_capitata_PredGene_adi2mcaRNA22111_R9.t1, Montipora_capitata_PredGene_g9283.t1	XP_020629609.1, XP_020627717.1, XP_020627718.1, XP_020612463.1, XP_020612462.1, XP_020612461.1, XP_020606537.1, XP_020606534.1
OG0000682	Montipora_capitata_PredGene_g12390.t1	XP_020618103.1, XP_020630398.1, XP_020630412.1
OG0000683	Montipora_capitata_PredGene_g65202.t1	XP_020618073.1
OG0000683	Montipora_capitata_PredGene_adi2mcaRNA30829_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA30829_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA30829_R1.t1, Montipora_capitata_PredGene_g64877.t1, Montipora_capitata_PredGene_g30247.t1, Montipora_capitata_PredGene_g70408.t1, Montipora_capitata_PredGene_g50140.t1, Montipora_capitata_PredGene_g52904.t1, Montipora_capitata_PredGene_g40738.t1, Montipora_capitata_PredGene_g50138.t1	XP_020620430.1
OG0000683	Montipora_capitata_PredGene_g40737.t1, Montipora_capitata_PredGene_g50478.t1, Montipora_capitata_PredGene_adi2mcaRNA6051_R0.t1	XP_020620757.1
OG0000687	Montipora_capitata_PredGene_g48829.t1, Montipora_capitata_PredGene_g13412.t1, Montipora_capitata_PredGene_g11827.t1, Montipora_capitata_PredGene_g13413.t1	XP_020605683.1, XP_020626019.1
OG0000688	Montipora_capitata_PredGene_g62495.t1, Montipora_capitata_PredGene_g63068.t1, Montipora_capitata_PredGene_adi2mcaRNA12907_R3.t1, Montipora_capitata_PredGene_g63072.t1, Montipora_capitata_PredGene_g30126.t1, Montipora_capitata_PredGene_g30125.t1, Montipora_capitata_PredGene_g63075.t1, Montipora_capitata_PredGene_g63079.t1, Montipora_capitata_PredGene_g63078.t1	XP_020607529.1, XP_020607502.1, XP_020607497.1, XP_020607496.1
OG0000689	Montipora_capitata_PredGene_g58589.t1	XP_020603222.1, XP_020603221.1, XP_020603220.1, XP_020603223.1, XP_020603215.1, XP_020603217.1, XP_020603218.1, XP_020603219.1
OG0000689	Montipora_capitata_PredGene_g58590.t1	XP_020603226.1
OG0000691	Montipora_capitata_PredGene_g61406.t1, Montipora_capitata_PredGene_g51925.t1, Montipora_capitata_PredGene_g35702.t1, Montipora_capitata_PredGene_g21195.t1, Montipora_capitata_PredGene_g34883.t1	XP_020604001.1
OG0000693	Montipora_capitata_PredGene_g11057.t1	XP_020603305.1
OG0000694	Montipora_capitata_PredGene_adi2mcaRNA38247_R2.t1, Montipora_capitata_PredGene_g38638.t1	XP_020607854.1, XP_020607890.1
OG0000695	Montipora_capitata_PredGene_g45305.t1	XP_020607681.1, XP_020607267.1
OG0000698	Montipora_capitata_PredGene_g39605.t1, Montipora_capitata_PredGene_adi2mcaRNA11548_R0.t1	XP_020618007.1
OG0000700	Montipora_capitata_PredGene_g16178.t1	XP_020603339.1
OG0000700	Montipora_capitata_PredGene_g16177.t1	XP_020603389.1, XP_020603368.1, XP_020605510.1, XP_020605509.1, XP_020603384.1
OG0000701	Montipora_capitata_PredGene_g33772.t1, Montipora_capitata_PredGene_g42219.t1	XP_020603734.1
OG0000703	Montipora_capitata_PredGene_g45093.t1, Montipora_capitata_PredGene_g8892.t1, Montipora_capitata_PredGene_g66060.t1, Montipora_capitata_PredGene_g23186.t1, Montipora_capitata_PredGene_g12893.t1, Montipora_capitata_PredGene_g71492.t1, Montipora_capitata_PredGene_g10308.t1, Montipora_capitata_PredGene_g50227.t1, Montipora_capitata_PredGene_g65572.t1, Montipora_capitata_PredGene_g41648.t1	XP_020607349.1
OG0000704	Montipora_capitata_PredGene_adi2mcaRNA15585_R8.t1, Montipora_capitata_PredGene_g27525.t1, Montipora_capitata_PredGene_g45570.t1, Montipora_capitata_PredGene_g22980.t1, Montipora_capitata_PredGene_g9229.t1, Montipora_capitata_PredGene_g18256.t1, Montipora_capitata_PredGene_g59132.t1, Montipora_capitata_PredGene_g12713.t1, Montipora_capitata_PredGene_g6918.t1, Montipora_capitata_PredGene_g14227.t1, Montipora_capitata_PredGene_g61250.t1, Montipora_capitata_PredGene_g38746.t1, Montipora_capitata_PredGene_g35620.t1, Montipora_capitata_PredGene_g3645.t1, Montipora_capitata_PredGene_g55915.t1, Montipora_capitata_PredGene_g55884.t1, Montipora_capitata_PredGene_g70085.t1, Montipora_capitata_PredGene_g21567.t1, Montipora_capitata_PredGene_g66607.t1	XP_020601409.1
OG0000705	Montipora_capitata_PredGene_g38453.t1	XP_020623766.1, XP_020623765.1
OG0000707	Montipora_capitata_PredGene_g28951.t1, Montipora_capitata_PredGene_g28971.t1, Montipora_capitata_PredGene_g28973.t1, Montipora_capitata_PredGene_g45289.t1, Montipora_capitata_PredGene_g28954.t1, Montipora_capitata_PredGene_g28970.t1, Montipora_capitata_PredGene_g28968.t1, Montipora_capitata_PredGene_g28966.t1, Montipora_capitata_PredGene_g28969.t1, Montipora_capitata_PredGene_g28945.t1, Montipora_capitata_PredGene_g28947.t1	XP_020626850.1
OG0000708	Montipora_capitata_PredGene_g27418.t1	XP_020627228.1
OG0000709	Montipora_capitata_PredGene_adi2mcaRNA36397_R0.t1	XP_020618113.1
OG0000710	Montipora_capitata_PredGene_g38898.t1, Montipora_capitata_PredGene_g55421.t1, Montipora_capitata_PredGene_g41802.t1, Montipora_capitata_PredGene_g28603.t1, Montipora_capitata_PredGene_g46601.t1, Montipora_capitata_PredGene_g54216.t1	XP_020610413.1
OG0000711	Montipora_capitata_PredGene_adi2mcaRNA4311_R8.t1	XP_020606246.1, XP_020606245.1, XP_020606269.1, XP_020606272.1, XP_020606271.1
OG0000712	Montipora_capitata_PredGene_adi2mcaRNA26527_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA617_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA26527_R5.t1, Montipora_capitata_PredGene_g40676.t1, Montipora_capitata_PredGene_adi2mcaRNA26527_R0.t1	XP_020627096.1
OG0000712	Montipora_capitata_PredGene_g47299.t1	XP_020612606.1
OG0000713	Montipora_capitata_PredGene_g48059.t1	XP_020626357.1
OG0000714	Montipora_capitata_PredGene_adi2mcaRNA28958_R3.t1, Montipora_capitata_PredGene_g61967.t1	XP_020619860.1
OG0000714	Montipora_capitata_PredGene_adi2mcaRNA30038_R0.t1	XP_020619858.1
OG0000715	Montipora_capitata_PredGene_g422.t1	XP_020624598.1, XP_020608226.1, XP_020622533.1, XP_020608225.1, XP_020622534.1
OG0000715	Montipora_capitata_PredGene_g21296.t1, Montipora_capitata_PredGene_g21484.t1, Montipora_capitata_PredGene_g68694.t1, Montipora_capitata_PredGene_g30937.t1, Montipora_capitata_PredGene_g418.t1, Montipora_capitata_PredGene_g427.t1	XP_020622172.1
OG0000716	Montipora_capitata_PredGene_g33143.t1	XP_020610573.1, XP_020610572.1, XP_020610575.1, XP_020610574.1
OG0000716	Montipora_capitata_PredGene_g33149.t1	XP_020610527.1
OG0000716	Montipora_capitata_PredGene_g14809.t1	XP_020629496.1, XP_020629465.1
OG0000717	Montipora_capitata_PredGene_g7503.t1	XP_020632495.1, XP_020632487.1
OG0000718	Montipora_capitata_PredGene_g21928.t1, Montipora_capitata_PredGene_g19758.t1, Montipora_capitata_PredGene_adi2mcaRNA8863_R1.t1, Montipora_capitata_PredGene_g39773.t1, Montipora_capitata_PredGene_g39767.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R6.t1, Montipora_capitata_PredGene_g24630.t1, Montipora_capitata_PredGene_g60771.t1	XP_020612754.1
OG0000719	Montipora_capitata_PredGene_g32364.t1, Montipora_capitata_PredGene_g32367.t1, Montipora_capitata_PredGene_g25862.t1, Montipora_capitata_PredGene_g68412.t1	XP_020608787.1
OG0000720	Montipora_capitata_PredGene_g8921.t1, Montipora_capitata_PredGene_g53718.t1	XP_020602463.1, XP_020602464.1, XP_020622225.1
OG0000721	Montipora_capitata_PredGene_adi2mcaRNA21790_R0.t1	XP_020606391.1
OG0000722	Montipora_capitata_PredGene_adi2mcaRNA567_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R6.t1, Montipora_capitata_PredGene_g18968.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R7.t1, Montipora_capitata_PredGene_g65672.t1, Montipora_capitata_PredGene_g18046.t1, Montipora_capitata_PredGene_g60518.t1	XP_020623745.1
OG0000724	Montipora_capitata_PredGene_g4236.t1, Montipora_capitata_PredGene_g8472.t1	XP_020628749.1, XP_020628747.1
OG0000724	Montipora_capitata_PredGene_g4237.t1, Montipora_capitata_PredGene_adi2mcaRNA8764_R9.t1	XP_020628656.1
OG0000725	Montipora_capitata_PredGene_g43196.t1	XP_020610280.1, XP_020610357.1, XP_020610350.1, XP_020610342.1, XP_020600445.1, XP_020610291.1, XP_020623044.1, XP_020623045.1, XP_020601650.1, XP_020601649.1, XP_020620775.1, XP_020620776.1
OG0000727	Montipora_capitata_PredGene_g62650.t1	XP_020617464.1
OG0000728	Montipora_capitata_PredGene_g34632.t1	XP_020615071.1
OG0000728	Montipora_capitata_PredGene_g28699.t1, Montipora_capitata_PredGene_g28701.t1	XP_020615074.1
OG0000728	Montipora_capitata_PredGene_g34638.t1	XP_020615073.1, XP_020631496.1, XP_020615099.1
OG0000730	Montipora_capitata_PredGene_adi2mcaRNA22408_R2.t1	XP_020601144.1, XP_020601146.1, XP_020601244.1, XP_020601245.1, XP_020601145.1, XP_020601335.1, XP_020601147.1
OG0000732	Montipora_capitata_PredGene_adi2mcaRNA28417_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R3.t1, Montipora_capitata_PredGene_g46513.t1	XP_020621975.1
OG0000733	Montipora_capitata_PredGene_g2352.t1, Montipora_capitata_PredGene_g2357.t1, Montipora_capitata_PredGene_g2347.t1, Montipora_capitata_PredGene_g46883.t1, Montipora_capitata_PredGene_g2358.t1, Montipora_capitata_PredGene_g2348.t1, Montipora_capitata_PredGene_g2355.t1, Montipora_capitata_PredGene_adi2mcaRNA29617_R9.t1, Montipora_capitata_PredGene_g2346.t1, Montipora_capitata_PredGene_adi2mcaRNA29616_R2.t1, Montipora_capitata_PredGene_g2356.t1, Montipora_capitata_PredGene_g2353.t1, Montipora_capitata_PredGene_adi2mcaRNA29616_R6.t1, Montipora_capitata_PredGene_g46885.t1	XP_020601440.1, XP_020601441.1, XP_020632965.1, XP_020631169.1
OG0000734	Montipora_capitata_PredGene_g39252.t1, Montipora_capitata_PredGene_g39255.t1	XP_020607037.1, XP_020607035.1
OG0000734	Montipora_capitata_PredGene_adi2mcaRNA9754_R6.t1, Montipora_capitata_PredGene_g57485.t1, Montipora_capitata_PredGene_adi2mcaRNA9756_R3.t1, Montipora_capitata_PredGene_g24566.t1	XP_020618212.1, XP_020618211.1, XP_020618210.1
OG0000735	Montipora_capitata_PredGene_g63333.t1, Montipora_capitata_PredGene_adi2mcaRNA4856_R0.t1, Montipora_capitata_PredGene_g39915.t1	XP_020604603.1, XP_020609178.1, XP_020604514.1
OG0000736	Montipora_capitata_PredGene_g69679.t1, Montipora_capitata_PredGene_g69677.t1	XP_020608245.1, XP_020608297.1, XP_020608296.1, XP_020608294.1, XP_020608293.1, XP_020608292.1, XP_020608295.1, XP_020608316.1, XP_020602947.1, XP_020602946.1, XP_020608244.1
OG0000738	Montipora_capitata_PredGene_adi2mcaRNA2445_R0.t1	XP_020625799.1
OG0000738	Montipora_capitata_PredGene_g43178.t1, Montipora_capitata_PredGene_g43174.t1	XP_020621695.1
OG0000739	Montipora_capitata_PredGene_g39893.t1	XP_020604094.1, XP_020604093.1
OG0000740	Montipora_capitata_PredGene_g43639.t1, Montipora_capitata_PredGene_g43649.t1, Montipora_capitata_PredGene_g43653.t1, Montipora_capitata_PredGene_g43654.t1	XP_020625470.1, XP_020625471.1, XP_020625480.1, XP_020625479.1
OG0000741	Montipora_capitata_PredGene_adi2mcaRNA24765_R5.t1	XP_020603970.1, XP_020603971.1, XP_020603969.1, XP_020603967.1, XP_020603966.1
OG0000741	Montipora_capitata_PredGene_adi2mcaRNA24767_R7.t1, Montipora_capitata_PredGene_g24206.t1, Montipora_capitata_PredGene_adi2mcaRNA24767_R3.t1, Montipora_capitata_PredGene_g9010.t1	XP_020601215.1
OG0000742	Montipora_capitata_PredGene_g63131.t1, Montipora_capitata_PredGene_g24618.t1, Montipora_capitata_PredGene_g53662.t1, Montipora_capitata_PredGene_g43348.t1, Montipora_capitata_PredGene_g6121.t1, Montipora_capitata_PredGene_g32604.t1, Montipora_capitata_PredGene_g9407.t1	XP_020610139.1
OG0000742	Montipora_capitata_PredGene_g23662.t1, Montipora_capitata_PredGene_g68300.t1	XP_020632516.1, XP_020632517.1
OG0000743	Montipora_capitata_PredGene_adi2mcaRNA31989_R3.t1, Montipora_capitata_PredGene_g32530.t1	XP_020609125.1, XP_020620330.1
OG0000744	Montipora_capitata_PredGene_g3686.t1, Montipora_capitata_PredGene_g13597.t1, Montipora_capitata_PredGene_g40152.t1	XP_020623175.1, XP_020609159.1, XP_020623173.1, XP_020623172.1, XP_020623174.1, XP_020623171.1
OG0000745	Montipora_capitata_PredGene_g61430.t1, Montipora_capitata_PredGene_g18134.t1, Montipora_capitata_PredGene_g61429.t1, Montipora_capitata_PredGene_g12899.t1, Montipora_capitata_PredGene_g70133.t1, Montipora_capitata_PredGene_g16401.t1, Montipora_capitata_PredGene_g14944.t1	XP_020610365.1, XP_020610364.1, XP_020610368.1, XP_020610366.1
OG0000746	Montipora_capitata_PredGene_g1736.t1	XP_020627921.1
OG0000747	Montipora_capitata_PredGene_g58128.t1, Montipora_capitata_PredGene_g68597.t1	XP_020616836.1
OG0000748	Montipora_capitata_PredGene_g36298.t1, Montipora_capitata_PredGene_g36295.t1, Montipora_capitata_PredGene_g36302.t1	XP_020626413.1, XP_020626419.1, XP_020626426.1, XP_020626434.1, XP_020629734.1
OG0000750	Montipora_capitata_PredGene_g5882.t1, Montipora_capitata_PredGene_g62219.t1, Montipora_capitata_PredGene_g46529.t1, Montipora_capitata_PredGene_adi2mcaRNA27386_R1.t1	XP_020611249.1
OG0000751	Montipora_capitata_PredGene_g6095.t1, Montipora_capitata_PredGene_g17337.t1, Montipora_capitata_PredGene_g20971.t1, Montipora_capitata_PredGene_adi2mcaRNA41058_R4.t1	XP_020628039.1, XP_020616054.1, XP_020628651.1, XP_020630538.1
OG0000753	Montipora_capitata_PredGene_g66009.t1, Montipora_capitata_PredGene_g10316.t1, Montipora_capitata_PredGene_g50246.t1, Montipora_capitata_PredGene_g21824.t1, Montipora_capitata_PredGene_g38855.t1, Montipora_capitata_PredGene_g42208.t1, Montipora_capitata_PredGene_g21731.t1, Montipora_capitata_PredGene_g27254.t1, Montipora_capitata_PredGene_g17489.t1, Montipora_capitata_PredGene_g4701.t1, Montipora_capitata_PredGene_g52261.t1, Montipora_capitata_PredGene_g25526.t1, Montipora_capitata_PredGene_g4702.t1, Montipora_capitata_PredGene_g45051.t1, Montipora_capitata_PredGene_g62295.t1, Montipora_capitata_PredGene_g64002.t1	XP_020609754.1
OG0000755	Montipora_capitata_PredGene_adi2mcaRNA25573_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA25573_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA9609_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA9609_R6.t1	XP_020610156.1, XP_020610158.1, XP_020610157.1
OG0000756	Montipora_capitata_PredGene_g25802.t1	XP_020625268.1, XP_020625267.1
OG0000757	Montipora_capitata_PredGene_g37418.t1	XP_020629958.1
OG0000757	Montipora_capitata_PredGene_g20567.t1, Montipora_capitata_PredGene_g44178.t1, Montipora_capitata_PredGene_g19300.t1	XP_020629955.1
OG0000757	Montipora_capitata_PredGene_adi2mcaRNA17673_R8.t1	XP_020628001.1, XP_020628000.1
OG0000758	Montipora_capitata_PredGene_g29659.t1	XP_020632887.1
OG0000760	Montipora_capitata_PredGene_g8513.t1	XP_020619490.1, XP_020619489.1
OG0000760	Montipora_capitata_PredGene_adi2mcaRNA8124_R1.t1	XP_020619466.1, XP_020619467.1
OG0000760	Montipora_capitata_PredGene_adi2mcaRNA8124_R0.t1	XP_020619542.1
OG0000761	Montipora_capitata_PredGene_g1026.t1, Montipora_capitata_PredGene_g64125.t1	XP_020609184.1
OG0000762	Montipora_capitata_PredGene_g57867.t1, Montipora_capitata_PredGene_g54571.t1	XP_020622575.1
OG0000763	Montipora_capitata_PredGene_g46374.t1	XP_020614137.1, XP_020614167.1, XP_020614108.1, XP_020614109.1, XP_020614275.1
OG0000765	Montipora_capitata_PredGene_adi2mcaRNA19972_R1.t1, Montipora_capitata_PredGene_g55287.t1	XP_020601085.1, XP_020600788.1, XP_020601570.1, XP_020601568.1, XP_020601569.1
OG0000766	Montipora_capitata_PredGene_g13551.t1, Montipora_capitata_PredGene_g7958.t1, Montipora_capitata_PredGene_g37718.t1, Montipora_capitata_PredGene_g19559.t1, Montipora_capitata_PredGene_g31373.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R6.t1, Montipora_capitata_PredGene_g70791.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R5.t1	XP_020601360.1
OG0000768	Montipora_capitata_PredGene_g11163.t1, Montipora_capitata_PredGene_g59328.t1, Montipora_capitata_PredGene_g54514.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA25244_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA35334_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA35334_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA35334_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R0.t1, Montipora_capitata_PredGene_g40833.t1	XP_020625498.1
OG0000769	Montipora_capitata_PredGene_adi2mcaRNA14919_R0.t1	XP_020618994.1
OG0000773	Montipora_capitata_PredGene_g7683.t1	XP_020618553.1
OG0000775	Montipora_capitata_PredGene_g33859.t1, Montipora_capitata_PredGene_adi2mcaRNA16562_R1.t1	XP_020619673.1, XP_020630781.1
OG0000775	Montipora_capitata_PredGene_adi2mcaRNA30983_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA24508_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA24508_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA24508_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA22931_R9.t1	XP_020629564.1
OG0000776	Montipora_capitata_PredGene_g39852.t1, Montipora_capitata_PredGene_g25778.t1	XP_020617745.1
OG0000776	Montipora_capitata_PredGene_g26161.t1, Montipora_capitata_PredGene_g66490.t1, Montipora_capitata_PredGene_g10261.t1, Montipora_capitata_PredGene_g21998.t1, Montipora_capitata_PredGene_g42929.t1, Montipora_capitata_PredGene_g34670.t1	XP_020622611.1
OG0000778	Montipora_capitata_PredGene_g7617.t1, Montipora_capitata_PredGene_g7618.t1, Montipora_capitata_PredGene_g7616.t1	XP_020631492.1
OG0000779	Montipora_capitata_PredGene_g1234.t1, Montipora_capitata_PredGene_g68946.t1	XP_020613066.1, XP_020613065.1
OG0000781	Montipora_capitata_PredGene_adi2mcaRNA15523_R5.t1	XP_020602812.1, XP_020620372.1, XP_020617108.1, XP_020630054.1, XP_020628255.1, XP_020617116.1
OG0000782	Montipora_capitata_PredGene_g62498.t1	XP_020609838.1
OG0000782	Montipora_capitata_PredGene_g24078.t1, Montipora_capitata_PredGene_g8690.t1, Montipora_capitata_PredGene_adi2mcaRNA35840_R7.t1, Montipora_capitata_PredGene_g50369.t1	XP_020630839.1, XP_020630838.1
OG0000783	Montipora_capitata_PredGene_g33387.t1	XP_020631351.1
OG0000783	Montipora_capitata_PredGene_g38803.t1, Montipora_capitata_PredGene_g57930.t1	XP_020608988.1
