Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0000650	Acerv_evm.model.Segkk3023_pilon.1	Mcavernosa06710-RA
OG0000650	Acerv_evm.model.Segkk1947_pilon.4	Mcavernosa06715-RA, Mcavernosa15135-RA
OG0000651	Acerv_evm.model.Segkk1981_pilon.2, Acerv_evm.model.Segkk3484_pilon.3, Acerv_evm.model.Segkk3484_pilon.1	Mcavernosa08046-RA, Mcavernosa08045-RA
OG0000651	Acerv_evm.model.Segkk3484_pilon.2	Mcavernosa08043-RA
OG0000654	Acerv_evm.model.Segkk4162_pilon.2	Mcavernosa34556-RA, Mcavernosa29272-RA, Mcavernosa03697-RA
OG0000655	Acerv_evm.model.Segkk4318_pilon.6	Mcavernosa33323-RA, Mcavernosa21982-RA, Mcavernosa21980-RA, Mcavernosa32961-RA, Mcavernosa21978-RA
OG0000656	Acerv_evm.model.Segkk3050_pilon.41	Mcavernosa10325-RA
OG0000657	Acerv_evm.model.Segkk3052_pilon.8	Mcavernosa12274-RA, Mcavernosa28775-RA
OG0000663	Acerv_evm.model.Segkk18_pilon.4, Acerv_evm.model.Segkk2142_pilon.20	Mcavernosa29756-RA, Mcavernosa20288-RA, Mcavernosa10987-RA
OG0000671	Acerv_evm.model.Segkk3431_pilon.12, Acerv_evm.model.Segkk3905_pilon.10, Acerv_evm.model.Segkk3123_pilon.2, Acerv_evm.model.Segkk3857_pilon.29, Acerv_evm.model.Segkk2111_pilon.22	Mcavernosa22183-RA, Mcavernosa22176-RA, Mcavernosa10441-RA, Mcavernosa34108-RA, Mcavernosa33784-RA
OG0000671	Acerv_evm.model.Segkk1871_pilon.2, Acerv_evm.model.Segkk2596_pilon.48, Acerv_evm.model.Segkk3262_pilon.2, Acerv_evm.model.Segkk464_pilon.11	Mcavernosa28974-RA
OG0000675	Acerv_evm.model.Segkk886_pilon.4	Mcavernosa29562-RA
OG0000675	Acerv_evm.model.Segkk3154_pilon.6	Mcavernosa23091-RA
OG0000676	Acerv_evm.model.Segkk598_pilon.5	Mcavernosa08141-RA, Mcavernosa29108-RA, Mcavernosa21541-RA
OG0000678	Acerv_evm.model.Segkk1934_pilon.3, Acerv_evm.model.Segkk606_pilon.1	Mcavernosa31888-RA, Mcavernosa17252-RA, Mcavernosa17254-RA, Mcavernosa29140-RA, Mcavernosa17251-RA, Mcavernosa34573-RA
OG0000679	Acerv_evm.model.Segkk657_pilon.4	Mcavernosa32219-RA
OG0000681	Acerv_evm.model.Segkk708_pilon.2	Mcavernosa03514-RA, Mcavernosa03515-RA
OG0000682	Acerv_evm.model.Segkk1339_pilon.3, Acerv_evm.model.Segkk974_pilon.3	Mcavernosa11703-RA
OG0000682	Acerv_evm.model.Segkk2194_pilon.31	Mcavernosa33017-RA
OG0000684	Acerv_evm.model.Segkk3136_pilon.3, Acerv_evm.model.Segkk2280_pilon.2	Mcavernosa33192-RA
OG0000684	Acerv_evm.model.Segkk1166_pilon.8	Mcavernosa20532-RA
OG0000685	Acerv_evm.model.Segkk1302_pilon.11	Mcavernosa31781-RA
OG0000686	Acerv_evm.model.Segkk3860_pilon.7, Acerv_evm.model.Segkk4025_pilon.17, Acerv_evm.model.Segkk1304_pilon.21, Acerv_evm.model.Segkk2102_pilon.30	Mcavernosa08736-RA
OG0000687	Acerv_evm.model.Segkk1484_pilon.4	Mcavernosa19702-RA
OG0000688	Acerv_evm.model.Segkk1632_pilon.16, Acerv_evm.model.Segkk3053_pilon.17	Mcavernosa20362-RA
OG0000689	Acerv_evm.model.Segkk1657_pilon.22	Mcavernosa00876-RA, Mcavernosa00875-RA, Mcavernosa00879-RA, Mcavernosa00877-RA
OG0000689	Acerv_evm.model.Segkk1657_pilon.21	Mcavernosa00873-RA, Mcavernosa00872-RA
OG0000690	Acerv_evm.model.Segkk3198_pilon.11	Mcavernosa21142-RA, Mcavernosa21143-RA
OG0000690	Acerv_evm.model.Segkk4255_pilon.25, Acerv_evm.model.Segkk1678_pilon.1	Mcavernosa04237-RA
OG0000692	Acerv_evm.model.Segkk2056_pilon.38	Mcavernosa19967-RA
OG0000693	Acerv_evm.model.Segkk2121_pilon.3	Mcavernosa21341-RA, Mcavernosa21340-RA
OG0000694	Acerv_evm.model.Segkk2601_pilon.1	Mcavernosa33055-RA, Mcavernosa34379-RA, Mcavernosa19054-RA, Mcavernosa32933-RA
OG0000695	Acerv_evm.model.Segkk2390_pilon.24, Acerv_evm.model.Segkk2390_pilon.23	Mcavernosa13934-RA, Mcavernosa29277-RA
OG0000696	Acerv_evm.model.Segkk2755_pilon.3	Mcavernosa19262-RA, Mcavernosa17446-RA
OG0000697	Acerv_evm.model.Segkk4333_pilon.2, Acerv_evm.model.Segkk3749_pilon.1, Acerv_evm.model.Segkk3182_pilon.1	Mcavernosa31905-RA, Mcavernosa10235-RA
OG0000698	Acerv_evm.model.Segkk4059_pilon.5	Mcavernosa31398-RA, Mcavernosa21051-RA
OG0000699	Acerv_evm.model.Segkk4323_pilon.4	Mcavernosa04069-RA
OG0000703	Acerv_evm.model.Segkk181_pilon.6, Acerv_evm.model.Segkk4_pilon.1, Acerv_evm.model.Segkk3737_pilon.4, Acerv_evm.model.Segkk3737_pilon.1, Acerv_evm.model.Segkk2701_pilon.1, Acerv_evm.model.Segkk4_pilon.2, Acerv_evm.model.Segkk642_pilon.24, Acerv_evm.model.Segkk1547_pilon.15, Acerv_evm.model.Segkk137_pilon.3	Mcavernosa00768-RA, Mcavernosa34618-RA
OG0000705	Acerv_evm.model.Segkk2195_pilon.13	Mcavernosa00302-RA, Mcavernosa18830-RA, Mcavernosa19058-RA
OG0000708	Acerv_evm.model.Segkk337_pilon.2	Mcavernosa08073-RA, Mcavernosa06183-RA
OG0000708	Acerv_evm.model.Segkk1158_pilon.28, Acerv_evm.model.Segkk1158_pilon.19, Acerv_evm.model.Segkk1158_pilon.15	Mcavernosa27973-RA
OG0000709	Acerv_evm.model.Segkk3857_pilon.27, Acerv_evm.model.Segkk2590_pilon.3, Acerv_evm.model.Segkk389_pilon.23, Acerv_evm.model.Segkk2111_pilon.23, Acerv_evm.model.Segkk844_pilon.4	Mcavernosa08822-RA
OG0000710	Acerv_evm.model.Segkk2481_pilon.33, Acerv_evm.model.Segkk3699_pilon.8, Acerv_evm.model.Segkk3800_pilon.4	Mcavernosa28497-RA
OG0000711	Acerv_evm.model.Segkk2758_pilon.6, Acerv_evm.model.Segkk583_pilon.1, Acerv_evm.model.Segkk2758_pilon.7, Acerv_evm.model.Segkk540_pilon.2	Mcavernosa19441-RA, Mcavernosa19443-RA, Mcavernosa19442-RA
OG0000712	Acerv_evm.model.Segkk469_pilon.85, Acerv_evm.model.Segkk4338_pilon.22, Acerv_evm.model.Segkk1281_pilon.40, Acerv_evm.model.Segkk1281_pilon.31, Acerv_evm.model.Segkk2146_pilon.2	Mcavernosa28248-RA
OG0000713	Acerv_evm.model.Segkk473_pilon.17	Mcavernosa34524-RA
OG0000714	Acerv_evm.model.Segkk2485_pilon.3, Acerv_evm.model.Segkk476_pilon.3	Mcavernosa11504-RA, Mcavernosa02172-RA
OG0000715	Acerv_evm.model.Segkk4314_pilon.1, Acerv_evm.model.Segkk527_pilon.7, Acerv_evm.model.Segkk2533_pilon.1, Acerv_evm.model.Segkk3393_pilon.6	Mcavernosa19069-RA, Mcavernosa35099-RA
OG0000716	Acerv_evm.model.Segkk543_pilon.13	Mcavernosa24697-RA, Mcavernosa04018-RA, Mcavernosa04017-RA, Mcavernosa04016-RA
OG0000720	Acerv_evm.model.Segkk615_pilon.1, Acerv_evm.model.Segkk2765_pilon.14, Acerv_evm.model.Segkk3054_pilon.17	Mcavernosa23701-RA
OG0000721	Acerv_evm.model.Segkk2585_pilon.21, Acerv_evm.model.Segkk616_pilon.13, Acerv_evm.model.Segkk3469_pilon.8, Acerv_evm.model.Segkk2585_pilon.20, Acerv_evm.model.Segkk1891_pilon.7, Acerv_evm.model.Segkk2585_pilon.22	Mcavernosa09464-RA, Mcavernosa09476-RA
OG0000722	Acerv_evm.model.Segkk650_pilon.10	Mcavernosa14347-RA, Mcavernosa34604-RA
OG0000724	Acerv_evm.model.Segkk708_pilon.18	Mcavernosa21870-RA
OG0000725	Acerv_evm.model.Segkk711_pilon.40, Acerv_evm.model.Segkk1417_pilon.1, Acerv_evm.model.Segkk711_pilon.42	Mcavernosa31990-RA, Mcavernosa30409-RA, Mcavernosa31989-RA, Mcavernosa25454-RA
OG0000728	Acerv_evm.model.Segkk872_pilon.2	Mcavernosa24270-RA
OG0000729	Acerv_evm.model.Segkk3050_pilon.42	Mcavernosa30415-RA, Mcavernosa13980-RA
OG0000729	Acerv_evm.model.Segkk2752_pilon.23, Acerv_evm.model.Segkk912_pilon.2, Acerv_evm.model.Segkk4019_pilon.17, Acerv_evm.model.Segkk3140_pilon.4	Mcavernosa33689-RA, Mcavernosa34310-RA
OG0000734	Acerv_evm.model.Segkk1239_pilon.1, Acerv_evm.model.Segkk3265_pilon.1	Mcavernosa15848-RA, Mcavernosa35095-RA
OG0000735	Acerv_evm.model.Segkk1438_pilon.10, Acerv_evm.model.Segkk2842_pilon.2, Acerv_evm.model.Segkk2842_pilon.1, Acerv_evm.model.Segkk1245_pilon.2, Acerv_evm.model.Segkk4267_pilon.17, Acerv_evm.model.Segkk3808_pilon.2, Acerv_evm.model.Segkk1438_pilon.19, Acerv_evm.model.Segkk1438_pilon.16	Mcavernosa29465-RA, Mcavernosa03093-RA, Mcavernosa02300-RA, Mcavernosa34980-RA, Mcavernosa29464-RA
OG0000736	Acerv_evm.model.Segkk3629_pilon.1, Acerv_evm.model.Segkk4131_pilon.4, Acerv_evm.model.Segkk1599_pilon.18	Mcavernosa08887-RA, Mcavernosa08888-RA
OG0000737	Acerv_evm.model.Segkk2424_pilon.8, Acerv_evm.model.Segkk2233_pilon.2, Acerv_evm.model.Segkk2752_pilon.13	Mcavernosa26814-RA
OG0000737	Acerv_evm.model.Segkk2669_pilon.6	Mcavernosa21068-RA
OG0000738	Acerv_evm.model.Segkk2240_pilon.11	Mcavernosa19467-RA
OG0000738	Acerv_evm.model.Segkk2240_pilon.9, Acerv_evm.model.Segkk2240_pilon.10	Mcavernosa33436-RA
OG0000739	Acerv_evm.model.Segkk2898_pilon.14	Mcavernosa10772-RA
OG0000740	Acerv_evm.model.Segkk3417_pilon.23	Mcavernosa09691-RA, Mcavernosa09690-RA, Mcavernosa02256-RA, Mcavernosa02261-RA, Mcavernosa02259-RA, Mcavernosa02258-RA, Mcavernosa02257-RA
OG0000741	Acerv_evm.model.Segkk3807_pilon.5, Acerv_evm.model.Segkk3807_pilon.1	Mcavernosa01251-RA
OG0000741	Acerv_evm.model.Segkk4064_pilon.1, Acerv_evm.model.Segkk3807_pilon.9, Acerv_evm.model.Segkk3807_pilon.8, Acerv_evm.model.Segkk4138_pilon.34, Acerv_evm.model.Segkk4138_pilon.33	Mcavernosa01252-RA
OG0000742	Acerv_evm.model.Segkk4159_pilon.22	Mcavernosa27587-RA
OG0000749	Acerv_evm.model.Segkk928_pilon.6, Acerv_evm.model.Segkk20_pilon.30, Acerv_evm.model.Segkk4_pilon.9	Mcavernosa11964-RA, Mcavernosa04606-RA, Mcavernosa26919-RA, Mcavernosa10926-RA, Mcavernosa30423-RA
OG0000754	Acerv_evm.model.Segkk2600_pilon.1, Acerv_evm.model.Segkk3840_pilon.1, Acerv_evm.model.Segkk2635_pilon.5	Mcavernosa19094-RA
OG0000754	Acerv_evm.model.Segkk178_pilon.2, Acerv_evm.model.Segkk178_pilon.1	Mcavernosa21333-RA, Mcavernosa34150-RA, Mcavernosa06439-RA, Mcavernosa10063-RA, Mcavernosa27123-RA, Mcavernosa10056-RA
OG0000754	Acerv_evm.model.Segkk4339_pilon.4	Mcavernosa28261-RA
OG0000756	Acerv_evm.model.Segkk1158_pilon.9	Mcavernosa16205-RA
OG0000756	Acerv_evm.model.Segkk2306_pilon.32	Mcavernosa16206-RA, Mcavernosa16204-RA
OG0000757	Acerv_evm.model.Segkk228_pilon.3, Acerv_evm.model.Segkk2924_pilon.38, Acerv_evm.model.Segkk2386_pilon.10	Mcavernosa29420-RA, Mcavernosa29830-RA
OG0000758	Acerv_evm.model.Segkk1240_pilon.5, Acerv_evm.model.Segkk1928_pilon.1, Acerv_evm.model.Segkk242_pilon.8, Acerv_evm.model.Segkk1072_pilon.3, Acerv_evm.model.Segkk3300_pilon.3, Acerv_evm.model.Segkk3776_pilon.6, Acerv_evm.model.Segkk3300_pilon.2	Mcavernosa34255-RA, Mcavernosa29029-RA, Mcavernosa24948-RA, Mcavernosa28966-RA
OG0000759	Acerv_evm.model.Segkk2762_pilon.15, Acerv_evm.model.Segkk3474_pilon.4, Acerv_evm.model.Segkk469_pilon.8, Acerv_evm.model.Segkk1156_pilon.1, Acerv_evm.model.Segkk681_pilon.4, Acerv_evm.model.Segkk4018_pilon.7, Acerv_evm.model.Segkk252_pilon.31	Mcavernosa09652-RA, Mcavernosa19211-RA
OG0000760	Acerv_evm.model.Segkk975_pilon.4	Mcavernosa22838-RA
OG0000760	Acerv_evm.model.Segkk975_pilon.3	Mcavernosa22833-RA
OG0000760	Acerv_evm.model.Segkk253_pilon.5	Mcavernosa04580-RA
OG0000761	Acerv_evm.model.Segkk1009_pilon.15	Mcavernosa15231-RA
OG0000762	Acerv_evm.model.Segkk3518_pilon.42	Mcavernosa23428-RA
OG0000763	Acerv_evm.model.Segkk327_pilon.38	Mcavernosa25041-RA, Mcavernosa25045-RA, Mcavernosa25042-RA, Mcavernosa25046-RA, Mcavernosa25043-RA, Mcavernosa25040-RA, Mcavernosa25039-RA
OG0000764	Acerv_evm.model.Segkk1216_pilon.10	Mcavernosa27626-RA, Mcavernosa30675-RA, Mcavernosa22435-RA
OG0000764	Acerv_evm.model.Segkk4175_pilon.4, Acerv_evm.model.Segkk338_pilon.1	Mcavernosa22266-RA
OG0000765	Acerv_evm.model.Segkk4175_pilon.5, Acerv_evm.model.Segkk3651_pilon.3, Acerv_evm.model.Segkk358_pilon.1	Mcavernosa34204-RA, Mcavernosa29735-RA, Mcavernosa29738-RA
OG0000766	Acerv_evm.model.Segkk706_pilon.9, Acerv_evm.model.Segkk389_pilon.47, Acerv_evm.model.Segkk782_pilon.10	Mcavernosa27205-RA, Mcavernosa27174-RA
OG0000767	Acerv_evm.model.Segkk3493_pilon.4, Acerv_evm.model.Segkk1660_pilon.1, Acerv_evm.model.Segkk3493_pilon.3	Mcavernosa24727-RA
OG0000767	Acerv_evm.model.Segkk426_pilon.4, Acerv_evm.model.Segkk3745_pilon.2	Mcavernosa24726-RA
OG0000768	Acerv_evm.model.Segkk616_pilon.1, Acerv_evm.model.Segkk1850_pilon.11, Acerv_evm.model.Segkk465_pilon.3, Acerv_evm.model.Segkk1731_pilon.9, Acerv_evm.model.Segkk1728_pilon.28, Acerv_evm.model.Segkk1400_pilon.7	Mcavernosa34152-RA, Mcavernosa29295-RA
OG0000769	Acerv_evm.model.Segkk577_pilon.9	Mcavernosa07159-RA, Mcavernosa18887-RA
OG0000769	Acerv_evm.model.Segkk1771_pilon.16, Acerv_evm.model.Segkk4159_pilon.5, Acerv_evm.model.Segkk4159_pilon.6	Mcavernosa07164-RA, Mcavernosa07163-RA
OG0000770	Acerv_evm.model.Segkk581_pilon.32	Mcavernosa29431-RA
OG0000771	Acerv_evm.model.Segkk2201_pilon.24, Acerv_evm.model.Segkk2226_pilon.9, Acerv_evm.model.Segkk581_pilon.57, Acerv_evm.model.Segkk1421_pilon.9	Mcavernosa03998-RA, Mcavernosa14031-RA
OG0000772	Acerv_evm.model.Segkk4272_pilon.1, Acerv_evm.model.Segkk627_pilon.1	Mcavernosa10066-RA
OG0000773	Acerv_evm.model.Segkk973_pilon.1	Mcavernosa07142-RA
OG0000773	Acerv_evm.model.Segkk649_pilon.16	Mcavernosa07143-RA
OG0000776	Acerv_evm.model.Segkk962_pilon.4	Mcavernosa19227-RA
OG0000776	Acerv_evm.model.Segkk1281_pilon.52	Mcavernosa30420-RA
OG0000776	Acerv_evm.model.Segkk1288_pilon.15	Mcavernosa11138-RA
OG0000777	Acerv_evm.model.Segkk993_pilon.63	Mcavernosa06015-RA
OG0000778	Acerv_evm.model.Segkk3047_pilon.28, Acerv_evm.model.Segkk3047_pilon.29, Acerv_evm.model.Segkk1008_pilon.1, Acerv_evm.model.Segkk1590_pilon.3, Acerv_evm.model.Segkk1036_pilon.1, Acerv_evm.model.Segkk1590_pilon.2, Acerv_evm.model.Segkk3047_pilon.27	Mcavernosa08105-RA, Mcavernosa08103-RA
OG0000780	Acerv_evm.model.Segkk1222_pilon.29, Acerv_evm.model.Segkk1150_pilon.6	Mcavernosa04070-RA
OG0000782	Acerv_evm.model.Segkk1288_pilon.20, Acerv_evm.model.Segkk1281_pilon.27	Mcavernosa12251-RA, Mcavernosa23550-RA, Mcavernosa03401-RA, Mcavernosa30935-RA
OG0000783	Acerv_evm.model.Segkk3416_pilon.12	Mcavernosa01946-RA, Mcavernosa17833-RA, Mcavernosa23264-RA
OG0000784	Acerv_evm.model.Segkk1845_pilon.13, Acerv_evm.model.Segkk1334_pilon.2	Mcavernosa10494-RA
OG0000786	Acerv_evm.model.Segkk1613_pilon.19	Mcavernosa24898-RA
OG0000786	Acerv_evm.model.Segkk1534_pilon.1, Acerv_evm.model.Segkk3847_pilon.7, Acerv_evm.model.Segkk3847_pilon.8	Mcavernosa32075-RA, Mcavernosa32074-RA, Mcavernosa16790-RA, Mcavernosa32709-RA
OG0000787	Acerv_evm.model.Segkk1550_pilon.5	Mcavernosa32239-RA
OG0000789	Acerv_evm.model.Segkk1703_pilon.1	Mcavernosa33175-RA, Mcavernosa19245-RA, Mcavernosa08630-RA, Mcavernosa08632-RA, Mcavernosa08629-RA, Mcavernosa34724-RA, Mcavernosa08631-RA, Mcavernosa34725-RA
OG0000790	Acerv_evm.model.Segkk3552_pilon.4	Mcavernosa09386-RA
OG0000790	Acerv_evm.model.Segkk1771_pilon.4	Mcavernosa13818-RA
OG0000790	Acerv_evm.model.Segkk1771_pilon.3	Mcavernosa14080-RA
OG0000791	Acerv_evm.model.Segkk1838_pilon.1	Mcavernosa34053-RA
OG0000791	Acerv_evm.model.Segkk3050_pilon.33	Mcavernosa25862-RA
OG0000792	Acerv_evm.model.Segkk1863_pilon.10, Acerv_evm.model.Segkk1863_pilon.11	Mcavernosa26067-RA, Mcavernosa32591-RA
OG0000793	Acerv_evm.model.Segkk1868_pilon.53, Acerv_evm.model.Segkk4354_pilon.2, Acerv_evm.model.Segkk2188_pilon.4	Mcavernosa14862-RA
OG0000795	Acerv_evm.model.Segkk2165_pilon.44	Mcavernosa24754-RA
OG0000795	Acerv_evm.model.Segkk2165_pilon.42	Mcavernosa24746-RA, Mcavernosa24747-RA
OG0000795	Acerv_evm.model.Segkk2165_pilon.43	Mcavernosa24753-RA
OG0000796	Acerv_evm.model.Segkk2236_pilon.1	Mcavernosa31900-RA
OG0000801	Acerv_evm.model.Segkk2635_pilon.4	Mcavernosa33370-RA
OG0000803	Acerv_evm.model.Segkk4230_pilon.5	Mcavernosa21890-RA
OG0000803	Acerv_evm.model.Segkk3183_pilon.6	Mcavernosa34716-RA, Mcavernosa03339-RA
OG0000804	Acerv_evm.model.Segkk3408_pilon.21	Mcavernosa12319-RA
OG0000805	Acerv_evm.model.Segkk3937_pilon.20	Mcavernosa03539-RA
OG0000805	Acerv_evm.model.Segkk3937_pilon.19	Mcavernosa33672-RA, Mcavernosa03537-RA
OG0000806	Acerv_evm.model.Segkk4126_pilon.17	Mcavernosa20745-RA
OG0000819	Acerv_evm.model.Segkk1275_pilon.2, Acerv_evm.model.Segkk1263_pilon.45	Mcavernosa01385-RA
OG0000819	Acerv_evm.model.Segkk131_pilon.6	Mcavernosa09119-RA
OG0000820	Acerv_evm.model.Segkk180_pilon.2, Acerv_evm.model.Segkk180_pilon.4, Acerv_evm.model.Segkk3102_pilon.18, Acerv_evm.model.Segkk3102_pilon.17, Acerv_evm.model.Segkk3102_pilon.16, Acerv_evm.model.Segkk3102_pilon.19, Acerv_evm.model.Segkk3102_pilon.12, Acerv_evm.model.Segkk534_pilon.1	Mcavernosa22553-RA
OG0000822	Acerv_evm.model.Segkk3047_pilon.7	Mcavernosa10964-RA
OG0000822	Acerv_evm.model.Segkk294_pilon.1	Mcavernosa15170-RA, Mcavernosa32258-RA, Mcavernosa10965-RA
OG0000822	Acerv_evm.model.Segkk3047_pilon.8, Acerv_evm.model.Segkk548_pilon.20	Mcavernosa16582-RA, Mcavernosa15169-RA, Mcavernosa32259-RA
OG0000824	Acerv_evm.model.Segkk1868_pilon.59	Mcavernosa06062-RA, Mcavernosa09987-RA
OG0000824	Acerv_evm.model.Segkk312_pilon.19	Mcavernosa09988-RA
OG0000824	Acerv_evm.model.Segkk2164_pilon.23	Mcavernosa03416-RA, Mcavernosa09989-RA
OG0000824	Acerv_evm.model.Segkk312_pilon.18	Mcavernosa06057-RA
OG0000825	Acerv_evm.model.Segkk1918_pilon.2, Acerv_evm.model.Segkk318_pilon.7	Mcavernosa27604-RA
OG0000826	Acerv_evm.model.Segkk1846_pilon.5	Mcavernosa15963-RA
OG0000826	Acerv_evm.model.Segkk318_pilon.4, Acerv_evm.model.Segkk318_pilon.5	Mcavernosa00557-RA, Mcavernosa34483-RA
OG0000827	Acerv_evm.model.Segkk319_pilon.4	Mcavernosa16251-RA, Mcavernosa26722-RA
OG0000827	Acerv_evm.model.Segkk319_pilon.7	Mcavernosa29202-RA
OG0000828	Acerv_evm.model.Segkk718_pilon.8, Acerv_evm.model.Segkk364_pilon.4, Acerv_evm.model.Segkk1932_pilon.15	Mcavernosa14856-RA
OG0000829	Acerv_evm.model.Segkk383_pilon.7	Mcavernosa25656-RA, Mcavernosa26908-RA
OG0000831	Acerv_evm.model.Segkk3084_pilon.11	Mcavernosa13277-RA
OG0000832	Acerv_evm.model.Segkk1189_pilon.7, Acerv_evm.model.Segkk471_pilon.5, Acerv_evm.model.Segkk4280_pilon.12	Mcavernosa05227-RA
OG0000832	Acerv_evm.model.Segkk2883_pilon.2, Acerv_evm.model.Segkk2883_pilon.3, Acerv_evm.model.Segkk2849_pilon.4	Mcavernosa05233-RA
OG0000833	Acerv_evm.model.Segkk524_pilon.69, Acerv_evm.model.Segkk524_pilon.60, Acerv_evm.model.Segkk524_pilon.71	Mcavernosa24507-RA
OG0000834	Acerv_evm.model.Segkk2233_pilon.4	Mcavernosa26812-RA
OG0000834	Acerv_evm.model.Segkk548_pilon.11, Acerv_evm.model.Segkk2233_pilon.3, Acerv_evm.model.Segkk2752_pilon.14	Mcavernosa26813-RA
OG0000836	Acerv_evm.model.Segkk586_pilon.2	Mcavernosa30025-RA
OG0000838	Acerv_evm.model.Segkk637_pilon.5, Acerv_evm.model.Segkk4327_pilon.8, Acerv_evm.model.Segkk2481_pilon.83, Acerv_evm.model.Segkk1282_pilon.14	Mcavernosa33969-RA
OG0000839	Acerv_evm.model.Segkk641_pilon.33	Mcavernosa03467-RA, Mcavernosa03468-RA
OG0000841	Acerv_evm.model.Segkk650_pilon.30	Mcavernosa19327-RA
OG0000841	Acerv_evm.model.Segkk3233_pilon.22	Mcavernosa19551-RA
OG0000842	Acerv_evm.model.Segkk687_pilon.4, Acerv_evm.model.Segkk687_pilon.6	Mcavernosa28085-RA
OG0000842	Acerv_evm.model.Segkk687_pilon.10	Mcavernosa28086-RA
OG0000843	Acerv_evm.model.Segkk711_pilon.16	Mcavernosa12486-RA
OG0000844	Acerv_evm.model.Segkk749_pilon.2	Mcavernosa00313-RA
OG0000845	Acerv_evm.model.Segkk785_pilon.10	Mcavernosa04342-RA, Mcavernosa04348-RA
OG0000847	Acerv_evm.model.Segkk3388_pilon.14	Mcavernosa18835-RA
OG0000849	Acerv_evm.model.Segkk1571_pilon.24, Acerv_evm.model.Segkk1571_pilon.2, Acerv_evm.model.Segkk1571_pilon.25, Acerv_evm.model.Segkk879_pilon.2, Acerv_evm.model.Segkk3809_pilon.2	Mcavernosa30758-RA
OG0000849	Acerv_evm.model.Segkk879_pilon.1	Mcavernosa30748-RA
OG0000850	Acerv_evm.model.Segkk3397_pilon.3, Acerv_evm.model.Segkk3940_pilon.20, Acerv_evm.model.Segkk3940_pilon.21, Acerv_evm.model.Segkk886_pilon.1	Mcavernosa13558-RA, Mcavernosa14036-RA
OG0000852	Acerv_evm.model.Segkk951_pilon.8	Mcavernosa22019-RA
OG0000852	Acerv_evm.model.Segkk1842_pilon.2, Acerv_evm.model.Segkk1309_pilon.2	Mcavernosa22014-RA, Mcavernosa22017-RA, Mcavernosa22011-RA, Mcavernosa22023-RA
OG0000854	Acerv_evm.model.Segkk2680_pilon.3, Acerv_evm.model.Segkk1509_pilon.14, Acerv_evm.model.Segkk2680_pilon.1, Acerv_evm.model.Segkk1237_pilon.1, Acerv_evm.model.Segkk1237_pilon.3, Acerv_evm.model.Segkk1509_pilon.12	Mcavernosa26233-RA, Mcavernosa26234-RA, Mcavernosa25256-RA, Mcavernosa05196-RA, Mcavernosa33605-RA
OG0000855	Acerv_evm.model.Segkk3869_pilon.7	Mcavernosa00744-RA
OG0000856	Acerv_evm.model.Segkk2165_pilon.54, Acerv_evm.model.Segkk1394_pilon.7	Mcavernosa22753-RA, Mcavernosa22748-RA
OG0000857	Acerv_evm.model.Segkk1835_pilon.7	Mcavernosa22137-RA
OG0000857	Acerv_evm.model.Segkk1400_pilon.2, Acerv_evm.model.Segkk1835_pilon.8, Acerv_evm.model.Segkk1835_pilon.2	Mcavernosa08826-RA, Mcavernosa22136-RA
OG0000858	Acerv_evm.model.Segkk1438_pilon.18	Mcavernosa32803-RA
OG0000859	Acerv_evm.model.Segkk4117_pilon.6, Acerv_evm.model.Segkk1563_pilon.5	Mcavernosa07751-RA
OG0000860	Acerv_evm.model.Segkk2208_pilon.3, Acerv_evm.model.Segkk2335_pilon.9, Acerv_evm.model.Segkk1571_pilon.7	Mcavernosa04776-RA
OG0000863	Acerv_evm.model.Segkk1732_pilon.51, Acerv_evm.model.Segkk1732_pilon.53	Mcavernosa08559-RA
OG0000866	Acerv_evm.model.Segkk2951_pilon.1, Acerv_evm.model.Segkk4207_pilon.1, Acerv_evm.model.Segkk1970_pilon.1, Acerv_evm.model.Segkk4002_pilon.3, Acerv_evm.model.Segkk2361_pilon.13	Mcavernosa11717-RA
OG0000867	Acerv_evm.model.Segkk2095_pilon.2	Mcavernosa13692-RA
OG0000867	Acerv_evm.model.Segkk2095_pilon.4	Mcavernosa03920-RA, Mcavernosa03921-RA
OG0000867	Acerv_evm.model.Segkk2057_pilon.2	Mcavernosa02959-RA, Mcavernosa03157-RA
OG0000868	Acerv_evm.model.Segkk2219_pilon.25	Mcavernosa05652-RA
OG0000868	Acerv_evm.model.Segkk2219_pilon.28	Mcavernosa25742-RA
OG0000869	Acerv_evm.model.Segkk4327_pilon.20	Mcavernosa26648-RA
OG0000869	Acerv_evm.model.Segkk3198_pilon.8	Mcavernosa26650-RA
OG0000870	Acerv_evm.model.Segkk3637_pilon.55	Mcavernosa31663-RA
OG0000871	Acerv_evm.model.Segkk2468_pilon.11, Acerv_evm.model.Segkk3689_pilon.5, Acerv_evm.model.Segkk2468_pilon.10, Acerv_evm.model.Segkk3689_pilon.3, Acerv_evm.model.Segkk2468_pilon.8, Acerv_evm.model.Segkk3689_pilon.1, Acerv_evm.model.Segkk3689_pilon.4	Mcavernosa20800-RA
OG0000873	Acerv_evm.model.Segkk2573_pilon.3	Mcavernosa00995-RA
OG0000874	Acerv_evm.model.Segkk2613_pilon.3, Acerv_evm.model.Segkk2613_pilon.6, Acerv_evm.model.Segkk2613_pilon.5	Mcavernosa26997-RA
