Orthogroup	Mcavernosa.maker.proteins	Montipora_capitata_HIv2.genes.pep
OG0000374	Mcavernosa01469-RA, Mcavernosa01473-RA	Montipora_capitata_PredGene_g25364.t1, Montipora_capitata_PredGene_g25356.t1, Montipora_capitata_PredGene_g25349.t1, Montipora_capitata_PredGene_g25362.t1, Montipora_capitata_PredGene_g25358.t1, Montipora_capitata_PredGene_g25346.t1, Montipora_capitata_PredGene_g25355.t1, Montipora_capitata_PredGene_g25334.t1, Montipora_capitata_PredGene_g25332.t1, Montipora_capitata_PredGene_g25328.t1
OG0000375	Mcavernosa09410-RA	Montipora_capitata_PredGene_g48608.t1, Montipora_capitata_PredGene_g29762.t1
OG0000375	Mcavernosa27865-RA	Montipora_capitata_PredGene_adi2mcaRNA26621_R5.t1
OG0000376	Mcavernosa34391-RA	Montipora_capitata_PredGene_g64527.t1, Montipora_capitata_PredGene_g41723.t1, Montipora_capitata_PredGene_g54127.t1, Montipora_capitata_PredGene_g45739.t1, Montipora_capitata_PredGene_g50300.t1, Montipora_capitata_PredGene_g37177.t1, Montipora_capitata_PredGene_g50079.t1, Montipora_capitata_PredGene_g22049.t1, Montipora_capitata_PredGene_g36801.t1, Montipora_capitata_PredGene_g417.t1, Montipora_capitata_PredGene_adi2mcaRNA13424_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA15474_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA15474_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA15474_R4.t1, Montipora_capitata_PredGene_g416.t1, Montipora_capitata_PredGene_g6718.t1, Montipora_capitata_PredGene_adi2mcaRNA15474_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA15474_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA15474_R5.t1, Montipora_capitata_PredGene_g41916.t1, Montipora_capitata_PredGene_adi2mcaRNA31866_R5.t1, Montipora_capitata_PredGene_g66030.t1, Montipora_capitata_PredGene_adi2mcaRNA22699_R6.t1, Montipora_capitata_PredGene_g46604.t1
OG0000381	Mcavernosa34069-RA	Montipora_capitata_PredGene_g30506.t1, Montipora_capitata_PredGene_g48299.t1
OG0000381	Mcavernosa29561-RA, Mcavernosa30685-RA, Mcavernosa24059-RA	Montipora_capitata_PredGene_g21924.t1, Montipora_capitata_PredGene_g25738.t1
OG0000382	Mcavernosa06789-RA	Montipora_capitata_PredGene_g60133.t1
OG0000382	Mcavernosa14580-RA	Montipora_capitata_PredGene_g37094.t1
OG0000382	Mcavernosa02945-RA	Montipora_capitata_PredGene_adi2mcaRNA23775_R1.t1
OG0000384	Mcavernosa34654-RA	Montipora_capitata_PredGene_g50786.t1
OG0000384	Mcavernosa25686-RA	Montipora_capitata_PredGene_adi2mcaRNA31065_R0.t1
OG0000386	Mcavernosa34620-RA	Montipora_capitata_PredGene_g49233.t1, Montipora_capitata_PredGene_g3168.t1, Montipora_capitata_PredGene_g35859.t1, Montipora_capitata_PredGene_g17636.t1
OG0000387	Mcavernosa03685-RA	Montipora_capitata_PredGene_adi2mcaRNA18507_R6.t1, Montipora_capitata_PredGene_g46676.t1, Montipora_capitata_PredGene_g46678.t1, Montipora_capitata_PredGene_g46685.t1, Montipora_capitata_PredGene_g46667.t1, Montipora_capitata_PredGene_g46668.t1, Montipora_capitata_PredGene_g46669.t1
OG0000388	Mcavernosa29354-RA	Montipora_capitata_PredGene_g23614.t1
OG0000388	Mcavernosa18824-RA	Montipora_capitata_PredGene_g47156.t1
OG0000391	Mcavernosa18057-RA, Mcavernosa28971-RA	Montipora_capitata_PredGene_adi2mcaRNA4649_R0.t1, Montipora_capitata_PredGene_g21934.t1
OG0000391	Mcavernosa29693-RA, Mcavernosa28972-RA, Mcavernosa33170-RA	Montipora_capitata_PredGene_g44251.t1
OG0000391	Mcavernosa26407-RA	Montipora_capitata_PredGene_adi2mcaRNA14109_R0.t1
OG0000392	Mcavernosa22589-RA	Montipora_capitata_PredGene_g35554.t1, Montipora_capitata_PredGene_g5283.t1, Montipora_capitata_PredGene_g1765.t1
OG0000392	Mcavernosa24914-RA	Montipora_capitata_PredGene_adi2mcaRNA23846_R0.t1, Montipora_capitata_PredGene_g32151.t1
OG0000393	Mcavernosa02496-RA, Mcavernosa02495-RA, Mcavernosa32678-RA	Montipora_capitata_PredGene_g36067.t1, Montipora_capitata_PredGene_g36068.t1, Montipora_capitata_PredGene_g36078.t1
OG0000398	Mcavernosa29663-RA	Montipora_capitata_PredGene_g11351.t1, Montipora_capitata_PredGene_g56415.t1, Montipora_capitata_PredGene_g4518.t1, Montipora_capitata_PredGene_g63004.t1, Montipora_capitata_PredGene_g56644.t1, Montipora_capitata_PredGene_g54116.t1, Montipora_capitata_PredGene_g40106.t1, Montipora_capitata_PredGene_g66480.t1, Montipora_capitata_PredGene_g61824.t1, Montipora_capitata_PredGene_g70099.t1, Montipora_capitata_PredGene_g44994.t1
OG0000399	Mcavernosa03638-RA	Montipora_capitata_PredGene_g53425.t1, Montipora_capitata_PredGene_adi2mcaRNA16558_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA16558_R1.t1
OG0000401	Mcavernosa05986-RA	Montipora_capitata_PredGene_g31246.t1, Montipora_capitata_PredGene_g41722.t1, Montipora_capitata_PredGene_g38010.t1, Montipora_capitata_PredGene_g15380.t1, Montipora_capitata_PredGene_g68558.t1, Montipora_capitata_PredGene_adi2mcaRNA19873_R2.t1, Montipora_capitata_PredGene_g20999.t1, Montipora_capitata_PredGene_g21498.t1, Montipora_capitata_PredGene_adi2mcaRNA11308_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA11308_R5.t1, Montipora_capitata_PredGene_g20998.t1, Montipora_capitata_PredGene_adi2mcaRNA11308_R4.t1, Montipora_capitata_PredGene_g38009.t1, Montipora_capitata_PredGene_g20512.t1
OG0000401	Mcavernosa17401-RA, Mcavernosa33349-RA, Mcavernosa30426-RA	Montipora_capitata_PredGene_g21032.t1, Montipora_capitata_PredGene_g70783.t1, Montipora_capitata_PredGene_g45830.t1
OG0000403	Mcavernosa19332-RA, Mcavernosa27718-RA	Montipora_capitata_PredGene_g56846.t1, Montipora_capitata_PredGene_g56845.t1
OG0000403	Mcavernosa28938-RA, Mcavernosa31901-RA, Mcavernosa23942-RA, Mcavernosa31904-RA, Mcavernosa31902-RA	Montipora_capitata_PredGene_g61541.t1
OG0000404	Mcavernosa25384-RA, Mcavernosa25383-RA	Montipora_capitata_PredGene_g34791.t1, Montipora_capitata_PredGene_g34795.t1, Montipora_capitata_PredGene_g34796.t1, Montipora_capitata_PredGene_g48663.t1
OG0000407	Mcavernosa25228-RA, Mcavernosa25226-RA	Montipora_capitata_PredGene_g14779.t1, Montipora_capitata_PredGene_adi2mcaRNA33890_R1.t1, Montipora_capitata_PredGene_g12166.t1
OG0000408	Mcavernosa29358-RA, Mcavernosa29357-RA, Mcavernosa03694-RA, Mcavernosa03696-RA	Montipora_capitata_PredGene_g18140.t1, Montipora_capitata_PredGene_g42701.t1, Montipora_capitata_PredGene_g67991.t1, Montipora_capitata_PredGene_g58230.t1, Montipora_capitata_PredGene_adi2mcaRNA39885_R8.t1
OG0000410	Mcavernosa26577-RA, Mcavernosa30439-RA, Mcavernosa15792-RA, Mcavernosa26442-RA, Mcavernosa11074-RA, Mcavernosa24147-RA, Mcavernosa26953-RA	Montipora_capitata_PredGene_g22086.t1, Montipora_capitata_PredGene_adi2mcaRNA31081_R9.t1, Montipora_capitata_PredGene_g8218.t1, Montipora_capitata_PredGene_g32549.t1, Montipora_capitata_PredGene_adi2mcaRNA31081_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA31081_R0.t1, Montipora_capitata_PredGene_g28052.t1
OG0000410	Mcavernosa14864-RA	Montipora_capitata_PredGene_adi2mcaRNA14419_R0.t1
OG0000410	Mcavernosa32146-RA	Montipora_capitata_PredGene_adi2mcaRNA14419_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA14419_R4.t1
OG0000411	Mcavernosa29190-RA	Montipora_capitata_PredGene_g52899.t1, Montipora_capitata_PredGene_g2676.t1, Montipora_capitata_PredGene_g2752.t1, Montipora_capitata_PredGene_g22215.t1
OG0000411	Mcavernosa23286-RA	Montipora_capitata_PredGene_g57593.t1, Montipora_capitata_PredGene_g32993.t1, Montipora_capitata_PredGene_g19578.t1, Montipora_capitata_PredGene_adi2mcaRNA8107_R0.t1, Montipora_capitata_PredGene_g68618.t1, Montipora_capitata_PredGene_g7397.t1, Montipora_capitata_PredGene_g64776.t1, Montipora_capitata_PredGene_g40105.t1, Montipora_capitata_PredGene_g44223.t1, Montipora_capitata_PredGene_g38532.t1, Montipora_capitata_PredGene_g16541.t1, Montipora_capitata_PredGene_g12241.t1, Montipora_capitata_PredGene_g59862.t1, Montipora_capitata_PredGene_g47310.t1, Montipora_capitata_PredGene_g2753.t1, Montipora_capitata_PredGene_g34214.t1, Montipora_capitata_PredGene_g2677.t1, Montipora_capitata_PredGene_g16335.t1
OG0000413	Mcavernosa20077-RA, Mcavernosa33816-RA, Mcavernosa20071-RA, Mcavernosa20073-RA, Mcavernosa19482-RA	Montipora_capitata_PredGene_g4486.t1, Montipora_capitata_PredGene_adi2mcaRNA25199_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA36174_R1.t1
OG0000413	Mcavernosa20078-RA	Montipora_capitata_PredGene_adi2mcaRNA29050_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA25203_R2.t1, Montipora_capitata_PredGene_g43203.t1
OG0000414	Mcavernosa31626-RA, Mcavernosa22347-RA, Mcavernosa22344-RA, Mcavernosa30410-RA, Mcavernosa22350-RA	Montipora_capitata_PredGene_g6665.t1
OG0000415	Mcavernosa09521-RA, Mcavernosa09524-RA, Mcavernosa09515-RA, Mcavernosa09505-RA	Montipora_capitata_PredGene_g11328.t1, Montipora_capitata_PredGene_g57276.t1, Montipora_capitata_PredGene_g21376.t1, Montipora_capitata_PredGene_g24742.t1, Montipora_capitata_PredGene_g57054.t1, Montipora_capitata_PredGene_g3304.t1, Montipora_capitata_PredGene_g4971.t1, Montipora_capitata_PredGene_g35834.t1, Montipora_capitata_PredGene_g45015.t1, Montipora_capitata_PredGene_g18668.t1, Montipora_capitata_PredGene_g34201.t1, Montipora_capitata_PredGene_g1791.t1, Montipora_capitata_PredGene_g53525.t1
OG0000416	Mcavernosa30173-RA	Montipora_capitata_PredGene_g37020.t1
OG0000416	Mcavernosa30170-RA, Mcavernosa30174-RA	Montipora_capitata_PredGene_g37011.t1, Montipora_capitata_PredGene_g37015.t1, Montipora_capitata_PredGene_adi2mcaRNA5536_R0.t1, Montipora_capitata_PredGene_g37006.t1
OG0000416	Mcavernosa20759-RA, Mcavernosa30171-RA, Mcavernosa30130-RA, Mcavernosa20760-RA	Montipora_capitata_PredGene_g9727.t1
OG0000416	Mcavernosa30176-RA	Montipora_capitata_PredGene_g37012.t1, Montipora_capitata_PredGene_g37016.t1, Montipora_capitata_PredGene_adi2mcaRNA11302_R5.t1, Montipora_capitata_PredGene_g37007.t1, Montipora_capitata_PredGene_g37017.t1
OG0000417	Mcavernosa00537-RA	Montipora_capitata_PredGene_g55648.t1
OG0000417	Mcavernosa35105-RA, Mcavernosa16594-RA	Montipora_capitata_PredGene_adi2mcaRNA7611_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA7611_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA7611_R3.t1, Montipora_capitata_PredGene_g10258.t1, Montipora_capitata_PredGene_g10866.t1, Montipora_capitata_PredGene_g20199.t1, Montipora_capitata_PredGene_adi2mcaRNA7611_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA7611_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA40014_R9.t1, Montipora_capitata_PredGene_g64226.t1
OG0000418	Mcavernosa18845-RA	Montipora_capitata_PredGene_g309.t1
OG0000418	Mcavernosa18856-RA, Mcavernosa18848-RA	Montipora_capitata_PredGene_adi2mcaRNA38074_R1.t1
OG0000419	Mcavernosa06638-RA	Montipora_capitata_PredGene_g21365.t1
OG0000421	Mcavernosa10160-RA	Montipora_capitata_PredGene_g45201.t1, Montipora_capitata_PredGene_g66119.t1, Montipora_capitata_PredGene_g1124.t1, Montipora_capitata_PredGene_g27006.t1
OG0000421	Mcavernosa16140-RA, Mcavernosa08819-RA	Montipora_capitata_PredGene_g11653.t1
OG0000421	Mcavernosa11355-RA	Montipora_capitata_PredGene_g32541.t1
OG0000421	Mcavernosa19331-RA	Montipora_capitata_PredGene_g17739.t1
OG0000423	Mcavernosa07896-RA, Mcavernosa29273-RA, Mcavernosa12253-RA, Mcavernosa30090-RA	Montipora_capitata_PredGene_adi2mcaRNA26327_R7.t1, Montipora_capitata_PredGene_g48352.t1, Montipora_capitata_PredGene_g61461.t1
OG0000423	Mcavernosa12249-RA, Mcavernosa12254-RA	Montipora_capitata_PredGene_g25437.t1, Montipora_capitata_PredGene_g25438.t1, Montipora_capitata_PredGene_adi2mcaRNA26324_R7.t1, Montipora_capitata_PredGene_g13474.t1
OG0000424	Mcavernosa06620-RA, Mcavernosa06637-RA	Montipora_capitata_PredGene_g61660.t1
OG0000424	Mcavernosa26984-RA, Mcavernosa20446-RA	Montipora_capitata_PredGene_adi2mcaRNA29105_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA29105_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA29105_R6.t1, Montipora_capitata_PredGene_g44182.t1
OG0000429	Mcavernosa05993-RA, Mcavernosa32556-RA	Montipora_capitata_PredGene_adi2mcaRNA26484_R0.t1
OG0000430	Mcavernosa20313-RA, Mcavernosa14037-RA, Mcavernosa20357-RA	Montipora_capitata_PredGene_g52656.t1, Montipora_capitata_PredGene_g26376.t1, Montipora_capitata_PredGene_g17614.t1, Montipora_capitata_PredGene_g1956.t1, Montipora_capitata_PredGene_g56170.t1, Montipora_capitata_PredGene_g45643.t1, Montipora_capitata_PredGene_adi2mcaRNA33803_R4.t1, Montipora_capitata_PredGene_g61252.t1
OG0000430	Mcavernosa25262-RA, Mcavernosa25763-RA	Montipora_capitata_PredGene_g17694.t1, Montipora_capitata_PredGene_g28347.t1, Montipora_capitata_PredGene_g18424.t1, Montipora_capitata_PredGene_adi2mcaRNA33803_R8.t1, Montipora_capitata_PredGene_g16682.t1, Montipora_capitata_PredGene_g63316.t1, Montipora_capitata_PredGene_g36690.t1, Montipora_capitata_PredGene_g20069.t1, Montipora_capitata_PredGene_g24396.t1, Montipora_capitata_PredGene_g48724.t1, Montipora_capitata_PredGene_g27969.t1
OG0000431	Mcavernosa24368-RA	Montipora_capitata_PredGene_g62259.t1
OG0000431	Mcavernosa24367-RA	Montipora_capitata_PredGene_g55009.t1, Montipora_capitata_PredGene_g16794.t1
OG0000432	Mcavernosa08628-RA	Montipora_capitata_PredGene_g34365.t1, Montipora_capitata_PredGene_g23400.t1, Montipora_capitata_PredGene_g926.t1, Montipora_capitata_PredGene_g42177.t1, Montipora_capitata_PredGene_g17997.t1
OG0000432	Mcavernosa20871-RA	Montipora_capitata_PredGene_g17996.t1
OG0000433	Mcavernosa30471-RA, Mcavernosa19093-RA, Mcavernosa24777-RA, Mcavernosa33263-RA	Montipora_capitata_PredGene_g41309.t1, Montipora_capitata_PredGene_g67048.t1, Montipora_capitata_PredGene_g31273.t1, Montipora_capitata_PredGene_g46613.t1, Montipora_capitata_PredGene_adi2mcaRNA16018_R8.t1, Montipora_capitata_PredGene_g45017.t1, Montipora_capitata_PredGene_g46160.t1, Montipora_capitata_PredGene_g61900.t1, Montipora_capitata_PredGene_adi2mcaRNA9646_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA9646_R3.t1, Montipora_capitata_PredGene_g70544.t1, Montipora_capitata_PredGene_g35718.t1
OG0000433	Mcavernosa29094-RA	Montipora_capitata_PredGene_g52132.t1
OG0000433	Mcavernosa18235-RA, Mcavernosa20122-RA	Montipora_capitata_PredGene_g49218.t1, Montipora_capitata_PredGene_g24868.t1, Montipora_capitata_PredGene_g43752.t1, Montipora_capitata_PredGene_adi2mcaRNA613_R0.t1, Montipora_capitata_PredGene_g15443.t1, Montipora_capitata_PredGene_g28597.t1, Montipora_capitata_PredGene_g70439.t1, Montipora_capitata_PredGene_g69540.t1, Montipora_capitata_PredGene_g19207.t1
OG0000434	Mcavernosa03402-RA	Montipora_capitata_PredGene_g34305.t1
OG0000434	Mcavernosa30271-RA, Mcavernosa35201-RA, Mcavernosa30464-RA	Montipora_capitata_PredGene_g59173.t1, Montipora_capitata_PredGene_g40491.t1
OG0000434	Mcavernosa15906-RA, Mcavernosa26412-RA, Mcavernosa32986-RA, Mcavernosa19270-RA, Mcavernosa25946-RA, Mcavernosa29504-RA	Montipora_capitata_PredGene_g38905.t1
OG0000434	Mcavernosa03403-RA, Mcavernosa00999-RA	Montipora_capitata_PredGene_g38906.t1
OG0000435	Mcavernosa12735-RA	Montipora_capitata_PredGene_g29004.t1
OG0000435	Mcavernosa30479-RA, Mcavernosa26599-RA, Mcavernosa27644-RA, Mcavernosa19230-RA	Montipora_capitata_PredGene_g13451.t1
OG0000435	Mcavernosa34900-RA	Montipora_capitata_PredGene_g10283.t1
OG0000437	Mcavernosa29908-RA	Montipora_capitata_PredGene_g66098.t1
OG0000437	Mcavernosa23924-RA, Mcavernosa23921-RA	Montipora_capitata_PredGene_g64911.t1
OG0000437	Mcavernosa32838-RA	Montipora_capitata_PredGene_adi2mcaRNA15282_R0.t1
OG0000438	Mcavernosa29505-RA, Mcavernosa25392-RA	Montipora_capitata_PredGene_g15027.t1, Montipora_capitata_PredGene_g38645.t1
OG0000438	Mcavernosa30498-RA	Montipora_capitata_PredGene_g40860.t1, Montipora_capitata_PredGene_g13899.t1, Montipora_capitata_PredGene_g39054.t1, Montipora_capitata_PredGene_g70228.t1, Montipora_capitata_PredGene_g13895.t1, Montipora_capitata_PredGene_g63177.t1, Montipora_capitata_PredGene_g61243.t1, Montipora_capitata_PredGene_g145.t1, Montipora_capitata_PredGene_g51900.t1, Montipora_capitata_PredGene_g59818.t1, Montipora_capitata_PredGene_g61242.t1
OG0000438	Mcavernosa33578-RA	Montipora_capitata_PredGene_g56917.t1, Montipora_capitata_PredGene_g779.t1, Montipora_capitata_PredGene_g24766.t1, Montipora_capitata_PredGene_g71091.t1
OG0000439	Mcavernosa25137-RA	Montipora_capitata_PredGene_g30731.t1, Montipora_capitata_PredGene_g41692.t1, Montipora_capitata_PredGene_g55256.t1, Montipora_capitata_PredGene_g45244.t1, Montipora_capitata_PredGene_g42256.t1, Montipora_capitata_PredGene_g45243.t1, Montipora_capitata_PredGene_g30732.t1
OG0000439	Mcavernosa28912-RA	Montipora_capitata_PredGene_g248.t1, Montipora_capitata_PredGene_g40558.t1, Montipora_capitata_PredGene_g39207.t1, Montipora_capitata_PredGene_g48931.t1, Montipora_capitata_PredGene_g30725.t1
OG0000439	Mcavernosa07704-RA, Mcavernosa07700-RA	Montipora_capitata_PredGene_g57188.t1
OG0000439	Mcavernosa07696-RA	Montipora_capitata_PredGene_g42450.t1, Montipora_capitata_PredGene_g54496.t1
OG0000440	Mcavernosa34703-RA, Mcavernosa00658-RA	Montipora_capitata_PredGene_g62755.t1, Montipora_capitata_PredGene_g36605.t1, Montipora_capitata_PredGene_g30881.t1, Montipora_capitata_PredGene_g41102.t1, Montipora_capitata_PredGene_g50287.t1, Montipora_capitata_PredGene_g64926.t1, Montipora_capitata_PredGene_g25571.t1, Montipora_capitata_PredGene_g22075.t1, Montipora_capitata_PredGene_g22784.t1
OG0000442	Mcavernosa02458-RA	Montipora_capitata_PredGene_g26902.t1
OG0000443	Mcavernosa22078-RA	Montipora_capitata_PredGene_g47162.t1
OG0000443	Mcavernosa09981-RA	Montipora_capitata_PredGene_g16993.t1, Montipora_capitata_PredGene_g52643.t1, Montipora_capitata_PredGene_g51565.t1, Montipora_capitata_PredGene_g48841.t1
OG0000443	Mcavernosa04076-RA	Montipora_capitata_PredGene_g27034.t1
OG0000445	Mcavernosa00377-RA	Montipora_capitata_PredGene_g364.t1
OG0000445	Mcavernosa10156-RA	Montipora_capitata_PredGene_g15513.t1, Montipora_capitata_PredGene_g25145.t1
OG0000445	Mcavernosa20951-RA, Mcavernosa20952-RA, Mcavernosa27845-RA	Montipora_capitata_PredGene_g2521.t1
OG0000446	Mcavernosa13807-RA, Mcavernosa13806-RA, Mcavernosa13808-RA	Montipora_capitata_PredGene_g4553.t1, Montipora_capitata_PredGene_g71550.t1, Montipora_capitata_PredGene_g71549.t1
OG0000446	Mcavernosa22370-RA, Mcavernosa13809-RA	Montipora_capitata_PredGene_adi2mcaRNA7035_R0.t1, Montipora_capitata_PredGene_g1328.t1
OG0000447	Mcavernosa16816-RA, Mcavernosa16819-RA, Mcavernosa16815-RA, Mcavernosa16818-RA, Mcavernosa16817-RA	Montipora_capitata_PredGene_g59658.t1, Montipora_capitata_PredGene_g70733.t1
OG0000448	Mcavernosa29364-RA	Montipora_capitata_PredGene_g35361.t1
OG0000449	Mcavernosa12408-RA	Montipora_capitata_PredGene_adi2mcaRNA4150_R2.t1, Montipora_capitata_PredGene_g68473.t1, Montipora_capitata_PredGene_adi2mcaRNA4150_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA4146_R3.t1, Montipora_capitata_PredGene_g65388.t1, Montipora_capitata_PredGene_adi2mcaRNA26629_R2.t1, Montipora_capitata_PredGene_g68465.t1, Montipora_capitata_PredGene_g62052.t1
OG0000451	Mcavernosa06232-RA	Montipora_capitata_PredGene_g28841.t1, Montipora_capitata_PredGene_g13764.t1, Montipora_capitata_PredGene_g43159.t1, Montipora_capitata_PredGene_g41869.t1, Montipora_capitata_PredGene_g48511.t1, Montipora_capitata_PredGene_g30878.t1
OG0000451	Mcavernosa10988-RA	Montipora_capitata_PredGene_g10675.t1, Montipora_capitata_PredGene_g32738.t1, Montipora_capitata_PredGene_g45286.t1, Montipora_capitata_PredGene_g45293.t1
OG0000453	Mcavernosa20887-RA	Montipora_capitata_PredGene_adi2mcaRNA29808_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA29808_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA29808_R3.t1
OG0000454	Mcavernosa28804-RA, Mcavernosa30651-RA	Montipora_capitata_PredGene_adi2mcaRNA41162_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA41162_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA41162_R4.t1
OG0000454	Mcavernosa23534-RA, Mcavernosa26218-RA, Mcavernosa30408-RA, Mcavernosa34784-RA, Mcavernosa23536-RA, Mcavernosa30030-RA	Montipora_capitata_PredGene_g28515.t1
OG0000456	Mcavernosa10612-RA, Mcavernosa10610-RA, Mcavernosa20380-RA, Mcavernosa20381-RA	Montipora_capitata_PredGene_g63700.t1, Montipora_capitata_PredGene_g63676.t1, Montipora_capitata_PredGene_g63678.t1, Montipora_capitata_PredGene_adi2mcaRNA15616_R8.t1
OG0000458	Mcavernosa23513-RA, Mcavernosa21843-RA	Montipora_capitata_PredGene_g22862.t1
OG0000461	Mcavernosa04778-RA, Mcavernosa30279-RA	Montipora_capitata_PredGene_g47934.t1, Montipora_capitata_PredGene_g59775.t1, Montipora_capitata_PredGene_g65626.t1, Montipora_capitata_PredGene_g50813.t1, Montipora_capitata_PredGene_adi2mcaRNA17443_R4.t1, Montipora_capitata_PredGene_g2763.t1, Montipora_capitata_PredGene_g65635.t1
OG0000462	Mcavernosa11358-RA	Montipora_capitata_PredGene_adi2mcaRNA9417_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA9427_R4.t1
OG0000463	Mcavernosa34014-RA	Montipora_capitata_PredGene_g2649.t1
OG0000463	Mcavernosa32301-RA	Montipora_capitata_PredGene_g27103.t1, Montipora_capitata_PredGene_g48042.t1, Montipora_capitata_PredGene_g8553.t1, Montipora_capitata_PredGene_g39514.t1
OG0000463	Mcavernosa14583-RA	Montipora_capitata_PredGene_adi2mcaRNA11330_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA41672_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA41672_R1.t1, Montipora_capitata_PredGene_g52156.t1
OG0000463	Mcavernosa12065-RA	Montipora_capitata_PredGene_adi2mcaRNA41672_R8.t1
OG0000464	Mcavernosa13795-RA, Mcavernosa13797-RA, Mcavernosa13454-RA, Mcavernosa11387-RA, Mcavernosa16852-RA	Montipora_capitata_PredGene_g32771.t1, Montipora_capitata_PredGene_g32775.t1, Montipora_capitata_PredGene_g26876.t1, Montipora_capitata_PredGene_g26877.t1, Montipora_capitata_PredGene_g50741.t1, Montipora_capitata_PredGene_g50743.t1, Montipora_capitata_PredGene_g24190.t1
OG0000465	Mcavernosa22979-RA, Mcavernosa22977-RA	Montipora_capitata_PredGene_g29423.t1
