Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0000825	Mcavernosa27604-RA	Pocillopora_acuta_HIv1_PredGene_g30747.t1, Pocillopora_acuta_HIv1_PredGene_g30743.t1, Pocillopora_acuta_HIv1_PredGene_g8969.t1, Pocillopora_acuta_HIv1_PredGene_g22124.t1
OG0000826	Mcavernosa15963-RA	Pocillopora_acuta_HIv1_PredGene_20271_t, Pocillopora_acuta_HIv1_PredGene_g15927.t2, Pocillopora_acuta_HIv1_PredGene_g15927.t3, Pocillopora_acuta_HIv1_PredGene_g15927.t1
OG0000826	Mcavernosa00557-RA, Mcavernosa34483-RA	Pocillopora_acuta_HIv1_PredGene_g15926.t1, Pocillopora_acuta_HIv1_PredGene_g15925.t1
OG0000827	Mcavernosa29202-RA	Pocillopora_acuta_HIv1_PredGene_g27736.t1, Pocillopora_acuta_HIv1_PredGene_g7734.t1, Pocillopora_acuta_HIv1_PredGene_g1638.t1, Pocillopora_acuta_HIv1_PredGene_g21707.t1, Pocillopora_acuta_HIv1_PredGene_g8661.t1
OG0000831	Mcavernosa13277-RA	Pocillopora_acuta_HIv1_PredGene_g33525.t1, Pocillopora_acuta_HIv1_PredGene_g10843.t1
OG0000833	Mcavernosa24507-RA	Pocillopora_acuta_HIv1_PredGene_g31684.t1, Pocillopora_acuta_HIv1_PredGene_7290_t, Pocillopora_acuta_HIv1_PredGene_g31682.t1
OG0000834	Mcavernosa26812-RA	Pocillopora_acuta_HIv1_PredGene_g22028.t1
OG0000834	Mcavernosa21067-RA, Mcavernosa30312-RA	Pocillopora_acuta_HIv1_PredGene_g19168.t1
OG0000836	Mcavernosa30025-RA	Pocillopora_acuta_HIv1_PredGene_g23487.t1
OG0000837	Mcavernosa27358-RA	Pocillopora_acuta_HIv1_PredGene_g8159.t1
OG0000839	Mcavernosa03467-RA, Mcavernosa03468-RA	Pocillopora_acuta_HIv1_PredGene_g7787.t1, Pocillopora_acuta_HIv1_PredGene_13504_t, Pocillopora_acuta_HIv1_PredGene_g7785.t1
OG0000840	Mcavernosa32670-RA	Pocillopora_acuta_HIv1_PredGene_g21861.t1, Pocillopora_acuta_HIv1_PredGene_g29263.t1
OG0000841	Mcavernosa21363-RA, Mcavernosa05772-RA	Pocillopora_acuta_HIv1_PredGene_g5829.t1
OG0000843	Mcavernosa12486-RA	Pocillopora_acuta_HIv1_PredGene_g12534.t1, Pocillopora_acuta_HIv1_PredGene_g12539.t1, Pocillopora_acuta_HIv1_PredGene_27876_t, Pocillopora_acuta_HIv1_PredGene_g12544.t1, Pocillopora_acuta_HIv1_PredGene_g12541.t1, Pocillopora_acuta_HIv1_PredGene_g12535.t1
OG0000844	Mcavernosa00313-RA	Pocillopora_acuta_HIv1_PredGene_g8844.t1, Pocillopora_acuta_HIv1_PredGene_g18943.t1, Pocillopora_acuta_HIv1_PredGene_g8843.t1, Pocillopora_acuta_HIv1_PredGene_g18944.t1, Pocillopora_acuta_HIv1_PredGene_g18944.t2, Pocillopora_acuta_HIv1_PredGene_g8837.t1, Pocillopora_acuta_HIv1_PredGene_g32224.t1, Pocillopora_acuta_HIv1_PredGene_g25798.t1, Pocillopora_acuta_HIv1_PredGene_29918_t, Pocillopora_acuta_HIv1_PredGene_g8845.t1, Pocillopora_acuta_HIv1_PredGene_g23929.t1, Pocillopora_acuta_HIv1_PredGene_g23946.t1, Pocillopora_acuta_HIv1_PredGene_g23939.t1, Pocillopora_acuta_HIv1_PredGene_g8839.t1, Pocillopora_acuta_HIv1_PredGene_g8848.t1, Pocillopora_acuta_HIv1_PredGene_g32009.t1
OG0000845	Mcavernosa04342-RA	Pocillopora_acuta_HIv1_PredGene_g10110.t1
OG0000845	Mcavernosa04348-RA	Pocillopora_acuta_HIv1_PredGene_g10109.t1, Pocillopora_acuta_HIv1_PredGene_g10109.t2, Pocillopora_acuta_HIv1_PredGene_g10109.t3
OG0000847	Mcavernosa18835-RA	Pocillopora_acuta_HIv1_PredGene_g4683.t1, Pocillopora_acuta_HIv1_PredGene_g23513.t1, Pocillopora_acuta_HIv1_PredGene_g33476.t1, Pocillopora_acuta_HIv1_PredGene_g1582.t1
OG0000849	Mcavernosa30754-RA, Mcavernosa30756-RA	Pocillopora_acuta_HIv1_PredGene_g13108.t1, Pocillopora_acuta_HIv1_PredGene_g13107.t2, Pocillopora_acuta_HIv1_PredGene_g13107.t1
OG0000850	Mcavernosa13558-RA, Mcavernosa14036-RA	Pocillopora_acuta_HIv1_PredGene_g7020.t1, Pocillopora_acuta_HIv1_PredGene_g7019.t1, Pocillopora_acuta_HIv1_PredGene_10_t, Pocillopora_acuta_HIv1_PredGene_g7021.t1, Pocillopora_acuta_HIv1_PredGene_g7028.t1, Pocillopora_acuta_HIv1_PredGene_g7027.t1, Pocillopora_acuta_HIv1_PredGene_g7025.t1
OG0000852	Mcavernosa22019-RA	Pocillopora_acuta_HIv1_PredGene_g4667.t1, Pocillopora_acuta_HIv1_PredGene_8916_t
OG0000852	Mcavernosa22014-RA, Mcavernosa22017-RA, Mcavernosa22011-RA, Mcavernosa22023-RA	Pocillopora_acuta_HIv1_PredGene_8907_t, Pocillopora_acuta_HIv1_PredGene_g4659.t1
OG0000853	Mcavernosa21536-RA, Mcavernosa28910-RA, Mcavernosa25379-RA	Pocillopora_acuta_HIv1_PredGene_g15323.t1, Pocillopora_acuta_HIv1_PredGene_g14210.t1, Pocillopora_acuta_HIv1_PredGene_g14212.t1
OG0000855	Mcavernosa29484-RA	Pocillopora_acuta_HIv1_PredGene_g17315.t1, Pocillopora_acuta_HIv1_PredGene_g29718.t1, Pocillopora_acuta_HIv1_PredGene_g29720.t1, Pocillopora_acuta_HIv1_PredGene_g17313.t1
OG0000855	Mcavernosa00744-RA	Pocillopora_acuta_HIv1_PredGene_g7970.t1
OG0000855	Mcavernosa00733-RA	Pocillopora_acuta_HIv1_PredGene_10863_t
OG0000856	Mcavernosa22753-RA	Pocillopora_acuta_HIv1_PredGene_g944.t1
OG0000857	Mcavernosa22917-RA	Pocillopora_acuta_HIv1_PredGene_g22840.t1, Pocillopora_acuta_HIv1_PredGene_6455_t, Pocillopora_acuta_HIv1_PredGene_g22841.t1
OG0000857	Mcavernosa08821-RA	Pocillopora_acuta_HIv1_PredGene_g14790.t1
OG0000858	Mcavernosa32803-RA	Pocillopora_acuta_HIv1_PredGene_g8125.t1
OG0000859	Mcavernosa07754-RA, Mcavernosa07753-RA	Pocillopora_acuta_HIv1_PredGene_g25598.t1
OG0000859	Mcavernosa07755-RA	Pocillopora_acuta_HIv1_PredGene_g25600.t1, Pocillopora_acuta_HIv1_PredGene_7444_t, Pocillopora_acuta_HIv1_PredGene_g25603.t1, Pocillopora_acuta_HIv1_PredGene_g25602.t1, Pocillopora_acuta_HIv1_PredGene_g25601.t1
OG0000860	Mcavernosa04776-RA	Pocillopora_acuta_HIv1_PredGene_g430.t1, Pocillopora_acuta_HIv1_PredGene_g12655.t1, Pocillopora_acuta_HIv1_PredGene_g13615.t1, Pocillopora_acuta_HIv1_PredGene_g17787.t1, Pocillopora_acuta_HIv1_PredGene_g12908.t1, Pocillopora_acuta_HIv1_PredGene_g26574.t1, Pocillopora_acuta_HIv1_PredGene_g8413.t1, Pocillopora_acuta_HIv1_PredGene_g31394.t1, Pocillopora_acuta_HIv1_PredGene_g26573.t1
OG0000863	Mcavernosa08559-RA	Pocillopora_acuta_HIv1_PredGene_g4008.t1, Pocillopora_acuta_HIv1_PredGene_1385_t, Pocillopora_acuta_HIv1_PredGene_1384_t, Pocillopora_acuta_HIv1_PredGene_g4007.t1, Pocillopora_acuta_HIv1_PredGene_g4009.t2, Pocillopora_acuta_HIv1_PredGene_g4009.t1
OG0000865	Mcavernosa18686-RA, Mcavernosa18685-RA, Mcavernosa18687-RA, Mcavernosa15007-RA	Pocillopora_acuta_HIv1_PredGene_g30232.t1
OG0000866	Mcavernosa11717-RA	Pocillopora_acuta_HIv1_PredGene_g27120.t1, Pocillopora_acuta_HIv1_PredGene_g27114.t1
OG0000867	Mcavernosa33721-RA	Pocillopora_acuta_HIv1_PredGene_g19432.t1, Pocillopora_acuta_HIv1_PredGene_g19863.t1
OG0000867	Mcavernosa13692-RA	Pocillopora_acuta_HIv1_PredGene_g5485.t1, Pocillopora_acuta_HIv1_PredGene_g32347.t1
OG0000867	Mcavernosa03920-RA, Mcavernosa03921-RA	Pocillopora_acuta_HIv1_PredGene_g19433.t1, Pocillopora_acuta_HIv1_PredGene_g19864.t1
OG0000867	Mcavernosa03157-RA	Pocillopora_acuta_HIv1_PredGene_g12938.t1
OG0000868	Mcavernosa25751-RA	Pocillopora_acuta_HIv1_PredGene_3455_t
OG0000868	Mcavernosa25742-RA	Pocillopora_acuta_HIv1_PredGene_g26086.t1, Pocillopora_acuta_HIv1_PredGene_g31670.t1
OG0000871	Mcavernosa20800-RA	Pocillopora_acuta_HIv1_PredGene_g8597.t1, Pocillopora_acuta_HIv1_PredGene_g28211.t1, Pocillopora_acuta_HIv1_PredGene_g8596.t1, Pocillopora_acuta_HIv1_PredGene_g28212.t1
OG0000872	Mcavernosa25025-RA, Mcavernosa25024-RA	Pocillopora_acuta_HIv1_PredGene_g33382.t1, Pocillopora_acuta_HIv1_PredGene_g19487.t1
OG0000874	Mcavernosa26997-RA	Pocillopora_acuta_HIv1_PredGene_g5495.t2, Pocillopora_acuta_HIv1_PredGene_g5495.t1, Pocillopora_acuta_HIv1_PredGene_g15645.t1, Pocillopora_acuta_HIv1_PredGene_g15646.t1, Pocillopora_acuta_HIv1_PredGene_g5494.t1, Pocillopora_acuta_HIv1_PredGene_g15644.t1, Pocillopora_acuta_HIv1_PredGene_g32393.t1, Pocillopora_acuta_HIv1_PredGene_g5498.t1, Pocillopora_acuta_HIv1_PredGene_g5499.t1, Pocillopora_acuta_HIv1_PredGene_g15643.t1, Pocillopora_acuta_HIv1_PredGene_g5497.t1
OG0000875	Mcavernosa18850-RA, Mcavernosa18853-RA, Mcavernosa18854-RA, Mcavernosa18849-RA	Pocillopora_acuta_HIv1_PredGene_g576.t1, Pocillopora_acuta_HIv1_PredGene_g1735.t1, Pocillopora_acuta_HIv1_PredGene_g25525.t1, Pocillopora_acuta_HIv1_PredGene_g25526.t1
OG0000876	Mcavernosa02071-RA, Mcavernosa02065-RA	Pocillopora_acuta_HIv1_PredGene_5674_t, Pocillopora_acuta_HIv1_PredGene_g6416.t1
OG0000876	Mcavernosa26900-RA	Pocillopora_acuta_HIv1_PredGene_g28673.t1, Pocillopora_acuta_HIv1_PredGene_g21022.t1
OG0000877	Mcavernosa22325-RA	Pocillopora_acuta_HIv1_PredGene_g28085.t1, Pocillopora_acuta_HIv1_PredGene_g28084.t1
OG0000878	Mcavernosa09295-RA, Mcavernosa09302-RA, Mcavernosa09298-RA, Mcavernosa09301-RA	Pocillopora_acuta_HIv1_PredGene_g1247.t1, Pocillopora_acuta_HIv1_PredGene_g1249.t1, Pocillopora_acuta_HIv1_PredGene_11618_t, Pocillopora_acuta_HIv1_PredGene_g1248.t1, Pocillopora_acuta_HIv1_PredGene_g1250.t1
OG0000879	Mcavernosa02850-RA	Pocillopora_acuta_HIv1_PredGene_g15802.t1, Pocillopora_acuta_HIv1_PredGene_27965_t, Pocillopora_acuta_HIv1_PredGene_g1694.t1, Pocillopora_acuta_HIv1_PredGene_g1694.t2, Pocillopora_acuta_HIv1_PredGene_g15800.t1, Pocillopora_acuta_HIv1_PredGene_g1694.t3
OG0000879	Mcavernosa33960-RA, Mcavernosa04089-RA	Pocillopora_acuta_HIv1_PredGene_g1696.t1
OG0000880	Mcavernosa32293-RA, Mcavernosa32290-RA	Pocillopora_acuta_HIv1_PredGene_g28604.t1, Pocillopora_acuta_HIv1_PredGene_g6351.t1, Pocillopora_acuta_HIv1_PredGene_16533_t, Pocillopora_acuta_HIv1_PredGene_g6355.t1, Pocillopora_acuta_HIv1_PredGene_20926_t, Pocillopora_acuta_HIv1_PredGene_g28603.t1
OG0000880	Mcavernosa32287-RA, Mcavernosa32288-RA, Mcavernosa32295-RA	Pocillopora_acuta_HIv1_PredGene_g6349.t1, Pocillopora_acuta_HIv1_PredGene_g28606.t1, Pocillopora_acuta_HIv1_PredGene_g28605.t1, Pocillopora_acuta_HIv1_PredGene_g6350.t1
OG0000881	Mcavernosa02930-RA	Pocillopora_acuta_HIv1_PredGene_g26787.t1
OG0000882	Mcavernosa21137-RA	Pocillopora_acuta_HIv1_PredGene_g22957.t1, Pocillopora_acuta_HIv1_PredGene_g13706.t1
OG0000882	Mcavernosa02969-RA	Pocillopora_acuta_HIv1_PredGene_g20943.t1
OG0000882	Mcavernosa26321-RA	Pocillopora_acuta_HIv1_PredGene_g14690.t1
OG0000883	Mcavernosa04226-RA, Mcavernosa04230-RA, Mcavernosa32533-RA	Pocillopora_acuta_HIv1_PredGene_g12032.t1
OG0000885	Mcavernosa01833-RA, Mcavernosa19085-RA, Mcavernosa21334-RA, Mcavernosa34822-RA, Mcavernosa10065-RA, Mcavernosa10055-RA, Mcavernosa06438-RA	Pocillopora_acuta_HIv1_PredGene_g3067.t1, Pocillopora_acuta_HIv1_PredGene_g3069.t1, Pocillopora_acuta_HIv1_PredGene_g3066.t1, Pocillopora_acuta_HIv1_PredGene_14869_t, Pocillopora_acuta_HIv1_PredGene_g3068.t1, Pocillopora_acuta_HIv1_PredGene_g30627.t1, Pocillopora_acuta_HIv1_PredGene_g3065.t1, Pocillopora_acuta_HIv1_PredGene_g3061.t1, Pocillopora_acuta_HIv1_PredGene_g3063.t1, Pocillopora_acuta_HIv1_PredGene_g3059.t1, Pocillopora_acuta_HIv1_PredGene_g3062.t1, Pocillopora_acuta_HIv1_PredGene_g24178.t1
OG0000886	Mcavernosa02141-RA, Mcavernosa21634-RA, Mcavernosa05194-RA, Mcavernosa23776-RA, Mcavernosa00292-RA	Pocillopora_acuta_HIv1_PredGene_g28822.t1
OG0000887	Mcavernosa27637-RA	Pocillopora_acuta_HIv1_PredGene_g32322.t1, Pocillopora_acuta_HIv1_PredGene_g5893.t1
OG0000887	Mcavernosa00701-RA, Mcavernosa33387-RA, Mcavernosa22079-RA	Pocillopora_acuta_HIv1_PredGene_g22249.t1, Pocillopora_acuta_HIv1_PredGene_g23198.t1, Pocillopora_acuta_HIv1_PredGene_g1402.t1
OG0000888	Mcavernosa32417-RA, Mcavernosa32415-RA, Mcavernosa33275-RA, Mcavernosa32414-RA, Mcavernosa34965-RA	Pocillopora_acuta_HIv1_PredGene_g11304.t1, Pocillopora_acuta_HIv1_PredGene_g11305.t1, Pocillopora_acuta_HIv1_PredGene_6145_t, Pocillopora_acuta_HIv1_PredGene_g11301.t1, Pocillopora_acuta_HIv1_PredGene_g11303.t1
OG0000890	Mcavernosa24534-RA	Pocillopora_acuta_HIv1_PredGene_g22976.t1
OG0000891	Mcavernosa29083-RA, Mcavernosa00363-RA, Mcavernosa00365-RA, Mcavernosa00367-RA	Pocillopora_acuta_HIv1_PredGene_g10988.t1
OG0000892	Mcavernosa23027-RA	Pocillopora_acuta_HIv1_PredGene_g22933.t1, Pocillopora_acuta_HIv1_PredGene_g6736.t1, Pocillopora_acuta_HIv1_PredGene_g22657.t1, Pocillopora_acuta_HIv1_PredGene_g22927.t1
OG0000893	Mcavernosa34081-RA	Pocillopora_acuta_HIv1_PredGene_g3288.t1
OG0000895	Mcavernosa31520-RA	Pocillopora_acuta_HIv1_PredGene_g12591.t1, Pocillopora_acuta_HIv1_PredGene_g27205.t1, Pocillopora_acuta_HIv1_PredGene_g28279.t1
OG0000896	Mcavernosa02994-RA	Pocillopora_acuta_HIv1_PredGene_g20929.t1
OG0000901	Mcavernosa21056-RA, Mcavernosa21057-RA	Pocillopora_acuta_HIv1_PredGene_g2738.t1, Pocillopora_acuta_HIv1_PredGene_g22283.t1
OG0000901	Mcavernosa21061-RA	Pocillopora_acuta_HIv1_PredGene_g2737.t1, Pocillopora_acuta_HIv1_PredGene_g22281.t1
OG0000901	Mcavernosa21054-RA, Mcavernosa21055-RA	Pocillopora_acuta_HIv1_PredGene_g22285.t1, Pocillopora_acuta_HIv1_PredGene_g2739.t1
OG0000905	Mcavernosa17062-RA, Mcavernosa11590-RA, Mcavernosa34614-RA, Mcavernosa11581-RA, Mcavernosa35028-RA, Mcavernosa33152-RA, Mcavernosa17063-RA	Pocillopora_acuta_HIv1_PredGene_g27721.t1
OG0000906	Mcavernosa26641-RA, Mcavernosa33441-RA, Mcavernosa26447-RA	Pocillopora_acuta_HIv1_PredGene_g9741.t1, Pocillopora_acuta_HIv1_PredGene_g9734.t1, Pocillopora_acuta_HIv1_PredGene_g9732.t1, Pocillopora_acuta_HIv1_PredGene_g9733.t1, Pocillopora_acuta_HIv1_PredGene_g9738.t1, Pocillopora_acuta_HIv1_PredGene_g9739.t1, Pocillopora_acuta_HIv1_PredGene_g9740.t1, Pocillopora_acuta_HIv1_PredGene_g9737.t1
OG0000911	Mcavernosa08076-RA, Mcavernosa30831-RA, Mcavernosa33241-RA	Pocillopora_acuta_HIv1_PredGene_g20622.t1
OG0000913	Mcavernosa18822-RA	Pocillopora_acuta_HIv1_PredGene_g2660.t1, Pocillopora_acuta_HIv1_PredGene_g31838.t1, Pocillopora_acuta_HIv1_PredGene_g13446.t1, Pocillopora_acuta_HIv1_PredGene_g2342.t1
OG0000914	Mcavernosa31274-RA, Mcavernosa31275-RA	Pocillopora_acuta_HIv1_PredGene_g15196.t1
OG0000914	Mcavernosa31276-RA, Mcavernosa31273-RA	Pocillopora_acuta_HIv1_PredGene_g15198.t1, Pocillopora_acuta_HIv1_PredGene_g15197.t1
OG0000916	Mcavernosa23001-RA	Pocillopora_acuta_HIv1_PredGene_g10815.t1
OG0000918	Mcavernosa23182-RA, Mcavernosa32689-RA	Pocillopora_acuta_HIv1_PredGene_g12076.t1, Pocillopora_acuta_HIv1_PredGene_g12076.t2
OG0000919	Mcavernosa15229-RA, Mcavernosa11650-RA, Mcavernosa05989-RA	Pocillopora_acuta_HIv1_PredGene_g5293.t1
OG0000921	Mcavernosa08198-RA	Pocillopora_acuta_HIv1_PredGene_g2592.t1
OG0000921	Mcavernosa08210-RA	Pocillopora_acuta_HIv1_PredGene_g27654.t1
OG0000923	Mcavernosa23539-RA, Mcavernosa23531-RA	Pocillopora_acuta_HIv1_PredGene_g18006.t1
OG0000925	Mcavernosa15552-RA	Pocillopora_acuta_HIv1_PredGene_g29451.t1
OG0000925	Mcavernosa11938-RA, Mcavernosa11936-RA	Pocillopora_acuta_HIv1_PredGene_4940_t, Pocillopora_acuta_HIv1_PredGene_g23364.t1, Pocillopora_acuta_HIv1_PredGene_g23366.t1, Pocillopora_acuta_HIv1_PredGene_g23363.t2, Pocillopora_acuta_HIv1_PredGene_g23363.t1, Pocillopora_acuta_HIv1_PredGene_4945_t, Pocillopora_acuta_HIv1_PredGene_g23369.t1, Pocillopora_acuta_HIv1_PredGene_g23368.t1
OG0000929	Mcavernosa29351-RA, Mcavernosa29349-RA, Mcavernosa09028-RA, Mcavernosa09026-RA	Pocillopora_acuta_HIv1_PredGene_g4797.t1
OG0000929	Mcavernosa09029-RA, Mcavernosa09030-RA	Pocillopora_acuta_HIv1_PredGene_g4796.t1
OG0000931	Mcavernosa24334-RA	Pocillopora_acuta_HIv1_PredGene_g26150.t1
OG0000931	Mcavernosa24332-RA	Pocillopora_acuta_HIv1_PredGene_g26153.t1
OG0000932	Mcavernosa18423-RA	Pocillopora_acuta_HIv1_PredGene_g13915.t1, Pocillopora_acuta_HIv1_PredGene_g14307.t1
OG0000933	Mcavernosa10337-RA, Mcavernosa10338-RA	Pocillopora_acuta_HIv1_PredGene_g13641.t1, Pocillopora_acuta_HIv1_PredGene_g19012.t1, Pocillopora_acuta_HIv1_PredGene_g20241.t1, Pocillopora_acuta_HIv1_PredGene_29486_t
OG0000934	Mcavernosa25291-RA, Mcavernosa25284-RA, Mcavernosa25294-RA	Pocillopora_acuta_HIv1_PredGene_g26163.t1, Pocillopora_acuta_HIv1_PredGene_g26162.t1
OG0000934	Mcavernosa13394-RA	Pocillopora_acuta_HIv1_PredGene_g1478.t1
OG0000934	Mcavernosa00366-RA	Pocillopora_acuta_HIv1_PredGene_g26161.t1
OG0000935	Mcavernosa21988-RA	Pocillopora_acuta_HIv1_PredGene_g5564.t1, Pocillopora_acuta_HIv1_PredGene_g25462.t1
OG0000935	Mcavernosa21986-RA, Mcavernosa21985-RA, Mcavernosa21983-RA, Mcavernosa33324-RA	Pocillopora_acuta_HIv1_PredGene_19421_t, Pocillopora_acuta_HIv1_PredGene_19419_t
OG0000936	Mcavernosa32959-RA, Mcavernosa34006-RA, Mcavernosa29617-RA, Mcavernosa29615-RA	Pocillopora_acuta_HIv1_PredGene_g11496.t1
OG0000936	Mcavernosa33406-RA, Mcavernosa10927-RA	Pocillopora_acuta_HIv1_PredGene_g4982.t1
OG0000937	Mcavernosa10669-RA	Pocillopora_acuta_HIv1_PredGene_g985.t1, Pocillopora_acuta_HIv1_PredGene_g991.t1
OG0000937	Mcavernosa28489-RA, Mcavernosa24748-RA, Mcavernosa24751-RA, Mcavernosa24749-RA	Pocillopora_acuta_HIv1_PredGene_g31389.t1, Pocillopora_acuta_HIv1_PredGene_3087_t
OG0000942	Mcavernosa05328-RA, Mcavernosa35046-RA, Mcavernosa19060-RA, Mcavernosa10799-RA	Pocillopora_acuta_HIv1_PredGene_g15154.t1, Pocillopora_acuta_HIv1_PredGene_g6300.t1, Pocillopora_acuta_HIv1_PredGene_g24029.t1, Pocillopora_acuta_HIv1_PredGene_g29940.t1, Pocillopora_acuta_HIv1_PredGene_g5545.t1, Pocillopora_acuta_HIv1_PredGene_g22995.t1, Pocillopora_acuta_HIv1_PredGene_g27118.t1, Pocillopora_acuta_HIv1_PredGene_g27116.t1, Pocillopora_acuta_HIv1_PredGene_g30640.t1, Pocillopora_acuta_HIv1_PredGene_g6009.t1
OG0000945	Mcavernosa09396-RA	Pocillopora_acuta_HIv1_PredGene_g23391.t1
OG0000948	Mcavernosa13241-RA, Mcavernosa13238-RA, Mcavernosa13240-RA, Mcavernosa13237-RA	Pocillopora_acuta_HIv1_PredGene_g9656.t1, Pocillopora_acuta_HIv1_PredGene_g9657.t1, Pocillopora_acuta_HIv1_PredGene_g3406.t1
OG0000959	Mcavernosa27301-RA	Pocillopora_acuta_HIv1_PredGene_g13473.t1, Pocillopora_acuta_HIv1_PredGene_g13480.t1
OG0000960	Mcavernosa12166-RA, Mcavernosa12165-RA	Pocillopora_acuta_HIv1_PredGene_22629_t, Pocillopora_acuta_HIv1_PredGene_31296_t, Pocillopora_acuta_HIv1_PredGene_g25722.t1, Pocillopora_acuta_HIv1_PredGene_g25724.t1, Pocillopora_acuta_HIv1_PredGene_g19390.t1, Pocillopora_acuta_HIv1_PredGene_g24360.t1, Pocillopora_acuta_HIv1_PredGene_g16689.t1
OG0000963	Mcavernosa24309-RA, Mcavernosa24313-RA	Pocillopora_acuta_HIv1_PredGene_g15215.t1
OG0000963	Mcavernosa14282-RA	Pocillopora_acuta_HIv1_PredGene_g32840.t1, Pocillopora_acuta_HIv1_PredGene_g32845.t1
OG0000965	Mcavernosa09714-RA, Mcavernosa16247-RA, Mcavernosa01313-RA	Pocillopora_acuta_HIv1_PredGene_15816_t, Pocillopora_acuta_HIv1_PredGene_g16762.t1
OG0000965	Mcavernosa01314-RA	Pocillopora_acuta_HIv1_PredGene_g16763.t1
OG0000966	Mcavernosa23596-RA	Pocillopora_acuta_HIv1_PredGene_g23726.t1
OG0000968	Mcavernosa25015-RA	Pocillopora_acuta_HIv1_PredGene_g26904.t1
OG0000969	Mcavernosa20987-RA	Pocillopora_acuta_HIv1_PredGene_g17692.t1
OG0000969	Mcavernosa20986-RA	Pocillopora_acuta_HIv1_PredGene_g17691.t1
OG0000970	Mcavernosa23047-RA, Mcavernosa23046-RA	Pocillopora_acuta_HIv1_PredGene_15421_t, Pocillopora_acuta_HIv1_PredGene_g14803.t1
OG0000970	Mcavernosa23045-RA, Mcavernosa23041-RA	Pocillopora_acuta_HIv1_PredGene_g14804.t1, Pocillopora_acuta_HIv1_PredGene_15422_t
OG0000971	Mcavernosa04354-RA, Mcavernosa04353-RA	Pocillopora_acuta_HIv1_PredGene_g10103.t1
OG0000971	Mcavernosa04371-RA	Pocillopora_acuta_HIv1_PredGene_g27667.t1
OG0000971	Mcavernosa04365-RA, Mcavernosa04359-RA	Pocillopora_acuta_HIv1_PredGene_g10102.t1
OG0000972	Mcavernosa13384-RA	Pocillopora_acuta_HIv1_PredGene_g5117.t1
OG0000972	Mcavernosa13385-RA	Pocillopora_acuta_HIv1_PredGene_16812_t, Pocillopora_acuta_HIv1_PredGene_g5118.t1, Pocillopora_acuta_HIv1_PredGene_g5119.t1
OG0000972	Mcavernosa13386-RA	Pocillopora_acuta_HIv1_PredGene_g5120.t1
OG0000976	Mcavernosa02052-RA, Mcavernosa11756-RA	Pocillopora_acuta_HIv1_PredGene_g6433.t1, Pocillopora_acuta_HIv1_PredGene_g6432.t1, Pocillopora_acuta_HIv1_PredGene_g6431.t1, Pocillopora_acuta_HIv1_PredGene_g6430.t1, Pocillopora_acuta_HIv1_PredGene_g6428.t1
OG0000977	Mcavernosa15874-RA	Pocillopora_acuta_HIv1_PredGene_g12105.t1, Pocillopora_acuta_HIv1_PredGene_g7727.t1, Pocillopora_acuta_HIv1_PredGene_g16100.t1, Pocillopora_acuta_HIv1_PredGene_g19408.t2, Pocillopora_acuta_HIv1_PredGene_g19408.t1
OG0000981	Mcavernosa02518-RA, Mcavernosa05533-RA	Pocillopora_acuta_HIv1_PredGene_g21516.t1, Pocillopora_acuta_HIv1_PredGene_g21513.t1, Pocillopora_acuta_HIv1_PredGene_7114_t, Pocillopora_acuta_HIv1_PredGene_g21508.t1, Pocillopora_acuta_HIv1_PredGene_g21511.t1, Pocillopora_acuta_HIv1_PredGene_g21515.t1, Pocillopora_acuta_HIv1_PredGene_g21510.t1, Pocillopora_acuta_HIv1_PredGene_g21518.t1
OG0000983	Mcavernosa17965-RA, Mcavernosa28091-RA, Mcavernosa09984-RA	Pocillopora_acuta_HIv1_PredGene_g4904.t1
OG0000984	Mcavernosa30539-RA	Pocillopora_acuta_HIv1_PredGene_g26114.t1
OG0000987	Mcavernosa33196-RA, Mcavernosa33797-RA, Mcavernosa33197-RA, Mcavernosa33198-RA, Mcavernosa20534-RA, Mcavernosa28465-RA	Pocillopora_acuta_HIv1_PredGene_g12084.t1
OG0000989	Mcavernosa32062-RA	Pocillopora_acuta_HIv1_PredGene_g29845.t1
OG0000989	Mcavernosa32066-RA	Pocillopora_acuta_HIv1_PredGene_g29843.t1
OG0000989	Mcavernosa27744-RA, Mcavernosa32063-RA	Pocillopora_acuta_HIv1_PredGene_g29842.t1
OG0000990	Mcavernosa30097-RA	Pocillopora_acuta_HIv1_PredGene_g1938.t2, Pocillopora_acuta_HIv1_PredGene_g1938.t1
OG0000990	Mcavernosa24255-RA, Mcavernosa24253-RA	Pocillopora_acuta_HIv1_PredGene_g6623.t1
OG0000993	Mcavernosa05700-RA	Pocillopora_acuta_HIv1_PredGene_g14288.t1, Pocillopora_acuta_HIv1_PredGene_g28136.t1
OG0000994	Mcavernosa14258-RA, Mcavernosa14257-RA, Mcavernosa10196-RA	Pocillopora_acuta_HIv1_PredGene_g12216.t1
OG0000994	Mcavernosa14270-RA	Pocillopora_acuta_HIv1_PredGene_g3256.t1
OG0000995	Mcavernosa30222-RA	Pocillopora_acuta_HIv1_PredGene_g438.t1, Pocillopora_acuta_HIv1_PredGene_g434.t1, Pocillopora_acuta_HIv1_PredGene_16079_t
